# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,2688344.3402572,3637004006.7849441,2368668879.8611803,14140998585.7644577,250307338.0373407,9976395434.8539352,166606800294.3997803,1626875329633.6115723,11034130904199.6562500
0.0025000,0.0025000,0.0025000,inf,nan,1862264.6323012,2178851315.7894449,1419017125.7030127,8471585745.5634947,149951589.2537073,5976655782.7392931,99810905453.1915283,974629518738.4726562,6610333396425.5185547
0.0050000,0.0050000,0.0050000,inf,nan,1333006.9963828,1333173244.6188629,868252596.9719138,5183515348.5481997,91749376.1204739,3656940432.4929099,61071379815.4417572,596346712390.1470947,4044661917197.1469727
0.0075000,0.0075000,0.0075000,inf,nan,996583.6181223,832190837.3104799,541978454.9552093,3235645235.6594067,57270735.2594775,2282729175.7599821,38121748966.1109161,372247968608.8962402,2524727638348.4638672
0.0100000,0.0100000,0.0100000,inf,nan,791341.6530421,529632031.0627822,344931893.5786673,2059259567.0071759,36448491.7151576,1452796055.9734793,24261538103.2026672,236904848866.0490723,1606768477975.9511719
0.0125000,0.0125000,0.0125000,inf,nan,681803.5035407,343740312.0294192,223867270.6927452,1336482979.9164519,23655786.9293047,942881736.4746571,15745607102.3237000,153746964754.8720093,1042749102535.9515381
0.0150000,0.0150000,0.0150000,inf,nan,649936.6471993,227843404.8231003,148388321.7537980,885849813.1387889,15680450.1808763,624963198.7180855,10435957238.7656727,101897224317.0337677,691072300459.2236328
0.0175000,0.0175000,0.0175000,inf,nan,597997.2382587,154778463.8160817,100804726.5768982,601748248.2250892,10653055.0465866,424531908.2108066,7088277483.8959208,69205141228.3483429,469328086782.9492188
0.0200000,0.0200000,0.0200000,inf,nan,457734.5347262,108461088.9706276,70641249.3709281,421640075.8414529,7466654.9069300,297467536.1425476,4965735647.5988026,48475602545.0728683,328715679211.4855347
0.0225000,0.0225000,0.0225000,inf,nan,369706.0278706,76076511.3568119,49546671.4535692,295775591.0451297,5235561.3925663,208668595.6496422,3484143616.3036714,34017142885.3673515,230695733295.1220398
0.0250000,0.0250000,0.0250000,inf,nan,320613.8627422,54413478.0310761,35438716.6346105,211540898.8145230,3745132.0489411,149241762.7298647,2491550548.1406527,24323779788.0015564,164947042821.3436279
0.0275000,0.0275000,0.0275000,inf,nan,303315.9654680,39945247.7786288,26016495.5710447,155280460.8375410,2749836.6377430,109550604.2490718,1828547168.9640560,17848777921.6250000,121026552416.3395386
0.0300000,0.0300000,0.0300000,inf,nan,315370.3585721,30213424.4392365,19678927.7351621,117435858.3317118,2080482.2428398,82851706.7063116,1382519478.6911714,13492501471.3329086,91476149405.9569550
0.0325000,0.0325000,0.0325000,inf,nan,358553.6292946,23631340.1269244,15392662.1139142,91838035.9763693,1627870.2547014,64792833.3339618,1080786537.2456100,10545252447.0395069,71482443177.3313904
0.0350000,0.0350000,0.0350000,inf,nan,439226.2951846,19161213.2913910,12481819.9217567,74452065.5285027,1320577.2408204,52527361.7804009,875811491.1573189,8542859778.5181417,57897310827.0624008
0.0375000,0.0375000,0.0375000,inf,nan,569645.2558640,16115342.8448443,10498518.4683799,62604169.7477847,1111272.5827258,44168953.8633444,736094457.6054697,7177750155.2319174,48634741624.2121201
0.0400000,0.0400000,0.0400000,inf,nan,770586.4500022,12479589.3996602,8125454.4204238,48541945.7112998,857477.4264363,34244820.5264976,572377440.0303960,5592472279.8157864,37948300814.9571533
0.0425000,0.0425000,0.0425000,inf,nan,1076034.2744911,9493348.9571395,6180638.1824717,36930827.1827442,652029.5826943,26053239.5904749,435577700.6230052,4256695001.6026993,28888736616.4789810
0.0450000,0.0450000,0.0450000,inf,nan,1541372.7905468,7298727.4450352,4751375.5220829,28397617.2649723,501053.7181257,20033106.9112709,335040285.2972791,3274995530.4980221,22230583637.7742348
0.0475000,0.0475000,0.0475000,inf,nan,2257768.6889516,5671303.7076783,3691509.5880931,22069726.9199782,389106.7250786,15568816.4632867,260484232.4628519,2546982043.8695931,17292942393.5064774
0.0500000,0.0500000,0.0500000,inf,nan,3377855.5641355,4453351.6731446,2898319.6229226,17333888.0040062,305335.2456666,12227711.4871807,204683942.0671204,2002098076.8552649,13597271201.8296108
0.0525000,0.0525000,0.0525000,inf,nan,5162649.8811453,3533304.1255019,2299146.3718883,13756306.3059332,242062.3458136,9703752.9143776,162528428.2320567,1590436331.8552010,10805081621.6019630
0.0550000,0.0550000,0.0550000,inf,nan,8069543.6205464,2831739.1322377,1842265.5059771,11028175.1452643,193823.1014889,7779079.5293796,130379363.0743836,1276470095.7937758,8675422213.9239998
0.0575000,0.0575000,0.0575000,inf,nan,12922300.1053797,2291757.1973175,1490620.5938686,8928260.4421184,156702.3683917,6297611.9630616,105630251.9618220,1034748645.7715882,7035682814.5836191
0.0600000,0.0600000,0.0600000,inf,nan,21250455.5330440,1872333.0846743,1217493.3872342,7297051.5425973,127877.2761233,5146816.2632779,86401873.5021354,846923239.5587927,5761423337.1554832
0.0625000,0.0625000,0.0625000,inf,nan,35992142.2058371,1543695.6843639,1003494.9077927,6018797.2508157,105299.2959754,4245030.4351493,71330621.2663623,699680265.5377691,4762355282.5588226
0.0650000,0.0650000,0.0650000,inf,nan,29507302.8474202,1284099.0448771,834462.5566026,5008950.8539247,87472.0498807,3532606.9952653,59420573.4258541,583296680.2191128,3972543855.4854350
0.0675000,0.0675000,0.0675000,inf,nan,16528170.2518052,1077553.3737599,699982.4186350,4205347.6192233,73295.1837639,2965688.7629815,49939538.2418505,490624862.2079097,3343522572.4943695
0.0700000,0.0700000,0.0700000,inf,nan,9787734.7861109,912222.2449181,592345.4439498,3561972.6032285,61954.0874858,2511812.1006903,42345619.0118507,416375486.6501737,2839429193.5979056
0.0725000,0.0725000,0.0725000,inf,nan,6168814.8686605,779284.6650848,505806.3735048,3044535.9236996,52841.6039250,2146785.3070696,36235075.3398410,356608360.4537709,2433552165.9063416
0.0750000,0.0750000,0.0750000,inf,nan,4220861.0961332,672123.1795982,436055.0001764,2627315.7559951,45502.1731970,1852461.3804589,31305121.8071865,308369126.3772817,2105866454.2903721
0.0775000,0.0775000,0.0775000,inf,nan,3250584.8758458,576986.1111646,374195.7350207,2256214.3432783,39018.4262243,1590716.0291374,26900337.3988477,265110652.1597293,1811154823.8870268
