# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,321788.6195189,67992262.2164667,43670792.9193713,273040494.6012164,4257766.3160898,192238773.6892285,3449807018.6801353,35303145758.0043640,247468978340.3632812
0.0025000,0.0025000,0.0025000,inf,nan,331881.7581329,58226012.3883525,37398314.7988577,233816275.2496320,3646324.4418045,164622528.1212542,2951729971.7886529,30187637199.2188644,211519334843.8449097
0.0050000,0.0050000,0.0050000,inf,nan,375438.1238832,49538360.7062016,31818500.8078303,198925208.9972206,3102365.7367255,140057034.3117104,2513088949.8066287,25715244645.4591293,180248851458.8679199
0.0075000,0.0075000,0.0075000,inf,nan,419958.7742752,41899004.2938194,26911908.6799727,168245291.7656698,2624005.5736197,118456407.2205317,2125381198.8956969,21747130424.7467194,152430251222.9265442
0.0100000,0.0100000,0.0100000,inf,nan,456632.6893498,35250498.6228466,22641662.5071287,141545533.2143261,2207658.8908149,99658027.8275448,1787996896.1600094,18294247393.5021439,128224590514.6306610
0.0125000,0.0125000,0.0125000,inf,nan,544873.8517710,29517412.1435482,18959331.5786593,118522736.9739910,1848612.8581666,83448438.1044420,1497097095.0855646,15317253084.2334785,107355803061.0625153
0.0150000,0.0150000,0.0150000,inf,nan,699704.4821813,24614072.6690686,15809905.1868230,98832618.6091598,1541511.6465904,69585249.6827614,1248324667.4407849,12771508749.3864155,89510728233.5549164
0.0175000,0.0175000,0.0175000,inf,nan,948446.3022904,20450763.9673333,13135772.3955668,82114694.1723802,1280744.3772924,57814666.8595766,1037118915.1088786,10610300022.2699738,74361692950.9436493
0.0200000,0.0200000,0.0200000,inf,nan,1337506.4926025,16938407.1896157,10879728.9146477,68011079.8785843,1060738.3541838,47884722.8171120,858953124.1700445,8787268130.1198883,61583555300.3818512
0.0225000,0.0225000,0.0225000,inf,nan,1944664.5795829,13991875.2479132,8987106.1152438,56179799.0928784,876166.7942197,39554648.7539740,709502633.3426371,7258129419.0548868,50865756294.7231140
0.0250000,0.0250000,0.0250000,inf,nan,2901287.0102229,11532148.6086167,7407156.0032642,46303434.9980356,722084.0601493,32600966.1403118,584754043.5110749,5981792175.3274488,41920144897.3602676
0.0275000,0.0275000,0.0275000,inf,nan,4433147.9963068,9487540.9442824,6093838.8141180,38094047.2573226,594002.6631987,26820948.6105187,481067198.1175032,4920989943.6873627,34485412824.7680588
0.0300000,0.0300000,0.0300000,inf,nan,6937277.9695464,7794215.5119561,5006155.0466637,31295240.3076544,487925.8408331,22034078.4177106,395201169.1833215,4042546450.8753181,28328946699.0530815
0.0325000,0.0325000,0.0325000,inf,nan,11130886.8499727,6396189.1174129,4108148.3492841,25682174.2651289,400348.0214553,18082054.3346124,324314255.9011533,3317374631.6687837,23246816499.3186569
0.0350000,0.0350000,0.0350000,inf,nan,14661731.3442166,5244988.6954034,3368685.2401720,21060181.4141420,328233.5026588,14827817.7657899,265946379.9323235,2720295610.5333433,19062502401.1682892
0.0375000,0.0375000,0.0375000,inf,nan,9323244.6897760,4299091.9325978,2761096.0701356,17262516.1654417,268981.5710506,12153968.7330197,217990550.6938725,2229745955.7230315,15624839027.4754257
0.0400000,0.0400000,0.0400000,inf,nan,6797625.9762171,3523251.7833263,2262741.3611769,14147639.4670707,220384.3179874,9960854.0528321,178658467.7237864,1827425066.0060310,12805540676.8260326
