# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,57881.5640213,57881.5640213
0.0050000,0.0050000,0.0050000,45341.7694760,45341.7694760
0.0100000,0.0100000,0.0100000,36625.1549284,36625.1549284
0.0150000,0.0150000,0.0150000,30556.1903209,30556.1903209
0.0200000,0.0200000,0.0200000,26012.4907238,26012.4907238
0.0250000,0.0250000,0.0250000,22709.7822655,22709.7822655
0.0300000,0.0300000,0.0300000,20575.3361612,20575.3361612
0.0350000,0.0350000,0.0350000,19480.6008393,19480.6008393
0.0400000,0.0400000,0.0400000,19023.0354309,19023.0354309
0.0450000,0.0450000,0.0450000,18878.0922086,18878.0922086
0.0500000,0.0500000,0.0500000,18864.3879297,18864.3879297
0.0550000,0.0550000,0.0550000,18933.7891541,18933.7891541
0.0600000,0.0600000,0.0600000,19147.3458490,19147.3458490
0.0650000,0.0650000,0.0650000,19805.7525583,19805.7525583
0.0700000,0.0700000,0.0700000,21014.0101682,21014.0101682
0.0750000,0.0750000,0.0750000,22727.4914404,22727.4914404
0.0800000,0.0800000,0.0800000,23550.6206707,23550.6206707
0.0850000,0.0850000,0.0850000,24554.6206832,24554.6206832
0.0900000,0.0900000,0.0900000,25688.2430589,25688.2430589
0.0950000,0.0950000,0.0950000,26906.1074228,26906.1074228
0.1000000,0.1000000,0.1000000,28170.9372970,28170.9372970
0.1050000,0.1050000,0.1050000,29455.3257120,29455.3257120
0.1100000,0.1100000,0.1100000,30742.5830338,30742.5830338
0.1150000,0.1150000,0.1150000,32026.2294212,32026.2294212
0.1200000,0.1200000,0.1200000,33291.6503293,33291.6503293
0.1250000,0.1250000,0.1250000,34486.9896961,34486.9896961
0.1300000,0.1300000,0.1300000,35669.2524824,35669.2524824
0.1350000,0.1350000,0.1350000,36837.1464724,36837.1464724
0.1400000,0.1400000,0.1400000,37623.0373578,37623.0373578
0.1450000,0.1450000,0.1450000,37385.7861226,37385.7861226
0.1500000,0.1500000,0.1500000,36874.0817048,36874.0817048
0.1550000,0.1550000,0.1550000,36127.4983116,36127.4983116
0.1600000,0.1600000,0.1600000,35095.7930524,35095.7930524
0.1650000,0.1650000,0.1650000,33515.3968682,33515.3968682
0.1700000,0.1700000,0.1700000,29558.8585024,29558.8585024
0.1750000,0.1750000,0.1750000,26083.1468588,26083.1468588
0.1800000,0.1800000,0.1800000,23088.5563844,23088.5563844
0.1850000,0.1850000,0.1850000,20561.7909906,20561.7909906
0.1900000,0.1900000,0.1900000,18312.1134398,18312.1134398
0.1950000,0.1950000,0.1950000,15387.5163948,15387.5163948
0.2000000,0.2000000,0.2000000,12869.1184965,12869.1184965
0.2050000,0.2050000,0.2050000,10721.9068624,10721.9068624
0.2100000,0.2100000,0.2100000,8906.4370224,8906.4370224
0.2150000,0.2150000,0.2150000,7382.1598346,7382.1598346
0.2200000,0.2200000,0.2200000,6109.7454299,6109.7454299
0.2250000,0.2250000,0.2250000,5052.5615921,5052.5615921
0.2300000,0.2300000,0.2300000,4177.4910937,4177.4910937
0.2350000,0.2350000,0.2350000,3455.2659787,3455.2659787
0.2400000,0.2400000,0.2400000,2860.4722035,2860.4722035
0.2450000,0.2450000,0.2450000,2371.3467015,2371.3467015
0.2500000,0.2500000,0.2500000,1969.4578941,1969.4578941
0.2550000,0.2550000,0.2550000,1666.5635853,1639.3336203
0.2600000,0.2600000,0.2600000,1395.3087552,1368.0787904
