# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,425250097.2851021,7718707.7071316,5021669.8881021,30079049.8262218,527261.9918102,21217490.9899314,356026610.7317024,3486967275.6859665,23699577273.8929482
0.0025000,0.0025000,0.0025000,inf,nan,206783306.8472620,5804915.9776936,3776416.4574476,22622378.6020205,396398.5294853,15957539.0078409,267780040.5524150,2622703049.7222090,17825578973.0823097
0.0050000,0.0050000,0.0050000,inf,nan,107428674.8232752,4423345.7512334,2877473.7884696,17239303.4958402,301938.4598152,12160309.1660362,204072505.5400142,1998765294.3954592,13584961647.8715115
0.0075000,0.0075000,0.0075000,inf,nan,59146656.8542554,3415765.8685397,2221881.2665077,13313351.3064923,233057.3275670,9390938.5792855,157608800.2356654,1543707778.1299138,10492141131.8223915
0.0100000,0.0100000,0.0100000,inf,nan,33141332.2303175,2673465.7059338,1738901.3746340,10420980.1037820,182318.5926033,7350658.9987791,123376797.7050739,1208443737.9565771,8213499223.7095184
0.0125000,0.0125000,0.0125000,inf,nan,20135320.0874538,2121100.3806080,1379507.6962391,8268640.8479014,144568.3556274,5832399.7627277,97902665.2824018,958951802.3028549,6517809570.1178150
0.0150000,0.0150000,0.0150000,inf,nan,13105990.8580968,1706017.3899567,1109439.7208761,6651194.3402636,116205.1227973,4691454.9083677,78758788.4148960,771456818.9053477,5243484208.7856388
0.0175000,0.0175000,0.0175000,inf,nan,9832521.8805857,1391135.4738832,904569.1015442,5424167.4401939,94692.6102205,3825912.5729837,64235461.5985376,629214541.7581501,4276720720.4272304
0.0200000,0.0200000,0.0200000,inf,nan,8976435.6304258,1150149.3654663,747779.3789640,4485070.8317960,78231.6816398,3163476.4582429,53119809.4642709,520346480.9539351,3536786800.8343105
0.0225000,0.0225000,0.0225000,inf,nan,9419532.8330481,964272.5893575,626846.5198531,3760708.9639831,65537.5151558,2652514.2033343,44545616.5959106,436369200.4559039,2966024641.2114139
0.0250000,0.0250000,0.0250000,inf,nan,10789222.4585898,820007.0391036,532987.5835591,3198490.2901168,55687.0182385,2255927.5890445,37890495.2443875,371187222.0030807,2523006203.3609543
