# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,16457300453670191104.0000000
0.0050000,0.0050000,0.0050000,67145086639948208.0000000
0.0100000,0.0100000,0.0100000,1566392005366813.0000000
0.0150000,0.0150000,0.0150000,89920454155154.5625000
0.0200000,0.0200000,0.0200000,8958641149558.4003906
0.0250000,0.0250000,0.0250000,1295518299698.5092773
0.0300000,0.0300000,0.0300000,245119424702.7813416
0.0350000,0.0350000,0.0350000,56822345669.6410446
0.0400000,0.0400000,0.0400000,15440910410.0321255
0.0450000,0.0450000,0.0450000,4767723730.7808809
0.0500000,0.0500000,0.0500000,1635163546.0506454
0.0550000,0.0550000,0.0550000,612408247.9458635
0.0600000,0.0600000,0.0600000,247268678.0369934
0.0650000,0.0650000,0.0650000,106602529.5534230
0.0700000,0.0700000,0.0700000,48736860.7280099
0.0750000,0.0750000,0.0750000,23527666.6118942
0.0800000,0.0800000,0.0800000,11971748.3954862
0.0850000,0.0850000,0.0850000,6424243.4595861
0.0900000,0.0900000,0.0900000,3643701.9455870
0.0950000,0.0950000,0.0950000,2182832.6398675
0.1000000,0.1000000,0.1000000,1302719.2582322
0.1050000,0.1050000,0.1050000,811765.2487123
0.1100000,0.1100000,0.1100000,510519.6461849
0.1150000,0.1150000,0.1150000,327016.1339824
0.1200000,0.1200000,0.1200000,214478.7718259
0.1250000,0.1250000,0.1250000,139102.2837726
0.1300000,0.1300000,0.1300000,92396.2660747
0.1350000,0.1350000,0.1350000,62751.3899097
0.1400000,0.1400000,0.1400000,42768.2486192
0.1450000,0.1450000,0.1450000,29139.6991378
0.1500000,0.1500000,0.1500000,20196.4783219
0.1550000,0.1550000,0.1550000,14224.6240711
0.1600000,0.1600000,0.1600000,10170.0770750
0.1650000,0.1650000,0.1650000,7373.3374904
0.1700000,0.1700000,0.1700000,5302.7208226
0.1750000,0.1750000,0.1750000,3846.5735841
0.1800000,0.1800000,0.1800000,2809.5539950
0.1850000,0.1850000,0.1850000,2054.9436162
0.1900000,0.1900000,0.1900000,1526.7997779
0.1950000,0.1950000,0.1950000,1136.5668359
0.2000000,0.2000000,0.2000000,852.1616352
0.2050000,0.2050000,0.2050000,643.2094401
0.2100000,0.2100000,0.2100000,488.5473878
0.2150000,0.2150000,0.2150000,373.2835814
0.2200000,0.2200000,0.2200000,286.8391037
0.2250000,0.2250000,0.2250000,221.6298872
0.2300000,0.2300000,0.2300000,172.1711446
0.2350000,0.2350000,0.2350000,134.4649935
0.2400000,0.2400000,0.2400000,105.5785792
0.2450000,0.2450000,0.2450000,83.3481904
0.2500000,0.2500000,0.2500000,66.1655961
0.2550000,0.2550000,0.2550000,52.8218970
0.2600000,0.2600000,0.2600000,42.3983255
0.2650000,0.2650000,0.2650000,34.1965923
0.2700000,0.2700000,0.2700000,27.6949828
0.2750000,0.2750000,0.2750000,22.5120285
0.2800000,0.2800000,0.2800000,18.3687183
0.2850000,0.2850000,0.2850000,15.0543373
0.2900000,0.2900000,0.2900000,12.4028309
0.2950000,0.2950000,0.2950000,10.2791833
0.3000000,0.3000000,0.3000000,8.5716624
0.3050000,0.3050000,0.3050000,7.1876472
0.3100000,0.3100000,0.3100000,6.0523105
0.3150000,0.3150000,0.3150000,5.1083559
0.3200000,0.3200000,0.3200000,4.3141324
0.3250000,0.3250000,0.3250000,3.6393452
0.3300000,0.3300000,0.3300000,3.0604627
0.3350000,0.3350000,0.3350000,2.5581472
0.3400000,0.3400000,0.3400000,2.1168482
0.3450000,0.3450000,0.3450000,1.7251553
0.3500000,0.3500000,0.3500000,1.3755592
0.3550000,0.3550000,0.3550000,1.0632251
0.3600000,0.3600000,0.3600000,0.7845018
0.3650000,0.3650000,0.3650000,0.5360463
0.3700000,0.3700000,0.3700000,0.3146727
0.3750000,0.3750000,0.3750000,0.1175977
0.3800000,0.3800000,0.3800000,-0.0572807
0.3850000,0.3850000,0.3850000,-0.2114060
0.3900000,0.3900000,0.3900000,-0.3459709
0.3950000,0.3950000,0.3950000,-0.4624302
0.4000000,0.4000000,0.4000000,-0.5626805
0.4050000,0.4050000,0.4050000,-0.6487472
0.4100000,0.4100000,0.4100000,-0.7223325
0.4150000,0.4150000,0.4150000,-0.7846804
0.4200000,0.4200000,0.4200000,-0.8368245
0.4250000,0.4250000,0.4250000,-0.8799554
0.4300000,0.4300000,0.4300000,-0.9156536
0.4350000,0.4350000,0.4350000,-0.9458707
0.4400000,0.4400000,0.4400000,-0.9725106
0.4450000,0.4450000,0.4450000,-0.9966409
0.4500000,0.4500000,0.4500000,-1.0179278
0.4550000,0.4550000,0.4550000,-1.0348604
0.4600000,0.4600000,0.4600000,-1.0455775
