# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,4376409.8496756,805528.2003420,524136.3776595,3139209.4640719,54929.1697938,2214446.2390716,805573.1070145,805483.2936695,949587.8992267,600572.1200182,16249531.6525787
0.0025000,0.0025000,0.0025000,inf,nan,2861503.0006077,665440.5171883,432882.6403525,2594825.7525534,45286.8337582,1830368.9251954,665483.3672839,665397.6670926,784447.1025457,496127.9095928,13431071.4687753
0.0050000,0.0050000,0.0050000,inf,nan,1937303.6665548,556301.4155498,361779.6305021,2170843.1668471,37769.9706384,1531231.0115621,556342.2988856,556260.5322139,655789.6946432,414757.8202277,11235908.5240451
0.0075000,0.0075000,0.0075000,inf,nan,1369453.4048126,470747.5050267,306031.7160807,1838634.4338918,31871.8856086,1296835.9908634,470786.5126666,470708.4973868,554935.4251964,350971.9795869,9515836.6049652
0.0100000,0.0100000,0.0100000,inf,nan,1025835.4841632,403373.2865779,262118.3323218,1577185.2817506,27220.5771513,1112358.2654969,403410.5114687,403336.0616871,475512.0821879,300740.2469286,8162062.2714956
0.0125000,0.0125000,0.0125000,inf,nan,831861.5144970,350198.4674131,227447.0702584,1371023.1907642,23542.0863403,966881.8979869,350234.0050002,350162.9298260,412827.5420302,261095.0627329,7094481.9238556
0.0150000,0.0150000,0.0150000,inf,nan,747179.1600883,308289.1401502,200106.9721930,1208744.3797549,20634.4346795,852361.4131597,308323.0889753,308255.1913251,363423.2008579,229849.0138520,6254055.9699226
0.0175000,0.0175000,0.0175000,inf,nan,753785.0147174,275487.9392372,178692.8008251,1081964.4995734,18349.0615232,762881.5238746,275520.4015235,275455.4769508,324755.8724467,205393.6480894,5597376.5540196
0.0200000,0.0200000,0.0200000,inf,nan,850776.8225727,250222.1905450,162180.1032570,984572.5625909,16577.6288880,694130.7885099,250253.2727723,250191.1083176,294971.6275093,186556.4376112,5092805.1604480
0.0225000,0.0225000,0.0225000,inf,nan,1053706.2843723,231368.6603146,149837.1368941,912204.9252665,15242.7214459,643030.5152239,231398.4737882,231338.8468410,272746.3545060,172499.9407493,4717749.4497785
0.0250000,0.0250000,0.0250000,inf,nan,1398190.8210628,218160.2179913,141164.0931395,861882.2243994,14291.4311176,607478.6297264,218188.8794090,218131.5565736,257175.7301721,162652.2132521,4456783.7213133
0.0275000,0.0275000,0.0275000,inf,nan,1948939.8036935,210124.5175483,135853.1743356,831770.7928611,13691.1452936,586181.3632171,210152.1495683,210096.8855283,247702.9346831,156661.0913413,4300413.8184330
0.0300000,0.0300000,0.0300000,inf,nan,2817339.1321337,207048.3358438,133765.3808694,819015.4145763,13427.1008558,577223.9774283,207075.0676576,207021.6040299,244076.6123257,154367.6037054,4234745.3380654
0.0325000,0.0325000,0.0325000,inf,nan,3761577.6469857,201248.8255548,130077.8326625,797275.9748744,13086.2898806,561845.4007467,201277.9524609,201219.6986487,237239.9245604,150043.7027075,4121828.2645014
0.0350000,0.0350000,0.0350000,inf,nan,3717713.7491169,198599.6293179,128253.3093686,786537.9447057,12751.3237019,554526.4781184,198627.7550996,198571.5035362,234116.9492404,148068.5596899,4068516.8060512
0.0375000,0.0375000,0.0375000,inf,nan,4438936.9068613,192848.3981565,124941.8118696,759999.9259703,12509.8543588,535769.1153024,192886.5950933,192810.2012197,227337.1747841,143780.6538291,3930820.1913141
0.0400000,0.0400000,0.0400000,inf,nan,6097205.8978463,182837.3635116,118410.9868472,721243.2050045,12027.6971634,508417.1503860,182874.8369012,182799.8901221,215535.7786896,136316.7955834,3730092.4187250
0.0425000,0.0425000,0.0425000,inf,nan,9175593.5460627,174026.1031757,112662.3184320,687137.9434908,11418.1483461,484347.3454782,174062.8143932,173989.3919583,205148.7231050,129747.4448174,3553450.8386071
0.0450000,0.0450000,0.0450000,inf,nan,14680518.8652160,166306.3360618,107625.3429910,657262.2547283,10884.2064849,463262.1003905,166342.2447754,166270.4273482,196048.3620833,123991.8711458,3398711.6687511
0.0475000,0.0475000,0.0475000,inf,nan,24640848.2254304,159590.5919725,103243.1336634,631275.3928098,10419.8820824,444921.0489764,159625.6559014,159555.5280435,188131.5823619,118984.8600150,3264111.1052494
0.0500000,0.0500000,0.0500000,inf,nan,36871121.9101303,153806.4302147,99468.5348872,608895.2789816,10020.2081651,429125.2038424,153840.6048865,153772.2555430,181312.9880408,114672.4023160,3148188.9727969
0.0525000,0.0525000,0.0525000,inf,nan,22125281.1030994,148891.9227398,96261.2205819,589880.9429109,9680.9295056,415704.5685827,148925.1612491,148858.6842306,175519.5759333,111008.3267792,3049697.8204995
0.0550000,0.0550000,0.0550000,inf,nan,16162269.5506774,144792.1412127,93585.4062267,574018.8662716,9398.2609580,404508.5031298,144824.3939843,144759.8884412,170686.5943866,107951.6808638,2967532.2206789
0.0575000,0.0575000,0.0575000,inf,nan,15505987.6902999,139261.7058495,89837.0731915,553560.9499289,8954.3863401,389988.7188706,139260.1581094,139263.2535896,164167.1025846,103828.3922076,2860917.7696378
0.0600000,0.0600000,0.0600000,inf,nan,19554908.7233994,132618.9671401,85507.2739693,527765.2423860,8498.4824960,371786.3484265,132616.0733019,132621.8609783,156336.3844378,98875.8111958,2727342.3134522
0.0625000,0.0625000,0.0625000,inf,nan,29958624.5547361,126772.8384072,81698.2845001,505038.9533050,8098.5546915,355750.8154296,126768.6697798,126777.0070345,149444.7410419,94517.1532053,2609669.6526672
0.0650000,0.0650000,0.0650000,inf,nan,51578293.5143174,120253.5002528,77538.0480837,479981.4500143,7694.0910696,338092.7322433,120286.5720293,120220.4284763,141759.4922577,89656.5750967,2480039.4068601
0.0675000,0.0675000,0.0675000,inf,nan,57172999.2531880,112962.9232552,72768.4988863,451970.7012772,7184.2410102,318312.8542346,112994.8274011,112931.0191093,133165.0771988,84220.9897481,2334863.1997086
0.0700000,0.0700000,0.0700000,inf,nan,32773128.6908781,106169.4440591,68321.9638149,425902.2478750,6708.1816815,299902.7394719,106200.1285644,106138.7595538,125156.6603172,79156.0221885,2199737.8615997
0.0725000,0.0725000,0.0725000,inf,nan,19552541.6631020,99852.3643923,64185.0969009,401693.3508539,6264.5576967,282804.1282582,99881.7770598,99822.9517248,117709.8416863,74446.2405493,2074236.0554746
0.0750000,0.0750000,0.0750000,inf,nan,12160678.3805393,93989.8865545,60343.8653033,379256.5355071,5851.9548587,266955.4420640,94017.9750349,93961.7980742,110798.9253312,70075.3932691,1957906.1264348
0.0775000,0.0775000,0.0775000,inf,nan,7950172.3080897,88559.1841867,56783.5936150,358499.8961940,5468.9040516,252291.9971416,88585.8960274,88532.4723461,104397.0026541,66026.4618563,1850273.6669013
0.0800000,0.0800000,0.0800000,inf,nan,5568969.0371053,83536.5803047,53489.0769438,339327.8352356,5113.8918784,238746.5235618,83561.8630130,83511.2975965,98476.1623075,62281.7936248,1750845.3216847
0.0825000,0.0825000,0.0825000,inf,nan,4320764.3196300,78897.7982856,50444.7404415,321642.1022468,4785.3756947,226249.8954029,78921.5994052,78873.9971660,93007.7860662,58823.2888197,1659114.1412099
0.0850000,0.0850000,0.0850000,inf,nan,3867764.2800575,74618.2576381,47634.8269931,305343.0234444,4481.8011364,214731.9942056,74640.5248396,74595.9904366,87962.8974931,55632.6211332,1574565.9114238
0.0875000,0.0875000,0.0875000,inf,nan,4098507.0576136,70673.3918034,45043.5983561,290330.8307809,4201.6206387,204122.6421742,70694.0729876,70652.7106192,83312.5365758,52691.4746451,1496685.9944021
0.0900000,0.0900000,0.0900000,inf,nan,5089102.0534803,67038.9698944,42655.5381173,276507.0181537,3943.3117910,194352.5539153,67058.0133079,67019.9264809,79028.1390041,49981.7836994,1424966.3040533
0.0925000,0.0925000,0.0925000,inf,nan,7139689.1201012,63691.4082090,40455.5474401,263775.6665273,3705.3946670,185354.2658267,63708.7625721,63674.0538460,75081.9033950,47485.9651578,1358912.1171421
0.0950000,0.0950000,0.0950000,inf,nan,10910225.3095235,60608.0606051,38429.1267263,252044.6918481,3486.4475140,177063.0107793,60623.6752504,60592.4459598,71447.1335973,45187.1348915,1298048.4824591
0.0975000,0.0975000,0.0975000,inf,nan,17743265.1505580,57767.4794726,36562.5380719,241226.9794867,3285.1203846,169417.5127019,57781.3044941,57753.6544510,68098.5463361,43069.3023537,1241926.0421689
0.1000000,0.1000000,0.1000000,inf,nan,30403024.0914124,55149.6411938,34842.9448162,231241.3770200,3100.1464510,162360.6813994,55161.6276050,55137.6547827,65012.5369939,41117.5386733,1190126.1213268
0.1025000,0.1025000,0.1025000,inf,nan,54830027.5698685,52736.1317324,33258.5256300,222013.5239073,2930.3508674,155840.1926883,52746.2316322,52726.0318326,62167.3983901,39318.1150239,1142264.9764723
0.1050000,0.1050000,0.1050000,inf,nan,104570054.1417632,50510.2894473,31798.5615257,213476.5024095,2774.6571378,149808.9430184,50518.4561936,50502.1227010,59543.4891358,37658.6091005,1097997.1241696
0.1075000,0.1075000,0.1075000,inf,nan,151711382.4499339,48457.3034724,30453.4949591,205571.2993068,2632.0910213,144225.3714041,48463.4918609,48451.1150839,57123.3496071,36127.9784673,1057017.6971301
0.1100000,0.1100000,0.1100000,inf,nan,85905698.0449038,46564.2670984,29214.9608726,195978.8395897,2501.7820610,137599.5839258,46568.4335459,46560.1006509,54891.7648745,34716.6003580,1008784.8547770
0.1125000,0.1125000,0.1125000,inf,nan,50713738.2939100,44495.3428533,28007.2614069,185304.1525124,2382.9628624,130088.7410928,44432.0796566,44558.6060501,52452.8366947,33174.0867384,953704.3933482
0.1150000,0.1150000,0.1150000,inf,nan,31337896.2273119,42012.4671458,26420.8331400,175180.4010684,2274.9662817,122966.6322253,41948.2341124,42076.7001792,49525.9264683,31322.9461740,901476.4294105
0.1175000,0.1175000,0.1175000,inf,nan,20555802.3813143,39662.3423694,24920.7483093,165576.6725091,2177.2207078,116211.3294640,39597.2225961,39727.4621427,46755.5081908,29570.7798083,851939.8577815
0.1200000,0.1200000,0.1200000,inf,nan,14760331.4792289,37437.2098611,23501.8038625,156464.9980431,2054.1435068,109802.9982252,37371.2853532,37503.1343689,44132.4356488,27911.8030682,804948.9614370
0.1225000,0.1225000,0.1225000,inf,nan,12195250.5114117,35329.9882397,22159.2609007,147819.6927708,1930.4867594,103723.4311961,35263.3397587,35396.6367208,41648.3610357,26340.7363372,760369.9913140
