# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,236114.5534827,6440981.8545159,4196611.8372632,25012601.1223936,444479.1846076,17647467.9252827,6440845.8760412,6441117.8329907,7592879.3375454,4802158.5410948,129502971.3497377,6440981.8545159,4196611.8372632,25012601.1223936,444479.1846076,17647467.9252827,6440845.8760412,6441117.8329907,7592879.3375454,4802158.5410948,129502971.3497377
0.0025000,0.0025000,0.0025000,inf,nan,230011.5695043,5325718.8204662,3469860.7948198,20682339.0951053,367447.3138589,14592226.3918747,5325584.8354837,5325852.8054487,6278163.9977984,3970659.5514222,107082554.5806602,5325718.8204662,3469860.7948198,20682339.0951053,367447.3138589,14592226.3918747,5325584.8354837,5325852.8054487,6278163.9977984,3970659.5514222,107082554.5806602
0.0050000,0.0050000,0.0050000,inf,nan,245717.3462846,4399856.9184148,2866537.9904598,17087400.6184654,303503.9284715,12055799.8092027,4399724.9278840,4399988.9089457,5186722.0617250,3280371.0610591,88469385.4275336,4399856.9184148,2866537.9904598,17087400.6184654,303503.9284715,12055799.8092027,4399724.9278840,4399988.9089457,5186722.0617250,3280371.0610591,88469385.4275336
0.0075000,0.0075000,0.0075000,inf,nan,285691.8371329,3633226.5767954,2366981.8373072,14110666.1862005,250563.4140123,9955552.9276268,3633096.5795616,3633356.5740293,4282988.4677022,2708799.7500347,73057056.5390189,3633226.5767954,2366981.8373072,14110666.1862005,250563.4140123,9955552.9276268,3633096.5795616,3633356.5740293,4282988.4677022,2708799.7500347,73057056.5390189
0.0100000,0.0100000,0.0100000,inf,nan,356000.6321124,2999834.0625017,1954252.2525088,11651225.8646259,206828.9245581,8220287.4297297,2999706.0559015,2999962.0691019,3536320.7945175,2236565.6495383,60323088.9906219,2999834.0625017,1954252.2525088,11651225.8646259,206828.9245581,8220287.4297297,2999706.0559015,2999962.0691019,3536320.7945175,2236565.6495383,60323088.9906219
0.0125000,0.0125000,0.0125000,inf,nan,467593.4392043,2477478.5359685,1613881.0558132,9622893.1396844,170765.8797387,6789193.3356686,2477352.5163721,2477604.5555650,2920547.8310390,1847116.6323095,49821237.2858538,2477478.5359685,1613881.0558132,9622893.1396844,170765.8797387,6789193.3356686,2477352.5163721,2477604.5555650,2920547.8310390,1847116.6323095,49821237.2858538
0.0150000,0.0150000,0.0150000,inf,nan,638698.9887072,2047339.2382042,1333602.9106889,7952602.7133459,141073.4030610,5610718.5318304,2047215.2014953,2047463.2749131,2413482.9362712,1526420.6345136,41173193.5238580,2047339.2382042,1333602.9106889,7952602.7133459,141073.4030610,5610718.5318304,2047215.2014953,2047463.2749131,2413482.9362712,1526420.6345136,41173193.5238580
0.0175000,0.0175000,0.0175000,inf,nan,872601.6052223,1693561.6934607,1103085.6303817,6578804.3935952,116655.6974321,4641435.5469207,1693439.6354569,1693683.7514645,1996436.2390060,1262657.1437119,34060271.3737744,1693561.6934607,1103085.6303817,6578804.3935952,116655.6974321,4641435.5469207,1693439.6354569,1693683.7514645,1996436.2390060,1262657.1437119,34060271.3737744
0.0200000,0.0200000,0.0200000,inf,nan,1224915.1694487,1402862.0065289,913672.2815732,5449927.1595223,96594.6759695,3844957.8439874,1402741.9233433,1402982.0897145,1653748.1681201,1045922.1775181,28215453.4198182,1402862.0065289,913672.2815732,5449927.1595223,96594.6759695,3844957.8439874,1402741.9233433,1402982.0897145,1653748.1681201,1045922.1775181,28215453.4198182
0.0225000,0.0225000,0.0225000,inf,nan,1763598.2199489,1164160.8321927,758142.6296793,4522958.3606103,80124.6476475,3190937.3492313,1164042.7205403,1164278.9438451,1372357.9615642,867955.3847217,23416034.6550970,1164160.8321927,758142.6296793,4522958.3606103,80124.6476475,3190937.3492313,1164042.7205403,1164278.9438451,1372357.9615642,867955.3847217,23416034.6550970
