# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,2375355.2790418,2229008.0515256,1435939.2580333,8894169.4597702,141921.8306752,6264945.8322104,2229240.4847708,2228775.6182804,2627641.1826536,1661866.2021688,45956612.6159928,2229008.0515256,1435939.2580333,8894169.4597702,141921.8306752,6264945.8322104,2229240.4847708,2228775.6182804,2627641.1826536,1661866.2021688,45956612.6159928
0.0025000,0.0025000,0.0025000,inf,nan,2357650.3665140,1754375.3585878,1130188.6765358,7001335.2871222,111612.0483171,4931682.8060700,1754609.8759648,1754140.8412108,2068125.7471919,1307997.5697528,36176363.2090851,1754375.3585878,1130188.6765358,7001335.2871222,111612.0483171,4931682.8060700,1754609.8759648,1754140.8412108,2068125.7471919,1307997.5697528,36176363.2090851
0.0050000,0.0050000,0.0050000,inf,nan,2802471.3451683,1398077.3482880,900670.8642360,5580402.1179698,88863.2728383,3930815.4166389,1398313.9023826,1397840.7941935,1648107.8273282,1042354.9127817,28834426.9611736,1398077.3482880,900670.8642360,5580402.1179698,88863.2728383,3930815.4166389,1398313.9023826,1397840.7941935,1648107.8273282,1042354.9127817,28834426.9611736
0.0075000,0.0075000,0.0075000,inf,nan,2781371.5778751,1128034.6216377,726719.1677812,4503449.7925692,71625.0800325,3172239.4995279,1128273.1709032,1127796.0723721,1329770.9827677,841021.0143893,23269837.5176719,1128034.6216377,726719.1677812,4503449.7925692,71625.0800325,3172239.4995279,1128273.1709032,1127796.0723721,1329770.9827677,841021.0143893,23269837.5176719
0.0100000,0.0100000,0.0100000,inf,nan,2635438.5102689,921319.2608217,593562.7247248,3679049.7445206,58432.0851108,2591554.8067686,921559.7692720,921078.7523715,1086086.8943252,686901.6645852,19010181.7298786,921319.2608217,593562.7247248,3679049.7445206,58432.0851108,2591554.8067686,921559.7692720,921078.7523715,1086086.8943252,686901.6645852,19010181.7298786
0.0125000,0.0125000,0.0125000,inf,nan,2920069.1101765,759927.3714282,489606.2780170,3035290.6145717,48138.5016909,2138111.1277295,760167.5643702,759687.1784862,895831.8726681,566573.8236411,15683920.3432575,759927.3714282,489606.2780170,3035290.6145717,48138.5016909,2138111.1277295,760167.5643702,759687.1784862,895831.8726681,566573.8236411,15683920.3432575
0.0150000,0.0150000,0.0150000,inf,nan,1984265.7655165,633005.4439246,407852.6001976,2529092.3844220,40042.5542630,1781559.9133633,633247.1654686,632763.7223806,746211.3796142,471945.5151035,13068413.1294846,633005.4439246,407852.6001976,2529092.3844220,40042.5542630,1781559.9133633,633247.1654686,632763.7223806,746211.3796142,471945.5151035,13068413.1294846
0.0175000,0.0175000,0.0175000,inf,nan,1354721.2563339,532584.8039485,343170.3063070,2128589.7838075,33638.6520531,1499457.6989533,532828.0581520,532341.5497451,627831.6326192,397075.5892358,10999031.3719959,532584.8039485,343170.3063070,2128589.7838075,33638.6520531,1499457.6989533,532828.0581520,532341.5497451,627831.6326192,397075.5892358,10999031.3719959
0.0200000,0.0200000,0.0200000,inf,nan,963790.0585169,452338.6107894,291483.6034516,1808551.9242467,28522.5852409,1274032.4733367,452583.4059786,452093.8156003,533234.3063549,337246.9869243,9345407.1702793,452338.6107894,291483.6034516,1808551.9242467,28522.5852409,1274032.4733367,452583.4059786,452093.8156003,533234.3063549,337246.9869243,9345407.1702793
0.0225000,0.0225000,0.0225000,inf,nan,721274.3039093,387563.8974652,249762.8474761,1550223.3556756,24393.9288839,1092073.3805228,387810.2458509,387317.5490795,456875.3608549,288953.3494226,8010631.3415643,387563.8974652,249762.8474761,1550223.3556756,24393.9288839,1092073.3805228,387810.2458509,387317.5490795,456875.3608549,288953.3494226,8010631.3415643
0.0250000,0.0250000,0.0250000,inf,nan,576917.5747789,334745.1382909,215743.3754064,1339583.7723238,21028.1444226,943704.8934176,334993.0555906,334497.2209913,394610.5580302,249573.6304251,6922261.2717197,334745.1382909,215743.3754064,1339583.7723238,21028.1444226,943704.8934176,334993.0555906,334497.2209913,394610.5580302,249573.6304251,6922261.2717197
0.0275000,0.0275000,0.0275000,inf,nan,503034.6441766,291239.7850492,187722.9158237,1166094.0659786,18256.4788660,821503.5606010,291489.2901145,290990.2799839,343324.7595040,217137.6434324,6025841.7393067,291239.7850492,187722.9158237,1166094.0659786,18256.4788660,821503.5606010,291489.2901145,290990.2799839,343324.7595040,217137.6434324,6025841.7393067
0.0300000,0.0300000,0.0300000,inf,nan,485979.7488724,255050.3835574,164414.7782362,1021787.6189307,15951.3990237,719857.9327277,255301.4980060,254799.2691088,300663.2887792,190156.1602679,5280209.6038770,255050.3835574,164414.7782362,1021787.6189307,15951.3990237,719857.9327277,255301.4980060,254799.2691088,300663.2887792,190156.1602679,5280209.6038770
0.0325000,0.0325000,0.0325000,inf,nan,522191.2608241,224658.5207792,144840.8763259,900608.1481380,14015.9783748,634502.1543943,224911.2686296,224405.7729288,264836.1816502,167497.1081673,4654072.4315643,224658.5207792,144840.8763259,900608.1481380,14015.9783748,634502.1543943,224911.2686296,224405.7729288,264836.1816502,167497.1081673,4654072.4315643
0.0350000,0.0350000,0.0350000,inf,nan,617016.4577232,198903.1866442,128253.3649274,797924.6557888,12376.1231040,562174.3059584,199157.5939524,198648.7793360,234474.7943955,148294.8808379,4123502.2341119,198903.1866442,128253.3649274,797924.6557888,12376.1231040,562174.3059584,199157.5939524,198648.7793360,234474.7943955,148294.8808379,4123502.2341119
0.0375000,0.0375000,0.0375000,inf,nan,614957.4189698,176891.2223273,114076.9482891,710174.3277077,10974.8491308,500364.8690358,177147.3168250,176635.1278295,208526.2367352,131883.5719973,3670090.3174036,176891.2223273,114076.9482891,710174.3277077,10974.8491308,500364.8690358,177147.3168250,176635.1278295,208526.2367352,131883.5719973,3670090.3174036
0.0400000,0.0400000,0.0400000,inf,nan,572833.5644617,157931.0772443,101866.2045949,634598.3783777,9768.0489665,447130.6615390,158188.8879782,157673.2665105,186175.2820067,117747.5870331,3279582.3870454,157931.0772443,101866.2045949,634598.3783777,9768.0489665,447130.6615390,158188.8879782,157673.2665105,186175.2820067,117747.5870331,3279582.3870454
0.0425000,0.0425000,0.0425000,inf,nan,592104.8516628,141483.5892819,91273.8773659,569045.7790410,8721.3465853,400956.5880308,141743.1462520,141224.0323117,166786.3449897,105484.9465564,2940864.4069731,141483.5892819,91273.8773659,569045.7790410,8721.3465853,400956.5880308,141743.1462520,141224.0323117,166786.3449897,105484.9465564,2940864.4069731
0.0450000,0.0450000,0.0450000,inf,nan,580498.2471046,127125.2621189,82027.2178214,511826.8205762,7807.7509747,360652.4925602,127386.5959181,126863.9283196,149860.1917883,94779.9073281,2645205.9550533,127125.2621189,82027.2178214,511826.8205762,7807.7509747,360652.4925602,127386.5959181,126863.9283196,149860.1917883,94779.9073281,2645205.9550533
0.0475000,0.0475000,0.0475000,inf,nan,636765.4901730,114520.7623262,73910.2668354,461603.4424579,7005.8988776,325275.9086797,114783.9037786,114257.6208739,135001.5183441,85382.4571097,2385693.5494775,114520.7623262,73910.2668354,461603.4424579,7005.8988776,325275.9086797,114783.9037786,114257.6208739,135001.5183441,85382.4571097,2385693.5494775
0.0500000,0.0500000,0.0500000,inf,nan,684555.9335894,103036.1332155,66568.5840242,414955.7173768,6298.7342183,292454.8520658,103298.3385392,102773.9278917,121462.9919138,76819.9411733,2144994.6866172,103036.1332155,66568.5840242,414955.7173768,6298.7342183,292454.8520658,103298.3385392,102773.9278917,121462.9919138,76819.9411733,2144994.6866172
0.0525000,0.0525000,0.0525000,inf,nan,809480.0464616,92660.8736632,59886.8178573,373616.0559895,5653.0431435,263335.3690616,92924.3055014,92397.4418250,109232.2333656,69084.5302685,1931382.4303809,92660.8736632,59886.8178573,373616.0559895,5653.0431435,263335.3690616,92924.3055014,92397.4418250,109232.2333656,69084.5302685,1931382.4303809
