# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,229241271.2554332
0.0050000,0.0050000,0.0050000,99982546.2650107
0.0100000,0.0100000,0.0100000,46442195.1489878
0.0150000,0.0150000,0.0150000,22983197.9678440
0.0200000,0.0200000,0.0200000,12182537.1216394
0.0250000,0.0250000,0.0250000,6993681.7848836
0.0300000,0.0300000,0.0300000,4424633.4682383
0.0350000,0.0350000,0.0350000,3158062.2253780
0.0400000,0.0400000,0.0400000,2566653.9882848
0.0450000,0.0450000,0.0450000,2214493.6533932
0.0500000,0.0500000,0.0500000,1718349.6180880
0.0550000,0.0550000,0.0550000,1370653.9247615
0.0600000,0.0600000,0.0600000,1163606.9563742
0.0650000,0.0650000,0.0650000,1043884.8594458
0.0700000,0.0700000,0.0700000,746354.4070436
0.0750000,0.0750000,0.0750000,535493.4162846
0.0800000,0.0800000,0.0800000,390997.3934226
0.0850000,0.0850000,0.0850000,290142.0680223
0.0900000,0.0900000,0.0900000,218439.0892309
0.0950000,0.0950000,0.0950000,166539.8539364
0.1000000,0.1000000,0.1000000,128332.1278738
0.1050000,0.1050000,0.1050000,99762.3321847
0.1100000,0.1100000,0.1100000,78100.8269032
0.1150000,0.1150000,0.1150000,61479.3342399
0.1200000,0.1200000,0.1200000,48596.9103303
0.1250000,0.1250000,0.1250000,38531.2569205
0.1300000,0.1300000,0.1300000,30616.4711899
0.1350000,0.1350000,0.1350000,24363.0577423
0.1400000,0.1400000,0.1400000,18070.7592618
0.1450000,0.1450000,0.1450000,13190.0588493
0.1500000,0.1500000,0.1500000,9694.3694867
0.1550000,0.1550000,0.1550000,7171.7493030
0.1600000,0.1600000,0.1600000,5338.1536204
0.1650000,0.1650000,0.1650000,3996.1686340
0.1700000,0.1700000,0.1700000,3007.5210416
0.1750000,0.1750000,0.1750000,2274.6256869
0.1800000,0.1800000,0.1800000,1733.5855517
0.1850000,0.1850000,0.1850000,1323.7650884
0.1900000,0.1900000,0.1900000,1014.8315205
0.1950000,0.1950000,0.1950000,780.7920843
0.2000000,0.2000000,0.2000000,602.6576236
0.2050000,0.2050000,0.2050000,466.4689004
0.2100000,0.2100000,0.2100000,361.9076742
0.2150000,0.2150000,0.2150000,281.3114565
0.2200000,0.2200000,0.2200000,218.9648793
0.2250000,0.2250000,0.2250000,170.5837173
0.2300000,0.2300000,0.2300000,132.9382503
0.2350000,0.2350000,0.2350000,103.5794457
0.2400000,0.2400000,0.2400000,80.6401632
0.2450000,0.2450000,0.2450000,62.6900998
0.2500000,0.2500000,0.2500000,48.6290096
0.2550000,0.2550000,0.2550000,37.6073790
0.2600000,0.2600000,0.2600000,28.9670411
0.2650000,0.2650000,0.2650000,22.1964451
0.2700000,0.2700000,0.2700000,16.8967810
0.2750000,0.2750000,0.2750000,12.7561423
0.2800000,0.2800000,0.2800000,9.5295286
0.2850000,0.2850000,0.2850000,7.0229973
0.2900000,0.2900000,0.2900000,5.0810258
0.2950000,0.2950000,0.2950000,3.5771325
0.3000000,0.3000000,0.3000000,2.4082596
0.3050000,0.3050000,0.3050000,1.4925292
0.3100000,0.3100000,0.3100000,0.7683759
0.3150000,0.3150000,0.3150000,0.1925955
0.3200000,0.3200000,0.3200000,-0.2636647
0.3250000,0.3250000,0.3250000,-0.6199796
0.3300000,0.3300000,0.3300000,-0.8911448
0.3350000,0.3350000,0.3350000,-1.0901236
0.3400000,0.3400000,0.3400000,-1.2293959
0.3450000,0.3450000,0.3450000,-1.3211747
0.3500000,0.3500000,0.3500000,-1.3770150
0.3550000,0.3550000,0.3550000,-1.4072576
0.3600000,0.3600000,0.3600000,-1.4205825
0.3650000,0.3650000,0.3650000,-1.4236954
0.3700000,0.3700000,0.3700000,-1.4211216
0.3750000,0.3750000,0.3750000,-1.4152829
0.3800000,0.3800000,0.3800000,-1.4070211
0.3850000,0.3850000,0.3850000,-1.3964403
0.3900000,0.3900000,0.3900000,-1.3836789
0.3950000,0.3950000,0.3950000,-1.3692592
0.4000000,0.4000000,0.4000000,-1.3539844
0.4050000,0.4050000,0.4050000,-1.3386918
0.4100000,0.4100000,0.4100000,-1.3242344
0.4150000,0.4150000,0.4150000,-1.3116263
0.4200000,0.4200000,0.4200000,-1.3018575
0.4250000,0.4250000,0.4250000,-1.2953434
0.4300000,0.4300000,0.4300000,-1.2916514
0.4350000,0.4350000,0.4350000,-1.2897873
0.4400000,0.4400000,0.4400000,-1.2885613
0.4450000,0.4450000,0.4450000,-1.2866621
0.4500000,0.4500000,0.4500000,-1.2826233
0.4550000,0.4550000,0.4550000,-1.2749562
0.4600000,0.4600000,0.4600000,-1.2624842
0.4650000,0.4650000,0.4650000,-1.2447294
0.4700000,0.4700000,0.4700000,-1.2221007
0.4750000,0.4750000,0.4750000,-1.1956597
0.4800000,0.4800000,0.4800000,-1.1665853
0.4850000,0.4850000,0.4850000,-1.1357728
0.4900000,0.4900000,0.4900000,-1.1038587
0.4950000,0.4950000,0.4950000,-1.0715376
0.5000000,0.5000000,0.5000000,-1.0397369
0.5050000,0.5050000,0.5050000,-1.0094023
0.5100000,0.5100000,0.5100000,-0.9811170
0.5150000,0.5150000,0.5150000,-0.9548688
0.5200000,0.5200000,0.5200000,-0.9300789
0.5250000,0.5250000,0.5250000,-0.9058427
0.5300000,0.5300000,0.5300000,-0.8812469
0.5350000,0.5350000,0.5350000,-0.8556177
0.5400000,0.5400000,0.5400000,-0.8286248
0.5450000,0.5450000,0.5450000,-0.8002582
0.5500000,0.5500000,0.5500000,-0.7707388
0.5550000,0.5550000,0.5550000,-0.7404156
0.5600000,0.5600000,0.5600000,-0.7096807
0.5650000,0.5650000,0.5650000,-0.6789124
0.5700000,0.5700000,0.5700000,-0.6484429
0.5750000,0.5750000,0.5750000,-0.6185449
0.5800000,0.5800000,0.5800000,-0.5894301
0.5850000,0.5850000,0.5850000,-0.5612534
0.5900000,0.5900000,0.5900000,-0.5341216
0.5950000,0.5950000,0.5950000,-0.5081011
0.6000000,0.6000000,0.6000000,-0.4832267
0.6050000,0.6050000,0.6050000,-0.4595087
0.6100000,0.6100000,0.6100000,-0.4369386
0.6150000,0.6150000,0.6150000,-0.4154945
0.6200000,0.6200000,0.6200000,-0.3951447
0.6250000,0.6250000,0.6250000,-0.3758509
0.6300000,0.6300000,0.6300000,-0.3575707
0.6350000,0.6350000,0.6350000,-0.3402590
0.6400000,0.6400000,0.6400000,-0.3238698
0.6450000,0.6450000,0.6450000,-0.3083570
