# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,4501435.3180770,126499241.9122280,81032464.3450277,511157688.9993732,7777735.5099782,359749980.5464315,6544826262.4252148,67566261994.5081940,476528967479.8264160
0.0025000,0.0025000,0.0025000,inf,nan,4623167.9428069,85777161.1024810,54943087.5588397,346663027.2541252,5271226.6004379,243977215.0287416,4440121234.8000555,45848158211.2890625,323406379063.0574341
0.0050000,0.0050000,0.0050000,inf,nan,5575386.4632162,59180483.3134861,37903468.1648450,239226685.9333977,3634217.7392735,168362605.3976199,3065471211.3313136,31663374099.7785873,223397213678.4111023
0.0075000,0.0075000,0.0075000,inf,nan,7617169.7208396,41571089.9724403,26621767.4037207,168093456.2093225,2550430.5471979,118298461.5619698,2155307211.9890442,22271480031.1756210,157179818531.9738770
0.0100000,0.0100000,0.0100000,inf,nan,11334677.4705529,29758893.3597814,19054192.8025211,120377107.8980428,1823500.2760538,84715346.7341180,1544746312.0058103,15971037409.8841839,112758059641.9771881
0.0125000,0.0125000,0.0125000,inf,nan,17883416.8765503,21734492.9879743,13913382.1819712,87960759.6579513,1329739.7335627,61900531.1630459,1129931328.6460516,11690341922.5478687,82575825299.8763428
0.0150000,0.0150000,0.0150000,inf,nan,29510069.3041642,16215085.6524525,10377480.8577564,65662613.2170637,990186.6354472,46207020.0827744,844561038.4584799,8745237589.9756565,61809474913.8243637
0.0175000,0.0175000,0.0175000,inf,nan,50681485.1180663,12371508.6873606,7915265.9848698,50133361.3903778,753801.2095131,35277540.0370611,645782273.5398210,6693536426.2123289,47341412789.5873489
0.0200000,0.0200000,0.0200000,inf,nan,90615223.8770558,9661724.6354931,6179465.0150836,39183558.2746965,587216.1242040,27571136.3182036,505583450.8381801,5246207592.7548800,37133919312.3459091
0.0225000,0.0225000,0.0225000,inf,nan,169231293.4406306,7727816.5600352,4940763.6682582,31367536.2234616,468395.9824267,22070330.2475770,405470661.7216541,4212439432.9807100,29841805368.3817673
0.0250000,0.0250000,0.0250000,inf,nan,102848154.4361371,6331430.7618724,4046446.0638177,25722628.8129201,382663.5202759,18097582.1394263,333130937.3565405,3465207312.6442614,24569644721.1245117
