# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1800000,0.1800000,0.1800000,1743.4642875,-0.4211461,inf
0.1825000,0.1825000,0.1825000,1541.4518205,-0.4089273,1616.0080368
0.1850000,0.1850000,0.1850000,1364.1521045,-0.3971000,1359.4858192
0.1875000,0.1875000,0.1875000,1208.3737552,-0.3856521,1147.1366768
0.1900000,0.1900000,0.1900000,1071.3614437,-0.3745717,970.7514442
0.1925000,0.1925000,0.1925000,950.7327784,-0.3638470,823.7581207
0.1950000,0.1950000,0.1950000,844.4248577,-0.3534667,700.8736924
0.1975000,0.1975000,0.1975000,750.6489122,-0.3434192,597.8344677
0.2000000,0.2000000,0.2000000,667.8517318,-0.3336929,511.1862463
0.2025000,0.2025000,0.2025000,594.6828065,-0.3242760,438.1203123
0.2050000,0.2050000,0.2050000,529.9663000,-0.3151563,376.3446870
0.2075000,0.2075000,0.2075000,472.6771260,-0.3063208,323.9826306
0.2100000,0.2100000,0.2100000,421.9205206,-0.2977564,279.4921876
0.2125000,0.2125000,0.2125000,376.9145920,-0.2894496,241.6015458
0.2150000,0.2150000,0.2150000,336.9753984,-0.2813866,209.2555923
0.2175000,0.2175000,0.2175000,301.5041623,-0.2735546,181.5717602
0.2200000,0.2200000,0.2200000,269.9762800,-0.2659414,157.8078864
0.2225000,0.2225000,0.2225000,241.9318339,-0.2585362,137.3441414
0.2250000,0.2250000,0.2250000,216.9673627,-0.2513301,119.6719736
0.2275000,0.2275000,0.2275000,194.7286951,-0.2443156,104.3737084
0.2300000,0.2300000,0.2300000,174.9046927,-0.2374872,91.0721733
0.2325000,0.2325000,0.2325000,157.2217818,-0.2308409,79.3536799
0.2350000,0.2350000,0.2350000,141.4391789,-0.2243738,68.7877040
0.2375000,0.2375000,0.2375000,127.3447305,-0.2180840,59.1541613
0.2400000,0.2400000,0.2400000,114.7512944,-0.2119702,50.5002710
0.2425000,0.2425000,0.2425000,103.4935988,-0.2060313,42.8909220
0.2450000,0.2450000,0.2450000,93.4255177,-0.2002662,36.2912823
0.2475000,0.2475000,0.2475000,84.4177071,-0.1946736,30.6046866
0.2500000,0.2500000,0.2500000,76.3555507,-0.1892518,25.7177573
0.2525000,0.2525000,0.2525000,69.1373681,-0.1839988,21.5214984
0.2550000,0.2550000,0.2550000,62.6728381,-0.1789119,17.9183557
0.2575000,0.2575000,0.2575000,56.8815700,-0.1739860,14.8235321
0.2600000,0.2600000,0.2600000,51.6917185,-0.1692103,12.1642505
0.2625000,0.2625000,0.2625000,47.0384811,-0.1645563,9.8784004
0.2650000,0.2650000,0.2650000,42.8623244,-0.1599582,7.9130927
0.2675000,0.2675000,0.2675000,39.1069540,-0.1552844,6.2233048
0.2700000,0.2700000,0.2700000,35.7174467,-0.1503189,4.7706618
0.2725000,0.2725000,0.2725000,32.6394777,-0.1447803,3.5223527
0.2750000,0.2750000,0.2750000,29.8207980,-0.1384109,2.4501736
0.2775000,0.2775000,0.2775000,27.2153540,-0.1311244,1.5297082
0.2800000,0.2800000,0.2800000,24.7884725,-0.1231203,0.7396693
0.2825000,0.2825000,0.2825000,22.5198159,-0.1148506,0.0614198
0.2850000,0.2850000,0.2850000,20.4017520,-0.1068392,-0.5213406
0.2875000,0.2875000,0.2875000,18.4341269,-0.0994900,-1.0227827
0.2900000,0.2900000,0.2900000,16.6186262,-0.0930064,-1.4551220
0.2925000,0.2925000,0.2925000,14.9551148,-0.0874183,-1.8288212
0.2950000,0.2950000,0.2950000,13.4403165,-0.0826527,-2.1528312
0.2975000,0.2975000,0.2975000,12.0680180,-0.0785950,-2.4348450
0.3000000,0.3000000,0.3000000,10.8298914,-0.0751264,-2.6815142
0.3025000,0.3025000,0.3025000,9.7163790,-0.0721404,-2.8985984
0.3050000,0.3050000,0.3050000,8.7174094,-0.0695480,-3.0910406
0.3075000,0.3075000,0.3075000,7.8229008,-0.0672765,-3.2629869
0.3100000,0.3100000,0.3100000,7.0230789,-0.0652673,-3.4177817
0.3125000,0.3125000,0.3125000,6.3086590,-0.0634722,-3.5579693
0.3150000,0.3150000,0.3150000,5.6709360,-0.0618510,-3.6853315
0.3175000,0.3175000,0.3175000,5.1018177,-0.0603689,-3.8009791
0.3200000,0.3200000,0.3200000,4.5938253,-0.0589950,-3.9054971
0.3225000,0.3225000,0.3225000,4.1400763,-0.0577012,-3.9991258
0.3250000,0.3250000,0.3250000,3.7342600,-0.0564617,-4.0819459
0.3275000,0.3275000,0.3275000,3.3706102,-0.0552527,-4.1540346
0.3300000,0.3300000,0.3300000,3.0438787,-0.0540519,-4.2155703
0.3325000,0.3325000,0.3325000,2.7493147,-0.0528393,-4.2668800
0.3350000,0.3350000,0.3350000,2.4826529,-0.0515974,-4.3084401
0.3375000,0.3375000,0.3375000,2.2401105,-0.0503116,-4.3408468
0.3400000,0.3400000,0.3400000,2.0183907,-0.0489715,-4.3647747
0.3425000,0.3425000,0.3425000,1.8146847,-0.0475710,-4.3809387
0.3450000,0.3450000,0.3450000,1.6266611,-0.0461094,-4.3900692
0.3475000,0.3475000,0.3475000,1.4524340,-0.0445907,-4.3929027
0.3500000,0.3500000,0.3500000,1.2905080,-0.0430231,-4.3901838
0.3525000,0.3525000,0.3525000,1.1397037,-0.0414170,-4.3826668
0.3550000,0.3550000,0.3550000,0.9990764,-0.0397844,-4.3711087
0.3575000,0.3575000,0.3575000,0.8678384,-0.0381365,-4.3562498
0.3600000,0.3600000,0.3600000,0.7452968,-0.0364834,-4.3387859
0.3625000,0.3625000,0.3625000,0.6308101,-0.0348329,-4.3193433
0.3650000,0.3650000,0.3650000,0.5237652,-0.0331911,-4.2984597
0.3675000,0.3675000,0.3675000,0.4235713,-0.0315621,-4.2765741
0.3700000,0.3700000,0.3700000,0.3296677,-0.0299491,-4.2540212
0.3725000,0.3725000,0.3725000,0.2415420,-0.0283553,-4.2310278
0.3750000,0.3750000,0.3750000,0.1587516,-0.0267841,-4.2077101
0.3775000,0.3775000,0.3775000,0.0809419,-0.0252405,-4.1840751
0.3800000,0.3800000,0.3800000,0.0078565,-0.0237309,-4.1600295
0.3825000,0.3825000,0.3825000,-0.0606661,-0.0222630,-4.1353976
0.3850000,0.3850000,0.3850000,-0.1247075,-0.0208452,-4.1099478
0.3875000,0.3875000,0.3875000,-0.1842939,-0.0194857,-4.0834234
0.3900000,0.3900000,0.3900000,-0.2394248,-0.0181917,-4.0555726
0.3925000,0.3925000,0.3925000,-0.2901029,-0.0169688,-4.0261734
0.3950000,0.3950000,0.3950000,-0.3363613,-0.0158204,-3.9950524
0.3975000,0.3975000,0.3975000,-0.3782858,-0.0147475,-3.9620938
0.4000000,0.4000000,0.4000000,-0.4160306,-0.0137490,-3.9272429
0.4025000,0.4025000,0.4025000,-0.4498249,-0.0128214,-3.8905025
0.4050000,0.4050000,0.4050000,-0.4799702,-0.0119598,-3.8519263
0.4075000,0.4075000,0.4075000,-0.5068266,-0.0111582,-3.8116099
0.4100000,0.4100000,0.4100000,-0.5307902,-0.0104100,-3.7696811
0.4125000,0.4125000,0.4125000,-0.5522651,-0.0097087,-3.7262908
0.4150000,0.4150000,0.4150000,-0.5716350,-0.0090482,-3.6816042
0.4175000,0.4175000,0.4175000,-0.5892406,-0.0084230,-3.6357937
0.4200000,0.4200000,0.4200000,-0.6053666,-0.0078285,-3.5890333
0.4225000,0.4225000,0.4225000,-0.6202392,-0.0072604,-3.5414936
0.4250000,0.4250000,0.4250000,-0.6340325,-0.0067151,-3.4933389
0.4275000,0.4275000,0.4275000,-0.6468778,-0.0061894,-3.4447245
0.4300000,0.4300000,0.4300000,-0.6588747,-0.0056804,-3.3957951
0.4325000,0.4325000,0.4325000,-0.6700989,-0.0051855,-3.3466841
0.4350000,0.4350000,0.4350000,-0.6806086,-0.0047029,-3.2975133
0.4375000,0.4375000,0.4375000,-0.6904464,-0.0042313,-3.2483926
0.4400000,0.4400000,0.4400000,-0.6996381,-0.0037700,-3.1994207
0.4425000,0.4425000,0.4425000,-0.7081891,-0.0033193,-3.1506852
0.4450000,0.4450000,0.4450000,-0.7160802,-0.0028801,-3.1022635
0.4475000,0.4475000,0.4475000,-0.7232661,-0.0024540,-3.0542235
0.4500000,0.4500000,0.4500000,-0.7296764,-0.0020432,-3.0066241
0.4525000,0.4525000,0.4525000,-0.7352220,-0.0016502,-2.9595164
0.4550000,0.4550000,0.4550000,-0.7398035,-0.0012773,-2.9129438
0.4575000,0.4575000,0.4575000,-0.7433224,-0.0009266,-2.8669431
0.4600000,0.4600000,0.4600000,-0.7456904,-0.0006000,-2.8215454
0.4625000,0.4625000,0.4625000,-0.7468381,-0.0002986,-2.7767760
0.4650000,0.4650000,0.4650000,-0.7467199,-0.0000231,-2.7326557
0.4675000,0.4675000,0.4675000,-0.7453170,0.0002267,-2.6892009
0.4700000,0.4700000,0.4700000,-0.7426371,0.0004513,-2.6464242
