# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,75634724.9361071,3584948216.8231673,2293844153.8338776,14524165940.3408413,218761578.6297114,10220336978.1930408,3584948049.8700523,3584948383.7762823,4226076063.6365132,2672805185.2420135,74955296847.5757294
0.0025000,0.0025000,0.0025000,inf,nan,43059128.2970174,2147327476.1701665,1374013117.1495609,8699212676.7510357,131058619.2156155,6121468389.4960737,2147327343.9809043,2147327608.3594286,2531352950.9983907,1600968177.3887029,44894495680.5934525
0.0050000,0.0050000,0.0050000,inf,nan,25352150.6977686,1315826315.1862118,842008075.0972244,5329947829.3526564,80341688.1542029,3750612140.0775313,1315826215.1267638,1315826415.2456598,1551147117.9461606,981031575.7431420,27506823429.5758209
0.0075000,0.0075000,0.0075000,inf,nan,15386586.0023994,824937342.2834966,527948195.1109267,3340609355.1543026,50412100.3210587,2350781484.5252328,824937272.0566945,824937412.5102987,972468148.8742881,615042860.4820917,17240593445.7753105
0.0100000,0.0100000,0.0100000,inf,nan,9603965.0003336,530167987.8071055,339383740.0593196,2145730602.2707355,32455445.2143031,1509999226.0533476,530167945.4029765,530168030.2112345,624982595.9727273,395273700.2477191,11074396072.9397850
0.0125000,0.0125000,0.0125000,inf,nan,6158635.5398854,351096088.0488235,224860878.0342828,1419419847.7493072,21567256.4171077,998945414.9323810,351096071.7037063,351096104.3939406,413885692.0656989,261764295.5765379,7326418307.1907196
0.0150000,0.0150000,0.0150000,inf,nan,4060595.9009590,242102858.8912760,155195762.0386173,976776449.2262315,14967511.1858406,687512958.5919714,242102867.0538731,242102850.7286789,285400244.3039632,180502963.3538041,5042468754.5113907
0.0175000,0.0175000,0.0175000,inf,nan,2763126.3553124,176961551.9226890,113614198.9026224,711442914.9081674,11060639.2891957,500864816.6952107,176961583.2256249,176961520.6197531,208609143.9912519,131936007.1500769,3673704632.9585109
0.0200000,0.0200000,0.0200000,inf,nan,1957130.7046748,130763357.2400568,83889104.3505615,526632618.5246918,8128626.5850736,370715984.5478237,130763397.0294451,130763317.4506684,154148919.4849959,97492336.8852994,2719032678.6844625
0.0225000,0.0225000,0.0225000,inf,nan,1465364.2911942,98709138.1673936,63417148.3208169,396224746.5305932,6198787.6779938,278974252.6123686,98709197.0554753,98709079.2793119,116362162.2521160,73593893.2357510,2046243456.0173395
0.0250000,0.0250000,0.0250000,inf,nan,1186779.0389955,78559767.5503553,50566639.9662926,313990104.7665485,4998190.4075907,221133491.6259929,78559844.4313978,78559690.6693128,92609302.3189074,58571265.5693721,1622085967.1015108
0.0275000,0.0275000,0.0275000,inf,nan,1067075.4791702,66334537.8579661,42790495.7162373,263801300.7829665,4283916.5161455,185845201.8345358,66334631.7066476,66334444.0092847,78197727.1856835,49456585.1510457,1363331029.4749742
0.0300000,0.0300000,0.0300000,inf,nan,1083789.5140790,55275610.4791993,35449931.2081578,222774838.9018005,3427961.7185937,156812576.9791056,55275683.3268194,55275537.6315791,65161034.4754283,41211456.7270217,1150137356.8991041
