# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,6397972.6884956
0.0050000,0.0050000,0.0050000,4418545.6909489
0.0100000,0.0100000,0.0100000,3203962.1225739
0.0150000,0.0150000,0.0150000,2448802.8148331
0.0200000,0.0200000,0.0200000,1987655.2354235
0.0250000,0.0250000,0.0250000,1733057.3992951
0.0300000,0.0300000,0.0300000,1644862.3265662
0.0350000,0.0350000,0.0350000,1577751.0961461
0.0400000,0.0400000,0.0400000,1452425.8184571
0.0450000,0.0450000,0.0450000,1321137.4585409
0.0500000,0.0500000,0.0500000,1221864.1368184
0.0550000,0.0550000,0.0550000,1150273.2172254
0.0600000,0.0600000,0.0600000,1053618.3559984
0.0650000,0.0650000,0.0650000,955407.3925897
0.0700000,0.0700000,0.0700000,843562.4611170
0.0750000,0.0750000,0.0750000,746844.4022019
0.0800000,0.0800000,0.0800000,663836.9698348
0.0850000,0.0850000,0.0850000,593020.3618766
0.0900000,0.0900000,0.0900000,532837.5071595
0.0950000,0.0950000,0.0950000,481773.3508431
0.1000000,0.1000000,0.1000000,438430.2013277
0.1050000,0.1050000,0.1050000,401588.9628442
0.1100000,0.1100000,0.1100000,370250.6517883
0.1150000,0.1150000,0.1150000,333976.9997397
0.1200000,0.1200000,0.1200000,297615.0585445
0.1250000,0.1250000,0.1250000,265004.1969173
0.1300000,0.1300000,0.1300000,235742.0172726
0.1350000,0.1350000,0.1350000,209474.5254523
0.1400000,0.1400000,0.1400000,185884.9239352
0.1450000,0.1450000,0.1450000,164689.1587714
0.1500000,0.1500000,0.1500000,145634.5656292
0.1550000,0.1550000,0.1550000,128499.1750981
0.1600000,0.1600000,0.1600000,113090.3523701
0.1650000,0.1650000,0.1650000,99242.3153889
0.1700000,0.1700000,0.1700000,86812.6487775
0.1750000,0.1750000,0.1750000,75678.2282053
0.1800000,0.1800000,0.1800000,65731.0509952
0.1850000,0.1850000,0.1850000,56874.4074504
0.1900000,0.1900000,0.1900000,49019.6929682
0.1950000,0.1950000,0.1950000,42084.0080361
0.2000000,0.2000000,0.2000000,35988.5577139
0.2050000,0.2050000,0.2050000,30657.7627794
0.2100000,0.2100000,0.2100000,26018.9362806
0.2150000,0.2150000,0.2150000,22002.3576487
