# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol]
0.5525000,0.5525000,0.5525000,-0.5408085,0.0108903,-1.6893692,-0.5408085,-0.4423019,-0.9793668
0.5550000,0.5550000,0.5550000,-0.5310633,0.0107608,-1.6647618,-0.5310633,-0.4324963,-0.9753422
0.5575000,0.5575000,0.5575000,-0.5211096,0.0106275,-1.6405985,-0.5211096,-0.4226909,-0.9700850
0.5600000,0.5600000,0.5600000,-0.5109960,0.0104912,-1.6168722,-0.5109960,-0.4129158,-0.9636830
0.5625000,0.5625000,0.5625000,-0.5007672,0.0103526,-1.5935758,-0.5007672,-0.4031977,-0.9562189
0.5650000,0.5650000,0.5650000,-0.4904643,0.0102124,-1.5707021,-0.4904643,-0.3935599,-0.9477723
0.5675000,0.5675000,0.5675000,-0.4801246,0.0100712,-1.5482437,-0.4801246,-0.3840228,-0.9384200
0.5700000,0.5700000,0.5700000,-0.4697820,0.0099295,-1.5261932,-0.4697820,-0.3746039,-0.9282373
0.5725000,0.5725000,0.5725000,-0.4594664,0.0097877,-1.5045433,-0.4594664,-0.3653181,-0.9172983
0.5750000,0.5750000,0.5750000,-0.4492047,0.0096462,-1.4832865,-0.4492047,-0.3561780,-0.9056764
0.5775000,0.5775000,0.5775000,-0.4390204,0.0095055,-1.4624155,-0.4390204,-0.3471939,-0.8934437
0.5800000,0.5800000,0.5800000,-0.4289339,0.0093657,-1.4419228,-0.4289339,-0.3383744,-0.8806710
0.5825000,0.5825000,0.5825000,-0.4189631,0.0092273,-1.4218012,-0.4189631,-0.3297262,-0.8674274
0.5850000,0.5850000,0.5850000,-0.4091232,0.0090903,-1.4020434,-0.4091232,-0.3212547,-0.8537796
0.5875000,0.5875000,0.5875000,-0.3994271,0.0089549,-1.3826422,-0.3994271,-0.3129639,-0.8397917
0.5900000,0.5900000,0.5900000,-0.3898856,0.0088214,-1.3635905,-0.3898856,-0.3048564,-0.8255245
0.5925000,0.5925000,0.5925000,-0.3805078,0.0086898,-1.3448813,-0.3805078,-0.2969340,-0.8110357
0.5950000,0.5950000,0.5950000,-0.3713009,0.0085602,-1.3265077,-0.3713009,-0.2891976,-0.7963790
0.5975000,0.5975000,0.5975000,-0.3622706,0.0084327,-1.3084628,-0.3622706,-0.2816472,-0.7816044
0.6000000,0.6000000,0.6000000,-0.3534215,0.0083073,-1.2907401,-0.3534215,-0.2742823,-0.7667579
0.6025000,0.6025000,0.6025000,-0.3447567,0.0081841,-1.2733328,-0.3447567,-0.2671015,-0.7518819
0.6050000,0.6050000,0.6050000,-0.3362785,0.0080632,-1.2562345,-0.3362785,-0.2601033,-0.7370147
0.6075000,0.6075000,0.6075000,-0.3279882,0.0079444,-1.2394389,-0.3279882,-0.2532856,-0.7221908
0.6100000,0.6100000,0.6100000,-0.3198863,0.0078279,-1.2229396,-0.3198863,-0.2466459,-0.7074415
0.6125000,0.6125000,0.6125000,-0.3119727,0.0077136,-1.2067306,-0.3119727,-0.2401814,-0.6927943
0.6150000,0.6150000,0.6150000,-0.3042464,0.0076015,-1.1908058,-0.3042464,-0.2338892,-0.6782739
0.6175000,0.6175000,0.6175000,-0.2967064,0.0074915,-1.1751593,-0.2967064,-0.2277660,-0.6639017
0.6200000,0.6200000,0.6200000,-0.2893507,0.0073838,-1.1597855,-0.2893507,-0.2218087,-0.6496966
0.6225000,0.6225000,0.6225000,-0.2821773,0.0072781,-1.1446785,-0.2821773,-0.2160136,-0.6356747
0.6250000,0.6250000,0.6250000,-0.2751838,0.0071746,-1.1298329,-0.2751838,-0.2103773,-0.6218500
0.6275000,0.6275000,0.6275000,-0.2683674,0.0070731,-1.1152433,-0.2683674,-0.2048961,-0.6082343
0.6300000,0.6300000,0.6300000,-0.2617252,0.0069737,-1.1009043,-0.2617252,-0.1995664,-0.5948374
0.6325000,0.6325000,0.6325000,-0.2552542,0.0068762,-1.0868109,-0.2552542,-0.1943845,-0.5816674
0.6350000,0.6350000,0.6350000,-0.2489510,0.0067807,-1.0729577,-0.2489510,-0.1893467,-0.5687308
0.6375000,0.6375000,0.6375000,-0.2428122,0.0066871,-1.0593401,-0.2428122,-0.1844494,-0.5560327
0.6400000,0.6400000,0.6400000,-0.2368346,0.0065953,-1.0459529,-0.2368346,-0.1796888,-0.5435769
0.6425000,0.6425000,0.6425000,-0.2310144,0.0065054,-1.0327916,-0.2310144,-0.1750613,-0.5313662
0.6450000,0.6450000,0.6450000,-0.2253483,0.0064173,-1.0198515,-0.2253483,-0.1705635,-0.5194022
0.6475000,0.6475000,0.6475000,-0.2198325,0.0063309,-1.0071280,-0.2198325,-0.1661916,-0.5076857
0.6500000,0.6500000,0.6500000,-0.2144635,0.0062462,-0.9946167,-0.2144635,-0.1619423,-0.4962168
0.6525000,0.6525000,0.6525000,-0.2092377,0.0061631,-0.9823133,-0.2092377,-0.1578121,-0.4849948
0.6550000,0.6550000,0.6550000,-0.2041516,0.0060817,-0.9702135,-0.2041516,-0.1537977,-0.4740184
0.6575000,0.6575000,0.6575000,-0.1992015,0.0060018,-0.9583133,-0.1992015,-0.1498958,-0.4632858
0.6600000,0.6600000,0.6600000,-0.1943841,0.0059235,-0.9466084,-0.1943841,-0.1461032,-0.4527947
0.6625000,0.6625000,0.6625000,-0.1896958,0.0058467,-0.9350951,-0.1896958,-0.1424167,-0.4425425
0.6650000,0.6650000,0.6650000,-0.1851332,0.0057714,-0.9237694,-0.1851332,-0.1388332,-0.4325262
0.6675000,0.6675000,0.6675000,-0.1806930,0.0056975,-0.9126275,-0.1806930,-0.1353497,-0.4227426
0.6700000,0.6700000,0.6700000,-0.1763718,0.0056249,-0.9016658,-0.1763718,-0.1319634,-0.4131880
0.6725000,0.6725000,0.6725000,-0.1721665,0.0055538,-0.8908807,-0.1721665,-0.1286714,-0.4038589
0.6750000,0.6750000,0.6750000,-0.1680738,0.0054839,-0.8802686,-0.1680738,-0.1254709,-0.3947512
0.6775000,0.6775000,0.6775000,-0.1640906,0.0054154,-0.8698261,-0.1640906,-0.1223591,-0.3858611
0.6800000,0.6800000,0.6800000,-0.1602140,0.0053481,-0.8595499,-0.1602140,-0.1193336,-0.3771843
0.6825000,0.6825000,0.6825000,-0.1564409,0.0052820,-0.8494366,-0.1564409,-0.1163916,-0.3687166
0.6850000,0.6850000,0.6850000,-0.1527684,0.0052171,-0.8394831,-0.1527684,-0.1135309,-0.3604539
0.6875000,0.6875000,0.6875000,-0.1491937,0.0051534,-0.8296861,-0.1491937,-0.1107488,-0.3523918
0.6900000,0.6900000,0.6900000,-0.1457141,0.0050908,-0.8200427,-0.1457141,-0.1080432,-0.3445260
0.6925000,0.6925000,0.6925000,-0.1423268,0.0050294,-0.8105499,-0.1423268,-0.1054117,-0.3368522
0.6950000,0.6950000,0.6950000,-0.1390292,0.0049690,-0.8012047,-0.1390292,-0.1028521,-0.3293661
0.6975000,0.6975000,0.6975000,-0.1358188,0.0049097,-0.7920042,-0.1358188,-0.1003623,-0.3220633
0.7000000,0.7000000,0.7000000,-0.1326931,0.0048514,-0.7829458,-0.1326931,-0.0979402,-0.3149397
0.7025000,0.7025000,0.7025000,-0.1296497,0.0047941,-0.7740265,-0.1296497,-0.0955838,-0.3079910
0.7050000,0.7050000,0.7050000,-0.1266863,0.0047378,-0.7652438,-0.1266863,-0.0932912,-0.3012130
0.7075000,0.7075000,0.7075000,-0.1238005,0.0046825,-0.7565951,-0.1238005,-0.0910604,-0.2946016
0.7100000,0.7100000,0.7100000,-0.1209901,0.0046281,-0.7480777,-0.1209901,-0.0888897,-0.2881527
0.7125000,0.7125000,0.7125000,-0.1182531,0.0045746,-0.7396893,-0.1182531,-0.0867772,-0.2818624
0.7150000,0.7150000,0.7150000,-0.1155872,0.0045220,-0.7314273,-0.1155872,-0.0847213,-0.2757266
0.7175000,0.7175000,0.7175000,-0.1129905,0.0044703,-0.7232895,-0.1129905,-0.0827202,-0.2697416
0.7200000,0.7200000,0.7200000,-0.1104609,0.0044195,-0.7152733,-0.1104609,-0.0807724,-0.2639035
0.7225000,0.7225000,0.7225000,-0.1079966,0.0043694,-0.7073767,-0.1079966,-0.0788763,-0.2582086
0.7250000,0.7250000,0.7250000,-0.1055958,0.0043202,-0.6995972,-0.1055958,-0.0770303,-0.2526533
0.7275000,0.7275000,0.7275000,-0.1032565,0.0042718,-0.6919329,-0.1032565,-0.0752330,-0.2472339
0.7300000,0.7300000,0.7300000,-0.1009771,0.0042242,-0.6843815,-0.1009771,-0.0734830,-0.2419470
0.7325000,0.7325000,0.7325000,-0.0987559,0.0041773,-0.6769409,-0.0987559,-0.0717789,-0.2367892
0.7350000,0.7350000,0.7350000,-0.0965911,0.0041312,-0.6696091,-0.0965911,-0.0701193,-0.2317572
0.7375000,0.7375000,0.7375000,-0.0944813,0.0040858,-0.6623841,-0.0944813,-0.0685030,-0.2268476
0.7400000,0.7400000,0.7400000,-0.0924248,0.0040411,-0.6552640,-0.0924248,-0.0669287,-0.2220573
0.7425000,0.7425000,0.7425000,-0.0904202,0.0039971,-0.6482469,-0.0904202,-0.0653951,-0.2173831
0.7450000,0.7450000,0.7450000,-0.0884659,0.0039538,-0.6413308,-0.0884659,-0.0639012,-0.2128222
0.7475000,0.7475000,0.7475000,-0.0865607,0.0039111,-0.6345140,-0.0865607,-0.0624458,-0.2083714
0.7500000,0.7500000,0.7500000,-0.0847030,0.0038692,-0.6277947,-0.0847030,-0.0610277,-0.2040279
0.7525000,0.7525000,0.7525000,-0.0828916,0.0038278,-0.6211711,-0.0828916,-0.0596459,-0.1997889
0.7550000,0.7550000,0.7550000,-0.0811251,0.0037871,-0.6146415,-0.0811251,-0.0582994,-0.1956517
0.7575000,0.7575000,0.7575000,-0.0794024,0.0037470,-0.6082042,-0.0794024,-0.0569871,-0.1916135
0.7600000,0.7600000,0.7600000,-0.0777222,0.0037075,-0.6018576,-0.0777222,-0.0557081,-0.1876719
0.7625000,0.7625000,0.7625000,-0.0760833,0.0036685,-0.5956001,-0.0760833,-0.0544614,-0.1838242
0.7650000,0.7650000,0.7650000,-0.0744845,0.0036302,-0.5894302,-0.0744845,-0.0532462,-0.1800681
0.7675000,0.7675000,0.7675000,-0.0729249,0.0035924,-0.5833462,-0.0729249,-0.0520615,-0.1764010
0.7700000,0.7700000,0.7700000,-0.0714032,0.0035552,-0.5773467,-0.0714032,-0.0509064,-0.1728207
0.7725000,0.7725000,0.7725000,-0.0699185,0.0035185,-0.5714302,-0.0699185,-0.0497802,-0.1693250
0.7750000,0.7750000,0.7750000,-0.0684697,0.0034824,-0.5655953,-0.0684697,-0.0486821,-0.1659115
0.7775000,0.7775000,0.7775000,-0.0670559,0.0034467,-0.5598405,-0.0670559,-0.0476111,-0.1625782
0.7800000,0.7800000,0.7800000,-0.0656760,0.0034116,-0.5541645,-0.0656760,-0.0465667,-0.1593229
0.7825000,0.7825000,0.7825000,-0.0643293,0.0033770,-0.5485658,-0.0643293,-0.0455480,-0.1561437
