# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol],UMinmethane(d)[kj/mol]
0.0000000,0.0000000,0.0000000,5896250.2668847,5896250.2668847
0.0050000,0.0050000,0.0050000,4678064.3353724,4678064.3353724
0.0100000,0.0100000,0.0100000,3972540.5442871,3972540.5442871
0.0150000,0.0150000,0.0150000,3433837.0191005,3433837.0191005
0.0200000,0.0200000,0.0200000,3119022.8679707,3119022.8679707
0.0250000,0.0250000,0.0250000,3063275.0852525,3063275.0852525
0.0300000,0.0300000,0.0300000,2480741.7917355,2480741.7917355
0.0350000,0.0350000,0.0350000,1709544.5472901,1709544.5472901
0.0400000,0.0400000,0.0400000,1250113.0790214,1250113.0790214
0.0450000,0.0450000,0.0450000,959576.6541412,959576.6541412
0.0500000,0.0500000,0.0500000,763962.1224969,763962.1224969
0.0550000,0.0550000,0.0550000,624707.2402514,624707.2402514
0.0600000,0.0600000,0.0600000,521630.9291817,521630.9291817
0.0650000,0.0650000,0.0650000,444099.7700332,444099.7700332
0.0700000,0.0700000,0.0700000,386405.0332391,386405.0332391
0.0750000,0.0750000,0.0750000,345360.4188538,345360.4188538
0.0800000,0.0800000,0.0800000,319086.3455088,319086.3455088
0.0850000,0.0850000,0.0850000,306421.2948075,306421.2948075
0.0900000,0.0900000,0.0900000,282069.3999976,282069.3999976
0.0950000,0.0950000,0.0950000,246472.3695810,246472.3695810
0.1000000,0.1000000,0.1000000,205938.3684270,205938.3684270
0.1050000,0.1050000,0.1050000,170563.0974977,170563.0974977
0.1100000,0.1100000,0.1100000,143906.1695014,143906.1695014
0.1150000,0.1150000,0.1150000,123269.9098382,123269.9098382
0.1200000,0.1200000,0.1200000,106889.6740467,106889.6740467
0.1250000,0.1250000,0.1250000,93613.8744874,93613.8744874
0.1300000,0.1300000,0.1300000,82689.1255447,82689.1255447
0.1350000,0.1350000,0.1350000,73615.5366115,73615.5366115
0.1400000,0.1400000,0.1400000,66049.7168731,66049.7168731
0.1450000,0.1450000,0.1450000,59740.5975615,59740.5975615
0.1500000,0.1500000,0.1500000,54000.2305572,54000.2305572
0.1550000,0.1550000,0.1550000,46664.1098684,46664.1098684
0.1600000,0.1600000,0.1600000,40337.1399570,40337.1399570
0.1650000,0.1650000,0.1650000,34911.8944835,34911.8944835
0.1700000,0.1700000,0.1700000,29122.9022638,29122.9022638
0.1750000,0.1750000,0.1750000,24482.3514310,24482.3514310
0.1800000,0.1800000,0.1800000,20602.0570442,20602.0570442
0.1850000,0.1850000,0.1850000,17274.0256587,17274.0256587
0.1900000,0.1900000,0.1900000,14324.0063209,14324.0063209
0.1950000,0.1950000,0.1950000,11905.4454765,11905.4454765
0.2000000,0.2000000,0.2000000,9956.2304308,9956.2304308
0.2050000,0.2050000,0.2050000,8367.9835149,8367.9835149
0.2100000,0.2100000,0.2100000,7062.0190737,7062.0190737
0.2150000,0.2150000,0.2150000,5979.9495239,5979.9495239
0.2200000,0.2200000,0.2200000,5077.5480010,5077.5480010
0.2250000,0.2250000,0.2250000,4320.7025788,4320.7025788
0.2300000,0.2300000,0.2300000,3682.7091136,3682.7091136
0.2350000,0.2350000,0.2350000,3142.4221917,3142.4221917
0.2400000,0.2400000,0.2400000,2587.6985183,2587.6985183
0.2450000,0.2450000,0.2450000,2031.2864449,2031.2864449
0.2500000,0.2500000,0.2500000,1623.8698521,1594.9975089
0.2550000,0.2550000,0.2550000,1281.9353889,1253.0630457
0.2600000,0.2600000,0.2600000,1013.8927810,985.0204378
0.2650000,0.2650000,0.2650000,803.6162242,774.7438810
0.2700000,0.2700000,0.2700000,638.4679933,609.5956501
0.2750000,0.2750000,0.2750000,508.5812149,479.7088717
0.2800000,0.2800000,0.2800000,406.2697212,377.3973780
0.2850000,0.2850000,0.2850000,325.5521025,296.6797592
0.2900000,0.2900000,0.2900000,261.7735599,232.9012195
0.2950000,0.2950000,0.2950000,211.3086004,182.4364275
0.3000000,0.3000000,0.3000000,171.3265472,142.4578425
0.3050000,0.3050000,0.3050000,139.5933852,110.7560496
0.3100000,0.3100000,0.3100000,114.2915489,85.6008927
0.3150000,0.3150000,0.3150000,93.9206855,65.6343238
0.3200000,0.3200000,0.3200000,77.3293524,49.7877600
0.3250000,0.3250000,0.3250000,63.7390491,37.2183060
0.3300000,0.3300000,0.3300000,52.6485878,27.2594711
0.3350000,0.3350000,0.3350000,43.6687108,19.3830110
0.3400000,0.3400000,0.3400000,36.4309158,12.5873645
0.3450000,0.3450000,0.3450000,30.5900916,7.2764181
0.3500000,0.3500000,0.3500000,25.8440562,3.2556083
0.3550000,0.3550000,0.3550000,21.9436146,0.2289932
0.3600000,0.3600000,0.3600000,18.6976439,-2.0299415
0.3650000,0.3650000,0.3650000,15.9692267,-3.6952779
0.3700000,0.3700000,0.3700000,13.6646494,-4.9013072
0.3750000,0.3750000,0.3750000,11.7202290,-5.7519814
0.3800000,0.3800000,0.3800000,10.0888227,-6.3280155
0.3850000,0.3850000,0.3850000,8.7292472,-6.6922498
0.3900000,0.3900000,0.3900000,7.6016719,-6.8937195
0.3950000,0.3950000,0.3950000,6.6670153,-6.9707571
0.4000000,0.4000000,0.4000000,5.8865697,-6.9533675
0.4050000,0.4050000,0.4050000,5.2216475,-6.8650558
0.4100000,0.4100000,0.4100000,4.6355150,-6.7242386
0.4150000,0.4150000,0.4150000,4.0976235,-6.5697906
0.4200000,0.4200000,0.4200000,3.5870652,-6.4218388
0.4250000,0.4250000,0.4250000,3.0927775,-6.2783979
0.4300000,0.4300000,0.4300000,2.6114017,-6.1372250
0.4350000,0.4350000,0.4350000,2.1447492,-6.0032692
0.4400000,0.4400000,0.4400000,1.6973381,-6.1397851
0.4450000,0.4450000,0.4450000,1.2740240,-6.2448348
0.4500000,0.4500000,0.4500000,0.8783323,-6.2582241
0.4550000,0.4550000,0.4550000,0.5119291,-6.2021033
0.4600000,0.4600000,0.4600000,0.1749918,-6.0939233
0.4650000,0.4650000,0.4650000,-0.1329877,-6.0960858
0.4700000,0.4700000,0.4700000,-0.4124958,-6.1545182
0.4750000,0.4750000,0.4750000,-0.6638536,-6.1360816
0.4800000,0.4800000,0.4800000,-0.8876667,-6.0590408
0.4850000,0.4850000,0.4850000,-1.0852983,-5.9527452
0.4900000,0.4900000,0.4900000,-1.2588784,-5.8931975
0.4950000,0.4950000,0.4950000,-1.4108701,-5.7872924
0.5000000,0.5000000,0.5000000,-1.5435165,-5.6474287
0.5050000,0.5050000,0.5050000,-1.6585903,-5.4832604
0.5100000,0.5100000,0.5100000,-1.7575827,-5.3023094
0.5150000,0.5150000,0.5150000,-1.8420492,-5.1408614
0.5200000,0.5200000,0.5200000,-1.9137802,-5.0016115
0.5250000,0.5250000,0.5250000,-1.9746679,-4.8404130
0.5300000,0.5300000,0.5300000,-2.0263385,-4.6799814
0.5350000,0.5350000,0.5350000,-2.0697646,-4.6047611
0.5400000,0.5400000,0.5400000,-2.1050962,-4.5300824
0.5450000,0.5450000,0.5450000,-2.1318137,-4.4230713
0.5500000,0.5500000,0.5500000,-2.1491354,-4.2929327
0.5550000,0.5550000,0.5550000,-2.1564830,-4.2806926
0.5600000,0.5600000,0.5600000,-2.1538057,-4.2279506
0.5650000,0.5650000,0.5650000,-2.1416525,-4.2168595
0.5700000,0.5700000,0.5700000,-2.1209894,-4.1949193
0.5750000,0.5750000,0.5750000,-2.0929117,-4.1471131
0.5800000,0.5800000,0.5800000,-2.0584589,-4.0682035
0.5850000,0.5850000,0.5850000,-2.0185870,-3.9662949
0.5900000,0.5900000,0.5900000,-1.9741991,-3.8478251
0.5950000,0.5950000,0.5950000,-1.9261501,-3.7201458
0.6000000,0.6000000,0.6000000,-1.8752351,-3.5943348
0.6050000,0.6050000,0.6050000,-1.8222022,-3.4676479
0.6100000,0.6100000,0.6100000,-1.7678004,-3.3353122
0.6150000,0.6150000,0.6150000,-1.7128267,-3.2000349
0.6200000,0.6200000,0.6200000,-1.6580948,-3.0688340
0.6250000,0.6250000,0.6250000,-1.6042997,-2.9372403
0.6300000,0.6300000,0.6300000,-1.5518635,-2.8066811
0.6350000,0.6350000,0.6350000,-1.5008804,-2.7613043
0.6400000,0.6400000,0.6400000,-1.4511843,-2.7149415
0.6450000,0.6450000,0.6450000,-1.4024827,-2.6821870
0.6500000,0.6500000,0.6500000,-1.3544873,-2.7220075
0.6550000,0.6550000,0.6550000,-1.3069972,-2.7211360
0.6600000,0.6600000,0.6600000,-1.2599129,-2.6897677
0.6650000,0.6650000,0.6650000,-1.2131987,-2.6358841
0.6700000,0.6700000,0.6700000,-1.1668398,-2.5657254
0.6750000,0.6750000,0.6750000,-1.1208340,-2.4924492
0.6800000,0.6800000,0.6800000,-1.0752191,-2.4094968
0.6850000,0.6850000,0.6850000,-1.0300968,-2.3291106
0.6900000,0.6900000,0.6900000,-0.9856315,-2.2512940
0.6950000,0.6950000,0.6950000,-0.9420258,-2.1687229
0.7000000,0.7000000,0.7000000,-0.8994884,-2.0866869
0.7050000,0.7050000,0.7050000,-0.8582083,-2.0078990
0.7100000,0.7100000,0.7100000,-0.8183385,-1.9261106
0.7150000,0.7150000,0.7150000,-0.7799905,-1.8455809
0.7200000,0.7200000,0.7200000,-0.7432351,-1.7641958
0.7250000,0.7250000,0.7250000,-0.7081070,-1.6831721
0.7300000,0.7300000,0.7300000,-0.6746112,-1.6087556
0.7350000,0.7350000,0.7350000,-0.6427294,-1.5353793
0.7400000,0.7400000,0.7400000,-0.6124259,-1.4684491
0.7450000,0.7450000,0.7450000,-0.5836526,-1.4043487
0.7500000,0.7500000,0.7500000,-0.5563531,-1.3404259
0.7550000,0.7550000,0.7550000,-0.5304654,-1.2806251
0.7600000,0.7600000,0.7600000,-0.5059251,-1.2223966
0.7650000,0.7650000,0.7650000,-0.4826665,-1.1652415
0.7700000,0.7700000,0.7700000,-0.4606242,-1.1095080
0.7750000,0.7750000,0.7750000,-0.4397342,-1.0554079
0.7800000,0.7800000,0.7800000,-0.4199343,-1.0032080
0.7850000,0.7850000,0.7850000,-0.4011644,-0.9530781
0.7900000,0.7900000,0.7900000,-0.3833674,-0.9051149
0.7950000,0.7950000,0.7950000,-0.3664884,-0.8593600
0.8000000,0.8000000,0.8000000,-0.3504758,-0.8158141
0.8050000,0.8050000,0.8050000,-0.3352803,-0.7744478
0.8100000,0.8100000,0.8100000,-0.3208556,-0.7352101
0.8150000,0.8150000,0.8150000,-0.3071581,-0.6980347
0.8200000,0.8200000,0.8200000,-0.2941464,-0.6628452
0.8250000,0.8250000,0.8250000,-0.2817820,-0.6295585
0.8300000,0.8300000,0.8300000,-0.2700284,-0.5980879
0.8350000,0.8350000,0.8350000,-0.2588513,-0.5683454
0.8400000,0.8400000,0.8400000,-0.2482185,-0.5402429
0.8450000,0.8450000,0.8450000,-0.2380999,-0.5136937
0.8500000,0.8500000,0.8500000,-0.2284671,-0.4886133
0.8550000,0.8550000,0.8550000,-0.2192933,-0.4649201
0.8600000,0.8600000,0.8600000,-0.2105536,-0.4425354
0.8650000,0.8650000,0.8650000,-0.2022244,-0.4213841
0.8700000,0.8700000,0.8700000,-0.1942837,-0.4013946
0.8750000,0.8750000,0.8750000,-0.1867105,-0.3824991
0.8800000,0.8800000,0.8800000,-0.1794854,-0.3646333
0.8850000,0.8850000,0.8850000,-0.1725899,-0.3477363
0.8900000,0.8900000,0.8900000,-0.1660068,-0.3317508
0.8950000,0.8950000,0.8950000,-0.1597199,-0.3166230
0.9000000,0.9000000,0.9000000,-0.1537137,-0.3023019
0.9050000,0.9050000,0.9050000,-0.1479738,-0.2887400
0.9100000,0.9100000,0.9100000,-0.1424867,-0.2758923
0.9150000,0.9150000,0.9150000,-0.1372394,-0.2637168
0.9200000,0.9200000,0.9200000,-0.1322201,-0.2521741
0.9250000,0.9250000,0.9250000,-0.1274172,-0.2412271
0.9300000,0.9300000,0.9300000,-0.1228199,-0.2308412
0.9350000,0.9350000,0.9350000,-0.1184182,-0.2209837
0.9400000,0.9400000,0.9400000,-0.1142025,-0.2116242
0.9450000,0.9450000,0.9450000,-0.1101636,-0.2027342
0.9500000,0.9500000,0.9500000,-0.1062931,-0.1942867
0.9550000,0.9550000,0.9550000,-0.1025829,-0.1862567
0.9600000,0.9600000,0.9600000,-0.0990253,-0.1786206
0.9650000,0.9650000,0.9650000,-0.0956131,-0.1713563
0.9700000,0.9700000,0.9700000,-0.0923394,-0.1644431
0.9750000,0.9750000,0.9750000,-0.0891977,-0.1578614
0.9800000,0.9800000,0.9800000,-0.0861820,-0.1515930
0.9850000,0.9850000,0.9850000,-0.0832863,-0.1456427
0.9900000,0.9900000,0.9900000,-0.0805052,-0.1399979
0.9950000,0.9950000,0.9950000,-0.0778335,-0.1346133
1.0000000,1.0000000,1.0000000,-0.0752662,-0.1294752
1.0050000,1.0050000,1.0050000,-0.0727987,-0.1245706
1.0100000,1.0100000,1.0100000,-0.0704263,-0.1198871
1.0150000,1.0150000,1.0150000,-0.0681450,-0.1154134
1.0200000,1.0200000,1.0200000,-0.0659506,-0.1111385
1.0250000,1.0250000,1.0250000,-0.0638394,-0.1070522
1.0300000,1.0300000,1.0300000,-0.0618078,-0.1031450
1.0350000,1.0350000,1.0350000,-0.0598522,-0.0994078
1.0400000,1.0400000,1.0400000,-0.0579694,-0.0958319
1.0450000,1.0450000,1.0450000,-0.0561563,-0.0924094
1.0500000,1.0500000,1.0500000,-0.0544100,-0.0891327
1.0550000,1.0550000,1.0550000,-0.0527275,-0.0859945
1.0600000,1.0600000,1.0600000,-0.0511062,-0.0829881
1.0650000,1.0650000,1.0650000,-0.0495435,-0.0801070
1.0700000,1.0700000,1.0700000,-0.0480370,-0.0773452
1.0750000,1.0750000,1.0750000,-0.0465844,-0.0746970
1.0800000,1.0800000,1.0800000,-0.0451834,-0.0721570
1.0850000,1.0850000,1.0850000,-0.0438320,-0.0697200
1.0900000,1.0900000,1.0900000,-0.0425281,-0.0673811
1.0950000,1.0950000,1.0950000,-0.0412697,-0.0651359
1.1000000,1.1000000,1.1000000,-0.0400552,-0.0629800
1.1050000,1.1050000,1.1050000,-0.0388826,-0.0609092
1.1100000,1.1100000,1.1100000,-0.0377504,-0.0589196
1.1150000,1.1150000,1.1150000,-0.0366569,-0.0570075
1.1200000,1.1200000,1.1200000,-0.0356007,-0.0551695
1.1250000,1.1250000,1.1250000,-0.0345802,-0.0534022
1.1300000,1.1300000,1.1300000,-0.0335940,-0.0517130
1.1350000,1.1350000,1.1350000,-0.0326409,-0.0500896
1.1400000,1.1400000,1.1400000,-0.0317196,-0.0485267
1.1450000,1.1450000,1.1450000,-0.0308288,-0.0470219
1.1500000,1.1500000,1.1500000,-0.0299674,-0.0455724
1.1550000,1.1550000,1.1550000,-0.0291342,-0.0441761
1.1600000,1.1600000,1.1600000,-0.0283283,-0.0428306
1.1650000,1.1650000,1.1650000,-0.0275485,-0.0415338
1.1700000,1.1700000,1.1700000,-0.0267939,-0.0402837
1.1750000,1.1750000,1.1750000,-0.0260636,-0.0390783
1.1800000,1.1800000,1.1800000,-0.0253567,-0.0379158
1.1850000,1.1850000,1.1850000,-0.0246722,-0.0367943
1.1900000,1.1900000,1.1900000,-0.0240095,-0.0357123
1.1950000,1.1950000,1.1950000,-0.0233676,-0.0346681
1.2000000,1.2000000,1.2000000,-0.0227459,-0.0336602
1.2050000,1.2050000,1.2050000,-0.0221436,-0.0326871
1.2100000,1.2100000,1.2100000,-0.0215600,-0.0317474
1.2150000,1.2150000,1.2150000,-0.0209945,-0.0308399
1.2200000,1.2200000,1.2200000,-0.0204463,-0.0299632
1.2250000,1.2250000,1.2250000,-0.0199150,-0.0291161
1.2300000,1.2300000,1.2300000,-0.0193998,-0.0282974
1.2350000,1.2350000,1.2350000,-0.0189003,-0.0275062
1.2400000,1.2400000,1.2400000,-0.0184159,-0.0267412
1.2450000,1.2450000,1.2450000,-0.0179460,-0.0260015
1.2500000,1.2500000,1.2500000,-0.0174902,-0.0252861
1.2550000,1.2550000,1.2550000,-0.0170480,-0.0245941
1.2600000,1.2600000,1.2600000,-0.0166189,-0.0239246
1.2650000,1.2650000,1.2650000,-0.0162024,-0.0232767
1.2700000,1.2700000,1.2700000,-0.0157982,-0.0226498
