# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1350000,0.1350000,0.1350000,1819.9676806,-0.1502775,1296.8564830
0.1375000,0.1375000,0.1375000,1620.5258986,-0.1469270,1068.3598981
0.1400000,0.1400000,0.1400000,1442.6915356,-0.1437072,884.2249609
0.1425000,0.1425000,0.1425000,1284.2191081,-0.1406088,735.0169860
0.1450000,0.1450000,0.1450000,1143.0757161,-0.1376198,613.4787312
0.1475000,0.1475000,0.1475000,1017.4249074,-0.1347223,513.9904622
0.1500000,0.1500000,0.1500000,905.6108973,-0.1318851,432.1726389
0.1525000,0.1525000,0.1525000,806.1432747,-0.1290528,364.5913767
0.1550000,0.1550000,0.1550000,717.6823102,-0.1261299,308.5385420
0.1575000,0.1575000,0.1575000,639.0250182,-0.1229668,261.8664366
0.1600000,0.1600000,0.1600000,569.0922125,-0.1193562,222.8623014
0.1625000,0.1625000,0.1625000,506.9168724,-0.1150582,190.1481231
0.1650000,0.1650000,0.1650000,451.6340830,-0.1098619,162.5863333
0.1675000,0.1675000,0.1675000,402.4725149,-0.1036739,139.2005179
0.1700000,0.1700000,0.1700000,358.7469265,-0.0965909,119.1879847
0.1725000,0.1725000,0.1725000,319.8508291,-0.0889068,101.9976837
0.1750000,0.1750000,0.1750000,285.2486344,-0.0810379,87.2783270
0.1775000,0.1775000,0.1775000,254.4672794,-0.0734070,74.7387936
0.1800000,0.1800000,0.1800000,227.0879479,-0.0663472,64.0901340
0.1825000,0.1825000,0.1825000,202.7386273,-0.0600593,55.0541222
0.1850000,0.1850000,0.1850000,181.0879013,-0.0546211,47.3784548
0.1875000,0.1875000,0.1875000,161.8399581,-0.0500200,40.8429972
0.1900000,0.1900000,0.1900000,144.7305657,-0.0461905,35.2600642
0.1925000,0.1925000,0.1925000,129.5237268,-0.0430426,30.4722856
0.1950000,0.1950000,0.1950000,116.0087938,-0.0404807,26.3495201
0.1975000,0.1975000,0.1975000,103.9979025,-0.0384143,22.7852758
0.2000000,0.2000000,0.2000000,93.3236438,-0.0367628,19.6929500
0.2025000,0.2025000,0.2025000,83.8369255,-0.0354569,17.0022101
0.2050000,0.2050000,0.2050000,75.4049939,-0.0344382,14.6557187
0.2075000,0.2075000,0.2075000,67.9095970,-0.0336577,12.6062994
0.2100000,0.2100000,0.2100000,61.2452920,-0.0330727,10.8146053
0.2125000,0.2125000,0.2125000,55.3179201,-0.0326444,9.2473155
0.2150000,0.2150000,0.2150000,50.0432831,-0.0323356,7.8757984
0.2175000,0.2175000,0.2175000,45.3460502,-0.0321092,6.6751260
0.2200000,0.2200000,0.2200000,41.1588895,-0.0319281,5.6233397
0.2225000,0.2225000,0.2225000,37.4217889,-0.0317551,4.7009170
0.2250000,0.2250000,0.2250000,34.0815025,-0.0315537,3.8904247
0.2275000,0.2275000,0.2275000,31.0910542,-0.0312883,3.1763339
0.2300000,0.2300000,0.2300000,28.4092452,-0.0309253,2.5449562
0.2325000,0.2325000,0.2325000,26.0001292,-0.0304344,1.9844479
0.2350000,0.2350000,0.2350000,23.8324513,-0.0297906,1.4848225
0.2375000,0.2375000,0.2375000,21.8790690,-0.0289767,1.0379166
0.2400000,0.2400000,0.2400000,20.1163851,-0.0279864,0.6372619
0.2425000,0.2425000,0.2425000,18.5238268,-0.0268267,0.2778489
0.2450000,0.2450000,0.2450000,17.0833864,-0.0255189,-0.0441985
0.2475000,0.2475000,0.2475000,15.7792253,-0.0240980,-0.3319890
0.2500000,0.2500000,0.2500000,14.5973358,-0.0226094,-0.5882230
0.2525000,0.2525000,0.2525000,13.5252516,-0.0211038,-0.8155058
0.2550000,0.2550000,0.2550000,12.5518078,-0.0196314,-1.0165786
0.2575000,0.2575000,0.2575000,11.6669552,-0.0182369,-1.1944264
0.2600000,0.2600000,0.2600000,10.8616265,-0.0169557,-1.3522436
0.2625000,0.2625000,0.2625000,10.1276448,-0.0158128,-1.4932773
0.2650000,0.2650000,0.2650000,9.4576591,-0.0148222,-1.6206138
0.2675000,0.2675000,0.2675000,8.8450888,-0.0139884,-1.7369834
0.2700000,0.2700000,0.2700000,8.2840726,-0.0133079,-1.8446329
0.2725000,0.2725000,0.2725000,7.7694185,-0.0127703,-1.9452789
0.2750000,0.2750000,0.2750000,7.2965593,-0.0123606,-2.0401233
0.2775000,0.2775000,0.2775000,6.8615130,-0.0120603,-2.1299028
0.2800000,0.2800000,0.2800000,6.4608449,-0.0118496,-2.2149564
0.2825000,0.2825000,0.2825000,6.0916212,-0.0117091,-2.2953032
0.2850000,0.2850000,0.2850000,5.7513490,-0.0116212,-2.3707357
0.2875000,0.2875000,0.2875000,5.4378971,-0.0115714,-2.4409244
0.2900000,0.2900000,0.2900000,5.1494016,-0.0115494,-2.5055266
0.2925000,0.2925000,0.2925000,4.8841577,-0.0115490,-2.5642901
0.2950000,0.2950000,0.2950000,4.6405039,-0.0115675,-2.6171425
0.2975000,0.2975000,0.2975000,4.4167020,-0.0116035,-2.6642547
0.3000000,0.3000000,0.3000000,4.2108258,-0.0116540,-2.7060644
0.3025000,0.3025000,0.3025000,4.0206837,-0.0117110,-2.7432470
0.3050000,0.3050000,0.3050000,3.8438049,-0.0117594,-2.7766287
0.3075000,0.3075000,0.3075000,3.6775155,-0.0117772,-2.8070602
0.3100000,0.3100000,0.3100000,3.5191068,-0.0117386,-2.8352751
0.3125000,0.3125000,0.3125000,3.3660661,-0.0116193,-2.8617712
0.3150000,0.3150000,0.3150000,3.2163166,-0.0114019,-2.8867381
0.3175000,0.3175000,0.3175000,3.0684021,-0.0110812,-2.9100467
0.3200000,0.3200000,0.3200000,2.9215721,-0.0106659,-2.9312984
0.3225000,0.3225000,0.3225000,2.7757528,-0.0101771,-2.9499167
0.3250000,0.3250000,0.3250000,2.6314220,-0.0096445,-2.9652602
0.3275000,0.3275000,0.3275000,2.4894300,-0.0091014,-2.9767324
0.3300000,0.3300000,0.3300000,2.3508105,-0.0085791,-2.9838726
0.3325000,0.3325000,0.3325000,2.2166156,-0.0081037,-2.9864225
0.3350000,0.3350000,0.3350000,2.0877934,-0.0076931,-2.9843705
0.3375000,0.3375000,0.3375000,1.9651096,-0.0073566,-2.9779731
0.3400000,0.3400000,0.3400000,1.8491082,-0.0070953,-2.9677470
0.3425000,0.3425000,0.3425000,1.7401014,-0.0069036,-2.9544221
0.3450000,0.3450000,0.3450000,1.6381817,-0.0067704,-2.9388547
0.3475000,0.3475000,0.3475000,1.5432499,-0.0066817,-2.9219131
0.3500000,0.3500000,0.3500000,1.4550549,-0.0066223,-2.9043603
0.3525000,0.3525000,0.3525000,1.3732368,-0.0065780,-2.8867631
0.3550000,0.3550000,0.3550000,1.2973684,-0.0065371,-2.8694441
0.3575000,0.3575000,0.3575000,1.2269880,-0.0064913,-2.8524832
0.3600000,0.3600000,0.3600000,1.1616210,-0.0064364,-2.8357563
0.3625000,0.3625000,0.3625000,1.1007922,-0.0063720,-2.8189983
0.3650000,0.3650000,0.3650000,1.0440312,-0.0063012,-2.8018780
0.3675000,0.3675000,0.3675000,0.9908776,-0.0062293,-2.7840763
0.3700000,0.3700000,0.3700000,0.9408878,-0.0061631,-2.7653674
0.3725000,0.3725000,0.3725000,0.8936471,-0.0061093,-2.7456964
0.3750000,0.3750000,0.3750000,0.8487844,-0.0060743,-2.7252419
0.3775000,0.3775000,0.3775000,0.8059889,-0.0060623,-2.7044401
0.3800000,0.3800000,0.3800000,0.7650238,-0.0060760,-2.6839516
0.3825000,0.3825000,0.3825000,0.7257345,-0.0061156,-2.6645662
0.3850000,0.3850000,0.3850000,0.6880495,-0.0061793,-2.6470705
0.3875000,0.3875000,0.3875000,0.6519739,-0.0062636,-2.6321290
0.3900000,0.3900000,0.3900000,0.6175758,-0.0063635,-2.6202195
0.3925000,0.3925000,0.3925000,0.5849676,-0.0064735,-2.6116329
0.3950000,0.3950000,0.3950000,0.5542865,-0.0065877,-2.6065120
0.3975000,0.3975000,0.3975000,0.5256720,-0.0067005,-2.6048859
0.4000000,0.4000000,0.4000000,0.4992472,-0.0068067,-2.6066728
0.4025000,0.4025000,0.4025000,0.4750992,-0.0069019,-2.6116547
0.4050000,0.4050000,0.4050000,0.4532652,-0.0069823,-2.6194454
0.4075000,0.4075000,0.4075000,0.4337205,-0.0070452,-2.6294790
0.4100000,0.4100000,0.4100000,0.4163740,-0.0070885,-2.6410344
