# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,4388192328.8900328
0.0050000,0.0050000,0.0050000,1528558657.5740845
0.0100000,0.0100000,0.0100000,582489258.1636807
0.0150000,0.0150000,0.0150000,242718728.4439845
0.0200000,0.0200000,0.0200000,110061783.3314382
0.0250000,0.0250000,0.0250000,55757450.0905522
0.0300000,0.0300000,0.0300000,31559796.1749564
0.0350000,0.0350000,0.0350000,17581412.6990638
0.0400000,0.0400000,0.0400000,10169263.8413062
0.0450000,0.0450000,0.0450000,6029897.7247922
0.0500000,0.0500000,0.0500000,3752867.9227342
0.0550000,0.0550000,0.0550000,2340124.6246525
0.0600000,0.0600000,0.0600000,1471081.9865877
0.0650000,0.0650000,0.0650000,959405.0430377
0.0700000,0.0700000,0.0700000,650520.7231105
0.0750000,0.0750000,0.0750000,460282.1096699
0.0800000,0.0800000,0.0800000,341548.9674678
0.0850000,0.0850000,0.0850000,259099.5117752
0.0900000,0.0900000,0.0900000,194656.4710610
0.0950000,0.0950000,0.0950000,145552.8077030
0.1000000,0.1000000,0.1000000,109117.2167479
0.1050000,0.1050000,0.1050000,84366.7157107
0.1100000,0.1100000,0.1100000,62350.1755275
0.1150000,0.1150000,0.1150000,46999.8415667
0.1200000,0.1200000,0.1200000,36336.9317246
0.1250000,0.1250000,0.1250000,26949.4443499
0.1300000,0.1300000,0.1300000,20013.3831473
0.1350000,0.1350000,0.1350000,15103.1746397
0.1400000,0.1400000,0.1400000,11586.2600092
0.1450000,0.1450000,0.1450000,9037.7830824
0.1500000,0.1500000,0.1500000,7033.5951142
0.1550000,0.1550000,0.1550000,5256.0963245
0.1600000,0.1600000,0.1600000,3966.0156973
0.1650000,0.1650000,0.1650000,3020.3637443
0.1700000,0.1700000,0.1700000,2320.4078242
0.1750000,0.1750000,0.1750000,1809.7400725
0.1800000,0.1800000,0.1800000,1415.1964628
0.1850000,0.1850000,0.1850000,1114.8728478
0.1900000,0.1900000,0.1900000,873.9111267
0.1950000,0.1950000,0.1950000,669.4151755
0.2000000,0.2000000,0.2000000,515.5472581
0.2050000,0.2050000,0.2050000,399.0989024
0.2100000,0.2100000,0.2100000,310.4741255
0.2150000,0.2150000,0.2150000,242.6726574
0.2200000,0.2200000,0.2200000,190.5524770
0.2250000,0.2250000,0.2250000,150.3112951
0.2300000,0.2300000,0.2300000,119.1192906
0.2350000,0.2350000,0.2350000,94.8563069
0.2400000,0.2400000,0.2400000,75.9193410
0.2450000,0.2450000,0.2450000,61.0800935
0.2500000,0.2500000,0.2500000,49.3912639
0.2550000,0.2550000,0.2550000,40.1352159
0.2600000,0.2600000,0.2600000,32.7827981
0.2650000,0.2650000,0.2650000,26.9398693
0.2700000,0.2700000,0.2700000,22.2955762
0.2750000,0.2750000,0.2750000,18.5926196
0.2800000,0.2800000,0.2800000,15.6195160
0.2850000,0.2850000,0.2850000,13.2110480
0.2900000,0.2900000,0.2900000,11.2447368
0.2950000,0.2950000,0.2950000,9.6312422
0.3000000,0.3000000,0.3000000,8.3040199
0.3050000,0.3050000,0.3050000,7.2122145
0.3100000,0.3100000,0.3100000,6.3155990
0.3150000,0.3150000,0.3150000,5.5791881
0.3200000,0.3200000,0.3200000,4.9683338
