# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,228455166007.1867065
0.0050000,0.0050000,0.0050000,68093683471.4808502
0.0100000,0.0100000,0.0100000,22645857089.7918892
0.0150000,0.0150000,0.0150000,8255029418.8964062
0.0200000,0.0200000,0.0200000,3253999603.1185274
0.0250000,0.0250000,0.0250000,1373037179.7320948
0.0300000,0.0300000,0.0300000,615824747.1141536
0.0350000,0.0350000,0.0350000,292497558.4320245
0.0400000,0.0400000,0.0400000,147143799.1531678
0.0450000,0.0450000,0.0450000,78754848.1710706
0.0500000,0.0500000,0.0500000,44970577.6741299
0.0550000,0.0550000,0.0550000,26391262.9929630
0.0600000,0.0600000,0.0600000,15752436.3825765
0.0650000,0.0650000,0.0650000,9857435.1551687
0.0700000,0.0700000,0.0700000,6464827.9334580
0.0750000,0.0750000,0.0750000,4437315.0834095
0.0800000,0.0800000,0.0800000,3180832.8938248
0.0850000,0.0850000,0.0850000,2330281.1626693
0.0900000,0.0900000,0.0900000,1724157.8785984
0.0950000,0.0950000,0.0950000,1298705.8052815
0.1000000,0.1000000,0.1000000,947769.2771909
0.1050000,0.1050000,0.1050000,705761.0515786
0.1100000,0.1100000,0.1100000,534990.6153813
0.1150000,0.1150000,0.1150000,410121.9718401
0.1200000,0.1200000,0.1200000,300352.2115074
0.1250000,0.1250000,0.1250000,222568.2829221
0.1300000,0.1300000,0.1300000,166641.8411384
0.1350000,0.1350000,0.1350000,125902.7779333
0.1400000,0.1400000,0.1400000,95879.1523568
0.1450000,0.1450000,0.1450000,73522.0044844
0.1500000,0.1500000,0.1500000,56719.8075958
0.1550000,0.1550000,0.1550000,43988.9428814
0.1600000,0.1600000,0.1600000,33939.5280631
0.1650000,0.1650000,0.1650000,25809.2521199
0.1700000,0.1700000,0.1700000,19739.7261194
0.1750000,0.1750000,0.1750000,15176.2149247
0.1800000,0.1800000,0.1800000,11722.5301433
0.1850000,0.1850000,0.1850000,9093.0364680
0.1900000,0.1900000,0.1900000,7079.9891264
0.1950000,0.1950000,0.1950000,5531.0567046
0.2000000,0.2000000,0.2000000,4333.6899908
0.2050000,0.2050000,0.2050000,3404.1436856
0.2100000,0.2100000,0.2100000,2679.6939320
0.2150000,0.2150000,0.2150000,2113.0729226
0.2200000,0.2200000,0.2200000,1682.0711591
0.2250000,0.2250000,0.2250000,1332.1618979
0.2300000,0.2300000,0.2300000,1056.0571619
0.2350000,0.2350000,0.2350000,837.6753876
0.2400000,0.2400000,0.2400000,664.5902639
0.2450000,0.2450000,0.2450000,527.1606430
0.2500000,0.2500000,0.2500000,417.8769711
0.2550000,0.2550000,0.2550000,330.8603353
0.2600000,0.2600000,0.2600000,261.4653417
0.2650000,0.2650000,0.2650000,206.0131197
0.2700000,0.2700000,0.2700000,161.6594166
0.2750000,0.2750000,0.2750000,126.2286114
0.2800000,0.2800000,0.2800000,97.9957612
0.2850000,0.2850000,0.2850000,75.5496491
0.2900000,0.2900000,0.2900000,57.7345530
0.2950000,0.2950000,0.2950000,43.6145585
0.3000000,0.3000000,0.3000000,32.4386590
0.3050000,0.3050000,0.3050000,23.6060395
0.3100000,0.3100000,0.3100000,16.6352344
0.3150000,0.3150000,0.3150000,11.1396947
0.3200000,0.3200000,0.3200000,6.8103232
0.3250000,0.3250000,0.3250000,3.4034776
0.3300000,0.3300000,0.3300000,0.7310002
0.3350000,0.3350000,0.3350000,-1.3515123
0.3400000,0.3400000,0.3400000,-2.9588235
0.3450000,0.3450000,0.3450000,-4.1883940
0.3500000,0.3500000,0.3500000,-5.1257591
0.3550000,0.3550000,0.3550000,-5.8424139
0.3600000,0.3600000,0.3600000,-6.3916157
0.3650000,0.3650000,0.3650000,-6.8086261
0.3700000,0.3700000,0.3700000,-7.1168896
0.3750000,0.3750000,0.3750000,-7.3358682
0.3800000,0.3800000,0.3800000,-7.4853805
0.3850000,0.3850000,0.3850000,-7.5848170
0.3900000,0.3900000,0.3900000,-7.6495240
0.3950000,0.3950000,0.3950000,-7.6881353
0.4000000,0.4000000,0.4000000,-7.7033464
0.4050000,0.4050000,0.4050000,-7.6955433
0.4100000,0.4100000,0.4100000,-7.6662477
0.4150000,0.4150000,0.4150000,-7.6190427
0.4200000,0.4200000,0.4200000,-7.5579779
0.4250000,0.4250000,0.4250000,-7.4851245
0.4300000,0.4300000,0.4300000,-7.3996885
0.4350000,0.4350000,0.4350000,-7.2997724
0.4400000,0.4400000,0.4400000,-7.1851541
0.4450000,0.4450000,0.4450000,-7.0589179
0.4500000,0.4500000,0.4500000,-6.9272319
0.4550000,0.4550000,0.4550000,-6.7973893
0.4600000,0.4600000,0.4600000,-6.6750652
0.4650000,0.4650000,0.4650000,-6.5624702
0.4700000,0.4700000,0.4700000,-6.4579943
0.4750000,0.4750000,0.4750000,-6.3567643
0.4800000,0.4800000,0.4800000,-6.2518895
0.4850000,0.4850000,0.4850000,-6.1363818
0.4900000,0.4900000,0.4900000,-6.0050650
0.4950000,0.4950000,0.4950000,-5.8555751
0.5000000,0.5000000,0.5000000,-5.6882094
0.5050000,0.5050000,0.5050000,-5.5051011
0.5100000,0.5100000,0.5100000,-5.3093323
0.5150000,0.5150000,0.5150000,-5.1043033
0.5200000,0.5200000,0.5200000,-4.8933687
0.5250000,0.5250000,0.5250000,-4.6796395
0.5300000,0.5300000,0.5300000,-4.4658734
0.5350000,0.5350000,0.5350000,-4.2544147
0.5400000,0.5400000,0.5400000,-4.0471747
0.5450000,0.5450000,0.5450000,-3.8456425
0.5500000,0.5500000,0.5500000,-3.6509203
0.5550000,0.5550000,0.5550000,-3.4637718
0.5600000,0.5600000,0.5600000,-3.2846767
0.5650000,0.5650000,0.5650000,-3.1138842
0.5700000,0.5700000,0.5700000,-2.9514627
0.5750000,0.5750000,0.5750000,-2.7973426
0.5800000,0.5800000,0.5800000,-2.6513522
0.5850000,0.5850000,0.5850000,-2.5132469
0.5900000,0.5900000,0.5900000,-2.3827327
0.5950000,0.5950000,0.5950000,-2.2594842
0.6000000,0.6000000,0.6000000,-2.1431582
0.6050000,0.6050000,0.6050000,-2.0334042
0.6100000,0.6100000,0.6100000,-1.9298722
0.6150000,0.6150000,0.6150000,-1.8322179
0.6200000,0.6200000,0.6200000,-1.7401069
0.6250000,0.6250000,0.6250000,-1.6532169
0.6300000,0.6300000,0.6300000,-1.5712397
0.6350000,0.6350000,0.6350000,-1.4938820
0.6400000,0.6400000,0.6400000,-1.4208656
0.6450000,0.6450000,0.6450000,-1.3519280
0.6500000,0.6500000,0.6500000,-1.2868216
0.6550000,0.6550000,0.6550000,-1.2253136
0.6600000,0.6600000,0.6600000,-1.1671852
0.6650000,0.6650000,0.6650000,-1.1122314
0.6700000,0.6700000,0.6700000,-1.0602599
0.6750000,0.6750000,0.6750000,-1.0110907
0.6800000,0.6800000,0.6800000,-0.9645552
0.6850000,0.6850000,0.6850000,-0.9204955
0.6900000,0.6900000,0.6900000,-0.8787641
0.6950000,0.6950000,0.6950000,-0.8392228
0.7000000,0.7000000,0.7000000,-0.8017422
0.7050000,0.7050000,0.7050000,-0.7662016
0.7100000,0.7100000,0.7100000,-0.7324875
0.7150000,0.7150000,0.7150000,-0.7004941
0.7200000,0.7200000,0.7200000,-0.6701221
0.7250000,0.7250000,0.7250000,-0.6412786
0.7300000,0.7300000,0.7300000,-0.6138766
0.7350000,0.7350000,0.7350000,-0.5878344
0.7400000,0.7400000,0.7400000,-0.5630755
0.7450000,0.7450000,0.7450000,-0.5395284
0.7500000,0.7500000,0.7500000,-0.5171256
0.7550000,0.7550000,0.7550000,-0.4958042
0.7600000,0.7600000,0.7600000,-0.4755048
0.7650000,0.7650000,0.7650000,-0.4561718
0.7700000,0.7700000,0.7700000,-0.4377529
0.7750000,0.7750000,0.7750000,-0.4201990
0.7800000,0.7800000,0.7800000,-0.4034640
0.7850000,0.7850000,0.7850000,-0.3875043
0.7900000,0.7900000,0.7900000,-0.3722793
0.7950000,0.7950000,0.7950000,-0.3577503
0.8000000,0.8000000,0.8000000,-0.3438812
0.8050000,0.8050000,0.8050000,-0.3306378
0.8100000,0.8100000,0.8100000,-0.3179881
0.8150000,0.8150000,0.8150000,-0.3059018
0.8200000,0.8200000,0.8200000,-0.2943502
0.8250000,0.8250000,0.8250000,-0.2833065
0.8300000,0.8300000,0.8300000,-0.2727452
0.8350000,0.8350000,0.8350000,-0.2626424
0.8400000,0.8400000,0.8400000,-0.2529753
0.8450000,0.8450000,0.8450000,-0.2437225
0.8500000,0.8500000,0.8500000,-0.2348638
0.8550000,0.8550000,0.8550000,-0.2263801
0.8600000,0.8600000,0.8600000,-0.2182534
0.8650000,0.8650000,0.8650000,-0.2104664
0.8700000,0.8700000,0.8700000,-0.2030030
0.8750000,0.8750000,0.8750000,-0.1958479
0.8800000,0.8800000,0.8800000,-0.1889865
0.8850000,0.8850000,0.8850000,-0.1824051
0.8900000,0.8900000,0.8900000,-0.1760907
0.8950000,0.8950000,0.8950000,-0.1700310
0.9000000,0.9000000,0.9000000,-0.1642142
0.9050000,0.9050000,0.9050000,-0.1586292
0.9100000,0.9100000,0.9100000,-0.1532655
0.9150000,0.9150000,0.9150000,-0.1481131
0.9200000,0.9200000,0.9200000,-0.1431624
0.9250000,0.9250000,0.9250000,-0.1384046
0.9300000,0.9300000,0.9300000,-0.1338310
0.9350000,0.9350000,0.9350000,-0.1294335
0.9400000,0.9400000,0.9400000,-0.1252043
0.9450000,0.9450000,0.9450000,-0.1211362
0.9500000,0.9500000,0.9500000,-0.1172220
0.9550000,0.9550000,0.9550000,-0.1134553
0.9600000,0.9600000,0.9600000,-0.1098295
0.9650000,0.9650000,0.9650000,-0.1063388
0.9700000,0.9700000,0.9700000,-0.1029773
0.9750000,0.9750000,0.9750000,-0.0997397
0.9800000,0.9800000,0.9800000,-0.0966207
0.9850000,0.9850000,0.9850000,-0.0936153
0.9900000,0.9900000,0.9900000,-0.0907188
0.9950000,0.9950000,0.9950000,-0.0879268
1.0000000,1.0000000,1.0000000,-0.0852349
1.0050000,1.0050000,1.0050000,-0.0826391
1.0100000,1.0100000,1.0100000,-0.0801353
1.0150000,1.0150000,1.0150000,-0.0777200
1.0200000,1.0200000,1.0200000,-0.0753895
1.0250000,1.0250000,1.0250000,-0.0731404
1.0300000,1.0300000,1.0300000,-0.0709695
1.0350000,1.0350000,1.0350000,-0.0688737
1.0400000,1.0400000,1.0400000,-0.0668500
1.0450000,1.0450000,1.0450000,-0.0648956
1.0500000,1.0500000,1.0500000,-0.0630078
1.0550000,1.0550000,1.0550000,-0.0611840
1.0600000,1.0600000,1.0600000,-0.0594217
1.0650000,1.0650000,1.0650000,-0.0577186
1.0700000,1.0700000,1.0700000,-0.0560723
1.0750000,1.0750000,1.0750000,-0.0544808
1.0800000,1.0800000,1.0800000,-0.0529419
1.0850000,1.0850000,1.0850000,-0.0514536
1.0900000,1.0900000,1.0900000,-0.0500141
1.0950000,1.0950000,1.0950000,-0.0486216
1.1000000,1.1000000,1.1000000,-0.0472742
1.1050000,1.1050000,1.1050000,-0.0459703
1.1100000,1.1100000,1.1100000,-0.0447084
1.1150000,1.1150000,1.1150000,-0.0434868
1.1200000,1.1200000,1.1200000,-0.0423041
1.1250000,1.1250000,1.1250000,-0.0411588
1.1300000,1.1300000,1.1300000,-0.0400498
1.1350000,1.1350000,1.1350000,-0.0389755
1.1400000,1.1400000,1.1400000,-0.0379348
1.1450000,1.1450000,1.1450000,-0.0369265
1.1500000,1.1500000,1.1500000,-0.0359494
1.1550000,1.1550000,1.1550000,-0.0350025
1.1600000,1.1600000,1.1600000,-0.0340846
1.1650000,1.1650000,1.1650000,-0.0331948
1.1700000,1.1700000,1.1700000,-0.0323320
1.1750000,1.1750000,1.1750000,-0.0314954
1.1800000,1.1800000,1.1800000,-0.0306840
1.1850000,1.1850000,1.1850000,-0.0298969
1.1900000,1.1900000,1.1900000,-0.0291334
1.1950000,1.1950000,1.1950000,-0.0283926
1.2000000,1.2000000,1.2000000,-0.0276738
1.2050000,1.2050000,1.2050000,-0.0269761
1.2100000,1.2100000,1.2100000,-0.0262990
1.2150000,1.2150000,1.2150000,-0.0256417
1.2200000,1.2200000,1.2200000,-0.0250035
1.2250000,1.2250000,1.2250000,-0.0243838
1.2300000,1.2300000,1.2300000,-0.0237820
1.2350000,1.2350000,1.2350000,-0.0231975
1.2400000,1.2400000,1.2400000,-0.0226298
1.2450000,1.2450000,1.2450000,-0.0220782
1.2500000,1.2500000,1.2500000,-0.0215423
1.2550000,1.2550000,1.2550000,-0.0210216
1.2600000,1.2600000,1.2600000,-0.0205155
1.2650000,1.2650000,1.2650000,-0.0200237
1.2700000,1.2700000,1.2700000,-0.0195455
1.2750000,1.2750000,1.2750000,-0.0190807
1.2800000,1.2800000,1.2800000,-0.0186288
1.2850000,1.2850000,1.2850000,-0.0181893
1.2900000,1.2900000,1.2900000,-0.0177619
1.2950000,1.2950000,1.2950000,-0.0173462
1.3000000,1.3000000,1.3000000,-0.0169419
1.3050000,1.3050000,1.3050000,-0.0165485
1.3100000,1.3100000,1.3100000,-0.0161658
1.3150000,1.3150000,1.3150000,-0.0157934
1.3200000,1.3200000,1.3200000,-0.0154309
1.3250000,1.3250000,1.3250000,-0.0150782
1.3300000,1.3300000,1.3300000,-0.0147349
1.3350000,1.3350000,1.3350000,-0.0144007
1.3400000,1.3400000,1.3400000,-0.0140753
1.3450000,1.3450000,1.3450000,-0.0137585
1.3500000,1.3500000,1.3500000,-0.0134499
1.3550000,1.3550000,1.3550000,-0.0131495
1.3600000,1.3600000,1.3600000,-0.0128569
1.3650000,1.3650000,1.3650000,-0.0125718
1.3700000,1.3700000,1.3700000,-0.0122941
1.3750000,1.3750000,1.3750000,-0.0120236
1.3800000,1.3800000,1.3800000,-0.0117600
1.3850000,1.3850000,1.3850000,-0.0115031
1.3900000,1.3900000,1.3900000,-0.0112528
1.3950000,1.3950000,1.3950000,-0.0110088
1.4000000,1.4000000,1.4000000,-0.0107710
1.4050000,1.4050000,1.4050000,-0.0105392
1.4100000,1.4100000,1.4100000,-0.0103132
1.4150000,1.4150000,1.4150000,-0.0100928
1.4200000,1.4200000,1.4200000,-0.0098779
1.4250000,1.4250000,1.4250000,-0.0096684
1.4300000,1.4300000,1.4300000,-0.0094640
1.4350000,1.4350000,1.4350000,-0.0092647
1.4400000,1.4400000,1.4400000,-0.0090702
1.4450000,1.4450000,1.4450000,-0.0088805
1.4500000,1.4500000,1.4500000,-0.0086955
1.4550000,1.4550000,1.4550000,-0.0085149
1.4600000,1.4600000,1.4600000,-0.0083387
1.4650000,1.4650000,1.4650000,-0.0081667
1.4700000,1.4700000,1.4700000,-0.0079989
1.4750000,1.4750000,1.4750000,-0.0078351
1.4800000,1.4800000,1.4800000,-0.0076752
1.4850000,1.4850000,1.4850000,-0.0075191
1.4900000,1.4900000,1.4900000,-0.0073667
1.4950000,1.4950000,1.4950000,-0.0072179
1.5000000,1.5000000,1.5000000,-0.0070726
1.5050000,1.5050000,1.5050000,-0.0069307
1.5100000,1.5100000,1.5100000,-0.0067921
1.5150000,1.5150000,1.5150000,-0.0066568
1.5200000,1.5200000,1.5200000,-0.0065246
