# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,39645600.7934803,39645600.7934803
0.0050000,0.0050000,0.0050000,19089992.3730092,19089992.3730092
0.0100000,0.0100000,0.0100000,9618392.9861557,9618392.9861557
0.0150000,0.0150000,0.0150000,5055864.7205007,5055864.7205007
0.0200000,0.0200000,0.0200000,2768082.2662607,2768082.2662607
0.0250000,0.0250000,0.0250000,1578036.2046228,1578036.2046228
0.0300000,0.0300000,0.0300000,937669.8641239,937669.8641239
0.0350000,0.0350000,0.0350000,582181.1161093,582181.1161093
0.0400000,0.0400000,0.0400000,379338.2268555,379338.2268555
0.0450000,0.0450000,0.0450000,249929.4257715,249929.4257715
0.0500000,0.0500000,0.0500000,171285.4701057,171285.4701057
0.0550000,0.0550000,0.0550000,123341.1910960,123341.1910960
0.0600000,0.0600000,0.0600000,93982.8603374,93982.8603374
0.0650000,0.0650000,0.0650000,76190.3325968,76190.3325968
0.0700000,0.0700000,0.0700000,60297.3814604,60297.3814604
0.0750000,0.0750000,0.0750000,47970.2258561,47970.2258561
0.0800000,0.0800000,0.0800000,39583.4005162,39583.4005162
0.0850000,0.0850000,0.0850000,33554.3996894,33554.3996894
0.0900000,0.0900000,0.0900000,29380.1971687,29380.1971687
0.0950000,0.0950000,0.0950000,26601.6475506,26601.6475506
0.1000000,0.1000000,0.1000000,24827.6922849,24827.6922849
0.1050000,0.1050000,0.1050000,22955.1614332,22955.1614332
0.1100000,0.1100000,0.1100000,19079.6436871,19079.6436871
0.1150000,0.1150000,0.1150000,16075.6017751,16075.6017751
0.1200000,0.1200000,0.1200000,13751.3138630,13751.3138630
0.1250000,0.1250000,0.1250000,11957.9240405,11957.9240405
0.1300000,0.1300000,0.1300000,10580.7780452,10580.7780452
0.1350000,0.1350000,0.1350000,9532.8530314,9532.8530314
0.1400000,0.1400000,0.1400000,8749.4323354,8749.4323354
0.1450000,0.1450000,0.1450000,8154.9423336,8154.9423336
0.1500000,0.1500000,0.1500000,7362.8093908,7362.8093908
0.1550000,0.1550000,0.1550000,6796.1776018,6796.1776018
0.1600000,0.1600000,0.1600000,5310.0611041,5310.0611041
0.1650000,0.1650000,0.1650000,4101.4851244,4101.4851244
0.1700000,0.1700000,0.1700000,3181.2323213,3181.2323213
0.1750000,0.1750000,0.1750000,2478.1818050,2478.1818050
0.1800000,0.1800000,0.1800000,1938.8722936,1938.8722936
0.1850000,0.1850000,0.1850000,1552.1381369,1523.2660148
0.1900000,0.1900000,0.1900000,1230.2767260,1201.4295545
0.1950000,0.1950000,0.1950000,979.2185558,950.9819839
0.2000000,0.2000000,0.2000000,780.6092347,754.1081369
0.2050000,0.2050000,0.2050000,623.5416085,596.4880934
0.2100000,0.2100000,0.2100000,499.9950004,472.8609003
0.2150000,0.2150000,0.2150000,402.2990360,375.6393392
0.2200000,0.2200000,0.2200000,321.7265669,295.2772550
0.2250000,0.2250000,0.2250000,254.1630119,227.7480219
0.2300000,0.2300000,0.2300000,199.5522128,171.5501686
0.2350000,0.2350000,0.2350000,156.6345034,128.6391613
0.2400000,0.2400000,0.2400000,120.8853953,95.6427487
0.2450000,0.2450000,0.2450000,88.1992289,65.0141215
0.2500000,0.2500000,0.2500000,61.3190258,37.9841696
0.2550000,0.2550000,0.2550000,40.1708751,16.3726694
0.2600000,0.2600000,0.2600000,23.7131263,-0.2844729
0.2650000,0.2650000,0.2650000,10.9913762,-13.0472026
0.2700000,0.2700000,0.2700000,1.2295148,-22.7401417
0.2750000,0.2750000,0.2750000,-6.1871194,-30.0085893
0.2800000,0.2800000,0.2800000,-11.7432887,-35.3601979
0.2850000,0.2850000,0.2850000,-15.8228240,-39.1961988
0.2900000,0.2900000,0.2900000,-18.7315854,-42.0152366
0.2950000,0.2950000,0.2950000,-20.7147840,-44.0557976
0.3000000,0.3000000,0.3000000,-21.9698405,-45.3120633
0.3050000,0.3050000,0.3050000,-22.6559705,-45.9481649
