# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,3409567.8504050,89754.1584577,57790.7895240,360022.5171981,5529.5862261,253621.6752373,4522309.5401025,46005404.7400228,321101808.6606882
0.0025000,0.0025000,0.0025000,inf,nan,2400835.2375753,83280.6144336,53628.8025092,334139.2396352,5121.8778749,235394.4798585,4199172.5626789,42728847.1267933,298295560.3739538
0.0050000,0.0050000,0.0050000,inf,nan,1788882.3002386,77369.6900441,49828.7289138,310505.1060415,4749.9390290,218751.1361515,3904200.1017655,39739180.7992946,277496035.4903436
0.0075000,0.0075000,0.0075000,inf,nan,1443098.7690342,71884.2121629,46302.8287497,288569.8962751,4404.9161501,203304.6065274,3630427.8358345,36964806.6433903,258199653.3958506
0.0100000,0.0100000,0.0100000,inf,nan,1293633.8946427,66826.3380967,43052.2737093,268343.5412817,4086.9678706,189061.7030996,3378030.7913917,34408021.8548262,240425629.1673433
0.0125000,0.0125000,0.0125000,inf,nan,1311329.2772033,62146.5306227,40045.5148944,249617.2827107,3793.7264998,175875.4831372,3144128.6120224,32037648.5616833,223944637.0299247
0.0150000,0.0150000,0.0150000,inf,nan,1499674.0485768,57677.6067734,37174.2642327,231744.3632760,3513.1378083,163290.2245245,2921194.3066688,29781299.7910443,208277209.4703882
0.0175000,0.0175000,0.0175000,inf,nan,1895780.0358270,53525.0413696,34506.7049590,215136.9753197,3252.5206620,151596.3220190,2714143.0019016,27687313.0709160,193751365.3446365
0.0200000,0.0200000,0.0200000,inf,nan,2580743.4211718,49673.9645306,32033.2534931,199736.0165656,3010.9189444,140752.1391175,2522251.5047321,25748571.7779677,180319489.8174758
0.0225000,0.0225000,0.0225000,inf,nan,3703307.5009150,46109.6176239,29744.3979353,185482.8435963,2787.3842601,130716.3614438,2344804.3393296,23958079.0917378,167935202.0799747
0.0250000,0.0250000,0.0250000,inf,nan,3631803.7736691,42817.4342961,27630.7498878,172319.6029960,2580.9809568,121448.2295319,2181098.4391891,22309015.9475024,156553856.0339212
0.0275000,0.0275000,0.0275000,inf,nan,3068228.2608050,39783.1146281,25683.0917792,160164.5345012,2390.7906891,112891.2411668,2028859.7716795,20764632.2492081,145812461.2910494
0.0300000,0.0300000,0.0300000,inf,nan,3550706.6792665,36872.0693110,23816.5368314,148514.8260120,2210.2967288,104689.1081200,1884208.8547931,19310993.7942602,135809286.2165394
0.0325000,0.0325000,0.0325000,inf,nan,5900733.6006126,34190.2420370,22095.7975781,137796.4651343,2042.3114462,97142.8979975,1751348.2135179,17979404.6451732,126677545.4839812
0.0350000,0.0350000,0.0350000,inf,nan,13744275.2475534,31729.3085360,20517.2187744,127964.1031997,1888.1802156,90220.6565895,1629732.6517973,16764704.4917518,118384725.7198566
0.0375000,0.0375000,0.0375000,inf,nan,42792083.5826094,29477.6221659,19073.2901518,118971.5612666,1747.1571914,83889.8419407,1518810.1447969,15661729.6159205,110898904.6732586
0.0400000,0.0400000,0.0400000,inf,nan,92522052.1616074,27423.4439068,17756.4394962,110772.3431615,1618.4904303,78117.6851733,1418028.8595245,14665395.5994096,104189435.0595964
0.0425000,0.0425000,0.0425000,inf,nan,46560225.3154664,25555.0551085,16559.1047598,103320.0952888,1501.4288925,72871.5137461,1326843.6070628,13770776.0926374,98227618.2574346
0.0450000,0.0450000,0.0450000,inf,nan,23139896.5606710,23860.8566721,15473.7973815,96569.0136030,1395.2285629,68119.0374177,1244721.7433754,12973178.0470091,92987372.8385907
0.0475000,0.0475000,0.0475000,inf,nan,13400813.7426276,22329.4550541,14493.1570607,90474.1994362,1299.1577152,63828.5980970,1171148.5518343,12268213.9785800,88445904.0842680
0.0500000,0.0500000,0.0500000,inf,nan,8631898.5192432,20949.7357383,13609.9983960,84991.9668923,1212.5013594,59969.3854827,1105632.1527068,11651871.9426447,84584381.3173338
0.0525000,0.0525000,0.0525000,inf,nan,6127404.5281625,19710.9250148,12817.3499235,80080.1052701,1134.5649257,56511.6209245,1047707.9925505,11120583.9476778,81358067.5583726
0.0550000,0.0550000,0.0550000,inf,nan,4869988.9856459,18602.6410368,12108.4861793,75698.1004561,1064.6772449,53426.7122756,996942.9694783,10671293.5128291,78236084.2080199
0.0575000,0.0575000,0.0575000,inf,nan,4445756.8293960,17614.9351950,11476.9534545,71807.3194527,1002.1928945,50687.3826706,952939.2482377,10301522.9631998,75674909.9032351
