# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,1231334.8623143,1231334.8623143
0.0050000,0.0050000,0.0050000,816478.9113087,816478.9113087
0.0100000,0.0100000,0.0100000,562194.5137920,562194.5137920
0.0150000,0.0150000,0.0150000,400575.5294771,400575.5294771
0.0200000,0.0200000,0.0200000,294087.1982805,294087.1982805
0.0250000,0.0250000,0.0250000,221454.6011314,221454.6011314
0.0300000,0.0300000,0.0300000,170303.8546221,170303.8546221
0.0350000,0.0350000,0.0350000,133242.2621508,133242.2621508
0.0400000,0.0400000,0.0400000,105727.0371852,105727.0371852
0.0450000,0.0450000,0.0450000,84883.0579273,84883.0579273
0.0500000,0.0500000,0.0500000,68834.0353897,68834.0353897
0.0550000,0.0550000,0.0550000,56316.7418266,56316.7418266
0.0600000,0.0600000,0.0600000,46454.2077898,46454.2077898
0.0650000,0.0650000,0.0650000,38619.7897430,38619.7897430
0.0700000,0.0700000,0.0700000,32354.0429643,32354.0429643
0.0750000,0.0750000,0.0750000,27312.7410125,27312.7410125
0.0800000,0.0800000,0.0800000,23233.5192660,23233.5192660
0.0850000,0.0850000,0.0850000,19913.8080877,19913.8080877
0.0900000,0.0900000,0.0900000,17195.7226225,17195.7226225
0.0950000,0.0950000,0.0950000,14955.3402121,14955.3402121
0.1000000,0.1000000,0.1000000,13094.8436170,13094.8436170
0.1050000,0.1050000,0.1050000,11536.6301631,11536.6301631
0.1100000,0.1100000,0.1100000,10218.8503751,10218.8503751
0.1150000,0.1150000,0.1150000,9092.0426746,9092.0426746
0.1200000,0.1200000,0.1200000,8116.6336205,8116.6336205
0.1250000,0.1250000,0.1250000,7261.1160592,7261.1160592
0.1300000,0.1300000,0.1300000,6500.7300331,6500.7300331
0.1350000,0.1350000,0.1350000,5816.4764606,5816.4764606
0.1400000,0.1400000,0.1400000,5194.3081650,5194.3081650
0.1450000,0.1450000,0.1450000,4624.3751970,4624.3751970
0.1500000,0.1500000,0.1500000,4100.2502810,4100.2502810
0.1550000,0.1550000,0.1550000,3618.1158937,3618.1158937
0.1600000,0.1600000,0.1600000,3175.9431751,3175.9431751
0.1650000,0.1650000,0.1650000,2772.7226352,2772.7226352
0.1700000,0.1700000,0.1700000,2407.8121289,2407.8121289
0.1750000,0.1750000,0.1750000,2080.4515586,2080.4515586
0.1800000,0.1800000,0.1800000,1780.9705536,1755.4694393
0.1850000,0.1850000,0.1850000,1493.8849673,1468.3838499
0.1900000,0.1900000,0.1900000,1244.9969914,1219.4958741
0.1950000,0.1950000,0.1950000,1031.7000368,1006.1989201
0.2000000,0.2000000,0.2000000,850.8480967,825.3469851
0.2050000,0.2050000,0.2050000,698.9920269,673.4909590
0.2100000,0.2100000,0.2100000,572.5954390,547.0947142
0.2150000,0.2150000,0.2150000,468.1916647,442.7093363
0.2200000,0.2200000,0.2200000,378.5345771,353.5948529
0.2250000,0.2250000,0.2250000,296.0703263,270.6190120
0.2300000,0.2300000,0.2300000,228.6846805,203.3232687
0.2350000,0.2350000,0.2350000,174.2035009,149.0627775
0.2400000,0.2400000,0.2400000,130.2632799,105.5598765
0.2450000,0.2450000,0.2450000,94.8487045,70.8810556
0.2500000,0.2500000,0.2500000,66.2277742,43.4035628
0.2550000,0.2550000,0.2550000,42.7846045,21.2400435
0.2600000,0.2600000,0.2600000,23.2074258,0.4082364
0.2650000,0.2650000,0.2650000,6.9532166,-16.2524650
0.2700000,0.2700000,0.2700000,-6.2102451,-29.2487495
0.2750000,0.2750000,0.2750000,-16.6485153,-39.2767148
0.2800000,0.2800000,0.2800000,-24.7927167,-46.9064214
0.2850000,0.2850000,0.2850000,-31.0454300,-52.6034875
0.2900000,0.2900000,0.2900000,-35.7531504,-56.8099029
0.2950000,0.2950000,0.2950000,-39.2094706,-60.0377041
0.3000000,0.3000000,0.3000000,-41.6787101,-62.2216969
0.3050000,0.3050000,0.3050000,-43.4480056,-63.5730510
0.3100000,0.3100000,0.3100000,-44.8795524,-64.2632320
0.3150000,0.3150000,0.3150000,-46.3093895,-64.5907284
0.3200000,0.3200000,0.3200000,-48.3687326,-64.5221137
0.3250000,0.3250000,0.3250000,-52.5111694,-70.6264576
0.3300000,0.3300000,0.3300000,-56.4568218,-75.0948584
0.3350000,0.3350000,0.3350000,-58.9307761,-77.6796692
0.3400000,0.3400000,0.3400000,-60.1425067,-78.9136569
0.3450000,0.3450000,0.3450000,-60.4187559,-79.1781998
0.3500000,0.3500000,0.3500000,-60.0311540,-78.7487019
0.3550000,0.3550000,0.3550000,-59.3111276,-77.8255773
0.3600000,0.3600000,0.3600000,-58.9846663,-76.5556238
0.3650000,0.3650000,0.3650000,-59.4751877,-77.7998372
0.3700000,0.3700000,0.3700000,-60.0150778,-78.9310739
0.3750000,0.3750000,0.3750000,-60.0850999,-79.1706779
0.3800000,0.3800000,0.3800000,-59.6602750,-78.7519022
0.3850000,0.3850000,0.3850000,-58.8531289,-77.8518605
0.3900000,0.3900000,0.3900000,-57.7868591,-76.6050787
0.3950000,0.3950000,0.3950000,-56.6712050,-75.1137273
0.4000000,0.4000000,0.4000000,-56.8485225,-74.1246085
0.4050000,0.4050000,0.4050000,-58.8267212,-77.6288495
0.4100000,0.4100000,0.4100000,-60.2629325,-79.2828525
0.4150000,0.4150000,0.4150000,-60.7838921,-79.6683065
0.4200000,0.4200000,0.4200000,-60.7389788,-79.1863343
0.4250000,0.4250000,0.4250000,-60.3664146,-78.8986781
0.4300000,0.4300000,0.4300000,-59.7373651,-78.7970397
0.4350000,0.4350000,0.4350000,-59.0731900,-78.0151332
0.4400000,0.4400000,0.4400000,-59.0005843,-78.6809171
0.4450000,0.4450000,0.4450000,-59.3564028,-80.2138984
0.4500000,0.4500000,0.4500000,-59.4516316,-80.4184371
0.4550000,0.4550000,0.4550000,-59.1285159,-79.7321875
0.4600000,0.4600000,0.4600000,-58.4309894,-78.4552485
0.4650000,0.4650000,0.4650000,-57.4111974,-76.7949070
0.4700000,0.4700000,0.4700000,-56.1280673,-75.2244903
0.4750000,0.4750000,0.4750000,-54.6472764,-73.8253415
0.4800000,0.4800000,0.4800000,-53.0312752,-72.1865234
0.4850000,0.4850000,0.4850000,-51.3328651,-70.3984333
0.4900000,0.4900000,0.4900000,-49.5937243,-68.5259509
0.4950000,0.4950000,0.4950000,-47.8454566,-66.6155339
0.5000000,0.5000000,0.5000000,-46.1113899,-64.7002722
0.5050000,0.5050000,0.5050000,-44.4083427,-62.8035155
0.5100000,0.5100000,0.5100000,-42.7481145,-60.9414964
0.5150000,0.5150000,0.5150000,-41.1386756,-59.1252374
0.5200000,0.5200000,0.5200000,-39.5850968,-57.3619464
0.5250000,0.5250000,0.5250000,-38.0902709,-55.6560415
0.5300000,0.5300000,0.5300000,-36.6554704,-54.0099074
0.5350000,0.5350000,0.5350000,-35.2807788,-52.4244549
0.5400000,0.5400000,0.5400000,-33.9654213,-50.8995356
0.5450000,0.5450000,0.5450000,-32.7080184,-49.4342510
0.5500000,0.5500000,0.5500000,-31.5067790,-48.0271805
0.5550000,0.5550000,0.5550000,-30.3596453,-46.6765523
0.5600000,0.5600000,0.5600000,-29.2644023,-45.3803692
0.5650000,0.5650000,0.5650000,-28.2187573,-44.1365014
0.5700000,0.5700000,0.5700000,-27.2203990,-42.9427549
