# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,18163623083770.9765625,3372273576303945728.0000000,2214232927943517184.0000000,12864490716480565248.0000000,245241133036299072.0000000,9086679008476964864.0000000,3372273576303953920.0000000,3372273576303937536.0000000,3975366945043652608.0000000,2514242816256672256.0000000,66697831346514386944.0000000,3372273576303945728.0000000,2214232927943517184.0000000,12864490716480565248.0000000,245241133036299072.0000000,9086679008476964864.0000000,3372273576303953920.0000000,3372273576303937536.0000000,3975366945043652608.0000000,2514242816256672256.0000000,66697831346514386944.0000000
0.0025000,0.0025000,0.0025000,inf,nan,2736012207932.3632812,281865262521306240.0000000,185072572284486368.0000000,1075254712887860736.0000000,20498027338487160.0000000,759493293848777984.0000000,281865262521312544.0000000,281865262521299936.0000000,332273708591387136.0000000,210148345147968320.0000000,5574815130388187136.0000000,281865262521306240.0000000,185072572284486368.0000000,1075254712887860736.0000000,20498027338487160.0000000,759493293848777984.0000000,281865262521312544.0000000,281865262521299936.0000000,332273708591387136.0000000,210148345147968320.0000000,5574815130388187136.0000000
0.0050000,0.0050000,0.0050000,inf,nan,654060561973.3177490,36063698005882320.0000000,23679403726841764.0000000,137575169713699392.0000000,2622652577533758.5000000,97174574111625856.0000000,36063698005887464.0000000,36063698005877176.0000000,42513286577939096.0000000,26887763281150600.0000000,713278564038217344.0000000,36063698005882320.0000000,23679403726841764.0000000,137575169713699392.0000000,2622652577533758.5000000,97174574111625856.0000000,36063698005887464.0000000,36063698005877176.0000000,42513286577939096.0000000,26887763281150600.0000000,713278564038217344.0000000
0.0075000,0.0075000,0.0075000,inf,nan,191001476250.5444946,6234741612850534.0000000,4093727807982068.0000000,23784184288986844.0000000,453407763566858.3750000,16799673830239028.0000000,6234741612854840.0000000,6234741612846228.0000000,7349755337993443.0000000,4648393422607991.0000000,123312577748265696.0000000,6234741612850534.0000000,4093727807982068.0000000,23784184288986844.0000000,453407763566858.3750000,16799673830239028.0000000,6234741612854840.0000000,6234741612846228.0000000,7349755337993443.0000000,4648393422607991.0000000,123312577748265696.0000000
0.0100000,0.0100000,0.0100000,inf,nan,60109037666.2948837,1348601926642714.0000000,885491255698406.5000000,5144623312779289.0000000,98074079806755.6875000,3633843084292263.5000000,1348601926646383.7500000,1348601926639044.2500000,1589784280513076.2500000,1005467862950672.7500000,26673051056649144.0000000,1348601926642714.0000000,885491255698406.5000000,5144623312779289.0000000,98074079806755.6875000,3633843084292263.5000000,1348601926646383.7500000,1348601926639044.2500000,1589784280513076.2500000,1005467862950672.7500000,26673051056649144.0000000
0.0125000,0.0125000,0.0125000,inf,nan,21604899194.0945816,346913297795740.9375000,227783071237014.2187500,1323398872490282.0000000,25228496299232.3281250,934766948742369.0000000,346913297798912.5000000,346913297792569.3750000,408954856611838.9375000,258645761416196.2187500,6861354760424522.0000000,346913297795740.9375000,227783071237014.2187500,1323398872490282.0000000,25228496299232.3281250,934766948742369.0000000,346913297798912.5000000,346913297792569.3750000,408954856611838.9375000,258645761416196.2187500,6861354760424522.0000000
0.0150000,0.0150000,0.0150000,inf,nan,8627854013.7015209,102450894400642.3281250,67269197068393.4453125,390827918263834.4375000,7450511532533.1289062,276056620351282.0937500,102450894403413.3125000,102450894397871.3437500,120773089690088.2968750,76383608695295.6562500,2026304426056986.7500000,102450894400642.3281250,67269197068393.4453125,390827918263834.4375000,7450511532533.1289062,276056620351282.0937500,102450894403413.3125000,102450894397871.3437500,120773089690088.2968750,76383608695295.6562500,2026304426056986.7500000
0.0175000,0.0175000,0.0175000,inf,nan,3753325795.1719332,33860800409841.5000000,22232981064978.8515625,129171607750222.9218750,2462450024239.3964844,91238818242457.9218750,33860800412283.8398438,33860800407399.1601562,39916425413366.8750000,25245364071693.4921875,669709065113995.6250000,33860800409841.5000000,22232981064978.8515625,129171607750222.9218750,2462450024239.3964844,91238818242457.9218750,33860800412283.8398438,33860800407399.1601562,39916425413366.8750000,25245364071693.4921875,669709065113995.6250000
0.0200000,0.0200000,0.0200000,inf,nan,1752847088.5840762,12288594112358.9667969,8068683128969.9384766,46878323988863.5000000,893659755409.3544922,33111942641008.6328125,12288594114527.1425781,12288594110190.7910156,14486271570194.4687500,9161922593111.6542969,243047515947230.0000000,12288594112358.9667969,8068683128969.9384766,46878323988863.5000000,893659755409.3544922,33111942641008.6328125,12288594114527.1425781,12288594110190.7910156,14486271570194.4687500,9161922593111.6542969,243047515947230.0000000
0.0225000,0.0225000,0.0225000,inf,nan,869103510.9099706,4826137780765.9160156,3168838822887.2485352,18410671937606.4804688,350969527013.4360352,13004157531024.1367188,4826137782702.1640625,4826137778829.6679688,5689238483109.9287109,3598190351701.7519531,95452816382013.1718750,4826137780765.9160156,3168838822887.2485352,18410671937606.4804688,350969527013.4360352,13004157531024.1367188,4826137782702.1640625,4826137778829.6679688,5689238483109.9287109,3598190351701.7519531,95452816382013.1718750
