# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,9140936.6708288,75627.9602960,48373.3743774,306159.3903313,4532.9111264,215462.1015593,3917210.9392901,40373554.0846214,284506198.0199709
0.0025000,0.0025000,0.0025000,inf,nan,7579811.1939175,70587.4481314,45140.3721668,285870.4473923,4222.0084421,201179.1857888,3660212.7771494,37730950.7124183,265916529.0748004
0.0050000,0.0050000,0.0050000,inf,nan,7627295.6032664,65821.4427924,42083.9892543,266682.3624152,3928.3186500,187671.5579118,3417113.6224631,35256036.0281521,248535576.2292277
0.0075000,0.0075000,0.0075000,inf,nan,9358214.1375998,61332.6102523,39205.8778085,248606.8043484,3651.9648864,174947.3926518,3188092.9125206,32913490.0270048,232295128.3289105
0.0100000,0.0100000,0.0100000,inf,nan,13415947.8340068,57121.2140902,36506.1514807,231645.7376954,3392.9235975,163008.0342000,2973207.0844264,30716730.9852730,216943146.3916536
0.0125000,0.0125000,0.0125000,inf,nan,21342515.7275222,53185.3174137,33983.5151837,215792.2337903,3151.0373073,151848.5673192,2772400.0618922,28665554.6446881,202625973.0897789
0.0150000,0.0150000,0.0150000,inf,nan,17633860.0781649,49520.9993978,31635.4040823,201031.3435811,2926.0281991,141458.4316127,2585514.6394169,26758752.8200618,189338411.6785237
0.0175000,0.0175000,0.0175000,inf,nan,11427688.7540484,46122.5798162,29458.1275533,187341.0052366,2717.5121023,131822.0601733,2412304.4318439,24994244.8103315,177069595.5470653
0.0200000,0.0200000,0.0200000,inf,nan,7959264.6870063,42982.8456720,27447.0143364,174692.9628449,2525.0125253,122919.5259047,2252446.0958507,23369213.5812733,165804046.0990087
0.0225000,0.0225000,0.0225000,inf,nan,6144849.4246474,40093.2748827,25596.5556463,163053.6758811,2347.9744269,114727.1812041,2105551.5747660,21880244.4100498,155522767.7339535
0.0250000,0.0250000,0.0250000,inf,nan,5457625.0314116,37444.2528737,23900.5435891,152385.2027750,2185.7774734,107218.2792709,1971180.1663142,20523464.2113146,146204370.2015528
0.0275000,0.0275000,0.0275000,inf,nan,5697552.5683376,35025.2788471,22352.2028123,142646.0456083,2037.7485886,100363.5679015,1848850.2618270,19294680.3018749,137826212.6944075
0.0300000,0.0300000,0.0300000,inf,nan,6906747.0386531,32825.1593742,20944.3138801,133791.9465460,1903.1736525,94131.8491521,1738050.6528158,18189517.8788943,130365567.9714946
0.0325000,0.0325000,0.0325000,inf,nan,9377770.9115357,30832.1877758,19669.3273903,125776.6299325,1781.3082594,88490.5005856,1638251.3445872,17203555.9603944,123800808.3436769
0.0350000,0.0350000,0.0350000,inf,nan,11641979.6870504,29034.3084876,18519.4683142,118552.4869454,1671.3874874,83405.9559077,1548913.8551446,16332461.9430683,118112618.2868316
0.0375000,0.0375000,0.0375000,inf,nan,15799007.2935139,27419.2662334,17486.8304444,112071.2022359,1571.1573735,78844.1445773,1469501.0095173,15572125.2484330,113285240.5412287
0.0400000,0.0400000,0.0400000,inf,nan,26265710.3274676,25907.7081859,16494.4468206,106253.7594317,1468.7819803,74733.9764011,1399486.2636959,14884129.6974103,108247110.4527594
0.0425000,0.0425000,0.0425000,inf,nan,48712783.8693885,24342.7405570,15496.0233585,99938.6956393,1374.5141292,70290.7554720,1322934.9474687,14114836.3963555,103224261.6774806
0.0450000,0.0450000,0.0450000,inf,nan,83485493.1963833,22899.7199351,14575.9357709,94117.4099227,1287.7646474,66195.0951948,1250822.8065025,13418611.7698562,98769882.9948773
0.0475000,0.0475000,0.0475000,inf,nan,102165541.3028949,21569.9128157,13728.5252577,88755.6318813,1207.9676782,62422.8187189,1184881.4877825,12792250.3831462,94868299.6303500
0.0500000,0.0500000,0.0500000,inf,nan,157421548.3730213,20344.9382092,12948.3615784,83820.4725503,1134.5818549,58950.7223206,1124741.7844572,12232754.9918567,91505594.6291838
0.0525000,0.0525000,0.0525000,inf,nan,66210696.0903799,19216.7869944,12230.2553513,79280.5013553,1067.0913369,55756.6297027,1070052.9044221,11737334.9378673,88669517.1582655
0.0550000,0.0550000,0.0550000,inf,nan,31740745.6392646,18177.8385120,11569.2686645,75105.8098580,1005.0066928,52819.4371271,1020482.7537274,11303397.4216863,86349307.3190689
