# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,1169696586.0084157,424940095113.2366943,273772782734.2471619,1694372243974.4482422,27174429252.3363113,1193483260506.5717773,424940094975.2734985,424940095251.1998901,500935872939.5711060,316819664034.7503662,8754899946769.5849609,424940095113.2366943,273772782734.2471619,1694372243974.4482422,27174429252.3363113,1193483260506.5717773,424940094975.2734985,424940095251.1998901,500935872939.5711060,316819664034.7503662,8754899946769.5849609
0.0025000,0.0025000,0.0025000,inf,nan,584860859.7276037,197862962275.4374390,127475571355.4722900,788943300625.6229248,12653074349.3129883,555716494871.1705322,197862962145.0408325,197862962405.8340454,233248537546.0826721,147519327909.7844849,4076506517324.8906250,197862962275.4374390,127475571355.4722900,788943300625.6229248,12653074349.3129883,555716494871.1705322,197862962145.0408325,197862962405.8340454,233248537546.0826721,147519327909.7844849,4076506517324.8906250
0.0050000,0.0050000,0.0050000,inf,nan,309859572.5420012,96428804924.3914337,62125387329.0816193,384492878057.4349365,6166471746.6379375,270829384856.0101013,96428804800.6914978,96428805048.0913696,113674016942.1941071,71893760863.5804749,1986692415920.1452637,96428804924.3914337,62125387329.0816193,384492878057.4349365,6166471746.6379375,270829384856.0101013,96428804800.6914978,96428805048.0913696,113674016942.1941071,71893760863.5804749,1986692415920.1452637
0.0075000,0.0075000,0.0075000,inf,nan,174875697.7735778,48936386179.9639359,31527826926.4930267,195125360215.9980774,3129390239.3398485,137442544176.2230530,48936386062.2402725,48936386297.6875992,57688110892.5148468,36485164866.5431671,1008221681952.2849121,48936386179.9639359,31527826926.4930267,195125360215.9980774,3129390239.3398485,137442544176.2230530,48936386062.2402725,48936386297.6875992,57688110892.5148468,36485164866.5431671,1008221681952.2849121
0.0100000,0.0100000,0.0100000,inf,nan,108313187.5010161,25749599625.5108261,16589465092.5034428,102672162729.6874390,1646627997.9639752,72320289749.0228271,25749599513.1615219,25749599737.8601303,30354627192.3633499,19197951890.6300545,530511740920.7713623,25749599625.5108261,16589465092.5034428,102672162729.6874390,1646627997.9639752,72320289749.0228271,25749599513.1615219,25749599737.8601303,30354627192.3633499,19197951890.6300545,530511740920.7713623
0.0125000,0.0125000,0.0125000,inf,nan,79826896.7840302,13997022108.2794075,9017730170.2552052,55810820599.9252472,895069997.9397879,39312062363.3383560,13997022000.7974815,13997022215.7613335,16500232783.3926582,10435663503.7001038,288377029794.8529053,13997022108.2794075,9017730170.2552052,55810820599.9252472,895069997.9397879,39312062363.3383560,13997022000.7974815,13997022215.7613335,16500232783.3926582,10435663503.7001038,288377029794.8529053
0.0150000,0.0150000,0.0150000,inf,nan,55198019.4456487,7835541911.6453123,5048126378.8975782,31242982126.3801651,501055319.9772385,22006950421.1696510,7835541808.6007271,7835542014.6898975,9236840845.5753994,5841891091.2987785,161433883172.5867615,7835541911.6453123,5048126378.8975782,31242982126.3801651,501055319.9772385,22006950421.1696510,7835541808.6007271,7835542014.6898975,9236840845.5753994,5841891091.2987785,161433883172.5867615
0.0175000,0.0175000,0.0175000,inf,nan,39066184.5981091,4505045699.2082462,2902417347.6274576,17963192102.4044533,288077834.4230462,12652922663.4186115,4505045600.2339039,4505045798.1825886,5310722678.1322565,3358795936.8814440,92816603524.4629059,4505045699.2082462,2902417347.6274576,17963192102.4044533,288077834.4230462,12652922663.4186115,4505045600.2339039,4505045798.1825886,5310722678.1322565,3358795936.8814440,92816603524.4629059
0.0200000,0.0200000,0.0200000,inf,nan,33919698.6257732,2654049947.7378139,1709893617.3127275,10582651804.4105301,169711852.2298243,7454212824.1382246,2654049852.5185523,2654050042.9570756,3128697062.6788745,1978761765.3487663,54681018333.8875961,2654049947.7378139,1709893617.3127275,10582651804.4105301,169711852.2298243,7454212824.1382246,2654049852.5185523,2654050042.9570756,3128697062.6788745,1978761765.3487663,54681018333.8875961
0.0225000,0.0225000,0.0225000,inf,nan,39325619.0608415,1598859872.1816208,1030076712.2464988,6375249722.4524794,102236042.2020045,4490600373.9170732,1598859780.4454510,1598859963.9177907,1884798057.3965921,1192050958.1668010,32941183487.1771660,1598859872.1816208,1030076712.2464988,6375249722.4524794,102236042.2020045,4490600373.9170732,1598859780.4454510,1598859963.9177907,1884798057.3965921,1192050958.1668010,32941183487.1771660
