# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,2375355.2790418,2229008.0515256,1435939.2580333,8894169.4597702,141921.8306752,6264945.8322104,110797117.0113851,1122902785.2830899,7817894579.2419977
0.0025000,0.0025000,0.0025000,inf,nan,2357650.3665140,1754375.3585878,1130188.6765358,7001335.2871222,111612.0483171,4931682.8060700,87243596.5246022,884354748.4292346,6157937057.1942587
0.0050000,0.0050000,0.0050000,inf,nan,2802471.3451683,1398077.3482880,900670.8642360,5580402.1179698,88863.2728383,3930815.4166389,69562629.3489244,705291044.9800776,4911956356.5143633
0.0075000,0.0075000,0.0075000,inf,nan,2781371.5778751,1128034.6216377,726719.1677812,4503449.7925692,71625.0800325,3172239.4995279,56162455.7948827,569589143.4340409,3967752659.7012200
0.0100000,0.0100000,0.0100000,inf,nan,2635438.5102689,921319.2608217,593562.7247248,3679049.7445206,58432.0851108,2591554.8067686,45905382.5056000,465725605.8011355,3245132096.9392715
0.0125000,0.0125000,0.0125000,inf,nan,2920069.1101765,759927.3714282,489606.2780170,3035290.6145717,48138.5016909,2138111.1277295,37892442.4679694,384558146.4623742,2680247345.1171789
0.0150000,0.0150000,0.0150000,inf,nan,1984265.7655165,633005.4439246,407852.6001976,2529092.3844220,40042.5542630,1781559.9133633,31594683.4280791,320792960.1906074,2236647794.2184935
0.0175000,0.0175000,0.0175000,inf,nan,1354721.2563339,532584.8039485,343170.3063070,2128589.7838075,33638.6520531,1499457.6989533,26612453.0271612,270354051.8290108,1885796864.4091964
0.0200000,0.0200000,0.0200000,inf,nan,963790.0585169,452338.6107894,291483.6034516,1808551.9242467,28522.5852409,1274032.4733367,22631763.7503236,230061016.3448999,1605561226.8346419
0.0225000,0.0225000,0.0225000,inf,nan,721274.3039093,387563.8974652,249762.8474761,1550223.3556756,24393.9288839,1092073.3805228,19419205.0538664,197549595.2533150,1379487305.7124894
0.0250000,0.0250000,0.0250000,inf,nan,576917.5747789,334745.1382909,215743.3754064,1339583.7723238,21028.1444226,943704.8934176,16800288.6376732,171052343.0215755,1195274900.7534027
0.0275000,0.0275000,0.0275000,inf,nan,503034.6441766,291239.7850492,187722.9158237,1166094.0659786,18256.4788660,821503.5606010,14643845.3314467,149240588.4186645,1043677373.2003438
0.0300000,0.0300000,0.0300000,inf,nan,485979.7488724,255050.3835574,164414.7782362,1021787.6189307,15951.3990237,719857.9327277,12850717.8273134,131109907.3319113,917704637.4537970
0.0325000,0.0325000,0.0325000,inf,nan,522191.2608241,224658.5207792,144840.8763259,900608.1481380,14015.9783748,634502.1543943,11345521.2981604,115896669.5016263,812042403.3199613
0.0350000,0.0350000,0.0350000,inf,nan,617016.4577232,198903.1866442,128253.3649274,797924.6557888,12376.1231040,562174.3059584,10070607.8092876,103016907.0861562,722626761.5408556
0.0375000,0.0375000,0.0375000,inf,nan,614957.4189698,176891.2223273,114076.9482891,710174.3277077,10974.8491308,500364.8690358,8981622.8458090,92021309.5654866,646330996.9233087
0.0400000,0.0400000,0.0400000,inf,nan,572833.5644617,157931.0772443,101866.2045949,634598.3783777,9768.0489665,447130.6615390,8044218.4329083,82561933.6777474,580733929.7139776
0.0425000,0.0425000,0.0425000,inf,nan,592104.8516628,141483.5892819,91273.8773659,569045.7790410,8721.3465853,400956.5880308,7231610.9770516,74367469.4794829,523947801.3795358
0.0450000,0.0450000,0.0450000,inf,nan,580498.2471046,127125.2621189,82027.2178214,511826.8205762,7807.7509747,360652.4925602,6522759.2439905,67188395.0201532,473160917.4007021
0.0475000,0.0475000,0.0475000,inf,nan,636765.4901730,114520.7623262,73910.2668354,461603.4424579,7005.8988776,325275.9086797,5877593.6308548,60520648.8867056,426928296.3386464
0.0500000,0.0500000,0.0500000,inf,nan,684555.9335894,103036.1332155,66568.5840242,414955.7173768,6298.7342183,292454.8520658,5296578.7103791,54663484.2031816,386346629.6955546
0.0525000,0.0525000,0.0525000,inf,nan,809480.0464616,92660.8736632,59886.8178573,373616.0559895,5653.0431435,263335.3690616,4784843.4349306,49510267.6182636,350675757.0674086
0.0550000,0.0550000,0.0550000,inf,nan,1039545.1184023,83496.6988365,53984.2519497,337119.2223193,5070.0924145,237626.4508732,4333727.7536699,44973697.3111146,319310394.6540372
