# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,1088658839.8067427,1088658839.8067427
0.0050000,0.0050000,0.0050000,438183754.1848726,438183754.1848726
0.0100000,0.0100000,0.0100000,189450763.1286134,189450763.1286134
0.0150000,0.0150000,0.0150000,88730008.8565815,88730008.8565815
0.0200000,0.0200000,0.0200000,44351350.9308236,44351350.9308236
0.0250000,0.0250000,0.0250000,24286934.9334482,24286934.9334482
0.0300000,0.0300000,0.0300000,14849769.8773402,14849769.8773402
0.0350000,0.0350000,0.0350000,10235171.8356691,10235171.8356691
0.0400000,0.0400000,0.0400000,6738999.4963202,6738999.4963202
0.0450000,0.0450000,0.0450000,4029081.5599216,4029081.5599216
0.0500000,0.0500000,0.0500000,2516518.0847888,2516518.0847888
0.0550000,0.0550000,0.0550000,1648720.7150788,1648720.7150788
0.0600000,0.0600000,0.0600000,1138306.2635225,1138306.2635225
0.0650000,0.0650000,0.0650000,809941.4855039,809941.4855039
0.0700000,0.0700000,0.0700000,596833.1841857,596833.1841857
0.0750000,0.0750000,0.0750000,450506.3117779,450506.3117779
0.0800000,0.0800000,0.0800000,328202.7011662,328202.7011662
0.0850000,0.0850000,0.0850000,246153.5065064,246153.5065064
0.0900000,0.0900000,0.0900000,188801.4178344,188801.4178344
0.0950000,0.0950000,0.0950000,137353.7464042,137353.7464042
0.1000000,0.1000000,0.1000000,102184.4720542,102184.4720542
0.1050000,0.1050000,0.1050000,77433.2748166,77433.2748166
0.1100000,0.1100000,0.1100000,60030.4581393,60030.4581393
0.1150000,0.1150000,0.1150000,46524.1143261,46524.1143261
0.1200000,0.1200000,0.1200000,34506.2239400,34506.2239400
0.1250000,0.1250000,0.1250000,25926.6920537,25926.6920537
0.1300000,0.1300000,0.1300000,19732.7725540,19732.7725540
0.1350000,0.1350000,0.1350000,15194.6286746,15194.6286746
0.1400000,0.1400000,0.1400000,11827.9172974,11827.9172974
0.1450000,0.1450000,0.1450000,8953.8357590,8953.8357590
0.1500000,0.1500000,0.1500000,6684.7920481,6684.7920481
0.1550000,0.1550000,0.1550000,5035.9594446,5035.9594446
0.1600000,0.1600000,0.1600000,3825.7002334,3825.7002334
0.1650000,0.1650000,0.1650000,2928.9225847,2928.9225847
0.1700000,0.1700000,0.1700000,2258.4834452,2258.4834452
0.1750000,0.1750000,0.1750000,1781.8952319,1753.0228886
0.1800000,0.1800000,0.1800000,1397.7734589,1368.9011396
0.1850000,0.1850000,0.1850000,1103.5068253,1074.7884147
0.1900000,0.1900000,0.1900000,870.7054634,844.1187969
0.1950000,0.1950000,0.1950000,687.1731770,660.7303863
0.2000000,0.2000000,0.2000000,543.9126556,517.2552704
0.2050000,0.2050000,0.2050000,430.9345985,406.0988142
0.2100000,0.2100000,0.2100000,342.5409419,316.9433837
0.2150000,0.2150000,0.2150000,273.6786135,247.9082257
0.2200000,0.2200000,0.2200000,219.9473650,194.0002157
0.2250000,0.2250000,0.2250000,177.9050668,151.2046979
0.2300000,0.2300000,0.2300000,144.9096018,117.7915595
