# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,75634724.9361071,3584948216.8231673,2293844153.8338776,14524165940.3408413,218761578.6297114,10220336978.1930408,187027780226.2035217,1938152761881.2229004,13705720649405.5117188
0.0025000,0.0025000,0.0025000,inf,nan,43059128.2970174,2147327476.1701665,1374013117.1495609,8699212676.7510357,131058619.2156155,6121468389.4960737,112005578620.7287445,1160611447658.3940430,8206869645718.0605469
0.0050000,0.0050000,0.0050000,inf,nan,25352150.6977686,1315826315.1862118,842008075.0972244,5329947829.3526564,80341688.1542029,3750612140.0775313,68606498757.8221512,710786461854.0585938,5025518992488.9404297
0.0075000,0.0075000,0.0075000,inf,nan,15386586.0023994,824937342.2834966,527948195.1109267,3340609355.1543026,50412100.3210587,2350781484.5252328,42975812836.3644028,445088312414.1170044,3146202959077.3183594
0.0100000,0.0100000,0.0100000,inf,nan,9603965.0003336,530167987.8071055,339383740.0593196,2145730602.2707355,32455445.2143031,1509999226.0533476,27572710118.3768463,285360757970.2088013,2016182426846.2766113
0.0125000,0.0125000,0.0125000,inf,nan,6158635.5398854,351096088.0488235,224860878.0342828,1419419847.7493072,21567256.4171077,998945414.9323810,18198910775.7438202,188085926758.3879395,1327665030390.7368164
0.0150000,0.0150000,0.0150000,inf,nan,4060595.9009590,242102858.8912760,155195762.0386173,976776449.2262315,14967511.1858406,687512958.5919714,12471372274.4904423,128555196870.1493378,905859880319.2354736
0.0175000,0.0175000,0.0175000,inf,nan,2763126.3553124,176961551.9226890,113614198.9026224,711442914.9081674,11060639.2891957,500864816.6952107,9017881021.6803379,92531448322.8635864,650008664942.3522949
0.0200000,0.0200000,0.0200000,inf,nan,1957130.7046748,130763357.2400568,83889104.3505615,526632618.5246918,8128626.5850736,370715984.5478237,6699385269.1340866,68898067859.3217773,484733915978.6651611
0.0225000,0.0225000,0.0225000,inf,nan,1465364.2911942,98709138.1673936,63417148.3208169,396224746.5305932,6198787.6779938,278974252.6123686,5006072972.7999201,51260584924.5636520,359587415082.4635620
0.0250000,0.0250000,0.0250000,inf,nan,1186779.0389955,78559767.5503553,50566639.9662926,313990104.7665485,4998190.4075907,221133491.6259929,3931565680.2072859,40025958892.6330185,279672996488.7442017
0.0275000,0.0275000,0.0275000,inf,nan,1067075.4791702,66334537.8579661,42790495.7162373,263801300.7829665,4283916.5161455,185845201.8345358,3268195465.9729757,33042176449.0231819,229772769908.4435730
0.0300000,0.0300000,0.0300000,inf,nan,1083789.5140790,55275610.4791993,35449931.2081578,222774838.9018005,3427961.7185937,156812576.9791056,2838034654.6194992,28920969360.5654602,200072033272.8766479
0.0325000,0.0325000,0.0325000,inf,nan,1240377.1674209,41901547.0223755,26891355.8871300,168607913.5094584,2611150.0040426,118695758.1050986,2141002872.6285782,21993075365.5619469,154612026992.9388428
0.0350000,0.0350000,0.0350000,inf,nan,1367748.3720410,32263060.8707159,20722286.9441361,129585583.5642372,2021789.6314753,91235420.9810645,1639249048.7050078,16798284900.6035500,117899892321.0708160
0.0375000,0.0375000,0.0375000,inf,nan,1535616.0938358,25241449.8658183,16226998.1443240,101174370.5595382,1591670.8323145,71241505.0307318,1274366388.2709808,13023352621.8234100,91235263542.2203827
0.0400000,0.0400000,0.0400000,inf,nan,2026716.4082897,20063349.3932146,12910737.0798821,80239791.0262186,1273662.7107312,56508396.8120029,1005959968.2942101,10249464726.7535667,71655521572.2367554
0.0425000,0.0425000,0.0425000,inf,nan,2896463.2170915,16191984.9371293,10430140.4952550,64605804.0167350,1035075.6657489,45504921.5842444,805974495.4118941,8185667489.8559589,57102146581.5618057
0.0450000,0.0450000,0.0450000,inf,nan,4322794.8458619,13253396.6112375,8546025.8701343,52755955.5874840,853157.4380360,37164043.4857168,654846982.9713495,6629004408.3566303,46138857412.5637131
0.0475000,0.0475000,0.0475000,inf,nan,6649376.5355392,10986137.3295638,7091202.4205688,43629629.4472795,712021.3974911,30739489.6420267,538884232.0344815,5437346694.5131340,37759516327.6256714
0.0500000,0.0500000,0.0500000,inf,nan,5616460.3752749,9206799.4421547,5948410.0659382,36482424.8541955,600540.7720692,25707499.2393921,448466066.7729541,4510780927.4715405,31256545772.1066322
0.0525000,0.0525000,0.0525000,inf,nan,4194577.5915219,7786270.1320975,5035123.5613871,30789996.8082139,510897.7984926,21699156.2566726,376808119.1669553,3778794540.5285549,26130341352.3349800
0.0550000,0.0550000,0.0550000,inf,nan,3795574.7907483,6633300.0614473,4293036.5502374,26181518.1588495,435614.8591887,18453566.7997489,319105869.6790985,3191411047.8574505,22026609988.8540955
0.0575000,0.0575000,0.0575000,inf,nan,4780978.5426606,5626950.7783161,3638410.8279706,22257958.2178840,368893.7316482,15685986.1974268,271939964.6108017,2713031414.3320165,18692837873.0667992
