# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,3571952.0722961,4728580410.3984671,3073438574.1897812,18470909913.5281487,321058591.4331723,13027319762.4719925,4728580127.6213646,4728580693.1755695,5574234069.4320803,3525455174.0629082,95590783821.0921326,4728580410.3984671,3073438574.1897812,18470909913.5281487,321058591.4331723,13027319762.4719925,4728580127.6213646,4728580693.1755695,5574234069.4320803,3525455174.0629082,95590783821.0921326
0.0025000,0.0025000,0.0025000,inf,nan,2443732.2124694,2877746226.7268949,1870446063.2550633,11241181475.7063751,195387008.2468154,7928273576.5066099,2877745961.0128760,2877746492.4409137,3392398916.3692598,2145541461.5227859,58175423397.9585114,2877746226.7268949,1870446063.2550633,11241181475.7063751,195387008.2468154,7928273576.5066099,2877745961.0128760,2877746492.4409137,3392398916.3692598,2145541461.5227859,58175423397.9585114
0.0050000,0.0050000,0.0050000,inf,nan,1698357.3484458,1785767683.8761845,1160689581.7495470,6975694037.1197853,121242186.4171584,4919873228.9985609,1785767433.8808312,1785767933.8715377,2105132238.3485949,1331402529.8060036,36100631499.7494202,1785767683.8761845,1160689581.7495470,6975694037.1197853,121242186.4171584,4919873228.9985609,1785767433.8808312,1785767933.8715377,2105132238.3485949,1331402529.8060036,36100631499.7494202
0.0075000,0.0075000,0.0075000,inf,nan,1197867.8121132,1128400776.0701649,733418849.7455782,4407889436.2796078,76607488.1566631,3108829355.9415355,1128400540.5982604,1128401011.5420694,1330202619.8204947,841294005.6311604,22811702912.5893440,1128400776.0701649,733418849.7455782,4407889436.2796078,76607488.1566631,3108829355.9415355,1128400540.5982604,1128401011.5420694,1330202619.8204947,841294005.6311604,22811702912.5893440
0.0100000,0.0100000,0.0100000,inf,nan,856825.5416663,725241339.6838313,471375783.4520552,2833075302.6550331,49233223.3482466,1998130261.6648088,725241117.6682259,725241561.6994368,854942632.5364125,540713197.5190883,14661706074.0146618,725241339.6838313,471375783.4520552,2833075302.6550331,49233223.3482466,1998130261.6648088,725241117.6682259,725241561.6994368,854942632.5364125,540713197.5190883,14661706074.0146618
0.0125000,0.0125000,0.0125000,inf,nan,621344.6758410,473718948.6296199,307892195.9617890,1850593032.6430950,32154706.7097123,1305195855.4576900,473718739.1136363,473719158.1456035,558438278.2155656,353187378.3567954,9577147973.1236153,473718948.6296199,307892195.9617890,1850593032.6430950,32154706.7097123,1305195855.4576900,473718739.1136363,473719158.1456035,558438278.2155656,353187378.3567954,9577147973.1236153
0.0150000,0.0150000,0.0150000,inf,nan,456868.9874795,314336207.7630842,204296211.9408102,1228036137.0996537,21331936.6097755,866112355.9609823,314336009.8857728,314336405.6403956,370551718.8025171,234357484.4612390,6355275427.8929214,314336207.7630842,204296211.9408102,1228036137.0996537,21331936.6097755,866112355.9609823,314336009.8857728,314336405.6403956,370551718.8025171,234357484.4612390,6355275427.8929214
0.0175000,0.0175000,0.0175000,inf,nan,340903.8142818,211937968.0984133,137737718.8402309,828084528.6560868,14377731.9482361,584029317.7023424,211937781.0821154,211938155.1147112,249840700.5583376,158013133.1952897,4285427012.6821008,211937968.0984133,137737718.8402309,828084528.6560868,14377731.9482361,584029317.7023424,211937781.0821154,211938155.1147112,249840700.5583376,158013133.1952897,4285427012.6821008
0.0200000,0.0200000,0.0200000,inf,nan,258614.5294866,145401418.2621282,94487164.5066438,568232449.7882148,9857655.6152978,400756170.7691796,145401241.4019212,145401595.1223351,171404833.8140028,108405935.3629790,2940616456.1219749,145401418.2621282,94487164.5066438,568232449.7882148,9857655.6152978,400756170.7691796,145401241.4019212,145401595.1223351,171404833.8140028,108405935.3629790,2940616456.1219749
0.0225000,0.0225000,0.0225000,inf,nan,200117.0198795,101849233.3233370,66174213.2326160,398184501.1125688,6897051.9718834,280819866.3487845,101849065.9780224,101849400.6686516,120063828.2660907,75935032.3840303,2060552102.6691051,101849233.3233370,66174213.2326160,398184501.1125688,6897051.9718834,280819866.3487845,101849065.9780224,101849400.6686516,120063828.2660907,75935032.3840303,2060552102.6691051
