# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,479530341811470.5625000,491401536023304273920.0000000,311192109666830319616.0000000,2039164856657531109376.0000000,27937676112914481152.0000000,1432768521749569470464.0000000,27641185059587705798656.0000000,296347957557166887403520.0000000,2145915238187876002824192.0000000
0.0025000,0.0025000,0.0025000,inf,nan,25532976496957.6484375,10044904910903394304.0000000,6361183108255793152.0000000,41683258159674957824.0000000,571083480775412224.0000000,29287705689748135936.0000000,565022807794161221632.0000000,6057748779867750531072.0000000,43865378803729244880896.0000000
0.0050000,0.0050000,0.0050000,inf,nan,2805520176432.4965820,533191286738947008.0000000,337656497046997248.0000000,2212579438519811072.0000000,30313550723767548.0000000,1554613969001497088.0000000,29991845714564182016.0000000,321549969844936835072.0000000,2328408084365961592832.0000000
0.0075000,0.0075000,0.0075000,inf,nan,476985619592.2177124,50441276796112728.0000000,31943179182114808.0000000,209315746290239584.0000000,2867740377482129.5000000,147070508484271840.0000000,2837306299881176064.0000000,30419460149628223488.0000000,220273436742438682624.0000000
0.0100000,0.0100000,0.0100000,inf,nan,108607202666.5993805,7031306720675558.0000000,4452747910530684.0000000,29177755079714652.0000000,399751211792096.8750000,20501024653440000.0000000,395508843171082112.0000000,4240347792443311616.0000000,30705212284419407872.0000000
0.0125000,0.0125000,0.0125000,inf,nan,30486314625.0576057,1294396629947071.5000000,819708495931482.3750000,5371346992290630.0000000,73590387340179.3593750,3774043505344127.5000000,72809414208769360.0000000,780607677344304768.0000000,5652537393249278976.0000000
0.0150000,0.0150000,0.0150000,inf,nan,10015908310.4712086,293756180721734.8125000,186028323039942.5625000,1218997616609287.5000000,16700930537744.1054688,856498386793680.8750000,16523695849528268.0000000,177154617007927456.0000000,1282812259179494144.0000000
0.0175000,0.0175000,0.0175000,inf,nan,3719945559.2577996,78484063697269.8125000,49701961782516.8046875,325684686871519.3125000,4462056175651.1943359,228834252548129.9062500,4414705008640093.0000000,47331141143867968.0000000,342734325771420160.0000000
0.0200000,0.0200000,0.0200000,inf,nan,1524275476.0172043,23899789100538.0625000,15135128192518.5546875,99176767781629.0937500,1358774677765.7941895,69684091325205.2109375,1344356105850910.0000000,14413173522671194.0000000,104368692707685712.0000000
0.0225000,0.0225000,0.0225000,inf,nan,676955987.3685349,8101653535191.5400391,5130570725683.8691406,33619371244932.1914062,460602998908.8681641,23621815655028.6250000,455715708125991.1875000,4885840643819859.0000000,35379356435325332.0000000
