# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,28886282641.6730042
0.0050000,0.0050000,0.0050000,10588501247.7887573
0.0100000,0.0100000,0.0100000,4206512108.6348248
0.0150000,0.0150000,0.0150000,1809606752.1290555
0.0200000,0.0200000,0.0200000,861432019.8968657
0.0250000,0.0250000,0.0250000,432169198.9349390
0.0300000,0.0300000,0.0300000,239964049.0905150
0.0350000,0.0350000,0.0350000,152183428.7366300
0.0400000,0.0400000,0.0400000,99117547.9080229
0.0450000,0.0450000,0.0450000,57969410.1856948
0.0500000,0.0500000,0.0500000,35370475.4642864
0.0550000,0.0550000,0.0550000,22491070.8046514
0.0600000,0.0600000,0.0600000,14871126.1163996
0.0650000,0.0650000,0.0650000,10199149.3832756
0.0700000,0.0700000,0.0700000,7245551.3238980
0.0750000,0.0750000,0.0750000,5297757.6159779
0.0800000,0.0800000,0.0800000,3965715.2990334
0.0850000,0.0850000,0.0850000,2930921.1635629
0.0900000,0.0900000,0.0900000,2209983.0867657
0.0950000,0.0950000,0.0950000,1667680.5001612
0.1000000,0.1000000,0.1000000,1221685.7354176
0.1050000,0.1050000,0.1050000,916215.7227819
0.1100000,0.1100000,0.1100000,706064.8914830
0.1150000,0.1150000,0.1150000,544624.6547275
0.1200000,0.1200000,0.1200000,397556.8166875
0.1250000,0.1250000,0.1250000,294769.6997605
0.1300000,0.1300000,0.1300000,222270.8965645
0.1350000,0.1350000,0.1350000,170725.1585801
0.1400000,0.1400000,0.1400000,133821.0729989
0.1450000,0.1450000,0.1450000,107235.0610097
0.1500000,0.1500000,0.1500000,85431.3146936
0.1550000,0.1550000,0.1550000,64036.5569941
0.1600000,0.1600000,0.1600000,48398.0205620
0.1650000,0.1650000,0.1650000,36867.8647550
0.1700000,0.1700000,0.1700000,28000.1828831
0.1750000,0.1750000,0.1750000,21297.9884738
0.1800000,0.1800000,0.1800000,16307.5510773
0.1850000,0.1850000,0.1850000,12563.6294342
0.1900000,0.1900000,0.1900000,9734.6141239
0.1950000,0.1950000,0.1950000,7582.2368657
0.2000000,0.2000000,0.2000000,5933.9657384
0.2050000,0.2050000,0.2050000,4663.9309032
0.2100000,0.2100000,0.2100000,3679.6370209
0.2150000,0.2150000,0.2150000,2912.6343706
0.2200000,0.2200000,0.2200000,2311.9201983
0.2250000,0.2250000,0.2250000,1854.0422686
0.2300000,0.2300000,0.2300000,1480.9609809
0.2350000,0.2350000,0.2350000,1182.4991054
0.2400000,0.2400000,0.2400000,934.2963895
0.2450000,0.2450000,0.2450000,738.0490123
0.2500000,0.2500000,0.2500000,583.2954992
0.2550000,0.2550000,0.2550000,460.9710259
0.2600000,0.2600000,0.2600000,364.0809509
0.2650000,0.2650000,0.2650000,287.2077826
0.2700000,0.2700000,0.2700000,226.1377036
0.2750000,0.2750000,0.2750000,177.5783958
0.2800000,0.2800000,0.2800000,138.9425379
0.2850000,0.2850000,0.2850000,108.1834151
0.2900000,0.2900000,0.2900000,83.6791970
0.2950000,0.2950000,0.2950000,64.1529739
0.3000000,0.3000000,0.3000000,48.6046547
0.3050000,0.3050000,0.3050000,36.2460101
0.3100000,0.3100000,0.3100000,26.4476406
0.3150000,0.3150000,0.3150000,18.7027006
0.3200000,0.3200000,0.3200000,12.6029673
0.3250000,0.3250000,0.3250000,7.8209810
0.3300000,0.3300000,0.3300000,4.0941146
0.3350000,0.3350000,0.3350000,1.2093684
0.3400000,0.3400000,0.3400000,-1.0096690
0.3450000,0.3450000,0.3450000,-2.7117660
0.3500000,0.3500000,0.3500000,-4.0222765
0.3550000,0.3550000,0.3550000,-5.0430240
0.3600000,0.3600000,0.3600000,-5.8497173
0.3650000,0.3650000,0.3650000,-6.4914291
0.3700000,0.3700000,0.3700000,-6.9960442
0.3750000,0.3750000,0.3750000,-7.3799443
0.3800000,0.3800000,0.3800000,-7.6565724
0.3850000,0.3850000,0.3850000,-7.8413034
0.3900000,0.3900000,0.3900000,-7.9540072
0.3950000,0.3950000,0.3950000,-8.0202185
0.4000000,0.4000000,0.4000000,-8.0688860
0.4050000,0.4050000,0.4050000,-8.1252246
0.4100000,0.4100000,0.4100000,-8.2020815
0.4150000,0.4150000,0.4150000,-8.2963151
0.4200000,0.4200000,0.4200000,-8.3932565
0.4250000,0.4250000,0.4250000,-8.4754307
0.4300000,0.4300000,0.4300000,-8.5294941
0.4350000,0.4350000,0.4350000,-8.5493398
0.4400000,0.4400000,0.4400000,-8.5365319
0.4450000,0.4450000,0.4450000,-8.4985604
0.4500000,0.4500000,0.4500000,-8.4445019
0.4550000,0.4550000,0.4550000,-8.3795507
0.4600000,0.4600000,0.4600000,-8.3022751
0.4650000,0.4650000,0.4650000,-8.2066305
0.4700000,0.4700000,0.4700000,-8.0863368
0.4750000,0.4750000,0.4750000,-7.9381531
0.4800000,0.4800000,0.4800000,-7.7630869
0.4850000,0.4850000,0.4850000,-7.5663132
0.4900000,0.4900000,0.4900000,-7.3561322
0.4950000,0.4950000,0.4950000,-7.1419003
0.5000000,0.5000000,0.5000000,-6.9314877
0.5050000,0.5050000,0.5050000,-6.7292376
0.5100000,0.5100000,0.5100000,-6.5354141
0.5150000,0.5150000,0.5150000,-6.3476624
0.5200000,0.5200000,0.5200000,-6.1634384
0.5250000,0.5250000,0.5250000,-5.9814090
0.5300000,0.5300000,0.5300000,-5.8011812
0.5350000,0.5350000,0.5350000,-5.6224701
0.5400000,0.5400000,0.5400000,-5.4447601
0.5450000,0.5450000,0.5450000,-5.2673757
0.5500000,0.5500000,0.5500000,-5.0895338
0.5550000,0.5550000,0.5550000,-4.9104997
0.5600000,0.5600000,0.5600000,-4.7299930
0.5650000,0.5650000,0.5650000,-4.5483808
0.5700000,0.5700000,0.5700000,-4.3663576
0.5750000,0.5750000,0.5750000,-4.1845248
0.5800000,0.5800000,0.5800000,-4.0033170
0.5850000,0.5850000,0.5850000,-3.8232083
0.5900000,0.5900000,0.5900000,-3.6449032
0.5950000,0.5950000,0.5950000,-3.4693562
0.6000000,0.6000000,0.6000000,-3.2976553
0.6050000,0.6050000,0.6050000,-3.1308662
0.6100000,0.6100000,0.6100000,-2.9699076
0.6150000,0.6150000,0.6150000,-2.8154830
0.6200000,0.6200000,0.6200000,-2.6680621
0.6250000,0.6250000,0.6250000,-2.5278974
0.6300000,0.6300000,0.6300000,-2.3950574
0.6350000,0.6350000,0.6350000,-2.2694663
0.6400000,0.6400000,0.6400000,-2.1509418
0.6450000,0.6450000,0.6450000,-2.0392277
0.6500000,0.6500000,0.6500000,-1.9340206
0.6550000,0.6550000,0.6550000,-1.8349905
0.6600000,0.6600000,0.6600000,-1.7417956
0.6650000,0.6650000,0.6650000,-1.6540938
0.6700000,0.6700000,0.6700000,-1.5715496
0.6750000,0.6750000,0.6750000,-1.4938395
0.6800000,0.6800000,0.6800000,-1.4206546
0.6850000,0.6850000,0.6850000,-1.3517028
0.6900000,0.6900000,0.6900000,-1.2867089
0.6950000,0.6950000,0.6950000,-1.2254155
0.7000000,0.7000000,0.7000000,-1.1675820
0.7050000,0.7050000,0.7050000,-1.1129839
0.7100000,0.7100000,0.7100000,-1.0614128
0.7150000,0.7150000,0.7150000,-1.0126744
0.7200000,0.7200000,0.7200000,-0.9665884
0.7250000,0.7250000,0.7250000,-0.9229874
0.7300000,0.7300000,0.7300000,-0.8817156
0.7350000,0.7350000,0.7350000,-0.8426285
0.7400000,0.7400000,0.7400000,-0.8055914
0.7450000,0.7450000,0.7450000,-0.7704795
0.7500000,0.7500000,0.7500000,-0.7371763
