# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,226377954198.3714600
0.0050000,0.0050000,0.0050000,66021652631.4259872
0.0100000,0.0100000,0.0100000,21586165939.8610611
0.0150000,0.0150000,0.0150000,7760768820.2649775
0.0200000,0.0200000,0.0200000,3023005803.1537199
0.0250000,0.0250000,0.0250000,1261083887.6242747
0.0300000,0.0300000,0.0300000,558235756.8603230
0.0350000,0.0350000,0.0350000,260282264.7010174
0.0400000,0.0400000,0.0400000,127067597.5921063
0.0450000,0.0450000,0.0450000,64643456.0756705
0.0500000,0.0500000,0.0500000,34144768.1347696
0.0550000,0.0550000,0.0550000,18676733.1605215
0.0600000,0.0600000,0.0600000,10562818.7821308
0.0650000,0.0650000,0.0650000,6173571.4747851
0.0700000,0.0700000,0.0700000,3730313.4814969
0.0750000,0.0750000,0.0750000,2332623.1935842
0.0800000,0.0800000,0.0800000,1511117.5341192
0.0850000,0.0850000,0.0850000,1014579.4675220
0.0900000,0.0900000,0.0900000,705367.5280777
0.0950000,0.0950000,0.0950000,506495.9473539
0.1000000,0.1000000,0.1000000,370394.0959912
0.1050000,0.1050000,0.1050000,274213.2240233
0.1100000,0.1100000,0.1100000,204964.8131384
0.1150000,0.1150000,0.1150000,151491.6736994
0.1200000,0.1200000,0.1200000,114324.2355969
0.1250000,0.1250000,0.1250000,88153.6595704
0.1300000,0.1300000,0.1300000,69609.6908654
0.1350000,0.1350000,0.1350000,56521.9083868
0.1400000,0.1400000,0.1400000,47480.0095980
0.1450000,0.1450000,0.1450000,39700.2204935
0.1500000,0.1500000,0.1500000,32368.3400561
0.1550000,0.1550000,0.1550000,26687.9154156
0.1600000,0.1600000,0.1600000,22300.7613863
0.1650000,0.1650000,0.1650000,18824.1309737
0.1700000,0.1700000,0.1700000,15575.5403793
0.1750000,0.1750000,0.1750000,13007.3917805
0.1800000,0.1800000,0.1800000,10971.8520443
0.1850000,0.1850000,0.1850000,9352.2823939
0.1900000,0.1900000,0.1900000,7663.3097304
0.1950000,0.1950000,0.1950000,6267.0984524
0.2000000,0.2000000,0.2000000,5166.4120894
0.2050000,0.2050000,0.2050000,4288.1584607
0.2100000,0.2100000,0.2100000,3579.2687352
0.2150000,0.2150000,0.2150000,3000.9142146
0.2200000,0.2200000,0.2200000,2460.9089212
0.2250000,0.2250000,0.2250000,2003.8629376
0.2300000,0.2300000,0.2300000,1612.9122153
0.2350000,0.2350000,0.2350000,1271.9440221
0.2400000,0.2400000,0.2400000,1006.1424087
0.2450000,0.2450000,0.2450000,798.0898807
0.2500000,0.2500000,0.2500000,634.6330497
0.2550000,0.2550000,0.2550000,505.7795712
0.2600000,0.2600000,0.2600000,403.8959908
0.2650000,0.2650000,0.2650000,323.1201976
0.2700000,0.2700000,0.2700000,258.9281107
0.2750000,0.2750000,0.2750000,207.8120274
0.2800000,0.2800000,0.2800000,167.0403790
0.2850000,0.2850000,0.2850000,134.4771990
0.2900000,0.2900000,0.2900000,108.4454480
0.2950000,0.2950000,0.2950000,87.6223315
0.3000000,0.3000000,0.3000000,70.9584016
0.3050000,0.3050000,0.3050000,57.6160020
0.3100000,0.3100000,0.3100000,46.9241185
0.3150000,0.3150000,0.3150000,38.3457405
0.3200000,0.3200000,0.3200000,31.4532279
0.3250000,0.3250000,0.3250000,25.9070326
0.3300000,0.3300000,0.3300000,21.4341978
0.3350000,0.3350000,0.3350000,17.8088725
0.3400000,0.3400000,0.3400000,14.8420663
0.3450000,0.3450000,0.3450000,12.3819626
0.3500000,0.3500000,0.3500000,10.3154516
0.3550000,0.3550000,0.3550000,8.5616766
0.3600000,0.3600000,0.3600000,7.0598064
0.3650000,0.3650000,0.3650000,5.7599194
0.3700000,0.3700000,0.3700000,4.6207563
0.3750000,0.3750000,0.3750000,3.6110674
0.3800000,0.3800000,0.3800000,2.7104531
0.3850000,0.3850000,0.3850000,1.9079341
0.3900000,0.3900000,0.3900000,1.1983542
0.3950000,0.3950000,0.3950000,0.5782553
0.4000000,0.4000000,0.4000000,0.0428013
0.4050000,0.4050000,0.4050000,-0.4158300
0.4100000,0.4100000,0.4100000,-0.8083890
0.4150000,0.4150000,0.4150000,-1.1467608
0.4200000,0.4200000,0.4200000,-1.4414007
