# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,2579920.2172895,308852.4220715,198770.0463262,1234481.8496847,19454.7349159,869474.1225031,15409713.0233442,156285068.1337084,1088484948.5515399
0.0025000,0.0025000,0.0025000,inf,nan,1825455.4589766,257804.1422794,165889.6908447,1030845.7778664,16201.9737049,726038.9558441,12875156.7515209,130614845.3389478,909857421.3774816
0.0050000,0.0050000,0.0050000,inf,nan,1351034.3264262,218539.6621809,140599.8750794,874210.8321090,13701.5101403,615709.8464947,10925714.9573403,110872913.0486441,772496931.5767522
0.0075000,0.0075000,0.0075000,inf,nan,1062795.0220622,187947.9945029,120895.4026023,752182.4473129,11753.3234573,529755.9691920,9407288.8220083,95498335.2685908,665535886.8765645
0.0100000,0.0100000,0.0100000,inf,nan,907231.5092603,164323.2571807,105677.6959290,657953.9439055,10248.9048911,463382.9789308,8235141.1889700,83632999.0822515,583004907.6694134
0.0125000,0.0125000,0.0125000,inf,nan,856618.7177108,145732.9897106,93706.3443197,583733.5848570,9070.7369419,411104.5674154,7310316.0077051,74263053.2870847,517797207.5742183
0.0150000,0.0150000,0.0150000,inf,nan,901860.2179368,129925.7897591,83524.7423189,520675.2324292,8065.6571108,366687.1853993,6525828.1101174,66322513.1471446,462571412.4788452
0.0175000,0.0175000,0.0175000,inf,nan,1050141.6910634,117338.5698370,75416.7977127,470466.3019407,7265.5309723,331320.3327524,5901397.3498809,60003948.8350596,418636789.8234026
0.0200000,0.0200000,0.0200000,inf,nan,1326538.1065308,106901.7441288,68701.2454780,428754.9873449,6607.6038847,301943.1123077,5380976.5961373,54729512.0458791,381937004.4151991
0.0225000,0.0225000,0.0225000,inf,nan,1330798.4014371,97202.9886044,62455.0419263,390055.7347691,5992.2705590,274684.0994234,4899520.5194565,49857508.8639802,348063632.9257620
0.0250000,0.0250000,0.0250000,inf,nan,1199435.8664120,89145.5621138,57265.8751566,357906.3855598,5481.3485941,252038.5708269,4499648.4000754,45812205.7838347,319945126.5013178
0.0275000,0.0275000,0.0275000,inf,nan,1226225.1121092,82432.9961578,52942.7822550,331124.4129315,5055.9300710,233173.5907043,4166642.6738887,42444537.8653926,296544188.9075363
0.0300000,0.0300000,0.0300000,inf,nan,1420205.6489310,76821.4385090,49328.6936717,308737.1504156,4700.4658506,217404.0426220,3888398.0085107,39631903.4713961,277007711.9396867
0.0325000,0.0325000,0.0325000,inf,nan,1827120.9709386,72110.2536594,46294.3777436,289944.3105776,4402.1648538,204166.2285158,3654954.9532954,37273441.2792705,260633911.2709241
0.0350000,0.0350000,0.0350000,inf,nan,2162677.4691907,68134.4059604,43733.5336983,274087.6123551,4150.5072997,192996.4748366,3458122.0470537,35286203.3219635,246845698.5344229
0.0375000,0.0375000,0.0375000,inf,nan,2367116.2448483,63434.9645698,40718.5261783,255165.8077011,3863.0563957,179674.4318388,3218842.1272386,32844928.0983667,229806530.5784839
0.0400000,0.0400000,0.0400000,inf,nan,3485148.1067587,58862.5745353,37775.3165516,236911.4719955,3574.4696002,166816.9526224,2991804.4698821,30550199.4572669,213875606.0031577
0.0425000,0.0425000,0.0425000,inf,nan,7028109.0247312,54834.9195675,35182.9115599,220832.6354588,3320.4287932,155491.8095749,2791918.5085806,28531073.7231500,199866196.8545318
0.0450000,0.0450000,0.0450000,inf,nan,11962596.9416367,51275.9355924,32892.2914199,206626.2891452,3096.0700005,145485.5534732,2615425.9590091,26749593.4061954,187514762.9015371
0.0475000,0.0475000,0.0475000,inf,nan,10288954.3718362,47622.4855664,30529.1032072,192266.9622717,2857.5562623,135362.7743462,2444908.2078450,25109426.6528590,176598168.3578163
0.0500000,0.0500000,0.0500000,inf,nan,10668302.0469402,44082.1847143,28249.4221054,178161.4528998,2633.3707453,125426.6979203,2270671.0528594,23362147.2728940,164705271.7163927
0.0525000,0.0525000,0.0525000,inf,nan,13161283.7575205,40953.7563318,26234.9456087,165702.5257285,2435.2358557,116650.3713568,2117064.6685870,21825408.3445008,154157058.2169243
0.0550000,0.0550000,0.0550000,inf,nan,12279953.3592725,38190.4369928,24455.5427901,154703.8390279,2260.1664469,108902.5312565,1981779.2382893,20475939.0861548,144925406.6122423
