# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,1344354.8305376,418302.3587779,271720.7851860,1632827.3883020,28270.8606978,1151569.8986021,418210.4275670,418394.2899887,493111.0517854,311870.8126086,8450031.6938025,418302.3587779,271720.7851860,1632827.3883020,28270.8606978,1151569.8986021,418210.4275670,418394.2899887,493111.0517854,311870.8126086,8450031.6938025
0.0025000,0.0025000,0.0025000,inf,nan,1352118.9782017,410690.3878583,266767.8754398,1603158.1784703,27751.7558039,1130640.7853133,410597.8754962,410782.9002204,484137.7651004,306195.6078042,8296454.9355873,410690.3878583,266767.8754398,1603158.1784703,27751.7558039,1130640.7853133,410597.8754962,410782.9002204,484137.7651004,306195.6078042,8296454.9355873
0.0050000,0.0050000,0.0050000,inf,nan,1422031.8359927,407977.6932392,265003.0479030,1592581.4064874,27567.1843838,1123179.8285504,407884.9256353,408070.4608431,480939.9354236,304173.1227346,8241707.0326213,407977.6932392,265003.0479030,1592581.4064874,27567.1843838,1123179.8285504,407884.9256353,408070.4608431,480939.9354236,304173.1227346,8241707.0326213
0.0075000,0.0075000,0.0075000,inf,nan,1659806.5759406,403275.9814527,261946.1762507,1574245.2437978,27247.6005916,1110246.6224754,403183.6315594,403368.3313460,475397.3751306,300667.6998156,8146804.3479898,403275.9814527,261946.1762507,1574245.2437978,27247.6005916,1110246.6224754,403183.6315594,403368.3313460,475397.3751306,300667.6998156,8146804.3479898
0.0100000,0.0100000,0.0100000,inf,nan,2109114.4941862,397494.2978282,258185.8522443,1551700.2027595,26854.3819279,1094343.8825525,397401.9028981,397586.6927582,468581.7021291,296357.0897213,8030111.3925871,397494.2978282,258185.8522443,1551700.2027595,26854.3819279,1094343.8825525,397401.9028981,397586.6927582,468581.7021291,296357.0897213,8030111.3925871
0.0125000,0.0125000,0.0125000,inf,nan,2852368.8235643,391357.3684602,254194.7583683,1527768.0068493,26437.2174417,1077462.8115495,391264.9760742,391449.7608462,461347.2516608,291781.6215014,7906239.6349077,391357.3684602,254194.7583683,1527768.0068493,26437.2174417,1077462.8115495,391264.9760742,391449.7608462,461347.2516608,291781.6215014,7906239.6349077
0.0150000,0.0150000,0.0150000,inf,nan,4033807.1373173,384876.3767569,249980.1638067,1502492.3070007,25996.8627172,1059634.1981427,384784.0344644,384968.7190493,453707.2071609,286949.6330925,7775414.9971268,384876.3767569,249980.1638067,1502492.3070007,25996.8627172,1059634.1981427,384784.0344644,384968.7190493,453707.2071609,286949.6330925,7775414.9971268
0.0175000,0.0175000,0.0175000,inf,nan,5899245.5412851,378058.5121623,245546.7380791,1475901.1990688,25533.7994962,1040877.8579957,377966.2673343,378150.7569903,445670.0438253,281866.4846790,7637782.8812644,378058.5121623,245546.7380791,1475901.1990688,25533.7994962,1040877.8579957,377966.2673343,378150.7569903,445670.0438253,281866.4846790,7637782.8812644
0.0200000,0.0200000,0.0200000,inf,nan,8869176.1017453,370160.9997509,240413.3508525,1445104.7347242,24996.4515793,1019156.9642056,370070.3170602,370251.6824415,436360.1497500,275978.3906684,7478396.6640505,370160.9997509,240413.3508525,1445104.7347242,24996.4515793,1019156.9642056,370070.3170602,370251.6824415,436360.1497500,275978.3906684,7478396.6640505
0.0225000,0.0225000,0.0225000,inf,nan,13674952.5711919,358709.0601317,232966.3259572,1400445.7755259,24217.8952310,987656.3153176,358618.7425096,358799.3777538,422860.1589609,267440.2468114,7247247.7222697,358709.0601317,232966.3259572,1400445.7755259,24217.8952310,987656.3153176,358618.7425096,358799.3777538,422860.1589609,267440.2468114,7247247.7222697
