# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,22048488478537.0625000
0.0050000,0.0050000,0.0050000,3948153321821.2148438
0.0100000,0.0100000,0.0100000,877105533399.6008301
0.0150000,0.0150000,0.0150000,230405119625.4562683
0.0200000,0.0200000,0.0200000,69204143436.5558014
0.0250000,0.0250000,0.0250000,23194802195.4231148
0.0300000,0.0300000,0.0300000,8518851454.7588730
0.0350000,0.0350000,0.0350000,3381793167.8568540
0.0400000,0.0400000,0.0400000,1436317346.1835475
0.0450000,0.0450000,0.0450000,648081719.4346311
0.0500000,0.0500000,0.0500000,309527253.7004808
0.0550000,0.0550000,0.0550000,156538900.6430918
0.0600000,0.0600000,0.0600000,84246560.3138567
0.0650000,0.0650000,0.0650000,48677183.2874436
0.0700000,0.0700000,0.0700000,30477941.7645447
0.0750000,0.0750000,0.0750000,19315131.4007778
0.0800000,0.0800000,0.0800000,12849093.6454626
0.0850000,0.0850000,0.0850000,8923375.9917568
0.0900000,0.0900000,0.0900000,6104986.3497045
0.0950000,0.0950000,0.0950000,4396430.3047802
0.1000000,0.1000000,0.1000000,3031225.5288997
0.1050000,0.1050000,0.1050000,2153943.8986067
0.1100000,0.1100000,0.1100000,1602451.1746713
0.1150000,0.1150000,0.1150000,1158535.3313393
0.1200000,0.1200000,0.1200000,821304.1250731
0.1250000,0.1250000,0.1250000,602133.3772016
0.1300000,0.1300000,0.1300000,456844.2697043
0.1350000,0.1350000,0.1350000,358499.0664678
0.1400000,0.1400000,0.1400000,273434.7313028
0.1450000,0.1450000,0.1450000,199910.3577672
0.1500000,0.1500000,0.1500000,148132.5515813
0.1550000,0.1550000,0.1550000,110774.3425823
0.1600000,0.1600000,0.1600000,83880.9245144
0.1650000,0.1650000,0.1650000,64233.0833804
0.1700000,0.1700000,0.1700000,49677.2926900
0.1750000,0.1750000,0.1750000,38752.4402198
0.1800000,0.1800000,0.1800000,30453.5974693
0.1850000,0.1850000,0.1850000,24080.3179856
0.1900000,0.1900000,0.1900000,19137.8896479
0.1950000,0.1950000,0.1950000,15272.2545644
0.2000000,0.2000000,0.2000000,12226.6304665
0.2050000,0.2050000,0.2050000,9812.2954719
0.2100000,0.2100000,0.2100000,7888.7188503
0.2150000,0.2150000,0.2150000,6349.9186524
0.2200000,0.2200000,0.2200000,5115.0033344
0.2250000,0.2250000,0.2250000,4121.5463793
0.2300000,0.2300000,0.2300000,3320.8933059
0.2350000,0.2350000,0.2350000,2674.7967760
0.2400000,0.2400000,0.2400000,2152.9720961
0.2450000,0.2450000,0.2450000,1746.5540169
0.2500000,0.2500000,0.2500000,1405.7222215
0.2550000,0.2550000,0.2550000,1130.2266885
0.2600000,0.2600000,0.2600000,907.5764276
0.2650000,0.2650000,0.2650000,727.6897267
0.2700000,0.2700000,0.2700000,582.4176980
0.2750000,0.2750000,0.2750000,465.1664287
0.2800000,0.2800000,0.2800000,370.5938282
0.2850000,0.2850000,0.2850000,294.3657199
0.2900000,0.2900000,0.2900000,232.9642949
0.2950000,0.2950000,0.2950000,183.5417610
0.3000000,0.3000000,0.3000000,143.8032152
0.3050000,0.3050000,0.3050000,111.9010675
0.3100000,0.3100000,0.3100000,86.3364420
0.3150000,0.3150000,0.3150000,65.8830315
0.3200000,0.3200000,0.3200000,49.5418556
0.3250000,0.3250000,0.3250000,36.5036278
0.3300000,0.3300000,0.3300000,26.1119207
0.3350000,0.3350000,0.3350000,17.8424628
0.3400000,0.3400000,0.3400000,11.2861428
0.3450000,0.3450000,0.3450000,6.1224931
0.3500000,0.3500000,0.3500000,2.0930521
0.3550000,0.3550000,0.3550000,-1.0180999
