# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,13863732207634003468221938806030336.0000000,39763705306664012840532710462220714631206273024.0000000,25442521382843083616814983665526179138103148544.0000000,161106956937218883451849659923741969657737773056.0000000,2426233721182796103871535843284154316532744192.0000000,113367113101886778961414465390968465947185119232.0000000,2074782522562822484974952771189122824148401258496.0000000,21502211079666791322278506288844486142035432046592.0000000,152060502703003137646673268735454153779075000303616.0000000
0.0025000,0.0025000,0.0025000,inf,nan,3249639984210454016.0000000,57485777726875924361641984.0000000,36781862196836519559299072.0000000,232909851969831520518012928.0000000,3507568807625879856349184.0000000,163893093338587927528079360.0000000,2999481210411368601670909952.0000000,31085416140914149292385501184.0000000,219831532097150548717695139840.0000000
0.0050000,0.0050000,0.0050000,inf,nan,6937746197190184.0000000,15674829098670727626752.0000000,10029426871527161200640.0000000,63508267077600792281088.0000000,956419896946244190208.0000000,44689248891312845881344.0000000,817878042491235438952448.0000000,8476158882121399446536192.0000000,59942160172780118001844224.0000000
0.0075000,0.0075000,0.0075000,inf,nan,185179394384370.4375000,125373930969983270912.0000000,80219609687963090944.0000000,507966054551573954560.0000000,7649851959418654720.0000000,357443565770694328320.0000000,6541735454104609619968.0000000,67795913563762065408000.0000000,479442819138735713550336.0000000
0.0100000,0.0100000,0.0100000,inf,nan,14085079243475.3378906,4045860087514200576.0000000,2588714531894439424.0000000,16392240161530167296.0000000,246863366423499872.0000000,11534827419529078784.0000000,211104064344548737024.0000000,2187797565416241889280.0000000,15471785500736944603136.0000000
0.0125000,0.0125000,0.0125000,inf,nan,1905501697033.4946289,281149800416840960.0000000,179891681337257472.0000000,1139108855516327552.0000000,17154717232828806.0000000,801563662463795584.0000000,14669777100306368512.0000000,152031666141527703552.0000000,1075145783674760200192.0000000
0.0150000,0.0150000,0.0150000,inf,nan,371210749217.5277710,31768500414362300.0000000,20326846885988132.0000000,128713519200396768.0000000,1938395942465584.5000000,90572625563498480.0000000,1657610360789546496.0000000,17178806697182871552.0000000,121486017094471696384.0000000
0.0175000,0.0175000,0.0175000,inf,nan,93049837697.6061249,5022805775830380.0000000,3213806200650552.5000000,20350441560875212.0000000,306472947573858.6250000,14320119086953090.0000000,262078942220717088.0000000,2716080690439687680.0000000,19207726771492696064.0000000
0.0200000,0.0200000,0.0200000,inf,nan,28060899975.0109901,1015727115137840.7500000,649905695201636.5000000,4115328453390931.0000000,61975890076833.4062500,2895858221359815.5000000,52998404808266320.0000000,549254140962674624.0000000,3884245233225276416.0000000
0.0225000,0.0225000,0.0225000,inf,nan,9757078321.2807178,247911030221747.1250000,158624089183615.0312500,1004438418729029.7500000,15126606645322.8828125,706799295054878.3750000,12935452325649606.0000000,134057823302141472.0000000,948037389170505088.0000000
0.0250000,0.0250000,0.0250000,inf,nan,3818926254.4702334,70191650534097.1250000,44911621683923.8671875,284389092742152.3125000,4282831703998.0175781,200117803311127.8125000,3662446211995404.5000000,37956119244050368.0000000,268420144243315104.0000000
0.0275000,0.0275000,0.0275000,inf,nan,1679230514.3047044,22410760378421.5429688,14339363006750.3339844,90799634047296.1093750,1367420122084.8815918,63893530793379.1406250,1169344407295932.0000000,12118615195488058.0000000,85701080998675312.0000000
0.0300000,0.0300000,0.0300000,inf,nan,772678288.1614997,7901873460151.3125000,5055956332257.5595703,32015302985584.4570312,482142219755.6445312,22528402887892.1835938,412302530435028.6875000,4272937703377529.0000000,30217593026118176.0000000
0.0325000,0.0325000,0.0325000,inf,nan,379520534.6045828,3028361916561.3076172,1937675215307.2072754,12269740591344.6406250,184778927820.6830139,8633922896463.7998047,158013365579951.3750000,1637587053724481.7500000,11580777182283670.0000000
0.0350000,0.0350000,0.0350000,inf,nan,197709134.8213570,1246021590202.3662109,797257703125.6175537,5048394189998.5087891,76027308047.0294037,3552434171776.0488281,65014733122319.9296875,673786605553331.3750000,4764920794593273.0000000
0.0375000,0.0375000,0.0375000,inf,nan,109535156.6345252,545041644404.8885498,348740808324.8120117,2208297073916.5170898,33256217619.6986008,1553925779686.1579590,28439118897858.3046875,294731630034814.8750000,2084299197355255.7500000
0.0400000,0.0400000,0.0400000,inf,nan,65584181.2528054,251472208246.0266113,160902569393.4159241,1018868108209.9735107,15343765548.1444969,716953080444.1953125,13121296729181.1386719,135983867099839.3593750,961658118109852.1250000
0.0425000,0.0425000,0.0425000,inf,nan,41224002.4351280,121590663585.0030212,77798832513.9473877,492638572475.5330811,7418917959.4019289,346657953643.3277588,6344353645230.7236328,65750344199072.2109375,464976855792392.6250000
0.0450000,0.0450000,0.0450000,inf,nan,30157628.8863301,61282346498.1492996,39211013405.5015488,248292633391.4826660,3739156279.4216270,174717568564.2698059,3197591709786.8271484,33138561731250.0195312,234351066151915.1562500
0.0475000,0.0475000,0.0475000,inf,nan,20587261.2184632,32051454557.1621246,20507853811.4937820,129860330887.2411194,1955614749.9426739,91379595670.8162689,1672383514277.7775879,17331912146846.1171875,122568731856848.4843750
0.0500000,0.0500000,0.0500000,inf,nan,13167519.0966335,17329642484.0382233,11088219710.0218430,70213190802.8508301,1057357596.2268863,49407333949.6981888,904228547220.8127441,9371059185429.9667969,66270731020286.1406250
0.0525000,0.0525000,0.0525000,inf,nan,8664563.5046794,9655060181.8044758,6177701598.6394148,39118701304.6642838,589092382.2235544,27526888404.2738914,503783439312.4274292,5221004316862.3125000,36922141099832.6015625
0.0550000,0.0550000,0.0550000,inf,nan,5905311.4968674,5527579604.7012119,3536768764.1114311,22395703036.7780266,337255532.9517705,15759316712.3753490,288418920972.5590820,2989050948028.2109375,21138086995035.7734375
0.0575000,0.0575000,0.0575000,inf,nan,4247434.5939015,3244018624.2461128,2075653056.3808403,13143561654.6090584,197926006.8890616,9248807762.7254982,169266506639.2630615,1754201639072.9682617,12405408627883.7460938
0.0600000,0.0600000,0.0600000,inf,nan,3364715.3776995,1947552790.0100451,1246121970.7708499,7890755131.3866539,118824093.2223572,5552534693.4970303,101618855518.1469116,1053127357780.1411133,7447510341444.7431641
