# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,824979.7276228
0.0050000,0.0050000,0.0050000,697707.6415674
0.0100000,0.0100000,0.0100000,598058.3480242
0.0150000,0.0150000,0.0150000,514381.9509345
0.0200000,0.0200000,0.0200000,445080.9790739
0.0250000,0.0250000,0.0250000,386471.1007199
0.0300000,0.0300000,0.0300000,333028.7089062
0.0350000,0.0350000,0.0350000,288746.6748071
0.0400000,0.0400000,0.0400000,252631.2622722
0.0450000,0.0450000,0.0450000,223741.6297375
0.0500000,0.0500000,0.0500000,201209.0201373
0.0550000,0.0550000,0.0550000,184248.5827988
0.0600000,0.0600000,0.0600000,172165.7347459
0.0650000,0.0650000,0.0650000,164358.6153821
0.0700000,0.0700000,0.0700000,160317.6941632
0.0750000,0.0750000,0.0750000,159623.0013268
0.0800000,0.0800000,0.0800000,161938.8103183
0.0850000,0.0850000,0.0850000,167004.9692359
0.0900000,0.0900000,0.0900000,174623.5577392
0.0950000,0.0950000,0.0950000,184639.2857923
0.1000000,0.1000000,0.1000000,196912.2464091
0.1050000,0.1050000,0.1050000,211282.4918485
0.1100000,0.1100000,0.1100000,227527.5657001
0.1150000,0.1150000,0.1150000,232781.9188084
0.1200000,0.1200000,0.1200000,235302.4372439
0.1250000,0.1250000,0.1250000,235766.4025497
0.1300000,0.1300000,0.1300000,233980.6998237
0.1350000,0.1350000,0.1350000,229868.3991346
0.1400000,0.1400000,0.1400000,213526.6690632
0.1450000,0.1450000,0.1450000,192200.8966572
0.1500000,0.1500000,0.1500000,172706.7276901
0.1550000,0.1550000,0.1550000,154918.4504754
0.1600000,0.1600000,0.1600000,138716.6287540
0.1650000,0.1650000,0.1650000,123989.2348647
0.1700000,0.1700000,0.1700000,110631.4630149
0.1750000,0.1750000,0.1750000,98545.0055898
0.1800000,0.1800000,0.1800000,87637.2681766
0.1850000,0.1850000,0.1850000,77820.6970192
0.1900000,0.1900000,0.1900000,69012.1959511
0.1950000,0.1950000,0.1950000,61132.5539890
0.2000000,0.2000000,0.2000000,54105.8568366
0.2050000,0.2050000,0.2050000,47858.9430169
0.2100000,0.2100000,0.2100000,42321.0195317
0.2150000,0.2150000,0.2150000,37423.5409537
0.2200000,0.2200000,0.2200000,33100.3912312
0.2250000,0.2250000,0.2250000,29288.3267136
0.2300000,0.2300000,0.2300000,24398.1615888
0.2350000,0.2350000,0.2350000,20169.1792493
0.2400000,0.2400000,0.2400000,16619.5840127
0.2450000,0.2450000,0.2450000,13656.4210081
0.2500000,0.2500000,0.2500000,11194.3334262
0.2550000,0.2550000,0.2550000,9156.7401919
0.2600000,0.2600000,0.2600000,7476.1805072
0.2650000,0.2650000,0.2650000,6094.0938615
0.2700000,0.2700000,0.2700000,4960.2481119
0.2750000,0.2750000,0.2750000,4031.9739872
0.2800000,0.2800000,0.2800000,3273.3177572
0.2850000,0.2850000,0.2850000,2654.1867016
0.2900000,0.2900000,0.2900000,2149.5340676
0.2950000,0.2950000,0.2950000,1752.2250732
0.3000000,0.3000000,0.3000000,1417.9067435
0.3050000,0.3050000,0.3050000,1146.1098181
0.3100000,0.3100000,0.3100000,925.2808166
0.3150000,0.3150000,0.3150000,745.9633932
0.3200000,0.3200000,0.3200000,600.4317744
0.3250000,0.3250000,0.3250000,482.3833287
0.3300000,0.3300000,0.3300000,386.6823908
0.3350000,0.3350000,0.3350000,309.1446260
0.3400000,0.3400000,0.3400000,246.2057747
0.3450000,0.3450000,0.3450000,193.9129705
0.3500000,0.3500000,0.3500000,150.0883324
0.3550000,0.3550000,0.3550000,114.7973597
0.3600000,0.3600000,0.3600000,86.8732458
0.3650000,0.3650000,0.3650000,64.8869131
0.3700000,0.3700000,0.3700000,47.6262133
0.3750000,0.3750000,0.3750000,34.1177956
0.3800000,0.3800000,0.3800000,23.5865771
0.3850000,0.3850000,0.3850000,15.4101449
0.3900000,0.3900000,0.3900000,9.0703239
0.3950000,0.3950000,0.3950000,4.1095214
0.4000000,0.4000000,0.4000000,0.1308397
0.4050000,0.4050000,0.4050000,-3.1383617
0.4100000,0.4100000,0.4100000,-5.8166881
0.4150000,0.4150000,0.4150000,-7.9441300
0.4200000,0.4200000,0.4200000,-9.5635657
0.4250000,0.4250000,0.4250000,-10.7411568
0.4300000,0.4300000,0.4300000,-11.5551813
0.4350000,0.4350000,0.4350000,-12.0832097
0.4400000,0.4400000,0.4400000,-12.3965653
0.4450000,0.4450000,0.4450000,-12.5619667
0.4500000,0.4500000,0.4500000,-12.6419541
0.4550000,0.4550000,0.4550000,-12.6859789
0.4600000,0.4600000,0.4600000,-12.7204882
0.4650000,0.4650000,0.4650000,-12.7528335
0.4700000,0.4700000,0.4700000,-12.7843758
0.4750000,0.4750000,0.4750000,-12.8164852
0.4800000,0.4800000,0.4800000,-12.8481802
0.4850000,0.4850000,0.4850000,-12.8754563
0.4900000,0.4900000,0.4900000,-12.8942246
0.4950000,0.4950000,0.4950000,-12.9023875
0.5000000,0.5000000,0.5000000,-12.9001934
0.5050000,0.5050000,0.5050000,-12.8891321
0.5100000,0.5100000,0.5100000,-12.8683954
0.5150000,0.5150000,0.5150000,-12.8310173
0.5200000,0.5200000,0.5200000,-12.7644901
0.5250000,0.5250000,0.5250000,-12.6561435
0.5300000,0.5300000,0.5300000,-12.4981814
0.5350000,0.5350000,0.5350000,-12.2890976
0.5400000,0.5400000,0.5400000,-12.0325004
0.5450000,0.5450000,0.5450000,-11.7352988
0.5500000,0.5500000,0.5500000,-11.4062241
0.5550000,0.5550000,0.5550000,-11.0549315
0.5600000,0.5600000,0.5600000,-10.6913736
0.5650000,0.5650000,0.5650000,-10.3248544
0.5700000,0.5700000,0.5700000,-9.9626459
0.5750000,0.5750000,0.5750000,-9.6088816
0.5800000,0.5800000,0.5800000,-9.2645713
0.5850000,0.5850000,0.5850000,-8.9287902
0.5900000,0.5900000,0.5900000,-8.6002576
0.5950000,0.5950000,0.5950000,-8.2783927
0.6000000,0.6000000,0.6000000,-7.9634901
0.6050000,0.6050000,0.6050000,-7.6563149
0.6100000,0.6100000,0.6100000,-7.3576046
0.6150000,0.6150000,0.6150000,-7.0677095
0.6200000,0.6200000,0.6200000,-6.7864234
0.6250000,0.6250000,0.6250000,-6.5130370
0.6300000,0.6300000,0.6300000,-6.2466006
0.6350000,0.6350000,0.6350000,-5.9862619
0.6400000,0.6400000,0.6400000,-5.7315165
0.6450000,0.6450000,0.6450000,-5.4822932
0.6500000,0.6500000,0.6500000,-5.2388949
0.6550000,0.6550000,0.6550000,-5.0018647
0.6600000,0.6600000,0.6600000,-4.7718415
0.6650000,0.6650000,0.6650000,-4.5494431
0.6700000,0.6700000,0.6700000,-4.3351896
0.6750000,0.6750000,0.6750000,-4.1294640
