# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,51155621.2724587
0.0050000,0.0050000,0.0050000,34944616.3913273
0.0100000,0.0100000,0.0100000,23825360.3054327
0.0150000,0.0150000,0.0150000,16260454.6126638
0.0200000,0.0200000,0.0200000,11141883.0905823
0.0250000,0.0250000,0.0250000,7690126.8147356
0.0300000,0.0300000,0.0300000,5366224.9369344
0.0350000,0.0350000,0.0350000,3802078.7626150
0.0400000,0.0400000,0.0400000,2748369.0527097
0.0450000,0.0450000,0.0450000,2037130.5640512
0.0500000,0.0500000,0.0500000,1555576.3595710
0.0550000,0.0550000,0.0550000,1228131.7890035
0.0600000,0.0600000,0.0600000,1004260.5244884
0.0650000,0.0650000,0.0650000,850281.4799703
0.0700000,0.0700000,0.0700000,743888.7819121
0.0750000,0.0750000,0.0750000,670478.8689770
0.0800000,0.0800000,0.0800000,595859.1121391
0.0850000,0.0850000,0.0850000,500129.1338169
0.0900000,0.0900000,0.0900000,426731.8829922
0.0950000,0.0950000,0.0950000,369547.2609016
0.1000000,0.1000000,0.1000000,324257.5345436
0.1050000,0.1050000,0.1050000,287790.3603297
0.1100000,0.1100000,0.1100000,248049.3939712
0.1150000,0.1150000,0.1150000,205167.4261408
0.1200000,0.1200000,0.1200000,169486.4669586
0.1250000,0.1250000,0.1250000,141253.6185511
0.1300000,0.1300000,0.1300000,116398.4163032
0.1350000,0.1350000,0.1350000,96333.2545087
0.1400000,0.1400000,0.1400000,80101.5532068
0.1450000,0.1450000,0.1450000,66851.2184960
0.1500000,0.1500000,0.1500000,55946.6510576
0.1550000,0.1550000,0.1550000,46909.7580948
0.1600000,0.1600000,0.1600000,39377.2424654
0.1650000,0.1650000,0.1650000,33069.7913459
0.1700000,0.1700000,0.1700000,27769.8922917
0.1750000,0.1750000,0.1750000,23305.8640837
0.1800000,0.1800000,0.1800000,19540.3445374
0.1850000,0.1850000,0.1850000,16361.9668546
0.1900000,0.1900000,0.1900000,13679.3155693
0.1950000,0.1950000,0.1950000,11416.5132319
0.2000000,0.2000000,0.2000000,9509.9750265
0.2050000,0.2050000,0.2050000,7906.0007574
0.2100000,0.2100000,0.2100000,6558.9675256
0.2150000,0.2150000,0.2150000,5429.9533566
0.2200000,0.2200000,0.2200000,4485.6701088
0.2250000,0.2250000,0.2250000,3697.6187945
0.2300000,0.2300000,0.2300000,3041.4057502
0.2350000,0.2350000,0.2350000,2496.1765020
0.2400000,0.2400000,0.2400000,2044.1374560
0.2450000,0.2450000,0.2450000,1682.3898957
0.2500000,0.2500000,0.2500000,1373.5930279
0.2550000,0.2550000,0.2550000,1119.1202378
0.2600000,0.2600000,0.2600000,909.8040183
0.2650000,0.2650000,0.2650000,737.9384787
0.2700000,0.2700000,0.2700000,597.0664738
0.2750000,0.2750000,0.2750000,481.7933484
0.2800000,0.2800000,0.2800000,387.6247404
0.2850000,0.2850000,0.2850000,310.8260856
0.2900000,0.2900000,0.2900000,248.3015947
0.2950000,0.2950000,0.2950000,197.4905804
0.3000000,0.3000000,0.3000000,156.2791225
0.3050000,0.3050000,0.3050000,122.9251831
0.3100000,0.3100000,0.3100000,95.9954178
0.3150000,0.3150000,0.3150000,74.3120004
0.3200000,0.3200000,0.3200000,56.9076206
0.3250000,0.3250000,0.3250000,42.9868465
0.3300000,0.3300000,0.3300000,31.8937460
0.3350000,0.3350000,0.3350000,23.0875689
0.3400000,0.3400000,0.3400000,16.1259741
0.3450000,0.3450000,0.3450000,10.6508767
0.3500000,0.3500000,0.3500000,6.3726754
0.3550000,0.3550000,0.3550000,3.0535832
0.3600000,0.3600000,0.3600000,0.4926518
0.3650000,0.3650000,0.3650000,-1.4856276
