# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,36895189.8239486,36895189.8239486
0.0050000,0.0050000,0.0050000,17869514.2347709,17869514.2347709
0.0100000,0.0100000,0.0100000,9050728.7278203,9050728.7278203
0.0150000,0.0150000,0.0150000,4780448.2084376,4780448.2084376
0.0200000,0.0200000,0.0200000,2629137.5706094,2629137.5706094
0.0250000,0.0250000,0.0250000,1505284.2657071,1505284.2657071
0.0300000,0.0300000,0.0300000,898225.3902780,898225.3902780
0.0350000,0.0350000,0.0350000,560209.0153263,560209.0153263
0.0400000,0.0400000,0.0400000,366393.1057823,366393.1057823
0.0450000,0.0450000,0.0450000,241393.2432544,241393.2432544
0.0500000,0.0500000,0.0500000,166227.1439325,166227.1439325
0.0550000,0.0550000,0.0550000,120271.1609270,120271.1609270
0.0600000,0.0600000,0.0600000,91573.1113373,91573.1113373
0.0650000,0.0650000,0.0650000,74299.5166653,74299.5166653
0.0700000,0.0700000,0.0700000,57279.8981815,57279.8981815
0.0750000,0.0750000,0.0750000,45629.3690941,45629.3690941
0.0800000,0.0800000,0.0800000,37784.7433271,37784.7433271
0.0850000,0.0850000,0.0850000,32430.5579823,32430.5579823
0.0900000,0.0900000,0.0900000,28613.5360209,28613.5360209
0.0950000,0.0950000,0.0950000,25849.5586776,25849.5586776
0.1000000,0.1000000,0.1000000,23855.1320091,23855.1320091
0.1050000,0.1050000,0.1050000,21550.6580940,21550.6580940
0.1100000,0.1100000,0.1100000,18013.0492498,18013.0492498
0.1150000,0.1150000,0.1150000,15264.8522469,15264.8522469
0.1200000,0.1200000,0.1200000,13130.1164455,13130.1164455
0.1250000,0.1250000,0.1250000,11473.8424831,11473.8424831
0.1300000,0.1300000,0.1300000,10120.1737050,10120.1737050
0.1350000,0.1350000,0.1350000,9031.3036953,9031.3036953
0.1400000,0.1400000,0.1400000,8136.4655097,8136.4655097
0.1450000,0.1450000,0.1450000,7426.4534189,7426.4534189
0.1500000,0.1500000,0.1500000,6899.2451098,6899.2451098
0.1550000,0.1550000,0.1550000,6500.1248919,6500.1248919
0.1600000,0.1600000,0.1600000,5060.9140974,5060.9140974
0.1650000,0.1650000,0.1650000,3923.8216926,3923.8216926
0.1700000,0.1700000,0.1700000,3053.8679725,3053.8679725
0.1750000,0.1750000,0.1750000,2386.3509003,2386.3509003
0.1800000,0.1800000,0.1800000,1872.3079739,1872.3079739
0.1850000,0.1850000,0.1850000,1490.6284415,1463.6060238
0.1900000,0.1900000,0.1900000,1173.3018487,1145.9068112
0.1950000,0.1950000,0.1950000,924.7947184,896.1973548
0.2000000,0.2000000,0.2000000,730.5303093,701.8317183
0.2050000,0.2050000,0.2050000,578.4982930,549.8701769
0.2100000,0.2100000,0.2100000,459.0419785,430.5849154
0.2150000,0.2150000,0.2150000,364.8823364,336.6289365
0.2200000,0.2200000,0.2200000,290.5012247,262.4225220
0.2250000,0.2250000,0.2250000,231.6520352,203.7014976
0.2300000,0.2300000,0.2300000,185.0464995,157.1850210
0.2350000,0.2350000,0.2350000,148.0768461,120.3312031
0.2400000,0.2400000,0.2400000,115.9369427,91.1570251
0.2450000,0.2450000,0.2450000,84.4964976,60.2962700
0.2500000,0.2500000,0.2500000,59.0778028,35.1355608
0.2550000,0.2550000,0.2550000,39.1001315,15.3648687
0.2600000,0.2600000,0.2600000,23.4634930,-0.5065761
0.2650000,0.2650000,0.2650000,11.2819252,-12.7545271
0.2700000,0.2700000,0.2700000,1.8560490,-22.1199296
0.2750000,0.2750000,0.2750000,-5.3667451,-29.1895045
0.2800000,0.2800000,0.2800000,-10.8253210,-34.4299982
0.2850000,0.2850000,0.2850000,-14.8706985,-38.2141450
0.2900000,0.2900000,0.2900000,-17.7857664,-41.0989981
0.2950000,0.2950000,0.2950000,-19.7999917,-43.1780754
0.3000000,0.3000000,0.3000000,-21.1002419,-44.4775943
0.3050000,0.3050000,0.3050000,-21.8388098,-45.1589498
0.3100000,0.3100000,0.3100000,-22.1397852,-45.3526129
0.3150000,0.3150000,0.3150000,-22.1048842,-45.1640904
0.3200000,0.3200000,0.3200000,-21.8194586,-44.6786866
0.3250000,0.3250000,0.3250000,-21.3591203,-43.9653262
0.3300000,0.3300000,0.3300000,-20.8000585,-43.0796338
0.3350000,0.3350000,0.3350000,-20.2427244,-42.0664239
0.3400000,0.3400000,0.3400000,-19.8404157,-40.9617178
0.3450000,0.3450000,0.3450000,-19.7428532,-39.8526850
0.3500000,0.3500000,0.3500000,-19.9323380,-39.3373505
0.3550000,0.3550000,0.3550000,-20.2277387,-40.0429457
0.3600000,0.3600000,0.3600000,-20.4662014,-40.4585530
0.3650000,0.3650000,0.3650000,-20.5761209,-40.6381037
0.3700000,0.3700000,0.3700000,-20.5449343,-40.6247875
0.3750000,0.3750000,0.3750000,-20.3826916,-40.4531702
0.3800000,0.3800000,0.3800000,-20.1065567,-40.1509324
0.3850000,0.3850000,0.3850000,-19.7384219,-39.7402920
0.3900000,0.3900000,0.3900000,-19.3052554,-39.2391600
0.3950000,0.3950000,0.3950000,-18.8350121,-38.6620760
0.4000000,0.4000000,0.4000000,-18.3474021,-38.0209586
0.4050000,0.4050000,0.4050000,-17.8472998,-37.3257016
0.4100000,0.4100000,0.4100000,-17.3286376,-36.5846444
0.4150000,0.4150000,0.4150000,-16.7858100,-35.8049368
0.4200000,0.4200000,0.4200000,-16.2224732,-34.9928191
0.4250000,0.4250000,0.4250000,-15.6517996,-34.1568186
0.4300000,0.4300000,0.4300000,-15.0900997,-33.5475935
0.4350000,0.4350000,0.4350000,-14.5500661,-32.8983640
0.4400000,0.4400000,0.4400000,-14.0394643,-32.2140391
0.4450000,0.4450000,0.4450000,-13.5652662,-31.4993990
0.4500000,0.4500000,0.4500000,-13.1366304,-30.7590859
0.4550000,0.4550000,0.4550000,-12.7620345,-29.9975874
0.4600000,0.4600000,0.4600000,-12.4438685,-29.2192148
0.4650000,0.4650000,0.4650000,-12.1763669,-28.4280803
0.4700000,0.4700000,0.4700000,-11.9481007,-27.6280757
0.4750000,0.4750000,0.4750000,-11.7457975,-27.1878964
0.4800000,0.4800000,0.4800000,-11.5558552,-27.2425165
0.4850000,0.4850000,0.4850000,-11.3638864,-27.1597003
0.4900000,0.4900000,0.4900000,-11.1558307,-26.9570602
0.4950000,0.4950000,0.4950000,-10.9214176,-26.6509221
0.5000000,0.5000000,0.5000000,-10.6572261,-26.2563329
0.5050000,0.5050000,0.5050000,-10.3670225,-25.7870775
0.5100000,0.5100000,0.5100000,-10.0592640,-25.3242499
0.5150000,0.5150000,0.5150000,-9.7435418,-25.1553868
0.5200000,0.5200000,0.5200000,-9.4279609,-24.9178433
0.5250000,0.5250000,0.5250000,-9.1182549,-24.6228366
0.5300000,0.5300000,0.5300000,-8.8186181,-24.2800044
0.5350000,0.5350000,0.5350000,-8.5336608,-23.8976609
0.5400000,0.5400000,0.5400000,-8.2702038,-23.4830015
0.5450000,0.5450000,0.5450000,-8.0376699,-23.0422688
0.5500000,0.5500000,0.5500000,-7.8467554,-22.5808876
0.5550000,0.5550000,0.5550000,-7.7061789,-22.1035758
0.5600000,0.5600000,0.5600000,-7.6166299,-21.6144374
0.5650000,0.5650000,0.5650000,-7.5646449,-22.1515099
0.5700000,0.5700000,0.5700000,-7.5239254,-23.1826578
0.5750000,0.5750000,0.5750000,-7.4665850,-23.8009448
0.5800000,0.5800000,0.5800000,-7.3811257,-24.0874712
0.5850000,0.5850000,0.5850000,-7.2983303,-24.1096249
0.5900000,0.5900000,0.5900000,-7.3098519,-23.9365298
0.5950000,0.5950000,0.5950000,-7.5173158,-25.9200491
0.6000000,0.6000000,0.6000000,-7.9145355,-27.2513748
0.6050000,0.6050000,0.6050000,-8.3759215,-28.0615230
0.6100000,0.6100000,0.6100000,-8.7708702,-28.4580029
0.6150000,0.6150000,0.6150000,-9.0306324,-28.5287664
0.6200000,0.6200000,0.6200000,-9.1426093,-28.4724172
0.6250000,0.6250000,0.6250000,-9.1366282,-28.2714312
0.6300000,0.6300000,0.6300000,-9.0830724,-27.9010920
0.6350000,0.6350000,0.6350000,-9.0743701,-27.4015389
0.6400000,0.6400000,0.6400000,-9.1783073,-26.8052969
0.6450000,0.6450000,0.6450000,-9.4148219,-26.1386336
0.6500000,0.6500000,0.6500000,-9.7900327,-25.4226836
0.6550000,0.6550000,0.6550000,-10.3083468,-26.4637327
0.6600000,0.6600000,0.6600000,-10.9042109,-27.1463834
0.6650000,0.6650000,0.6650000,-11.4395398,-27.4012637
0.6700000,0.6700000,0.6700000,-11.8005956,-27.3437071
0.6750000,0.6750000,0.6750000,-11.9455503,-27.5648181
0.6800000,0.6800000,0.6800000,-11.8852049,-27.6412018
0.6850000,0.6850000,0.6850000,-11.6535439,-27.4093236
0.6900000,0.6900000,0.6900000,-11.2897795,-26.9556981
0.6950000,0.6950000,0.6950000,-10.8303271,-26.3457707
