# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,321788.6195189,67992262.2164667,43670792.9193713,273040494.6012164,4257766.3160898,192238773.6892285,67992137.5917098,67992386.8412237,80151916.9836535,50692523.2994156,1410042769.1682034
0.0025000,0.0025000,0.0025000,inf,nan,331881.7581329,58226012.3883525,37398314.7988577,233816275.2496320,3646324.4418045,164622528.1212542,58225889.7456418,58226135.0310633,68639082.7294779,43411167.5859754,1207482135.3200316
0.0050000,0.0050000,0.0050000,inf,nan,375438.1238832,49538360.7062016,31818500.8078303,198925208.9972206,3102365.7367255,140057034.3117104,49538240.1145701,49538481.2978330,58397741.8222765,36933974.8737732,1027298177.9278890
0.0075000,0.0075000,0.0075000,inf,nan,419958.7742752,41899004.2938194,26911908.6799727,168245291.7656698,2624005.5736197,118456407.2205317,41898885.8100016,41899122.7776373,49392172.0557583,31238352.4558235,868860966.2928122
0.0100000,0.0100000,0.0100000,inf,nan,456632.6893498,35250498.6228466,22641662.5071287,141545533.2143261,2207658.8908149,99658027.8275448,35250382.2920598,35250614.9536334,41554655.5908905,26281471.8102128,730977736.9126296
0.0125000,0.0125000,0.0125000,inf,nan,544873.8517710,29517412.1435482,18959331.5786593,118522736.9739910,1848612.8581666,83448438.1044420,29517298.0003370,29517526.2867594,34796270.7898985,22007093.9552131,612082827.9294099
0.0150000,0.0150000,0.0150000,inf,nan,699704.4821813,24614072.6690686,15809905.1868230,98832618.6091598,1541511.6465904,69585249.6827614,24613960.7381847,24614184.5999524,29016023.9546052,18351344.8677117,510398375.1556753
0.0175000,0.0175000,0.0175000,inf,nan,948446.3022904,20450763.9673333,13135772.3955668,82114694.1723802,1280744.3772924,57814666.8595766,20450654.2646289,20450873.6700376,24108154.1094099,15247335.4336167,424062840.3530889
0.0200000,0.0200000,0.0200000,inf,nan,1337506.4926025,16938407.1896157,10879728.9146477,68011079.8785843,1060738.3541838,47884722.8171120,16938299.7229315,16938514.6562999,19967651.6509344,12628651.7483548,351228096.8986273
0.0225000,0.0225000,0.0225000,inf,nan,1944664.5795829,13991875.2479132,8987106.1152438,56179799.0928784,876166.7942197,39554648.7539740,13991770.0179446,13991980.4778818,16494165.4646809,10431826.1944162,290128151.1545191
0.0250000,0.0250000,0.0250000,inf,nan,2901287.0102229,11532148.6086167,7407156.0032642,46303434.9980356,722084.0601493,32600966.1403118,11532045.6097475,11532251.6074860,13594544.2582604,8597944.7216134,239123828.5718570
0.0275000,0.0275000,0.0275000,inf,nan,4433147.9963068,9487540.9442824,6093838.8141180,38094047.2573226,594002.6631987,26820948.6105187,9487440.1653754,9487641.7231894,11184281.4072595,7073560.6478426,196728166.5385507
0.0300000,0.0300000,0.0300000,inf,nan,6937277.9695464,7794215.5119561,5006155.0466637,31295240.3076544,487925.8408331,22034078.4177106,7794116.9370956,7794314.0868166,9188123.6820462,5811079.6517197,161617097.6470113
0.0325000,0.0325000,0.0325000,inf,nan,11130886.8499727,6396189.1174129,4108148.3492841,25682174.2651289,400348.0214553,18082054.3346124,6396092.7265934,6396285.5082323,7540075.9209695,4768762.7281711,132629508.0141257
0.0350000,0.0350000,0.0350000,inf,nan,14661731.3442166,5244988.6954034,3368685.2401720,21060181.4141420,328233.5026588,14827817.7657899,5244894.4651642,5245082.9256427,6182996.1938281,3910470.1473298,108760094.2857323
0.0375000,0.0375000,0.0375000,inf,nan,9323244.6897760,4299091.9325978,2761096.0701356,17262516.1654417,268981.5710506,12153968.7330197,4298999.8366004,4299184.0285952,5067936.3864911,3205244.4036310,89147745.4010145
0.0400000,0.0400000,0.0400000,inf,nan,6797625.9762171,3523251.7833263,2262741.3611769,14147639.4670707,220384.3179874,9960854.0528321,3523161.7928781,3523341.7737744,4153345.9138426,2626806.5996592,73061519.8836658
0.0425000,0.0425000,0.0425000,inf,nan,6026797.2311518,2887777.2251754,1854549.9929440,11596328.1463316,180581.6853956,8164532.2244538,2887689.3096992,2887865.1406516,3404223.8465701,2153020.2040442,59885718.7738870
0.0450000,0.0450000,0.0450000,inf,nan,6705103.6246960,2367819.9718861,1520561.1762939,9508808.7538284,148016.8597024,6694755.5431396,2367734.0993380,2367905.8444343,2791278.0606510,1765359.2509030,49105084.8635264
0.0475000,0.0475000,0.0475000,inf,nan,9095965.2401187,1942699.1002748,1247490.7462758,7802044.1456279,121394.0198652,5493059.7298158,1942615.2375141,1942782.9630356,2290129.0813609,1448404.8065779,40290790.5115781
0.0500000,0.0500000,0.0500000,inf,nan,7740524.2460840,1595282.1923364,1024333.7284912,6407247.4074621,99639.6088345,4511013.6073355,1595200.3054498,1595364.0792231,1880580.5495715,1189383.5720114,33087599.3487684
0.0525000,0.0525000,0.0525000,inf,nan,4903133.4749810,1311431.9665753,842008.9487197,5267659.0727868,81867.6943554,3708654.1396288,1311352.0211590,1311511.9119917,1545966.8892911,977755.3114731,27202387.5686260
0.0550000,0.0550000,0.0550000,inf,nan,3275004.4445887,1079520.7449732,693047.1979514,4336596.9832001,67349.5693219,3053113.4190059,1079442.7063759,1079598.7835704,1272580.9424865,804850.8570362,22394073.1123630
0.0575000,0.0575000,0.0575000,inf,nan,2348349.1166909,890010.7871829,571321.6926740,3575770.8252223,55487.4710396,2517431.9957416,889934.6207139,890086.9536518,1049179.2507466,663559.2212296,18464911.6338260
0.0600000,0.0600000,0.0600000,inf,nan,1860896.0142600,735095.9247561,471817.9002228,2953842.9536544,45792.1354161,2079545.6044839,735021.5958603,735170.2536518,866559.5998040,548060.4127329,15253064.2951553
0.0625000,0.0625000,0.0625000,inf,nan,1683644.4100437,607630.5836243,389916.8914939,2442520.1814562,37799.9631950,1719514.4236380,607556.8054510,607704.3617976,716298.5096793,453026.9550342,12612246.1419631
0.0650000,0.0650000,0.0650000,inf,nan,1770028.0931612,502502.0048004,322401.3263905,2020349.4356735,31228.0792232,1422278.4053790,502429.9931216,502574.0164792,592368.8616898,374646.9635802,10432061.4647967
0.0675000,0.0675000,0.0675000,inf,nan,1613899.0340263,416317.9091154,267053.7387111,1674248.8794442,25841.9784349,1178601.2789707,416247.6307027,416388.1875280,490771.7055212,310391.2801225,8644723.9090103
0.0700000,0.0700000,0.0700000,inf,nan,1164014.8032832,345594.1794227,221636.1021387,1390230.3567594,21423.3885542,978634.2888095,345525.6012418,345662.7576036,407399.8286884,257662.2754035,7177994.0733986
0.0725000,0.0725000,0.0725000,inf,nan,881947.9324059,287493.7324723,184326.0131150,1156903.5214919,17794.5811453,814357.7356585,287426.8217501,287560.6431945,338908.7673694,214344.7247775,5973048.4502491
0.0750000,0.0750000,0.0750000,inf,nan,715547.5388811,239706.8962896,153639.8532720,964995.5191204,14810.8763237,679242.7978662,239641.6205673,239772.1720119,282575.7906193,178716.6219960,4981998.9306064
0.0775000,0.0775000,0.0775000,inf,nan,626602.3382372,200353.3913338,128369.8282058,806957.4214310,12354.5009011,567974.4325909,200289.7185070,200417.0641605,236184.3519554,149376.0999740,4165860.3223492
0.0800000,0.0800000,0.0800000,inf,nan,491055.5467023,167902.2234372,107532.5113408,676642.5860333,10329.5687585,476224.9171020,167840.1217857,167964.3250887,197929.6560462,125181.7059200,3492889.3059537
0.0825000,0.0825000,0.0825000,inf,nan,411411.1196528,141106.3525071,90326.8786782,569044.3461314,8657.9870328,400469.1627984,141045.7907146,141166.9142995,166341.6436418,105203.6927288,2937229.7872507
0.0850000,0.0850000,0.0850000,inf,nan,375365.0942725,118949.4994490,76100.1403570,480082.4384200,7276.1229064,337834.3443946,118890.4466159,119008.5522820,140222.2855113,88684.3601861,2477809.9472258
0.0875000,0.0875000,0.0875000,inf,nan,373632.2720138,100602.8907343,64319.9555815,406429.3321514,6132.0931390,285977.6224698,100545.3163838,100660.4650848,118594.5912607,75005.8053121,2097445.3528467
0.0900000,0.0900000,0.0900000,inf,nan,334925.1386127,85390.1165721,54551.8593077,345369.1348289,5183.5620648,242986.8023936,85333.9906506,85446.2424936,100661.1827817,63663.7219113,1782110.3031870
0.0925000,0.0925000,0.0925000,inf,nan,329851.2552611,72758.5988447,46440.9347301,294683.0360129,4395.9538229,207299.6780891,72703.8917186,72813.3059707,85770.6595477,54246.1281171,1520346.2263943
0.0950000,0.0950000,0.0950000,inf,nan,357676.5819395,62256.4343973,39696.9386577,252556.3328184,3741.0014663,177638.5709508,62203.1168462,62309.7519483,73390.3005848,46416.1016025,1302781.5311657
0.0975000,0.0975000,0.0975000,inf,nan,422538.2551351,53513.6040746,34082.2312579,217502.9835151,3195.5696754,152957.2098864,53461.6472820,53565.5608671,63083.9129550,39897.7697307,1121741.9787862
0.1000000,0.1000000,0.1000000,inf,nan,534302.7070233,46226.7241848,29401.9812963,188304.3837557,2740.6994696,132397.6251725,46176.0997270,46277.3486427,54493.8561905,34464.9408095,970934.5051981
0.1025000,0.1025000,0.1025000,inf,nan,710669.9690195,40146.6705774,25496.2165966,163959.6764066,2360.8329276,115255.1628338,40097.3504108,40195.9907440,47326.4530756,29931.8770592,845190.6060583
0.1050000,0.1050000,0.1050000,inf,nan,711125.5699468,35068.5314319,22233.3703227,143254.3796312,2043.1838156,100726.4336125,35020.4878808,35116.5749830,41340.1456053,26145.8037832,738707.0565746
0.1075000,0.1075000,0.1075000,inf,nan,692914.6322035,30234.8044076,19206.2283793,123005.4606346,1789.9398671,86474.1416686,30186.1057822,30283.5030329,35641.9606275,22541.9551714,634172.8606910
0.1100000,0.1100000,0.1100000,inf,nan,755139.4764474,25996.1047138,16491.4539442,105919.0106494,1540.3961844,74448.2858522,25948.6386264,26043.5708012,30645.2169555,19381.7369939,545969.0454788
0.1125000,0.1125000,0.1125000,inf,nan,908174.6751145,22413.2294597,14197.5667356,91469.3507858,1321.0708588,64278.7599240,22366.9687038,22459.4902156,26421.5845808,16710.4773332,471380.9481794
0.1150000,0.1150000,0.1150000,inf,nan,1041062.3965799,19378.0165628,12255.1167447,79221.9152393,1135.7273229,55659.6078253,19332.9342897,19423.0988359,22843.5578435,14447.5345294,408164.4387098
0.1175000,0.1175000,0.1175000,inf,nan,1320071.5250683,16800.9305339,10606.6170003,68816.9391548,978.7837502,48337.5385950,16757.0002530,16844.8608148,19805.5888348,12526.1542237,354461.6778975
0.1200000,0.1200000,0.1200000,inf,nan,1762260.7801760,14607.7455519,9204.4129238,59956.1426261,845.6152886,42102.5508061,14564.9411306,14650.5499733,17220.1772765,10890.9963811,308732.3487918
0.1225000,0.1225000,0.1225000,inf,nan,2474634.6849792,12736.8352965,8008.9414457,52391.8505565,732.3844061,36780.2720463,12695.1309607,12778.5396324,15014.6756710,9496.1146898,269697.4676238
0.1250000,0.1250000,0.1250000,inf,nan,3499839.6192622,11136.9563496,6987.3071808,45918.0938908,635.9021053,32225.6934512,11096.3266841,11177.5860152,13128.6762889,8303.3039472,236293.4273237
0.1275000,0.1275000,0.1275000,inf,nan,3436649.6545933,9765.4333390,6112.1166755,40363.3235289,553.5143108,28318.0397032,9725.8532881,9805.0133900,11511.8717452,7280.7469693,207634.3695528
0.1300000,0.1300000,0.1300000,inf,nan,4168469.5872370,8586.6713139,5360.5228687,35584.4377607,483.0087619,24956.5638651,8548.1161826,8625.2264452,10122.3013308,6401.9054735,182981.3403126
0.1325000,0.1325000,0.1325000,inf,nan,5621576.1484429,7570.9348745,4713.4409161,31461.8804136,422.5386214,22057.0960925,7533.3803296,7608.4894194,8924.9118027,5644.6098425,161716.9751746
0.1350000,0.1350000,0.1350000,inf,nan,6560976.9754019,6693.3449452,4154.9038315,27895.6125517,370.5597225,19549.2074065,6656.7670168,6729.9228735,7890.3747412,4990.3111549,143324.6959288
0.1375000,0.1375000,0.1375000,inf,nan,6927649.4028475,5933.0532907,3671.5323140,24801.7975535,325.7789540,17373.8757534,5897.4283740,5968.6782074,6994.1134375,4423.4657352,127371.5914589
0.1400000,0.1400000,0.1400000,inf,nan,4203292.5959248,5272.5623408,3252.0979253,22110.0693707,287.1117507,15481.5626792,5237.8671980,5307.2574837,6215.5010770,3931.0280405,113494.3104459
0.1425000,0.1425000,0.1425000,inf,nan,2632845.9931293,4697.1639376,2887.1626654,19761.2780640,253.6470352,13830.6260540,4663.3756998,4730.9521755,5537.1991123,3502.0322105,101387.4189677
0.1450000,0.1450000,0.1450000,inf,nan,1695982.4991217,4194.4755262,2568.7811489,17705.6264127,224.6182651,12386.0081494,4161.5716958,4227.3793566,4944.6105072,3127.2462691,90793.7777997
0.1475000,0.1475000,0.1475000,inf,nan,1119885.4741878,3754.0562899,2290.2541384,15901.1273763,199.3794868,11118.1496283,3722.0147429,3786.0978369,4425.4272220,2798.8859282,81496.5767523
