# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1725000,0.1725000,0.1725000,1644.9566431,0.9771456,594.7064161
0.1750000,0.1750000,0.1750000,1446.4186551,0.9671683,493.5704172
0.1775000,0.1775000,0.1775000,1272.7980622,0.9567212,411.3536902
0.1800000,0.1800000,0.1800000,1120.8607808,0.9458616,344.1956189
0.1825000,0.1825000,0.1825000,987.8065810,0.9346433,289.0891625
0.1850000,0.1850000,0.1850000,871.2087646,0.9231166,243.6781068
0.1875000,0.1875000,0.1875000,768.9626238,0.9113281,206.1056609
0.1900000,0.1900000,0.1900000,679.2413176,0.8993214,174.9006234
0.1925000,0.1925000,0.1925000,600.4580339,0.8871366,148.8912384
0.1950000,0.1950000,0.1950000,531.2334906,0.8748110,127.1395996
0.1975000,0.1975000,0.1975000,470.3679853,0.8623787,108.8914034
0.2000000,0.2000000,0.2000000,416.8173273,0.8498711,93.5372393
0.2025000,0.2025000,0.2025000,369.6720896,0.8373171,80.5826062
0.2050000,0.2050000,0.2050000,328.1397072,0.8247428,69.6245641
0.2075000,0.2075000,0.2075000,291.5290176,0.8121721,60.3334620
0.2100000,0.2100000,0.2100000,259.2368997,0.7996267,52.4385684
0.2125000,0.2125000,0.2125000,230.7367193,0.7871261,45.7167176
0.2150000,0.2150000,0.2150000,205.5683293,0.7746880,39.9832954
0.2175000,0.2175000,0.2175000,183.3294125,0.7623282,35.0850439
0.2200000,0.2200000,0.2200000,163.6679795,0.7500608,30.8942770
0.2225000,0.2225000,0.2225000,146.2758672,0.7378985,27.3041796
0.2250000,0.2250000,0.2250000,130.8830995,0.7258523,24.2248981
0.2275000,0.2275000,0.2275000,117.2529938,0.7139322,21.5801317
0.2300000,0.2300000,0.2300000,105.1779130,0.7021466,19.3039683
0.2325000,0.2325000,0.2325000,94.4755751,0.6905032,17.3379470
0.2350000,0.2350000,0.2350000,84.9858460,0.6790082,15.6287260
0.2375000,0.2375000,0.2375000,76.5679487,0.6676671,14.1270106
0.2400000,0.2400000,0.2400000,69.0980299,0.6564831,12.7881819
0.2425000,0.2425000,0.2425000,62.4670252,0.6454564,11.5743299
0.2450000,0.2450000,0.2450000,56.5787653,0.6345785,10.4565194
0.2475000,0.2475000,0.2475000,51.3482736,0.6238251,9.4157715
0.2500000,0.2500000,0.2500000,46.7002269,0.6131450,8.4418691
0.2525000,0.2525000,0.2525000,42.5675915,0.6024521,7.5303138
0.2550000,0.2550000,0.2550000,38.8904749,0.5916233,6.6786929
0.2575000,0.2575000,0.2575000,35.6152421,0.5805101,5.8838699
0.2600000,0.2600000,0.2600000,32.6939095,0.5689638,5.1408847
0.2625000,0.2625000,0.2625000,30.0837773,0.5568693,4.4435869
0.2650000,0.2650000,0.2650000,27.7472024,0.5441780,3.7862362
0.2675000,0.2675000,0.2675000,25.6513924,0.5309278,3.1649685
0.2700000,0.2700000,0.2700000,23.7681120,0.5172419,2.5783221
0.2725000,0.2725000,0.2725000,22.0732394,0.5033062,2.0267103
0.2750000,0.2750000,0.2750000,20.5461689,0.4893306,1.5113141
