# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,24984855244936.7656250,9074555791575352320.0000000,5813832322467073024.0000000,36655881177976033280.0000000,558626971381407616.0000000,25798730957329547264.0000000,9074555791575356416.0000000,9074555791575348224.0000000,10697438484312236032.0000000,6765654147993213952.0000000,189214164468328529920.0000000
0.0025000,0.0025000,0.0025000,inf,nan,2809059667669.4267578,505139067123405248.0000000,323629486913002432.0000000,2040465457340195840.0000000,31096211487699700.0000000,1436097501095600896.0000000,505139067123408576.0000000,505139067123401920.0000000,595477533081253888.0000000,376613059999005376.0000000,10532688185807265792.0000000
0.0050000,0.0050000,0.0050000,inf,nan,484760096840.0789795,49170032411719296.0000000,31501963283115388.0000000,198618082361591968.0000000,3026892609162997.0000000,139789149922837408.0000000,49170032411721976.0000000,49170032411716616.0000000,57963542136611096.0000000,36659362880566752.0000000,1025247608010817280.0000000
0.0075000,0.0075000,0.0075000,inf,nan,111567266152.3820801,6984928612466325.0000000,4475062418655683.5000000,28215013574231964.0000000,429990121264109.9375000,19857974233413440.0000000,6984928612468535.0000000,6984928612464115.0000000,8234104882416434.0000000,5207705184229774.0000000,145643210457064416.0000000
0.0100000,0.0100000,0.0100000,inf,nan,31621826404.5596619,1303222856264365.5000000,834941045492106.3750000,5264255789517896.0000000,80226005431929.6406250,3705029434342869.5000000,1303222856266229.7500000,1303222856262501.2500000,1536289671520939.0000000,971634901559616.8750000,27173586553259052.0000000
0.0125000,0.0125000,0.0125000,inf,nan,10649041618.1150970,298729376185379.2500000,191388152924806.4687500,1206691446332581.0000000,18389688087606.5390625,849280031600427.2500000,298729376186977.5625000,298729376183780.9375000,352153780151622.9375000,222721606383464.8125000,6228826208100898.0000000
0.0150000,0.0150000,0.0150000,inf,nan,5010897380.6932011,80431572675948.0312500,51530418831496.5078125,324896382053136.4375000,4951341759347.7705078,228664925126720.0937500,80431572677335.4531250,80431572674560.6093750,94815858832035.9687500,59966814442845.2265625,1677084147797534.7500000
0.0175000,0.0175000,0.0175000,inf,nan,3137755448.5476952,24643778497419.2343750,15788628140375.3359375,99546416804949.8906250,1517062568370.7287598,70061641645736.3046875,24643778498635.2539062,24643778496203.2148438,29051042337731.1367188,18373492437842.5898438,513849111066078.1875000
0.0200000,0.0200000,0.0200000,inf,nan,1348606922.5843580,8395737457491.2519531,5378930455728.3964844,33913859621800.2070312,516838443682.1077271,23868871898327.8007812,8395737458565.2041016,8395737456417.2998047,9897221092114.4257812,6259552231468.1474609,175060108616251.9687500
0.0225000,0.0225000,0.0225000,inf,nan,626335831.8417308,3125369717210.2900391,2002342888633.5341797,12624663758435.3632812,192396425170.8569031,8885349046612.4316406,3125369718164.5400391,3125369716256.0400391,3684307095409.3857422,2330160404202.5898438,65167309695678.4140625
