# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,41054578.5734217,41054578.5734217
0.0050000,0.0050000,0.0050000,21254326.0249539,21254326.0249539
0.0100000,0.0100000,0.0100000,12039098.2279906,12039098.2279906
0.0150000,0.0150000,0.0150000,7595809.8352985,7595809.8352985
0.0200000,0.0200000,0.0200000,5074420.5844761,5074420.5844761
0.0250000,0.0250000,0.0250000,3690368.5841755,3690368.5841755
0.0300000,0.0300000,0.0300000,2951614.6685927,2951614.6685927
0.0350000,0.0350000,0.0350000,2460574.9072497,2460574.9072497
0.0400000,0.0400000,0.0400000,2061147.1352253,2061147.1352253
0.0450000,0.0450000,0.0450000,1653381.0366834,1653381.0366834
0.0500000,0.0500000,0.0500000,1382703.4938428,1382703.4938428
0.0550000,0.0550000,0.0550000,1067284.0024716,1067284.0024716
0.0600000,0.0600000,0.0600000,820503.1106992,820503.1106992
0.0650000,0.0650000,0.0650000,639411.2620812,639411.2620812
0.0700000,0.0700000,0.0700000,505910.2733789,505910.2733789
0.0750000,0.0750000,0.0750000,405815.7179391,405815.7179391
0.0800000,0.0800000,0.0800000,315134.2608918,315134.2608918
0.0850000,0.0850000,0.0850000,230939.6773569,230939.6773569
0.0900000,0.0900000,0.0900000,170526.0068975,170526.0068975
0.0950000,0.0950000,0.0950000,126867.6597599,126867.6597599
0.1000000,0.1000000,0.1000000,95054.8969541,95054.8969541
0.1050000,0.1050000,0.1050000,71686.9222413,71686.9222413
0.1100000,0.1100000,0.1100000,54390.1680962,54390.1680962
0.1150000,0.1150000,0.1150000,41494.4985544,41494.4985544
0.1200000,0.1200000,0.1200000,31814.8412173,31814.8412173
0.1250000,0.1250000,0.1250000,24503.2213641,24503.2213641
0.1300000,0.1300000,0.1300000,18947.8919661,18947.8919661
0.1350000,0.1350000,0.1350000,14704.0678511,14704.0678511
0.1400000,0.1400000,0.1400000,11445.9661124,11445.9661124
0.1450000,0.1450000,0.1450000,8933.3011734,8933.3011734
