# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,368001880.5608183
0.0050000,0.0050000,0.0050000,334008689.9088507
0.0100000,0.0100000,0.0100000,287395548.7137654
0.0150000,0.0150000,0.0150000,236981553.7896551
0.0200000,0.0200000,0.0200000,186143420.0805778
0.0250000,0.0250000,0.0250000,141998931.6942715
0.0300000,0.0300000,0.0300000,104692454.4745835
0.0350000,0.0350000,0.0350000,74655925.1964978
0.0400000,0.0400000,0.0400000,52127242.2548323
0.0450000,0.0450000,0.0450000,35779193.9070180
0.0500000,0.0500000,0.0500000,24233211.2759180
0.0550000,0.0550000,0.0550000,16284909.6801268
0.0600000,0.0600000,0.0600000,10893864.7158484
0.0650000,0.0650000,0.0650000,7275485.2801005
0.0700000,0.0700000,0.0700000,4847001.2246612
0.0750000,0.0750000,0.0750000,3229427.1784398
0.0800000,0.0800000,0.0800000,2158769.3595728
0.0850000,0.0850000,0.0850000,1449394.1532022
0.0900000,0.0900000,0.0900000,978217.2448855
0.0950000,0.0950000,0.0950000,664104.3108692
0.1000000,0.1000000,0.1000000,453733.9716869
0.1050000,0.1050000,0.1050000,312091.2208918
0.1100000,0.1100000,0.1100000,216160.9569662
0.1150000,0.1150000,0.1150000,150780.8475416
0.1200000,0.1200000,0.1200000,105928.3103448
0.1250000,0.1250000,0.1250000,74950.2087630
0.1300000,0.1300000,0.1300000,53408.3483596
0.1350000,0.1350000,0.1350000,38325.8640125
0.1400000,0.1400000,0.1400000,27694.2582710
0.1450000,0.1450000,0.1450000,20149.9600630
0.1500000,0.1500000,0.1500000,14761.2971389
0.1550000,0.1550000,0.1550000,10859.0452017
0.1600000,0.1600000,0.1600000,8028.2859144
0.1650000,0.1650000,0.1650000,5970.9964544
0.1700000,0.1700000,0.1700000,4467.3897551
0.1750000,0.1750000,0.1750000,3362.4675681
0.1800000,0.1800000,0.1800000,2546.2545609
0.1850000,0.1850000,0.1850000,1940.2583801
0.1900000,0.1900000,0.1900000,1509.9716470
0.1950000,0.1950000,0.1950000,1167.4436383
0.2000000,0.2000000,0.2000000,909.0053392
0.2050000,0.2050000,0.2050000,711.3567204
0.2100000,0.2100000,0.2100000,557.4642185
0.2150000,0.2150000,0.2150000,438.3347626
0.2200000,0.2200000,0.2200000,342.9475389
0.2250000,0.2250000,0.2250000,264.1512308
0.2300000,0.2300000,0.2300000,199.6031629
0.2350000,0.2350000,0.2350000,146.5124390
0.2400000,0.2400000,0.2400000,102.7353762
0.2450000,0.2450000,0.2450000,65.8380689
0.2500000,0.2500000,0.2500000,34.7685498
0.2550000,0.2550000,0.2550000,10.4641319
0.2600000,0.2600000,0.2600000,-7.8324105
0.2650000,0.2650000,0.2650000,-21.4678932
0.2700000,0.2700000,0.2700000,-31.6135886
0.2750000,0.2750000,0.2750000,-39.1966780
0.2800000,0.2800000,0.2800000,-44.9347133
0.2850000,0.2850000,0.2850000,-49.2262901
0.2900000,0.2900000,0.2900000,-52.3896741
0.2950000,0.2950000,0.2950000,-54.8877676
0.3000000,0.3000000,0.3000000,-56.8313448
