# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,3228145.0272101,3771730097.0461869,2416440482.7070723,15235671000.2282124,232173892.9827729,10722996584.6634521,3771730503.3638277,3771729690.7285461,4446261791.6833773,2812062867.0201159,78645058614.9995880
0.0025000,0.0025000,0.0025000,inf,nan,2385894.6804765,2222908512.0535245,1424153961.1932681,8979303402.0815258,136832490.7096395,6319711466.1063356,2222908889.7955523,2222908134.3114967,2620450808.8454309,1657318610.4764135,46350297405.0503998
0.0050000,0.0050000,0.0050000,inf,nan,1671422.2478848,1339778843.6008031,858358281.7715819,5411947740.8394918,82470061.0714425,3808976314.2194376,1339779195.2949240,1339778491.9066823,1579383287.8638892,998889697.6110522,27935957314.7684669
0.0075000,0.0075000,0.0075000,inf,nan,1233022.0888304,824438673.8654735,528195318.1258389,3330250667.8360553,50748070.0260462,2343860561.5174541,824439001.7248462,824438346.0061008,971880299.1934450,614671071.6994382,17190443815.2750778
0.0100000,0.0100000,0.0100000,inf,nan,978067.4626142,517260721.7590721,331396167.2546694,2089409977.6697083,31840082.7971147,1470546813.2403059,517261027.7287435,517260415.7894008,609767009.9186226,385650518.6746662,10785349909.1125450
0.0125000,0.0125000,0.0125000,inf,nan,855469.4565626,330550283.4597150,211777215.9627597,1335189357.2667344,20347761.1070703,939720483.4138788,330550569.2545145,330549997.6649156,389665500.3835084,246446101.3602203,6892141884.0694427
0.0150000,0.0150000,0.0150000,inf,nan,726828.2978837,215008199.3017620,137753848.4847121,868448299.1468412,13236349.7419523,611224763.7747225,215008466.4374620,215007932.1660621,253460008.2340842,160302184.3569475,4482875685.8343163
0.0175000,0.0175000,0.0175000,inf,nan,582742.0225423,142322744.6517092,91187532.0083263,574823457.9120984,8763049.1716437,404569748.4955120,142322994.4708288,142322494.8325895,167775573.9012137,106110589.8539474,2967218813.2007151
0.0200000,0.0200000,0.0200000,inf,nan,509419.1893821,95909631.3473095,61453181.9332083,387323626.8042793,5906979.7970659,272606452.4548113,95909865.0406232,95909397.6539958,113061994.9841969,71506684.1905190,1999369171.8609529
0.0225000,0.0225000,0.0225000,inf,nan,493967.4604392,65873121.3245161,42210882.0797870,265975552.8156736,4058994.2596712,187201358.5949352,65873339.9490925,65872902.6999398,77653791.4718485,49112569.9997601,1372988724.5458784
0.0250000,0.0250000,0.0250000,inf,nan,418205.0210097,46205528.6807415,29611680.9333417,186511541.9214421,2849282.7458269,131274656.0483671,46205733.1751602,46205324.1863227,54468870.1078060,34449138.2233057,962809995.4323071
0.0275000,0.0275000,0.0275000,inf,nan,367513.3330292,33199788.6984237,21280567.5436069,133957152.0949626,2049653.3315494,94287202.7521759,33199979.8956833,33199597.5011641,39137199.1589130,24752538.1163583,691536357.8014594
