# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,151412966.5600176
0.0050000,0.0050000,0.0050000,68967167.3271457
0.0100000,0.0100000,0.0100000,33637701.1178389
0.0150000,0.0150000,0.0150000,17674661.4624947
0.0200000,0.0200000,0.0200000,10094989.9192617
0.0250000,0.0250000,0.0250000,6318504.8910610
0.0300000,0.0300000,0.0300000,4350185.9778946
0.0350000,0.0350000,0.0350000,3293663.2059054
0.0400000,0.0400000,0.0400000,2714415.2476788
0.0450000,0.0450000,0.0450000,2235573.9739267
0.0500000,0.0500000,0.0500000,1804873.3733187
0.0550000,0.0550000,0.0550000,1444689.3932242
0.0600000,0.0600000,0.0600000,1198397.6042657
0.0650000,0.0650000,0.0650000,894836.7917624
0.0700000,0.0700000,0.0700000,679939.3736865
0.0750000,0.0750000,0.0750000,524970.2180532
0.0800000,0.0800000,0.0800000,411241.1498994
0.0850000,0.0850000,0.0850000,326350.8135816
0.0900000,0.0900000,0.0900000,252256.1459863
0.0950000,0.0950000,0.0950000,183462.9915420
0.1000000,0.1000000,0.1000000,134479.9662332
0.1050000,0.1050000,0.1050000,99300.6031078
0.1100000,0.1100000,0.1100000,73827.4643592
0.1150000,0.1150000,0.1150000,55239.4222445
0.1200000,0.1200000,0.1200000,41576.4112715
0.1250000,0.1250000,0.1250000,31464.6018051
0.1300000,0.1300000,0.1300000,23932.8883405
0.1350000,0.1350000,0.1350000,18289.2468383
0.1400000,0.1400000,0.1400000,14036.6883445
0.1450000,0.1450000,0.1450000,10815.6340951
0.1500000,0.1500000,0.1500000,8364.0758592
0.1550000,0.1550000,0.1550000,6489.8102560
0.1600000,0.1600000,0.1600000,5050.9371709
0.1650000,0.1650000,0.1650000,3942.0593428
0.1700000,0.1700000,0.1700000,3084.4450946
0.1750000,0.1750000,0.1750000,2418.9664562
0.1800000,0.1800000,0.1800000,1900.9949393
0.1850000,0.1850000,0.1850000,1511.9452637
0.1900000,0.1900000,0.1900000,1195.5268733
0.1950000,0.1950000,0.1950000,947.2851997
0.2000000,0.2000000,0.2000000,752.0882059
0.2050000,0.2050000,0.2050000,598.2769040
0.2100000,0.2100000,0.2100000,476.8311630
0.2150000,0.2150000,0.2150000,380.7358973
0.2200000,0.2200000,0.2200000,304.5128062
0.2250000,0.2250000,0.2250000,243.8964206
0.2300000,0.2300000,0.2300000,195.5908380
0.2350000,0.2350000,0.2350000,157.0305074
0.2400000,0.2400000,0.2400000,126.1374298
0.2450000,0.2450000,0.2450000,101.1839418
0.2500000,0.2500000,0.2500000,80.9130535
0.2550000,0.2550000,0.2550000,64.5378733
0.2600000,0.2600000,0.2600000,51.4453148
0.2650000,0.2650000,0.2650000,41.0572966
0.2700000,0.2700000,0.2700000,32.8523913
0.2750000,0.2750000,0.2750000,26.3902371
0.2800000,0.2800000,0.2800000,21.3122231
0.2850000,0.2850000,0.2850000,17.3309574
0.2900000,0.2900000,0.2900000,14.2167627
0.2950000,0.2950000,0.2950000,11.7843322
0.3000000,0.3000000,0.3000000,9.8810448
0.3050000,0.3050000,0.3050000,8.3783976
0.3100000,0.3100000,0.3100000,7.1681879
0.3150000,0.3150000,0.3150000,6.1639413
0.3200000,0.3200000,0.3200000,5.3044509
0.3250000,0.3250000,0.3250000,4.5534991
0.3300000,0.3300000,0.3300000,3.8931929
0.3350000,0.3350000,0.3350000,3.3146561
0.3400000,0.3400000,0.3400000,2.8110741
0.3450000,0.3450000,0.3450000,2.3747105
0.3500000,0.3500000,0.3500000,1.9966840
0.3550000,0.3550000,0.3550000,1.6676604
0.3600000,0.3600000,0.3600000,1.3782467
0.3650000,0.3650000,0.3650000,1.1192343
0.3700000,0.3700000,0.3700000,0.8826281
0.3750000,0.3750000,0.3750000,0.6632429
0.3800000,0.3800000,0.3800000,0.4593777
0.3850000,0.3850000,0.3850000,0.2717194
0.3900000,0.3900000,0.3900000,0.1012612
0.3950000,0.3950000,0.3950000,-0.0523158
0.4000000,0.4000000,0.4000000,-0.1910187
0.4050000,0.4050000,0.4050000,-0.3178226
0.4100000,0.4100000,0.4100000,-0.4354539
0.4150000,0.4150000,0.4150000,-0.5453370
0.4200000,0.4200000,0.4200000,-0.6472410
0.4250000,0.4250000,0.4250000,-0.7398117
0.4300000,0.4300000,0.4300000,-0.8215626
0.4350000,0.4350000,0.4350000,-0.8915798
0.4400000,0.4400000,0.4400000,-0.9496860
0.4450000,0.4450000,0.4450000,-0.9963880
0.4500000,0.4500000,0.4500000,-1.0328017
0.4550000,0.4550000,0.4550000,-1.0604118
0.4600000,0.4600000,0.4600000,-1.0805843
0.4650000,0.4650000,0.4650000,-1.0941597
0.4700000,0.4700000,0.4700000,-1.1015205
0.4750000,0.4750000,0.4750000,-1.1029991
0.4800000,0.4800000,0.4800000,-1.0991905
0.4850000,0.4850000,0.4850000,-1.0910587
0.4900000,0.4900000,0.4900000,-1.0799654
0.4950000,0.4950000,0.4950000,-1.0675236
0.5000000,0.5000000,0.5000000,-1.0551922
0.5050000,0.5050000,0.5050000,-1.0438818
0.5100000,0.5100000,0.5100000,-1.0338159
0.5150000,0.5150000,0.5150000,-1.0245841
0.5200000,0.5200000,0.5200000,-1.0152695
0.5250000,0.5250000,0.5250000,-1.0046585
0.5300000,0.5300000,0.5300000,-0.9915476
0.5350000,0.5350000,0.5350000,-0.9750423
0.5400000,0.5400000,0.5400000,-0.9547235
0.5450000,0.5450000,0.5450000,-0.9306479
0.5500000,0.5500000,0.5500000,-0.9032359
