# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol],UMincline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,7336644.2076780,7336644.2076780
0.0050000,0.0050000,0.0050000,5025824.1095448,5025824.1095448
0.0100000,0.0100000,0.0100000,3442693.1362982,3442693.1362982
0.0150000,0.0150000,0.0150000,2367432.0655723,2367432.0655723
0.0200000,0.0200000,0.0200000,1641509.6617811,1641509.6617811
0.0250000,0.0250000,0.0250000,1149888.9242857,1149888.9242857
0.0300000,0.0300000,0.0300000,811629.9760723,811629.9760723
0.0350000,0.0350000,0.0350000,582294.3012707,582294.3012707
0.0400000,0.0400000,0.0400000,426416.5808204,426416.5808204
0.0450000,0.0450000,0.0450000,320016.6290732,320016.6290732
0.0500000,0.0500000,0.0500000,246948.5381898,246948.5381898
0.0550000,0.0550000,0.0550000,196368.9770786,196368.9770786
0.0600000,0.0600000,0.0600000,161007.6970801,161007.6970801
0.0650000,0.0650000,0.0650000,135998.1491693,135998.1491693
0.0700000,0.0700000,0.0700000,118091.6863968,118091.6863968
0.0750000,0.0750000,0.0750000,105130.5170405,105130.5170405
0.0800000,0.0800000,0.0800000,95693.0268886,95693.0268886
0.0850000,0.0850000,0.0850000,88852.7210676,88852.7210676
0.0900000,0.0900000,0.0900000,81772.0748749,81772.0748749
0.0950000,0.0950000,0.0950000,68114.9762939,68114.9762939
0.1000000,0.1000000,0.1000000,57851.4950403,57851.4950403
0.1050000,0.1050000,0.1050000,49991.7324848,49991.7324848
0.1100000,0.1100000,0.1100000,40559.0805322,40559.0805322
0.1150000,0.1150000,0.1150000,33361.6445165,33361.6445165
0.1200000,0.1200000,0.1200000,27844.7473375,27844.7473375
0.1250000,0.1250000,0.1250000,23600.1642883,23600.1642883
0.1300000,0.1300000,0.1300000,20328.2587613,20328.2587613
0.1350000,0.1350000,0.1350000,17809.4462706,17809.4462706
0.1400000,0.1400000,0.1400000,15883.0173224,15883.0173224
0.1450000,0.1450000,0.1450000,14431.6548240,14431.6548240
0.1500000,0.1500000,0.1500000,13370.2821743,13370.2821743
0.1550000,0.1550000,0.1550000,12638.1393125,12638.1393125
0.1600000,0.1600000,0.1600000,12193.1933890,12193.1933890
0.1650000,0.1650000,0.1650000,12008.1489932,12008.1489932
0.1700000,0.1700000,0.1700000,12067.4386284,12067.4386284
0.1750000,0.1750000,0.1750000,12364.6615007,12364.6615007
0.1800000,0.1800000,0.1800000,12900.0158400,12900.0158400
0.1850000,0.1850000,0.1850000,11809.9655779,11809.9655779
0.1900000,0.1900000,0.1900000,10323.9302886,10323.9302886
0.1950000,0.1950000,0.1950000,8983.3113265,8983.3113265
0.2000000,0.2000000,0.2000000,7793.6120708,7793.6120708
0.2050000,0.2050000,0.2050000,6752.7056406,6752.7056406
0.2100000,0.2100000,0.2100000,5611.9537551,5611.9537551
0.2150000,0.2150000,0.2150000,4351.3285437,4351.3285437
0.2200000,0.2200000,0.2200000,3391.6707280,3391.6707280
0.2250000,0.2250000,0.2250000,2654.4401622,2654.4401622
0.2300000,0.2300000,0.2300000,2083.9374192,2083.9374192
0.2350000,0.2350000,0.2350000,1658.0516364,1639.8850959
0.2400000,0.2400000,0.2400000,1310.8253380,1292.6587975
0.2450000,0.2450000,0.2450000,1038.3175392,1020.1509987
0.2500000,0.2500000,0.2500000,823.8282851,805.6617445
0.2550000,0.2550000,0.2550000,654.6151432,636.4486027
0.2600000,0.2600000,0.2600000,520.8754306,502.7088901
0.2650000,0.2650000,0.2650000,415.0179666,396.8514260
0.2700000,0.2700000,0.2700000,331.1328561,312.9663156
0.2750000,0.2750000,0.2750000,264.5995025,246.4329620
0.2800000,0.2800000,0.2800000,211.7929729,193.6264324
0.2850000,0.2850000,0.2850000,169.8615891,151.6950486
0.2900000,0.2900000,0.2900000,136.5569151,118.3903750
0.2950000,0.2950000,0.2950000,110.1028143,91.9362873
0.3000000,0.3000000,0.3000000,89.0938509,70.9275312
0.3050000,0.3050000,0.3050000,72.4150986,54.2507521
0.3100000,0.3100000,0.3100000,59.1748814,41.0227836
0.3150000,0.3150000,0.3150000,48.6455958,30.5422773
0.3200000,0.3200000,0.3200000,40.2253650,22.2516977
0.3250000,0.3250000,0.3250000,33.4316320,15.7074023
0.3300000,0.3300000,0.3300000,27.9006007,10.5560493
0.3350000,0.3350000,0.3350000,23.3646739,6.5159677
0.3400000,0.3400000,0.3400000,19.6198312,3.3624304
0.3450000,0.3450000,0.3450000,16.5044595,0.9159972
0.3500000,0.3500000,0.3500000,13.8905049,-0.9667192
0.3550000,0.3550000,0.3550000,11.6776655,-2.4003771
0.3600000,0.3600000,0.3600000,9.7873680,-3.4767194
0.3650000,0.3650000,0.3650000,8.1591874,-4.2691926
0.3700000,0.3700000,0.3700000,6.7496356,-4.8366210
0.3750000,0.3750000,0.3750000,5.5287301,-5.2261324
0.3800000,0.3800000,0.3800000,4.4732544,-5.4870256
0.3850000,0.3850000,0.3850000,3.5619614,-5.6505791
0.3900000,0.3900000,0.3900000,2.7753895,-5.7190207
0.3950000,0.3950000,0.3950000,2.0967059,-5.7146924
0.4000000,0.4000000,0.4000000,1.5107741,-5.6551952
0.4050000,0.4050000,0.4050000,1.0028874,-5.6750867
0.4100000,0.4100000,0.4100000,0.5588752,-5.6564278
0.4150000,0.4150000,0.4150000,0.1661328,-5.5917035
0.4200000,0.4200000,0.4200000,-0.1851760,-5.4918366
