# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1950000,0.1950000,0.1950000,1841.3889718,-0.6480646,498.1180965
0.1975000,0.1975000,0.1975000,1624.5100069,-0.6439692,417.3446971
0.2000000,0.2000000,0.2000000,1434.6281054,-0.6397562,350.6291377
0.2025000,0.2025000,0.2025000,1268.1836106,-0.6354581,295.2763339
0.2050000,0.2050000,0.2050000,1122.1159290,-0.6310819,249.1573866
0.2075000,0.2075000,0.2075000,993.7893465,-0.6266346,210.5806673
0.2100000,0.2100000,0.2100000,880.9300772,-0.6221226,178.1943841
0.2125000,0.2125000,0.2125000,781.5733017,-0.6175520,150.9124555
0.2150000,0.2150000,0.2150000,694.0184923,-0.6129287,127.8577598
0.2175000,0.2175000,0.2175000,616.7916365,-0.6082582,108.3184221
0.2200000,0.2200000,0.2200000,548.6132181,-0.6035458,91.7139456
0.2225000,0.2225000,0.2225000,488.3710177,-0.5987963,77.5688224
0.2250000,0.2250000,0.2250000,435.0969567,-0.5940145,65.4918597
0.2275000,0.2275000,0.2275000,387.9473449,-0.5892047,55.1598985
0.2300000,0.2300000,0.2300000,346.1859969,-0.5843708,46.3049262
0.2325000,0.2325000,0.2325000,309.1697738,-0.5795164,38.7038273
0.2350000,0.2350000,0.2350000,276.3361783,-0.5746438,32.1701916
0.2375000,0.2375000,0.2375000,247.1926915,-0.5697543,26.5477396
0.2400000,0.2400000,0.2400000,221.3075908,-0.5648469,21.7050204
0.2425000,0.2425000,0.2425000,198.3020297,-0.5599177,17.5311200
0.2450000,0.2450000,0.2450000,177.8431840,-0.5549578,13.9321714
0.2475000,0.2475000,0.2475000,159.6381976,-0.5499343,10.8285066
0.2500000,0.2500000,0.2500000,143.4280872,-0.5446678,8.1523223
0.2525000,0.2525000,0.2525000,128.9790043,-0.5383011,5.8457592
0.2550000,0.2550000,0.2550000,116.0664211,-0.5279068,3.8593149
0.2575000,0.2575000,0.2575000,104.4535639,-0.5069070,2.1505271
0.2600000,0.2600000,0.2600000,93.8896139,-0.4678226,0.6828740
0.2625000,0.2625000,0.2625000,84.1682140,-0.4127647,-0.5751512
0.2650000,0.2650000,0.2650000,75.2043249,-0.3565501,-1.6508325
0.2675000,0.2675000,0.2675000,67.0114751,-0.3119423,-2.5679149
0.2700000,0.2700000,0.2700000,59.6109060,-0.2811696,-3.3471877
0.2725000,0.2725000,0.2725000,52.9863706,-0.2609252,-4.0069547
0.2750000,0.2750000,0.2750000,47.0896342,-0.2475017,-4.5633822
