# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,12531038533229158.0000000,12531038533229158.0000000
0.0050000,0.0050000,0.0050000,450686560660359.5625000,450686560660359.5625000
0.0100000,0.0100000,0.0100000,33393916402192.7187500,33393916402192.7187500
0.0150000,0.0150000,0.0150000,3936708041496.6894531,3936708041496.6894531
0.0200000,0.0200000,0.0200000,641422348255.0605469,641422348255.0605469
0.0250000,0.0250000,0.0250000,132654860743.5048218,132654860743.5048218
0.0300000,0.0300000,0.0300000,32945906046.5268021,32945906046.5268021
0.0350000,0.0350000,0.0350000,9459068947.6960354,9459068947.6960354
0.0400000,0.0400000,0.0400000,3055363410.4741077,3055363410.4741077
0.0450000,0.0450000,0.0450000,1088517321.0698318,1088517321.0698318
0.0500000,0.0500000,0.0500000,421640441.8600178,421640441.8600178
0.0550000,0.0550000,0.0550000,175892981.4386410,175892981.4386410
0.0600000,0.0600000,0.0600000,78668647.4578404,78668647.4578404
0.0650000,0.0650000,0.0650000,37767884.6005757,37767884.6005757
0.0700000,0.0700000,0.0700000,18993087.0180123,18993087.0180123
0.0750000,0.0750000,0.0750000,9963281.4536062,9963281.4536062
0.0800000,0.0800000,0.0800000,5512918.4292099,5512918.4292099
0.0850000,0.0850000,0.0850000,3235837.5251046,3235837.5251046
0.0900000,0.0900000,0.0900000,1952419.7182831,1952419.7182831
0.0950000,0.0950000,0.0950000,1218034.4574360,1218034.4574360
0.1000000,0.1000000,0.1000000,767096.7705042,767096.7705042
0.1050000,0.1050000,0.1050000,467998.2896369,467998.2896369
0.1100000,0.1100000,0.1100000,293969.9109657,293969.9109657
0.1150000,0.1150000,0.1150000,190158.6105305,190158.6105305
0.1200000,0.1200000,0.1200000,126664.1112869,126664.1112869
0.1250000,0.1250000,0.1250000,86884.0487130,86884.0487130
0.1300000,0.1300000,0.1300000,59083.4921026,59083.4921026
0.1350000,0.1350000,0.1350000,39705.9321711,39705.9321711
0.1400000,0.1400000,0.1400000,27122.6515751,27122.6515751
0.1450000,0.1450000,0.1450000,18778.3364301,18778.3364301
0.1500000,0.1500000,0.1500000,13058.7067390,13058.7067390
0.1550000,0.1550000,0.1550000,9214.8790362,9214.8790362
0.1600000,0.1600000,0.1600000,6592.9948130,6592.9948130
0.1650000,0.1650000,0.1650000,4778.9547469,4778.9547469
0.1700000,0.1700000,0.1700000,3506.6030113,3506.6030113
0.1750000,0.1750000,0.1750000,2602.4498081,2602.4498081
0.1800000,0.1800000,0.1800000,1951.8775259,1951.8775259
0.1850000,0.1850000,0.1850000,1499.4397850,1478.1787818
0.1900000,0.1900000,0.1900000,1130.5178486,1109.4919134
0.1950000,0.1950000,0.1950000,845.6801198,824.4056501
0.2000000,0.2000000,0.2000000,636.6412754,615.4993695
0.2050000,0.2050000,0.2050000,482.0889668,461.3258039
0.2100000,0.2100000,0.2100000,367.0981345,346.6400792
0.2150000,0.2150000,0.2150000,281.0724599,260.1988995
0.2200000,0.2200000,0.2200000,216.3863753,195.3310117
0.2250000,0.2250000,0.2250000,167.5015685,146.4321507
0.2300000,0.2300000,0.2300000,130.3634220,109.4273881
0.2350000,0.2350000,0.2350000,101.9503277,81.3323915
0.2400000,0.2400000,0.2400000,79.9366002,59.9467372
0.2450000,0.2450000,0.2450000,62.5617222,43.5459357
0.2500000,0.2500000,0.2500000,48.6321659,28.9768218
0.2550000,0.2550000,0.2550000,37.3919836,17.9501529
0.2600000,0.2600000,0.2600000,28.3275695,9.6228271
0.2650000,0.2650000,0.2650000,21.0609190,3.1591285
0.2700000,0.2700000,0.2700000,15.2928996,-2.3985911
0.2750000,0.2750000,0.2750000,10.7527816,-6.5227063
0.2800000,0.2800000,0.2800000,7.1778330,-9.5419303
0.2850000,0.2850000,0.2850000,4.3193177,-11.7645618
0.2900000,0.2900000,0.2900000,1.8376928,-13.6475324
0.2950000,0.2950000,0.2950000,-1.5469314,-18.8982501
0.3000000,0.3000000,0.3000000,-6.6308394,-26.0296531
0.3050000,0.3050000,0.3050000,-11.1681490,-30.9214099
0.3100000,0.3100000,0.3100000,-14.4045622,-34.3701691
0.3150000,0.3150000,0.3150000,-16.5617566,-36.5053922
0.3200000,0.3200000,0.3200000,-18.0159269,-37.6252697
0.3250000,0.3250000,0.3250000,-19.0134241,-37.9876492
0.3300000,0.3300000,0.3300000,-19.5883705,-37.7905630
0.3350000,0.3350000,0.3350000,-19.7273883,-37.4582615
0.3400000,0.3400000,0.3400000,-19.4769517,-37.3970442
0.3450000,0.3450000,0.3450000,-18.9256646,-36.8484267
0.3500000,0.3500000,0.3500000,-18.1688056,-35.9614297
0.3550000,0.3550000,0.3550000,-17.2921789,-34.8461041
0.3600000,0.3600000,0.3600000,-16.3665199,-33.5837153
0.3650000,0.3650000,0.3650000,-15.4434654,-32.2341551
0.3700000,0.3700000,0.3700000,-14.5544615,-30.8413782
0.3750000,0.3750000,0.3750000,-13.7145322,-29.4374188
0.3800000,0.3800000,0.3800000,-12.9282034,-28.0453750
0.3850000,0.3850000,0.3850000,-12.1930506,-26.6816389
0.3900000,0.3900000,0.3900000,-11.5004618,-25.3575699
0.3950000,0.3950000,0.3950000,-10.8379218,-24.3709620
0.4000000,0.4000000,0.4000000,-10.1939141,-23.8427367
0.4050000,0.4050000,0.4050000,-9.5619223,-23.1836527
0.4100000,0.4100000,0.4100000,-8.9412461,-22.4390056
0.4150000,0.4150000,0.4150000,-8.3354341,-21.6424338
0.4200000,0.4200000,0.4200000,-7.7500293,-20.8187991
0.4250000,0.4250000,0.4250000,-7.1907141,-19.9958123
0.4300000,0.4300000,0.4300000,-6.6622651,-19.2850496
0.4350000,0.4350000,0.4350000,-6.1682713,-18.5657751
0.4400000,0.4400000,0.4400000,-5.7112089,-17.8490444
0.4450000,0.4450000,0.4450000,-5.2923993,-17.1428363
0.4500000,0.4500000,0.4500000,-4.9117167,-16.4528028
0.4550000,0.4550000,0.4550000,-4.5673282,-15.7828380
0.4600000,0.4600000,0.4600000,-4.2558467,-15.1355111
0.4650000,0.4650000,0.4650000,-3.9729657,-14.5123963
0.4700000,0.4700000,0.4700000,-3.7142737,-13.9143240
0.4750000,0.4750000,0.4750000,-3.4758843,-13.3415735
0.4800000,0.4800000,0.4800000,-3.2547232,-12.7940188
0.4850000,0.4850000,0.4850000,-3.0485277,-12.2712411
0.4900000,0.4900000,0.4900000,-2.8556918,-11.7726137
0.4950000,0.4950000,0.4950000,-2.6750746,-11.2973670
0.5000000,0.5000000,0.5000000,-2.5058309,-10.8446376
0.5050000,0.5050000,0.5050000,-2.3472875,-10.4135054
0.5100000,0.5100000,0.5100000,-2.1988632,-10.0030217
0.5150000,0.5150000,0.5150000,-2.0600212,-9.6122293
0.5200000,0.5200000,0.5200000,-1.9302457,-9.2401787
0.5250000,0.5250000,0.5250000,-1.8090308,-8.8922777
0.5300000,0.5300000,0.5300000,-1.6958792,-8.5666199
0.5350000,0.5350000,0.5350000,-1.5903026,-8.2558013
0.5400000,0.5400000,0.5400000,-1.4918258,-7.9590919
0.5450000,0.5450000,0.5450000,-1.3999891,-7.6757881
0.5500000,0.5500000,0.5500000,-1.3143513,-7.4052148
0.5550000,0.5550000,0.5550000,-1.2344921,-7.1467268
0.5600000,0.5600000,0.5600000,-1.1600132,-6.8997089
0.5650000,0.5650000,0.5650000,-1.0905390,-6.6635757
0.5700000,0.5700000,0.5700000,-1.0257168,-6.4377715
0.5750000,0.5750000,0.5750000,-0.9652167,-6.2217693
