# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,5503365500.3489103
0.0050000,0.0050000,0.0050000,5305439759.0956249
0.0100000,0.0100000,0.0100000,4803018000.8648586
0.0150000,0.0150000,0.0150000,4095441872.6351223
0.0200000,0.0200000,0.0200000,3302816196.0304852
0.0250000,0.0250000,0.0250000,2530790853.0146174
0.0300000,0.0300000,0.0300000,1856626043.5112576
0.0350000,0.0350000,0.0350000,1313076809.3268137
0.0400000,0.0400000,0.0400000,901372214.6572844
0.0450000,0.0450000,0.0450000,604423325.1504009
0.0500000,0.0500000,0.0500000,398215130.9669391
0.0550000,0.0550000,0.0550000,259089063.4670360
0.0600000,0.0600000,0.0600000,167200323.4945917
0.0650000,0.0650000,0.0650000,107418743.4623545
0.0700000,0.0700000,0.0700000,68912144.7466145
0.0750000,0.0750000,0.0750000,44253962.0949437
0.0800000,0.0800000,0.0800000,28503642.7797435
0.0850000,0.0850000,0.0850000,18441964.0403910
0.0900000,0.0900000,0.0900000,12000107.7998174
0.0950000,0.0950000,0.0950000,7859945.2003256
0.1000000,0.1000000,0.1000000,5185509.3484666
0.1050000,0.1050000,0.1050000,3447447.4754856
0.1100000,0.1100000,0.1100000,2310293.6017079
0.1150000,0.1150000,0.1150000,1560898.4704097
0.1200000,0.1200000,0.1200000,1063289.6623748
0.1250000,0.1250000,0.1250000,730289.8100535
0.1300000,0.1300000,0.1300000,505680.0101379
0.1350000,0.1350000,0.1350000,352973.4382804
0.1400000,0.1400000,0.1400000,248328.0881806
0.1450000,0.1450000,0.1450000,176053.9190837
0.1500000,0.1500000,0.1500000,125750.3689471
0.1550000,0.1550000,0.1550000,90472.2692647
0.1600000,0.1600000,0.1600000,65547.4768118
0.1650000,0.1650000,0.1650000,47809.7111142
0.1700000,0.1700000,0.1700000,35097.4578934
0.1750000,0.1750000,0.1750000,25924.4226553
0.1800000,0.1800000,0.1800000,19261.3049464
0.1850000,0.1850000,0.1850000,14390.2859162
0.1900000,0.1900000,0.1900000,10807.3289412
0.1950000,0.1950000,0.1950000,8156.1315862
0.2000000,0.2000000,0.2000000,6183.1711572
0.2050000,0.2050000,0.2050000,4706.9019285
0.2100000,0.2100000,0.2100000,3596.5097437
0.2150000,0.2150000,0.2150000,2757.1635605
0.2200000,0.2200000,0.2200000,2119.7120611
0.2250000,0.2250000,0.2250000,1645.6846151
0.2300000,0.2300000,0.2300000,1273.1878106
0.2350000,0.2350000,0.2350000,986.7266413
0.2400000,0.2400000,0.2400000,765.6191134
0.2450000,0.2450000,0.2450000,594.3726349
0.2500000,0.2500000,0.2500000,461.3341255
0.2550000,0.2550000,0.2550000,357.7022565
0.2600000,0.2600000,0.2600000,276.7982925
0.2650000,0.2650000,0.2650000,213.5281153
0.2700000,0.2700000,0.2700000,163.9866431
0.2750000,0.2750000,0.2750000,125.1664795
0.2800000,0.2800000,0.2800000,94.7415126
0.2850000,0.2850000,0.2850000,70.9041005
0.2900000,0.2900000,0.2900000,52.2416314
0.2950000,0.2950000,0.2950000,37.6440730
0.3000000,0.3000000,0.3000000,26.2366642
0.3050000,0.3050000,0.3050000,17.3317808
0.3100000,0.3100000,0.3100000,10.3933424
0.3150000,0.3150000,0.3150000,5.0068713
0.3200000,0.3200000,0.3200000,0.8506663
0.3250000,0.3250000,0.3250000,-2.3309479
0.3300000,0.3300000,0.3300000,-4.7476069
0.3350000,0.3350000,0.3350000,-6.5732173
0.3400000,0.3400000,0.3400000,-7.9485598
0.3450000,0.3450000,0.3450000,-8.9817500
0.3500000,0.3500000,0.3500000,-9.7514159
0.3550000,0.3550000,0.3550000,-10.3128070
0.3600000,0.3600000,0.3600000,-10.7039676
0.3650000,0.3650000,0.3650000,-10.9508767
0.3700000,0.3700000,0.3700000,-11.0723786
0.3750000,0.3750000,0.3750000,-11.0846637
0.3800000,0.3800000,0.3800000,-11.0041903
0.3850000,0.3850000,0.3850000,-10.8486823
0.3900000,0.3900000,0.3900000,-10.6365417
0.3950000,0.3950000,0.3950000,-10.3855653
0.4000000,0.4000000,0.4000000,-10.1120946
0.4050000,0.4050000,0.4050000,-9.8309891
0.4100000,0.4100000,0.4100000,-9.5559290
0.4150000,0.4150000,0.4150000,-9.2993216
0.4200000,0.4200000,0.4200000,-9.0712627
0.4250000,0.4250000,0.4250000,-8.8774588
0.4300000,0.4300000,0.4300000,-8.7169630
0.4350000,0.4350000,0.4350000,-8.5814602
0.4400000,0.4400000,0.4400000,-8.4573716
0.4450000,0.4450000,0.4450000,-8.3302290
