# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,397024667.2306610,9562302.8422297,6125461.3368141,38636862.0420034,587579.1480792,27192652.7169726,9562363.6552647,9562242.0291947,11272413.6335227,7129300.3618933,199436861.2839333,9562302.8422297,6125461.3368141,38636862.0420034,587579.1480792,27192652.7169726,9562363.6552647,9562242.0291947,11272413.6335227,7129300.3618933,199436861.2839333
0.0025000,0.0025000,0.0025000,inf,nan,210134758.7010449,7132944.9664678,4569122.5891663,28822883.6223159,438126.2948199,20285520.4535623,7133010.1351163,7132879.7978193,8408592.3039465,5318060.7192468,148778317.8467001,7132944.9664678,4569122.5891663,28822883.6223159,438126.2948199,20285520.4535623,7133010.1351163,7132879.7978193,8408592.3039465,5318060.7192468,148778317.8467001
0.0050000,0.0050000,0.0050000,inf,nan,116431291.8787122,5380581.4052797,3446499.4493794,21743745.2602155,330331.2845453,15303185.4707792,5380650.4650924,5380512.3454670,6342838.1415925,4011563.0714444,112236694.6547643,5380581.4052797,3446499.4493794,21743745.2602155,330331.2845453,15303185.4707792,5380650.4650924,5380512.3454670,6342838.1415925,4011563.0714444,112236694.6547643
0.0075000,0.0075000,0.0075000,inf,nan,67282937.6029555,4104332.7593826,2628896.1136214,16587987.8629541,251830.8313234,11674536.6044694,4104405.2840210,4104260.2347441,4838346.7159245,3060039.1463834,85623324.9715695,4104332.7593826,2628896.1136214,16587987.8629541,251830.8313234,11674536.6044694,4104405.2840210,4104260.2347441,4838346.7159245,3060039.1463834,85623324.9715695
0.0100000,0.0100000,0.0100000,inf,nan,40541630.5386548,3166088.7740538,2027830.7998088,12797708.6811283,194125.0931405,9006917.6617809,3166164.3738204,3166013.1742871,3732308.2996255,2360519.0313534,66058373.8540496,3166088.7740538,2027830.7998088,12797708.6811283,194125.0931405,9006917.6617809,3166164.3738204,3166013.1742871,3732308.2996255,2360519.0313534,66058373.8540496
0.0125000,0.0125000,0.0125000,inf,nan,25617646.2474026,2470059.5537534,1581934.8510531,9985959.0589121,151318.9773311,7027991.2729689,2470137.8743080,2469981.2331989,2911802.0469273,1841585.3127662,51544453.5764975,2470059.5537534,1581934.8510531,9985959.0589121,151318.9773311,7027991.2729689,2470137.8743080,2469981.2331989,2911802.0469273,1841585.3127662,51544453.5764975
0.0150000,0.0150000,0.0150000,inf,nan,17251168.2198270,1949242.6653825,1248282.6434219,7882078.5945832,119289.1562902,5547264.6242318,1949323.3866249,1949161.9441401,2297842.8898178,1453283.4474095,40684444.0532724,1949242.6653825,1248282.6434219,7882078.5945832,119289.1562902,5547264.6242318,1949323.3866249,1949161.9441401,2297842.8898178,1453283.4474095,40684444.0532724
0.0175000,0.0175000,0.0175000,inf,nan,12779001.3246142,1556386.6796631,996602.2251624,6295192.4838497,95127.8600352,4430398.5906202,1556469.5147664,1556303.8445598,1834729.0099815,1160384.5121455,32493069.8127930,1556386.6796631,996602.2251624,6295192.4838497,95127.8600352,4430398.5906202,1556469.5147664,1556303.8445598,1834729.0099815,1160384.5121455,32493069.8127930
0.0200000,0.0200000,0.0200000,inf,nan,10894178.4885256,1257905.3691358,805376.3499718,5089627.9458999,76768.2931321,3581905.6183130,1257990.0637151,1257820.6745565,1482867.6592532,937847.8543685,26270002.0891415,1257905.3691358,805376.3499718,5089627.9458999,76768.2931321,3581905.6183130,1257990.0637151,1257820.6745565,1482867.6592532,937847.8543685,26270002.0891415
0.0225000,0.0225000,0.0225000,inf,nan,7965149.3473513,1029745.5282207,659195.1336490,4168222.2603673,62730.3028451,2933401.7875522,1029831.8596271,1029659.1968144,1213903.9855663,767740.2910291,21513696.6174722,1029745.5282207,659195.1336490,4168222.2603673,62730.3028451,2933401.7875522,1029831.8596271,1029659.1968144,1213903.9855663,767740.2910291,21513696.6174722
