# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,9491337.9229399,2787112122.1287355,1815159824.7474024,10836554607.1373672,191814178.3777842,7645128710.5718937,127674555274.4153290,1246711341134.7380371,8455702355614.4638672
0.0025000,0.0025000,0.0025000,inf,nan,6040117.0972294,1695172608.7448392,1104012104.4596128,6591005439.8729925,116662938.0076501,4649917131.2217054,77654322892.1342163,758275885607.9672852,5142934144405.1708984
0.0050000,0.0050000,0.0050000,inf,nan,3931326.3286785,1051383955.7398733,684732169.9990675,4087897641.4476328,72355577.7543162,2883988551.1498485,48163100459.6687393,470300799406.4564209,3189767957161.5595703
0.0075000,0.0075000,0.0075000,inf,nan,2613467.2115381,664269493.5418773,432616709.6393937,2582757240.9334731,45713677.7969582,1822120580.7530706,30429682730.0856018,297137542375.3007812,2015301076529.7866211
0.0100000,0.0100000,0.0100000,inf,nan,1773425.5045941,427253938.0949024,278256297.8419728,1661212170.6114817,29402203.2794711,1171975962.4751635,19572037141.2497673,191114313659.7908020,1296204162071.6220703
0.0125000,0.0125000,0.0125000,inf,nan,1228915.1836435,279716180.1360120,182169149.9911099,1087577527.6010649,19248235.2092676,767279636.1318727,12813754549.1286068,125122705234.2486877,848629277172.8725586
0.0150000,0.0150000,0.0150000,inf,nan,871439.5229770,185786182.5121163,120995830.7381340,722364225.5902829,12784193.1043565,509623869.4328957,8510781769.9481058,83104757769.7825623,563644537106.6779785
0.0175000,0.0175000,0.0175000,inf,nan,635208.9839757,125398998.9023601,81667909.0249575,487568458.4232565,8628632.6816162,343976945.6465400,5744364758.3289299,56090887222.1342773,380423427866.4285889
0.0200000,0.0200000,0.0200000,inf,nan,479794.7460943,86050827.6680732,56042030.1103520,334574462.5055535,5920998.1728063,236040709.6183166,3941723361.7036171,38488044840.6425171,261031669516.8960571
0.0225000,0.0225000,0.0225000,inf,nan,380258.8221616,60092604.8298271,39136588.3857839,233642052.0138240,4134857.8298633,164833623.6881559,2752465200.5035796,26874741836.2791710,182263374606.7857361
0.0250000,0.0250000,0.0250000,inf,nan,321474.8113008,42772816.6267513,27857067.2424399,166296940.5934105,2943200.6478491,117322180.6333852,1958930315.7938032,19125588193.6677895,129703320143.6432037
0.0275000,0.0275000,0.0275000,inf,nan,294882.9929170,31096732.3106995,20253090.3254781,120895357.7633041,2139923.4620390,85291764.5359153,1423934533.1158960,13901020076.8770390,94266074239.5167236
0.0300000,0.0300000,0.0300000,inf,nan,296739.1059625,23150665.8994707,15078332.9255993,89996728.5892005,1593323.7293717,63493090.5871045,1059814964.0566728,10345036988.8045406,70145927803.8877869
0.0325000,0.0325000,0.0325000,inf,nan,327374.8976149,17695565.6019342,11525838.7856513,68783517.4876106,1218128.7740014,48527413.5579047,809812930.4555489,7903410604.5612926,53583913093.8426819
0.0350000,0.0350000,0.0350000,inf,nan,391274.4742135,13919060.0625915,9066535.2781713,54097163.0761488,958430.7807224,38166385.1816778,636715519.6560496,6212772218.5657358,42115549209.7065201
0.0375000,0.0375000,0.0375000,inf,nan,497988.9541222,11282126.1235162,7349372.8370786,43841908.2087044,777134.0635675,30931459.6004658,515831591.1670413,5032024966.1691885,34105651036.5756264
0.0400000,0.0400000,0.0400000,inf,nan,664138.7508002,9423056.6417457,6138782.2397304,36611416.8730192,649345.9605029,25830473.7316133,430592606.2445277,4199386756.2733502,28456975881.3452225
0.0425000,0.0425000,0.0425000,inf,nan,917067.7090156,7202328.3273079,4689231.2415007,28023407.5702409,494259.0449821,19769616.8423474,330635906.1642114,3231664819.7078519,21934444358.3715172
0.0450000,0.0450000,0.0450000,inf,nan,1301235.3540934,5530357.7997930,3600349.1709315,21522421.4150403,379244.5940108,15183203.5078764,254045479.5284203,2483845770.9320593,16862911488.1364098
0.0475000,0.0475000,0.0475000,inf,nan,1889378.5314136,4290371.1899686,2792804.4101169,16701018.2567734,293955.0259998,11781728.4269482,197242320.3224287,1929232837.0931156,13101729789.7355728
0.0500000,0.0500000,0.0500000,inf,nan,2802268.1691630,3362902.0365408,2188793.3169005,13094688.8978418,230169.8719249,9237483.3757724,154753508.7255074,1514384192.2858498,10288437445.9226303
0.0525000,0.0525000,0.0525000,inf,nan,4244413.3693653,2663202.0208573,1733122.8003193,10373915.1104586,182057.7378839,7317995.3582423,122696638.2716155,1201389401.9908731,8165914844.0970201
0.0550000,0.0550000,0.0550000,inf,nan,6570216.3190434,2130753.5433529,1386380.2162248,8303393.2250678,145454.5709423,5857259.0892512,98299389.1247878,963178144.7093461,6550566304.5623732
0.0575000,0.0575000,0.0575000,inf,nan,10410059.5528832,1722059.9021909,1120237.8660638,6714001.3024323,117367.4976265,4735960.0065432,79569243.0177449,780295021.9610808,5310445366.7587233
0.0600000,0.0600000,0.0600000,inf,nan,11510316.0455517,1405656.3943673,914203.9142739,5483401.4421572,95631.5104165,3867789.3237622,65064935.2323005,638667799.4462256,4350117890.1279802
0.0625000,0.0625000,0.0625000,inf,nan,7381387.7863070,1158636.3403154,753359.9278539,4522532.2536306,78670.4128904,3189914.5602822,53737303.1386153,528053284.4057871,3600121129.0059757
0.0650000,0.0650000,0.0650000,inf,nan,4891438.5912610,964217.1462808,626775.7589227,3766145.1011679,65329.3402899,2656302.9307878,44817777.7446581,440948422.8856931,3009578096.3228912
0.0675000,0.0675000,0.0675000,inf,nan,3375332.8711417,810024.8618268,526392.3589121,3166133.9446241,54756.7259224,2233015.6001135,37739789.1040310,371822791.9486675,2540991744.3751335
0.0700000,0.0700000,0.0700000,inf,nan,2462321.3543153,686878.1112900,446229.8171309,2686806.8188771,46320.6328291,1894871.7524202,32083048.1772177,316574475.4396415,2166554216.2001114
0.0725000,0.0725000,0.0725000,inf,nan,1945481.9563301,587921.1364252,381822.7619134,2301514.7218165,39549.1092334,1623070.3032095,27533822.0088344,272142112.3481862,1865515321.2494867
0.0750000,0.0750000,0.0750000,inf,nan,1714625.9519128,508002.2788316,329815.6061810,1990234.8304929,34087.4328703,1403484.8830675,23856453.3255624,236226746.9502475,1622295734.5124123
