# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,102273620.4370808,2477945300.5185189,1596436155.0514686,9880466221.5932560,158450355.4960056,6959606757.8842955,2477945206.5905747,2477945394.4464631,2921098071.2021937,1847464634.7447278,51052792597.2152710
0.0025000,0.0025000,0.0025000,inf,nan,56980062.9329735,1499217000.8982000,965880617.5631269,5977942174.4757395,95864110.7353420,4210744527.2931123,1499216910.4096608,1499217091.3867393,1767335174.3159432,1117760907.9538193,30888276587.9735870
0.0050000,0.0050000,0.0050000,inf,nan,32935816.0225052,925509282.0902526,596264034.3934532,3690369553.2154136,59177949.8592724,2599422893.6645160,925509194.7668710,925509369.4136343,1091026253.9806049,690025589.9240119,19068287988.8407516
0.0075000,0.0075000,0.0075000,inf,nan,19665789.4863824,582092921.8784974,375015097.0927867,2321045926.8081989,37218258.7888383,1634898085.4855773,582092837.4820620,582093006.2749327,686193723.0833642,433987016.2108580,11992933373.7774849
0.0100000,0.0100000,0.0100000,inf,nan,12087056.0599795,372504018.6415122,239985852.3325700,1485337992.5104852,23816374.7846843,1046241822.3742504,372503936.9646257,372504100.3183986,439122191.3337207,277725259.1477619,7674794898.8779497
0.0125000,0.0125000,0.0125000,inf,nan,7625492.5159132,242270727.7239318,156082217.7116416,966048420.3687282,15488957.1848519,680464499.9943331,242270648.5856711,242270806.8621925,285598134.5976608,180628120.1647890,4991604093.5673943
0.0150000,0.0150000,0.0150000,inf,nan,4927323.1873317,159982852.3954314,103067841.2148766,637934209.2306632,10227414.1114154,449347371.4262646,159982775.6377103,159982929.1531525,188593994.1692540,119277314.9206715,3296224719.1765513
0.0175000,0.0175000,0.0175000,inf,nan,3256253.1251331,107172410.2738449,69044537.4277735,427357228.7222851,6850780.3281112,301021165.2820899,107172335.7583428,107172484.7893470,126338995.8089508,79903796.8109504,2208165259.7626433
0.0200000,0.0200000,0.0200000,inf,nan,2199644.4645159,72782265.7798122,46888639.9734908,290228856.8640846,4651995.8431024,204430713.1205636,72782193.3853612,72782338.1742631,85798559.0491632,54263773.3111613,1499617851.1045585
0.0225000,0.0225000,0.0225000,inf,nan,1520007.1282262,50079227.7625348,32262229.5037281,199701489.7246372,3200504.5087457,140665086.0620667,50079157.3828812,50079298.1421884,59035336.8953805,37337225.4049552,1031859747.3658444
0.0250000,0.0250000,0.0250000,inf,nan,1077454.4566069,34897631.8135749,22481541.9894477,139165125.0022425,2229934.9821869,98024523.3809906,34897563.3554487,34897700.2717011,41138682.5039385,26018387.3301929,719066349.0134622
0.0275000,0.0275000,0.0275000,inf,nan,788026.1638266,24621673.2855287,15861325.6682640,98189585.4388952,1573023.4752163,69162213.0643806,24621606.6669697,24621739.9040877,29024983.8562128,18357011.6070499,507344487.0011933
0.0300000,0.0300000,0.0300000,inf,nan,600725.2229615,17585663.4440831,11328449.7122162,70133138.7711017,1123261.8543135,49399849.9690985,17585598.5929800,17585728.2951862,20730662.4389864,13111222.1422597,362376054.1199253
0.0325000,0.0325000,0.0325000,inf,nan,484624.5265947,12714890.7861557,8190525.4528484,50710489.8896872,811931.9012627,35718957.2508927,12714827.6389661,12714953.9333454,14988806.6307251,9479753.6721851,262018756.2859211
0.0350000,0.0350000,0.0350000,inf,nan,402950.8365613,9307303.5551266,5995253.1958612,37122273.9564159,594144.7328062,26147718.2197887,9307242.0557499,9307365.0545032,10971810.5792264,6939182.2972574,191808164.7532760
