# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,64880938.1266129,2617553104.5635471,1686379934.6117332,10437129682.7388000,167377839.1710723,7351709721.4194899,2617553010.6326394,2617553198.4944549,3085673167.7692442,1951551065.0035362,53929097742.5147705
0.0025000,0.0025000,0.0025000,inf,nan,42112867.9573599,1583183008.4242363,1019976544.4072634,6312743494.1314163,101233420.0823169,4446572076.9774475,1583182917.9631882,1583183098.8852844,1866317562.0948536,1180362866.6784937,32618209912.2083893
0.0050000,0.0050000,0.0050000,inf,nan,32149135.4579686,976906660.9426051,629377266.8112088,3895308928.9965143,62464577.3422794,2743778198.3419447,976906573.6751103,976906748.2100999,1151615478.5284750,728345580.1709428,20127218751.0849915
0.0075000,0.0075000,0.0075000,inf,nan,28356946.4857846,614080105.2427126,395623106.9807433,2448590323.4598360,39263662.2502756,1724737864.5451846,614080020.9283085,614080189.5571167,723901456.0219598,457835480.5083212,12651960789.1280689
0.0100000,0.0100000,0.0100000,inf,nan,16503783.7799313,392723907.6963332,253012664.7999369,1565962169.3262479,25109301.6400516,1103031908.5955062,392723826.1252568,392723989.2674096,462958181.1376927,292800462.7607825,8091383441.2242508
0.0125000,0.0125000,0.0125000,inf,nan,9960043.7301855,255240728.1711922,164438220.8775195,1017764772.9600359,16318284.4158291,716892477.0018879,255240649.1600960,255240807.1822884,300887674.3958380,190298074.1923952,5258824629.6653872
0.0150000,0.0150000,0.0150000,inf,nan,6205315.9854195,168417641.6076813,108501994.7315629,671567067.5249045,10766737.4976632,473037687.8219727,168417564.9960378,168417718.2193248,198537250.9851912,125565982.7003425,3470007050.4056005
0.0175000,0.0175000,0.0175000,inf,nan,3978455.1469921,112729203.1529884,72624518.8164992,449514472.5420419,7206073.1206029,316628283.5085444,112729128.8000510,112729277.5059257,132889558.8734137,84046736.6590054,2322652597.0012922
0.0200000,0.0200000,0.0200000,inf,nan,2620051.8326449,76487945.3329715,49276028.4835485,305005024.0730847,4888923.0739012,214838746.0621133,76487873.1151874,76488017.5507557,90166957.8967739,57026591.3284621,1575966852.9369767
0.0225000,0.0225000,0.0225000,inf,nan,1771966.5213881,52579170.8120157,33872814.9376814,209669925.4898467,3360334.9423887,147686647.8749790,52579100.6208077,52579241.0032237,61982366.7666315,39201090.7500963,1083367000.8585272
0.0250000,0.0250000,0.0250000,inf,nan,1233248.4462485,36602933.7330305,23580175.9024475,145965015.1517014,2338955.8342217,102814224.4726209,36602865.4728854,36603001.9931756,43148958.5768998,27289797.5534522,754201597.9199046
0.0275000,0.0275000,0.0275000,inf,nan,888084.5389058,25797556.1358328,16618879.2869150,102878468.9487099,1648193.9052307,72464963.0846509,25797489.7226421,25797622.5490236,30411160.1875727,19233706.4961926,531572079.8314512
0.0300000,0.0300000,0.0300000,inf,nan,668448.2760988,18405317.6187892,11856501.9946266,73401592.3796225,1175655.9950098,51702077.5031441,18405252.9784019,18405382.2591765,21696902.5849193,13722326.0678280,379264229.2654009
0.0325000,0.0325000,0.0325000,inf,nan,534168.7561209,13292707.6686015,8562773.5749519,53014637.9111344,848863.9849868,37341947.1664695,13292644.7355558,13292770.6016473,15669959.5926034,9910552.6310862,273924326.1912315
0.0350000,0.0350000,0.0350000,inf,nan,441905.8103722,9719651.3874894,6260897.6139945,38766628.7628881,620497.6352903,27305962.8961017,9719590.1038958,9719712.6710830,11457902.2042221,7246613.6345611,200304556.3891409
0.0375000,0.0375000,0.0375000,inf,nan,364895.4573069,7197272.4831528,4635914.2001071,28708210.4324148,459299.1308309,20221038.5454808,7197212.7977068,7197332.1685988,8484424.0766957,5366020.9434259,148332530.2454164
0.0400000,0.0400000,0.0400000,inf,nan,325679.2031765,5399047.7868847,3477460.4329390,21537392.3185311,344391.8455061,15170078.3102728,5398989.6539914,5399105.9197780,6364607.0287739,4025330.9245685,111280814.2469812
0.0425000,0.0425000,0.0425000,inf,nan,318611.7352818,4104605.7699520,2643562.1534774,16375452.1453983,261686.5719539,11534128.1894756,4104549.1489478,4104662.3909563,4838668.5513774,3060242.6929960,84609019.4715274
0.0450000,0.0450000,0.0450000,inf,nan,342775.7703156,3163746.0385881,2037453.2323441,12623468.4443954,201580.7996679,8891320.2825589,3163690.8930469,3163801.1841292,3729546.5921541,2358772.3741852,65222498.8189133
0.0475000,0.0475000,0.0475000,inf,nan,389450.8069248,2473140.5037189,1592565.1417751,9869419.3387375,157468.9268257,6951435.0046303,2473086.8008347,2473194.2066031,2915433.9902957,1843882.3554415,50992322.5447154
0.0500000,0.0500000,0.0500000,inf,nan,371918.2318735,1961081.9783424,1262701.1512030,7827369.3033308,124767.0622280,5513065.4442197,1961029.6883769,1961134.2683080,2311799.5313322,1462110.4025439,40441053.7527696
0.0525000,0.0525000,0.0525000,inf,nan,368227.7147057,1577396.8794603,1015537.5377805,6297247.0931411,100268.0404090,4435285.7364873,1577345.9752512,1577447.7836695,1859496.6487548,1176048.9423031,32534919.3368409
0.0550000,0.0550000,0.0550000,inf,nan,402161.8149332,1286707.2894632,828282.6456416,5137978.8151629,81710.6051814,3618726.5368453,1286657.7459862,1286756.8329402,1516820.4805273,959321.5040115,26544987.5126734
0.0575000,0.0575000,0.0575000,inf,nan,478889.6677599,1063887.5785420,684749.8049689,4249371.5518198,67488.9181476,2992814.2101648,1063839.3725215,1063935.7845626,1254151.9592885,793195.3446629,21953559.8122026
0.0600000,0.0600000,0.0600000,inf,nan,610390.2793180,890973.0104320,573365.6991436,3559786.6100134,56454.9086057,2507088.1174084,890926.1199956,891019.9008684,1050313.5568495,664276.6193994,18390478.3088943
0.0625000,0.0625000,0.0625000,inf,nan,818077.1854443,755038.0328296,485803.4554374,3017679.2935015,47782.6249750,2125241.4041696,754992.4372040,755083.6284552,890068.1306086,562928.5130903,15589411.3226885
0.0650000,0.0650000,0.0650000,inf,nan,1076683.8124110,642632.2914699,413361.2126119,2570005.0434839,40591.6498003,1809883.1301955,642588.1536598,642676.4292800,757559.8810483,479122.9376157,13276028.9120328
0.0675000,0.0675000,0.0675000,inf,nan,1444577.1665000,546886.8108748,351682.3727855,2188274.0133119,34482.2559299,1540996.7923552,546843.9641117,546929.6576379,644691.3933403,407738.6381726,11303583.3008366
0.0700000,0.0700000,0.0700000,inf,nan,2031953.1735091,469424.2915246,301780.3669600,1879467.7158359,29539.7509933,1323476.2681532,469382.7163272,469465.8667220,553375.5697759,349985.4403971,9707934.4977562
