# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol],UCEps20Min(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,364698097177665017356341106841923616768.0000000,27366713800251671229127916889101790973289679921610752.0000000,17903385563074107673198375653808102749083397651431424.0000000,105294001925330421667075388835943560629099597727268864.0000000,1941642953742605122752769030659834601605341185572864.0000000,74333246490378718097794900165986610999809368465080320.0000000,27366713800251671229127916889101790973289679921610752.0000000,27366713800251671229127916889101790973289679921610752.0000000,32260944129932853268651503688105577085314569479389184.0000000,20403612583605374628187351495241693428432282666926080.0000000,545553164830693186765986530350901985705916295611940864.0000000,27366713800251671229127916889101790973289679921610752.0000000,17903385563074107673198375653808102749083397651431424.0000000,105294001925330421667075388835943560629099597727268864.0000000,1941642953742605122752769030659834601605341185572864.0000000,74333246490378718097794900165986610999809368465080320.0000000,27366713800251671229127916889101790973289679921610752.0000000,27366713800251671229127916889101790973289679921610752.0000000,32260944129932853268651503688105577085314569479389184.0000000,20403612583605374628187351495241693428432282666926080.0000000,545553164830693186765986530350901985705916295611940864.0000000
0.7475000,0.7475000,0.7475000,-0.0258694,0.0004611,-0.2714919,-0.0258694,-0.4516867,-0.4645666,-0.0060896,-0.0443917,-0.1311193,-0.1346357,-0.0304959,-0.0192873,-0.3281831,-0.0265672,-2.7950938,-2.1033243,-0.0062259,-0.0456408,-1.4135350,-1.0472192,-0.0313185,-0.0198075,-0.3374095
0.7500000,0.7500000,0.7500000,-0.0253523,0.0004575,-0.2687579,-0.0253523,-0.4454196,-0.4584088,-0.0059675,-0.0435084,-0.1291382,-0.1327460,-0.0298863,-0.0189017,-0.3216526,-0.0260292,-2.7754172,-2.0901747,-0.0060997,-0.0447206,-1.4033732,-1.0407292,-0.0306842,-0.0194064,-0.3306062
0.7525000,0.7525000,0.7525000,-0.0248472,0.0004539,-0.2660605,-0.0248472,-0.4392594,-0.4523527,-0.0058482,-0.0426455,-0.1271940,-0.1308899,-0.0292908,-0.0185251,-0.3152721,-0.0255038,-2.7559486,-2.0771535,-0.0059764,-0.0438219,-1.3933230,-1.0343016,-0.0300649,-0.0190147,-0.3239616
0.7550000,0.7550000,0.7550000,-0.0243537,0.0004504,-0.2633992,-0.0243537,-0.4332040,-0.4463963,-0.0057317,-0.0418023,-0.1252860,-0.1290668,-0.0287091,-0.0181572,-0.3090378,-0.0249907,-2.7366853,-2.0642590,-0.0058560,-0.0429441,-1.3833829,-1.0279355,-0.0294600,-0.0186322,-0.3174716
0.7575000,0.7575000,0.7575000,-0.0238716,0.0004469,-0.2607732,-0.0238716,-0.4272511,-0.4405378,-0.0056179,-0.0409783,-0.1234132,-0.1272761,-0.0281407,-0.0177978,-0.3029458,-0.0244897,-2.7176241,-2.0514892,-0.0057385,-0.0420866,-1.3735510,-1.0216302,-0.0288694,-0.0182586,-0.3111322
0.7600000,0.7600000,0.7600000,-0.0234005,0.0004434,-0.2581821,-0.0234005,-0.4213989,-0.4347752,-0.0055068,-0.0401731,-0.1215750,-0.1255169,-0.0275855,-0.0174466,-0.2969925,-0.0240003,-2.6987624,-2.0388427,-0.0056237,-0.0412490,-1.3638259,-1.0153847,-0.0282925,-0.0178937,-0.3049395
0.7625000,0.7625000,0.7625000,-0.0229403,0.0004400,-0.2556252,-0.0229403,-0.4156453,-0.4291066,-0.0053982,-0.0393862,-0.1197706,-0.1237887,-0.0270429,-0.0171034,-0.2911743,-0.0235223,-2.6800972,-2.0263176,-0.0055116,-0.0404307,-1.3542058,-1.0091983,-0.0277290,-0.0175374,-0.2988895
0.7650000,0.7650000,0.7650000,-0.0224905,0.0004367,-0.2531019,-0.0224905,-0.4099883,-0.4235303,-0.0052920,-0.0386171,-0.1179992,-0.1220908,-0.0265127,-0.0167681,-0.2854879,-0.0230554,-2.6616259,-2.0139123,-0.0054021,-0.0396312,-1.3446894,-1.0030702,-0.0271786,-0.0171893,-0.2929786
0.7675000,0.7675000,0.7675000,-0.0220509,0.0004333,-0.2506118,-0.0220509,-0.4044260,-0.4180444,-0.0051884,-0.0378653,-0.1162601,-0.1204225,-0.0259945,-0.0164404,-0.2799297,-0.0225993,-2.6433457,-2.0016253,-0.0052952,-0.0388500,-1.3352749,-0.9969996,-0.0266409,-0.0168492,-0.2872031
0.7700000,0.7700000,0.7700000,-0.0216214,0.0004300,-0.2481543,-0.0216214,-0.3989565,-0.4126472,-0.0050870,-0.0371305,-0.1145526,-0.1187832,-0.0254881,-0.0161201,-0.2744967,-0.0221536,-2.6252539,-1.9894548,-0.0051907,-0.0380867,-1.3259611,-0.9909858,-0.0261155,-0.0165169,-0.2815597
0.7725000,0.7725000,0.7725000,-0.0212015,0.0004268,-0.2457289,-0.0212015,-0.3935780,-0.4073370,-0.0049880,-0.0364121,-0.1128760,-0.1171723,-0.0249931,-0.0158070,-0.2691855,-0.0217182,-2.6073481,-1.9773994,-0.0050886,-0.0373407,-1.3167463,-0.9850280,-0.0256023,-0.0161923,-0.2760447
0.7750000,0.7750000,0.7750000,-0.0207911,0.0004236,-0.2433350,-0.0207911,-0.3882887,-0.4021121,-0.0048913,-0.0357098,-0.1112297,-0.1155893,-0.0245093,-0.0155010,-0.2639931,-0.0212928,-2.5896255,-1.9654574,-0.0049889,-0.0366117,-1.3076291,-0.9791254,-0.0251007,-0.0158751,-0.2706551
0.7775000,0.7775000,0.7775000,-0.0203899,0.0004204,-0.2409720,-0.0203899,-0.3830869,-0.3969709,-0.0047967,-0.0350232,-0.1096131,-0.1140335,-0.0240364,-0.0152019,-0.2589166,-0.0208770,-2.5720838,-1.9536275,-0.0048914,-0.0358992,-1.2986081,-0.9732775,-0.0246106,-0.0155651,-0.2653874
0.7800000,0.7800000,0.7800000,-0.0199976,0.0004172,-0.2386397,-0.0199976,-0.3779709,-0.3919118,-0.0047042,-0.0343518,-0.1080253,-0.1125044,-0.0235740,-0.0149095,-0.2539530,-0.0204707,-2.5547203,-1.9419081,-0.0047962,-0.0352028,-1.2896820,-0.9674833,-0.0241316,-0.0152622,-0.2602387
0.7825000,0.7825000,0.7825000,-0.0196142,0.0004141,-0.2363373,-0.0196142,-0.3729389,-0.3869333,-0.0046138,-0.0336954,-0.1064660,-0.1110015,-0.0231220,-0.0146236,-0.2490994,-0.0200736,-2.5375327,-1.9302977,-0.0047031,-0.0345221,-1.2808494,-0.9617424,-0.0236635,-0.0149661,-0.2552058
0.7850000,0.7850000,0.7850000,-0.0192392,0.0004110,-0.2340645,-0.0192392,-0.3679893,-0.3820338,-0.0045255,-0.0330534,-0.1049343,-0.1095241,-0.0226800,-0.0143441,-0.2443532,-0.0196854,-2.5205186,-1.9187950,-0.0046122,-0.0338566,-1.2721088,-0.9560539,-0.0232060,-0.0146767,-0.2502859
0.7875000,0.7875000,0.7875000,-0.0188726,0.0004080,-0.2318208,-0.0188726,-0.3631206,-0.3772118,-0.0044391,-0.0324256,-0.1034299,-0.1080717,-0.0222478,-0.0140707,-0.2397116,-0.0193060,-2.5036757,-1.9073985,-0.0045233,-0.0332060,-1.2634591,-0.9504172,-0.0227587,-0.0143939,-0.2454760
0.7900000,0.7900000,0.7900000,-0.0185141,0.0004050,-0.2296057,-0.0185141,-0.3583312,-0.3724659,-0.0043546,-0.0318116,-0.1019520,-0.1066440,-0.0218252,-0.0138034,-0.2351720,-0.0189351,-2.4870016,-1.8961069,-0.0044364,-0.0325699,-1.2548990,-0.9448316,-0.0223215,-0.0141173,-0.2407733
0.7925000,0.7925000,0.7925000,-0.0181635,0.0004020,-0.2274187,-0.0181635,-0.3536195,-0.3677947,-0.0042720,-0.0312110,-0.1005001,-0.1052403,-0.0214119,-0.0135420,-0.2307319,-0.0185725,-2.4704940,-1.8849187,-0.0043514,-0.0319479,-1.2464270,-0.9392965,-0.0218940,-0.0138470,-0.2361753
0.7950000,0.7950000,0.7950000,-0.0178206,0.0003990,-0.2252595,-0.0178206,-0.3489841,-0.3631966,-0.0041912,-0.0306236,-0.0990738,-0.1038601,-0.0210076,-0.0132864,-0.2263889,-0.0182180,-2.4541508,-1.8738327,-0.0042684,-0.0313398,-1.2380422,-0.9338113,-0.0214761,-0.0135827,-0.2316791
0.7975000,0.7975000,0.7975000,-0.0174852,0.0003961,-0.2231276,-0.0174852,-0.3444234,-0.3586705,-0.0041122,-0.0300489,-0.0976723,-0.1025031,-0.0206123,-0.0130363,-0.2221405,-0.0178714,-2.4379697,-1.8628475,-0.0041871,-0.0307451,-1.2297431,-0.9283753,-0.0210675,-0.0133242,-0.2272824
0.8000000,0.8000000,0.8000000,-0.0171572,0.0003933,-0.2210224,-0.0171572,-0.3399362,-0.3542149,-0.0040349,-0.0294868,-0.0962953,-0.1011686,-0.0202255,-0.0127918,-0.2179844,-0.0175324,-2.4219487,-1.8519619,-0.0041077,-0.0301634,-1.2215286,-0.9229879,-0.0206679,-0.0130715,-0.2229825
0.8025000,0.8025000,0.8025000,-0.0168363,0.0003904,-0.2189438,-0.0168363,-0.3355209,-0.3498286,-0.0039593,-0.0289368,-0.0949422,-0.0998564,-0.0198472,-0.0125525,-0.2139184,-0.0172010,-2.4060854,-1.8411745,-0.0040301,-0.0295946,-1.2133976,-0.9176485,-0.0202772,-0.0128244,-0.2187771
0.8050000,0.8050000,0.8050000,-0.0165223,0.0003876,-0.2168911,-0.0165223,-0.3311761,-0.3455102,-0.0038854,-0.0283987,-0.0936125,-0.0985658,-0.0194772,-0.0123184,-0.2099402,-0.0168768,-2.3903780,-1.8304842,-0.0039542,-0.0290382,-1.2053488,-0.9123565,-0.0198950,-0.0125827,-0.2146637
0.8075000,0.8075000,0.8075000,-0.0162152,0.0003848,-0.2148640,-0.0162152,-0.3269007,-0.3412585,-0.0038131,-0.0278722,-0.0923058,-0.0972966,-0.0191151,-0.0120894,-0.2060477,-0.0165597,-2.3748243,-1.8198897,-0.0038799,-0.0284940,-1.1973812,-0.9071114,-0.0195212,-0.0123463,-0.2106402
0.8100000,0.8100000,0.8100000,-0.0159147,0.0003820,-0.2128622,-0.0159147,-0.3226932,-0.3370722,-0.0037423,-0.0273570,-0.0910215,-0.0960482,-0.0187608,-0.0118654,-0.2022388,-0.0162496,-2.3594222,-1.8093899,-0.0038073,-0.0279616,-1.1894936,-0.9019124,-0.0191557,-0.0121151,-0.2067043
0.8125000,0.8125000,0.8125000,-0.0156206,0.0003793,-0.2108851,-0.0156206,-0.3185524,-0.3329503,-0.0036731,-0.0268528,-0.0897592,-0.0948203,-0.0184142,-0.0116462,-0.1985115,-0.0159462,-2.3441700,-1.7989834,-0.0037362,-0.0274407,-1.1816849,-0.8967591,-0.0187981,-0.0118889,-0.2028539
0.8150000,0.8150000,0.8150000,-0.0153329,0.0003766,-0.2089325,-0.0153329,-0.3144770,-0.3288914,-0.0036054,-0.0263594,-0.0885185,-0.0936124,-0.0180750,-0.0114316,-0.1948638,-0.0156495,-2.3290655,-1.7886692,-0.0036667,-0.0269312,-1.1739541,-0.8916510,-0.0184482,-0.0116677,-0.1990867
0.8175000,0.8175000,0.8175000,-0.0150513,0.0003739,-0.2070040,-0.0150513,-0.3104658,-0.3248945,-0.0035391,-0.0258766,-0.0872989,-0.0924242,-0.0177431,-0.0112217,-0.1912938,-0.0153591,-2.3141069,-1.7784462,-0.0035987,-0.0264326,-1.1663001,-0.8865874,-0.0181060,-0.0114512,-0.1954009
0.8200000,0.8200000,0.8200000,-0.0147757,0.0003713,-0.2050992,-0.0147757,-0.3065176,-0.3209585,-0.0034742,-0.0254039,-0.0860999,-0.0912552,-0.0174182,-0.0110162,-0.1877995,-0.0150751,-2.2992922,-1.7683131,-0.0035322,-0.0259447,-1.1587218,-0.8815678,-0.0177711,-0.0112394,-0.1917943
0.8225000,0.8225000,0.8225000,-0.0145060,0.0003686,-0.2032176,-0.0145060,-0.3026312,-0.3170821,-0.0034107,-0.0249413,-0.0849213,-0.0901052,-0.0171003,-0.0108152,-0.1843793,-0.0147972,-2.2846197,-1.7582689,-0.0034671,-0.0254673,-1.1512183,-0.8765917,-0.0174435,-0.0110322,-0.1882651
0.8250000,0.8250000,0.8250000,-0.0142420,0.0003661,-0.2013591,-0.0142420,-0.2988054,-0.3132644,-0.0033486,-0.0244884,-0.0837625,-0.0889736,-0.0167891,-0.0106183,-0.1810312,-0.0145252,-2.2700875,-1.7483125,-0.0034034,-0.0250002,-1.1437885,-0.8716586,-0.0171228,-0.0108294,-0.1848114
0.8275000,0.8275000,0.8275000,-0.0139836,0.0003635,-0.1995232,-0.0139836,-0.2950393,-0.3095042,-0.0032878,-0.0240451,-0.0826231,-0.0878603,-0.0164844,-0.0104257,-0.1777537,-0.0142590,-2.2556937,-1.7384429,-0.0033411,-0.0245430,-1.1364315,-0.8667679,-0.0168091,-0.0106310,-0.1814313
0.8300000,0.8300000,0.8300000,-0.0137307,0.0003610,-0.1977095,-0.0137307,-0.2913316,-0.3058007,-0.0032283,-0.0236110,-0.0815028,-0.0867647,-0.0161862,-0.0102371,-0.1745449,-0.0139986,-2.2414368,-1.7286589,-0.0032801,-0.0240955,-1.1291462,-0.8619192,-0.0165021,-0.0104368,-0.1781231
0.8325000,0.8325000,0.8325000,-0.0134830,0.0003584,-0.1959178,-0.0134830,-0.2876812,-0.3021526,-0.0031700,-0.0231861,-0.0804012,-0.0856866,-0.0158943,-0.0100524,-0.1714033,-0.0137436,-2.2273148,-1.7189595,-0.0032204,-0.0236574,-1.1219318,-0.8571119,-0.0162015,-0.0102468,-0.1748850
0.8350000,0.8350000,0.8350000,-0.0132405,0.0003560,-0.1941477,-0.0132405,-0.2840872,-0.2985591,-0.0031129,-0.0227700,-0.0793179,-0.0846257,-0.0156085,-0.0098717,-0.1683273,-0.0134941,-2.2133261,-1.7093438,-0.0031620,-0.0232287,-1.1147873,-0.8523456,-0.0159074,-0.0100607,-0.1717153
0.8375000,0.8375000,0.8375000,-0.0130032,0.0003535,-0.1923989,-0.0130032,-0.2805484,-0.2950191,-0.0030571,-0.0223626,-0.0782525,-0.0835815,-0.0153286,-0.0096947,-0.1653153,-0.0132499,-2.1994690,-1.6998107,-0.0031048,-0.0228090,-1.1077118,-0.8476197,-0.0156195,-0.0098786,-0.1686125
0.8400000,0.8400000,0.8400000,-0.0127707,0.0003511,-0.1906710,-0.0127707,-0.2770640,-0.2915318,-0.0030024,-0.0219636,-0.0772048,-0.0825538,-0.0150546,-0.0095214,-0.1623658,-0.0130108,-2.1857418,-1.6903592,-0.0030488,-0.0223981,-1.1007043,-0.8429339,-0.0153376,-0.0097004,-0.1655748
0.8425000,0.8425000,0.8425000,-0.0125431,0.0003486,-0.1889638,-0.0125431,-0.2736328,-0.2880962,-0.0029489,-0.0215729,-0.0761743,-0.0815423,-0.0147863,-0.0093517,-0.1594773,-0.0127767,-2.1721430,-1.6809883,-0.0029940,-0.0219958,-1.0937640,-0.8382876,-0.0150617,-0.0095259,-0.1626008
0.8450000,0.8450000,0.8450000,-0.0123202,0.0003463,-0.1872770,-0.0123202,-0.2702539,-0.2847113,-0.0028964,-0.0211903,-0.0751607,-0.0805467,-0.0145235,-0.0091855,-0.1566485,-0.0125476,-2.1586709,-1.6716971,-0.0029404,-0.0216019,-1.0868901,-0.8336803,-0.0147916,-0.0093550,-0.1596889
0.8475000,0.8475000,0.8475000,-0.0121019,0.0003439,-0.1856102,-0.0121019,-0.2669265,-0.2813763,-0.0028451,-0.0208155,-0.0741637,-0.0795666,-0.0142662,-0.0090227,-0.1538779,-0.0123232,-2.1453239,-1.6624847,-0.0028878,-0.0212162,-1.0800815,-0.8291116,-0.0145271,-0.0091877,-0.1568376
0.8500000,0.8500000,0.8500000,-0.0118881,0.0003416,-0.1839631,-0.0118881,-0.2636494,-0.2780903,-0.0027948,-0.0204484,-0.0731829,-0.0786018,-0.0140141,-0.0088633,-0.1511641,-0.0121035,-2.1321005,-1.6533501,-0.0028364,-0.0208385,-1.0733376,-0.8245811,-0.0142681,-0.0090239,-0.1540456
0.8525000,0.8525000,0.8525000,-0.0116787,0.0003392,-0.1823355,-0.0116787,-0.2604219,-0.2748525,-0.0027455,-0.0200888,-0.0722181,-0.0776519,-0.0137673,-0.0087072,-0.1485059,-0.0118884,-2.1189992,-1.6442924,-0.0027860,-0.0204687,-1.0666574,-0.8200884,-0.0140145,-0.0088636,-0.1513113
0.8550000,0.8550000,0.8550000,-0.0114736,0.0003370,-0.1807271,-0.0114736,-0.2572431,-0.2716619,-0.0026973,-0.0197366,-0.0712689,-0.0767168,-0.0135255,-0.0085543,-0.1459019,-0.0116777,-2.1060184,-1.6353107,-0.0027367,-0.0201064,-1.0600402,-0.8156329,-0.0137662,-0.0087065,-0.1486336
0.8575000,0.8575000,0.8575000,-0.0112726,0.0003347,-0.1791376,-0.0112726,-0.2541120,-0.2685179,-0.0026500,-0.0193915,-0.0703350,-0.0757961,-0.0132886,-0.0084045,-0.1433509,-0.0114714,-2.0931566,-1.6264041,-0.0026884,-0.0197517,-1.0534852,-0.8112143,-0.0135229,-0.0085527,-0.1460109
0.8600000,0.8600000,0.8600000,-0.0110758,0.0003324,-0.1775666,-0.0110758,-0.2510279,-0.2654195,-0.0026037,-0.0190535,-0.0694161,-0.0748895,-0.0130566,-0.0082577,-0.1408517,-0.0112693,-2.0804125,-1.6175718,-0.0026411,-0.0194042,-1.0469915,-0.8068321,-0.0132847,-0.0084020,-0.1434421
0.8625000,0.8625000,0.8625000,-0.0108829,0.0003302,-0.1760140,-0.0108829,-0.2479899,-0.2623659,-0.0025584,-0.0187222,-0.0685120,-0.0739968,-0.0128292,-0.0081139,-0.1384030,-0.0110714,-2.0677845,-1.6088129,-0.0025948,-0.0190638,-1.0405584,-0.8024860,-0.0130514,-0.0082544,-0.1409259
0.8650000,0.8650000,0.8650000,-0.0106940,0.0003280,-0.1744795,-0.0106940,-0.2449971,-0.2593565,-0.0025139,-0.0183977,-0.0676224,-0.0731178,-0.0126065,-0.0079730,-0.1360038,-0.0108775,-2.0552713,-1.6001265,-0.0025494,-0.0187304,-1.0341850,-0.7981755,-0.0128228,-0.0081099,-0.1384610
0.8675000,0.8675000,0.8675000,-0.0105088,0.0003258,-0.1729628,-0.0105088,-0.2420488,-0.2563904,-0.0024704,-0.0180797,-0.0667469,-0.0722521,-0.0123882,-0.0078350,-0.1336528,-0.0106876,-2.0428714,-1.5915118,-0.0025049,-0.0184037,-1.0278708,-0.7939002,-0.0125990,-0.0079683,-0.1360463
0.8700000,0.8700000,0.8700000,-0.0103274,0.0003237,-0.1714636,-0.0103274,-0.2391441,-0.2534669,-0.0024277,-0.0177681,-0.0658853,-0.0713996,-0.0121744,-0.0076998,-0.1313490,-0.0105016,-2.0305835,-1.5829681,-0.0024613,-0.0180837,-1.0216149,-0.7896597,-0.0123796,-0.0078296,-0.1336806
0.8725000,0.8725000,0.8725000,-0.0101497,0.0003215,-0.1699817,-0.0101497,-0.2362824,-0.2505853,-0.0023859,-0.0174627,-0.0650374,-0.0705600,-0.0119648,-0.0075672,-0.1290913,-0.0103193,-2.0184063,-1.5744944,-0.0024187,-0.0177702,-1.0154165,-0.7854537,-0.0121648,-0.0076937,-0.1313628
0.8750000,0.8750000,0.8750000,-0.0099755,0.0003194,-0.1685169,-0.0099755,-0.2334629,-0.2477448,-0.0023450,-0.0171634,-0.0642029,-0.0697330,-0.0117595,-0.0074373,-0.1268787,-0.0101407,-2.0063383,-1.5660900,-0.0023769,-0.0174630,-1.0092750,-0.7812817,-0.0119542,-0.0075605,-0.1290917
0.8775000,0.8775000,0.8775000,-0.0098047,0.0003173,-0.1670689,-0.0098047,-0.2306848,-0.2449448,-0.0023048,-0.0168700,-0.0633815,-0.0689185,-0.0115582,-0.0073101,-0.1247101,-0.0099657,-1.9943784,-1.5577541,-0.0023359,-0.0171619,-1.0031897,-0.7771434,-0.0117479,-0.0074301,-0.1268663
0.8800000,0.8800000,0.8800000,-0.0096374,0.0003152,-0.1656375,-0.0096374,-0.2279473,-0.2421845,-0.0022655,-0.0165825,-0.0625730,-0.0681162,-0.0113610,-0.0071853,-0.1225846,-0.0097942,-1.9825251,-1.5494859,-0.0022958,-0.0168670,-0.9971599,-0.7730383,-0.0115458,-0.0073022,-0.1246856
0.8825000,0.8825000,0.8825000,-0.0094734,0.0003132,-0.1642223,-0.0094734,-0.2252499,-0.2394633,-0.0022269,-0.0163007,-0.0617771,-0.0673258,-0.0111676,-0.0070630,-0.1205011,-0.0096262,-1.9707773,-1.5412848,-0.0022564,-0.0165779,-0.9911848,-0.7689663,-0.0113477,-0.0071769,-0.1225485
0.8850000,0.8850000,0.8850000,-0.0093126,0.0003112,-0.1628233,-0.0093126,-0.2225918,-0.2367806,-0.0021891,-0.0160244,-0.0609937,-0.0665472,-0.0109781,-0.0069432,-0.1184588,-0.0094615,-1.9591336,-1.5331498,-0.0022179,-0.0162945,-0.9852638,-0.7649267,-0.0111536,-0.0070542,-0.1204541
0.8875000,0.8875000,0.8875000,-0.0091550,0.0003091,-0.1614401,-0.0091550,-0.2199722,-0.2341356,-0.0021521,-0.0157536,-0.0602224,-0.0657802,-0.0107923,-0.0068257,-0.1164566,-0.0093001,-1.9475929,-1.5250804,-0.0021801,-0.0160169,-0.9793963,-0.7609194,-0.0109633,-0.0069338,-0.1184013
0.8900000,0.8900000,0.8900000,-0.0090005,0.0003071,-0.1600726,-0.0090005,-0.2173907,-0.2315277,-0.0021158,-0.0154881,-0.0594631,-0.0650245,-0.0106102,-0.0067105,-0.1144938,-0.0091419,-1.9361539,-1.5170757,-0.0021430,-0.0157447,-0.9735816,-0.7569439,-0.0107769,-0.0068159,-0.1163892
0.8925000,0.8925000,0.8925000,-0.0088491,0.0003052,-0.1587205,-0.0088491,-0.2148464,-0.2289564,-0.0020802,-0.0152278,-0.0587156,-0.0642800,-0.0104317,-0.0065976,-0.1125694,-0.0089869,-1.9248155,-1.5091350,-0.0021067,-0.0154779,-0.9678191,-0.7530000,-0.0105941,-0.0067003,-0.1144170
0.8950000,0.8950000,0.8950000,-0.0087006,0.0003032,-0.1573836,-0.0087006,-0.2123388,-0.2264210,-0.0020453,-0.0149725,-0.0579795,-0.0635464,-0.0102566,-0.0064868,-0.1106825,-0.0088349,-1.9135764,-1.5012577,-0.0020712,-0.0152164,-0.9621080,-0.7490872,-0.0104149,-0.0065870,-0.1124836
0.8975000,0.8975000,0.8975000,-0.0085550,0.0003013,-0.1560618,-0.0085550,-0.2098672,-0.2239209,-0.0020110,-0.0147223,-0.0572548,-0.0628235,-0.0100850,-0.0063783,-0.1088324,-0.0086859,-1.9024355,-1.4934430,-0.0020363,-0.0149600,-0.9564479,-0.7452052,-0.0102393,-0.0064759,-0.1105883
0.9000000,0.9000000,0.9000000,-0.0084122,0.0002993,-0.1547546,-0.0084122,-0.2074310,-0.2214555,-0.0019775,-0.0144769,-0.0565411,-0.0621112,-0.0099167,-0.0062719,-0.1070183,-0.0085399,-1.8913916,-1.4856903,-0.0020021,-0.0147086,-0.9508380,-0.7413538,-0.0100671,-0.0063670,-0.1087302
0.9025000,0.9025000,0.9025000,-0.0082722,0.0002974,-0.1534621,-0.0082722,-0.2050296,-0.2190243,-0.0019446,-0.0142362,-0.0558384,-0.0614093,-0.0097516,-0.0061675,-0.1052393,-0.0083967,-1.8804437,-1.4779989,-0.0019686,-0.0144622,-0.9452778,-0.7375325,-0.0098983,-0.0062603,-0.1069084
0.9050000,0.9050000,0.9050000,-0.0081350,0.0002956,-0.1521839,-0.0081350,-0.2026624,-0.2166266,-0.0019123,-0.0140002,-0.0551463,-0.0607176,-0.0095898,-0.0060651,-0.1034946,-0.0082563,-1.8695905,-1.4703681,-0.0019357,-0.0142205,-0.9397667,-0.7337410,-0.0097328,-0.0061556,-0.1051222
0.9075000,0.9075000,0.9075000,-0.0080003,0.0002937,-0.1509199,-0.0080003,-0.2003289,-0.2142620,-0.0018807,-0.0137687,-0.0544647,-0.0600359,-0.0094311,-0.0059648,-0.1017835,-0.0081186,-1.8588311,-1.4627972,-0.0019035,-0.0139836,-0.9343042,-0.7299791,-0.0095706,-0.0060530,-0.1033707
0.9100000,0.9100000,0.9100000,-0.0078683,0.0002918,-0.1496699,-0.0078683,-0.1980284,-0.2119298,-0.0018496,-0.0135417,-0.0537935,-0.0593640,-0.0092754,-0.0058663,-0.1001053,-0.0079837,-1.8481643,-1.4552856,-0.0018718,-0.0137513,-0.9288895,-0.7262464,-0.0094114,-0.0059523,-0.1016532
0.9125000,0.9125000,0.9125000,-0.0077388,0.0002900,-0.1484337,-0.0077388,-0.1957605,-0.2096296,-0.0018192,-0.0133191,-0.0531323,-0.0587018,-0.0091228,-0.0057698,-0.0984593,-0.0078513,-1.8375890,-1.4478327,-0.0018409,-0.0135234,-0.9235222,-0.7225426,-0.0092554,-0.0058536,-0.0999689
0.9150000,0.9150000,0.9150000,-0.0076118,0.0002882,-0.1472111,-0.0076118,-0.1935245,-0.2073608,-0.0017893,-0.0131007,-0.0524812,-0.0580491,-0.0089730,-0.0056751,-0.0968447,-0.0077215,-1.8271043,-1.4404379,-0.0018105,-0.0133000,-0.9182017,-0.7188674,-0.0091024,-0.0057569,-0.0983171
0.9175000,0.9175000,0.9175000,-0.0074872,0.0002864,-0.1460019,-0.0074872,-0.1913199,-0.2051229,-0.0017600,-0.0128864,-0.0518397,-0.0574057,-0.0088262,-0.0055822,-0.0952609,-0.0075942,-1.8167091,-1.4331005,-0.0017807,-0.0130809,-0.9129274,-0.7152205,-0.0089523,-0.0056619,-0.0966971
0.9200000,0.9200000,0.9200000,-0.0073649,0.0002846,-0.1448059,-0.0073649,-0.1891462,-0.2029154,-0.0017313,-0.0126762,-0.0512079,-0.0567714,-0.0086821,-0.0054910,-0.0937072,-0.0074693,-1.8064023,-1.4258198,-0.0017514,-0.0128659,-0.9076988,-0.7116016,-0.0088051,-0.0055688,-0.0951082
0.9225000,0.9225000,0.9225000,-0.0072450,0.0002828,-0.1436229,-0.0072450,-0.1870030,-0.2007379,-0.0017031,-0.0124701,-0.0505855,-0.0561462,-0.0085407,-0.0054016,-0.0921829,-0.0073469,-1.7961830,-1.4185954,-0.0017227,-0.0126551,-0.9025154,-0.7080104,-0.0086608,-0.0054775,-0.0935497
0.9250000,0.9250000,0.9250000,-0.0071274,0.0002811,-0.1424528,-0.0071274,-0.1848896,-0.1985898,-0.0016755,-0.0122678,-0.0499723,-0.0555299,-0.0084021,-0.0053139,-0.0906875,-0.0072267,-1.7860501,-1.4114266,-0.0016946,-0.0124483,-0.8973767,-0.7044466,-0.0085191,-0.0053880,-0.0920209
0.9275000,0.9275000,0.9275000,-0.0070120,0.0002793,-0.1412954,-0.0070120,-0.1828055,-0.1964706,-0.0016484,-0.0120693,-0.0493682,-0.0549222,-0.0082660,-0.0052279,-0.0892202,-0.0071089,-1.7760027,-1.4043128,-0.0016670,-0.0122454,-0.8922821,-0.7009099,-0.0083802,-0.0053001,-0.0905212
