# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.0000000,0.0000000,0.0000000,22136162041.7375908
0.0050000,0.0050000,0.0050000,8350438135.0571976
0.0100000,0.0100000,0.0100000,3393391826.8121395
0.0150000,0.0150000,0.0150000,1475575424.8475971
0.0200000,0.0200000,0.0200000,683444129.6685574
0.0250000,0.0250000,0.0250000,339715671.4483373
0.0300000,0.0300000,0.0300000,183869878.3367056
0.0350000,0.0350000,0.0350000,110549250.3525680
0.0400000,0.0400000,0.0400000,74840374.6017966
0.0450000,0.0450000,0.0450000,43924475.3913103
0.0500000,0.0500000,0.0500000,26709809.1847395
0.0550000,0.0550000,0.0550000,16923659.4964467
0.0600000,0.0600000,0.0600000,11164675.4621270
0.0650000,0.0650000,0.0650000,7658592.6457420
0.0700000,0.0700000,0.0700000,5455845.1698964
0.0750000,0.0750000,0.0750000,4035123.4240616
0.0800000,0.0800000,0.0800000,3065197.6410198
0.0850000,0.0850000,0.0850000,2353742.7925803
0.0900000,0.0900000,0.0900000,1785435.9035732
0.0950000,0.0950000,0.0950000,1395125.5120838
0.1000000,0.1000000,0.1000000,1041447.8176261
0.1050000,0.1050000,0.1050000,786292.1850249
0.1100000,0.1100000,0.1100000,606982.7270752
0.1150000,0.1150000,0.1150000,480365.3849628
0.1200000,0.1200000,0.1200000,360534.1379020
0.1250000,0.1250000,0.1250000,269108.8037533
0.1300000,0.1300000,0.1300000,203770.8815416
0.1350000,0.1350000,0.1350000,156635.5558159
0.1400000,0.1400000,0.1400000,122341.7363569
0.1450000,0.1450000,0.1450000,97194.6210196
0.1500000,0.1500000,0.1500000,78614.0023219
0.1550000,0.1550000,0.1550000,59602.2038020
0.1600000,0.1600000,0.1600000,45238.7481695
0.1650000,0.1650000,0.1650000,34594.6919114
0.1700000,0.1700000,0.1700000,26642.7301092
0.1750000,0.1750000,0.1750000,20655.5120628
0.1800000,0.1800000,0.1800000,16113.6778543
0.1850000,0.1850000,0.1850000,12643.3703047
0.1900000,0.1900000,0.1900000,9973.3796351
0.1950000,0.1950000,0.1950000,7905.4909444
0.2000000,0.2000000,0.2000000,6293.7930292
0.2050000,0.2050000,0.2050000,4975.5944976
0.2100000,0.2100000,0.2100000,3936.0041943
0.2150000,0.2150000,0.2150000,3122.2798707
0.2200000,0.2200000,0.2200000,2482.5605531
0.2250000,0.2250000,0.2250000,1977.6064494
0.2300000,0.2300000,0.2300000,1592.8105278
0.2350000,0.2350000,0.2350000,1274.8009454
0.2400000,0.2400000,0.2400000,1021.2463565
0.2450000,0.2450000,0.2450000,818.5418441
0.2500000,0.2500000,0.2500000,656.1116289
0.2550000,0.2550000,0.2550000,525.6955898
0.2600000,0.2600000,0.2600000,420.8130551
0.2650000,0.2650000,0.2650000,336.3569880
0.2700000,0.2700000,0.2700000,268.2793636
0.2750000,0.2750000,0.2750000,213.3349817
0.2800000,0.2800000,0.2800000,168.9004554
0.2850000,0.2850000,0.2850000,132.9070774
0.2900000,0.2900000,0.2900000,103.7823368
0.2950000,0.2950000,0.2950000,80.3004367
0.3000000,0.3000000,0.3000000,61.4455376
0.3050000,0.3050000,0.3050000,46.3530829
0.3100000,0.3100000,0.3100000,34.2921513
0.3150000,0.3150000,0.3150000,24.6605499
0.3200000,0.3200000,0.3200000,16.9805148
0.3250000,0.3250000,0.3250000,10.8829860
0.3300000,0.3300000,0.3300000,6.0802290
0.3350000,0.3350000,0.3350000,2.3394766
0.3400000,0.3400000,0.3400000,-0.5340031
0.3450000,0.3450000,0.3450000,-2.7065474
0.3500000,0.3500000,0.3500000,-4.3238428
0.3550000,0.3550000,0.3550000,-5.5180556
0.3600000,0.3600000,0.3600000,-6.4093281
0.3650000,0.3650000,0.3650000,-7.0963188
0.3700000,0.3700000,0.3700000,-7.6421307
0.3750000,0.3750000,0.3750000,-8.0726067
0.3800000,0.3800000,0.3800000,-8.3923559
0.3850000,0.3850000,0.3850000,-8.6047009
0.3900000,0.3900000,0.3900000,-8.7230624
0.3950000,0.3950000,0.3950000,-8.7734934
0.4000000,0.4000000,0.4000000,-8.7923212
0.4050000,0.4050000,0.4050000,-8.8194274
0.4100000,0.4100000,0.4100000,-8.8852938
0.4150000,0.4150000,0.4150000,-8.9967269
0.4200000,0.4200000,0.4200000,-9.1344626
0.4250000,0.4250000,0.4250000,-9.2663564
0.4300000,0.4300000,0.4300000,-9.3637005
0.4350000,0.4350000,0.4350000,-9.4097516
0.4400000,0.4400000,0.4400000,-9.4005441
0.4450000,0.4450000,0.4450000,-9.3425855
0.4500000,0.4500000,0.4500000,-9.2496893
0.4550000,0.4550000,0.4550000,-9.1378816
0.4600000,0.4600000,0.4600000,-9.0186827
0.4650000,0.4650000,0.4650000,-8.8950911
0.4700000,0.4700000,0.4700000,-8.7633847
0.4750000,0.4750000,0.4750000,-8.6182483
0.4800000,0.4800000,0.4800000,-8.4566101
0.4850000,0.4850000,0.4850000,-8.2782732
0.4900000,0.4900000,0.4900000,-8.0845950
0.4950000,0.4950000,0.4950000,-7.8773424
0.5000000,0.5000000,0.5000000,-7.6586196
0.5050000,0.5050000,0.5050000,-7.4312867
0.5100000,0.5100000,0.5100000,-7.1990872
0.5150000,0.5150000,0.5150000,-6.9663776
0.5200000,0.5200000,0.5200000,-6.7374854
0.5250000,0.5250000,0.5250000,-6.5156279
0.5300000,0.5300000,0.5300000,-6.3019427
0.5350000,0.5350000,0.5350000,-6.0955041
0.5400000,0.5400000,0.5400000,-5.8943525
0.5450000,0.5450000,0.5450000,-5.6965733
0.5500000,0.5500000,0.5500000,-5.5006571
0.5550000,0.5550000,0.5550000,-5.3054311
0.5600000,0.5600000,0.5600000,-5.1101960
0.5650000,0.5650000,0.5650000,-4.9149249
0.5700000,0.5700000,0.5700000,-4.7200562
0.5750000,0.5750000,0.5750000,-4.5260532
0.5800000,0.5800000,0.5800000,-4.3332228
0.5850000,0.5850000,0.5850000,-4.1418710
0.5900000,0.5900000,0.5900000,-3.9525227
0.5950000,0.5950000,0.5950000,-3.7659934
0.6000000,0.6000000,0.6000000,-3.5833003
0.6050000,0.6050000,0.6050000,-3.4055041
0.6100000,0.6100000,0.6100000,-3.2335650
0.6150000,0.6150000,0.6150000,-3.0682519
0.6200000,0.6200000,0.6200000,-2.9101059
0.6250000,0.6250000,0.6250000,-2.7594456
0.6300000,0.6300000,0.6300000,-2.6163941
0.6350000,0.6350000,0.6350000,-2.4809176
0.6400000,0.6400000,0.6400000,-2.3528626
0.6450000,0.6450000,0.6450000,-2.2319910
0.6500000,0.6500000,0.6500000,-2.1180084
0.6550000,0.6550000,0.6550000,-2.0105864
0.6600000,0.6600000,0.6600000,-1.9093800
0.6650000,0.6650000,0.6650000,-1.8140392
0.6700000,0.6700000,0.6700000,-1.7242185
0.6750000,0.6750000,0.6750000,-1.6395821
0.6800000,0.6800000,0.6800000,-1.5598077
0.6850000,0.6850000,0.6850000,-1.4845891
0.6900000,0.6900000,0.6900000,-1.4136371
0.6950000,0.6950000,0.6950000,-1.3466797
0.7000000,0.7000000,0.7000000,-1.2834622
0.7050000,0.7050000,0.7050000,-1.2237464
0.7100000,0.7100000,0.7100000,-1.1673103
0.7150000,0.7150000,0.7150000,-1.1139470
0.7200000,0.7200000,0.7200000,-1.0634637
0.7250000,0.7250000,0.7250000,-1.0156811
0.7300000,0.7300000,0.7300000,-0.9704322
0.7350000,0.7350000,0.7350000,-0.9275616
0.7400000,0.7400000,0.7400000,-0.8869247
0.7450000,0.7450000,0.7450000,-0.8483869
0.7500000,0.7500000,0.7500000,-0.8118225
0.7550000,0.7550000,0.7550000,-0.7771147
0.7600000,0.7600000,0.7600000,-0.7441543
0.7650000,0.7650000,0.7650000,-0.7128395
0.7700000,0.7700000,0.7700000,-0.6830754
0.7750000,0.7750000,0.7750000,-0.6547732
0.7800000,0.7800000,0.7800000,-0.6278499
0.7850000,0.7850000,0.7850000,-0.6022278
0.7900000,0.7900000,0.7900000,-0.5778344
0.7950000,0.7950000,0.7950000,-0.5546017
0.8000000,0.8000000,0.8000000,-0.5324660
0.8050000,0.8050000,0.8050000,-0.5113675
