# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,4447413257.9593573
0.0050000,0.0050000,0.0050000,1558685431.5515878
0.0100000,0.0100000,0.0100000,594079580.1270837
0.0150000,0.0150000,0.0150000,244397953.0784737
0.0200000,0.0200000,0.0200000,108868285.8268318
0.0250000,0.0250000,0.0250000,53398970.5850560
0.0300000,0.0300000,0.0300000,27496206.8323967
0.0350000,0.0350000,0.0350000,14696686.9757119
0.0400000,0.0400000,0.0400000,8258529.9704676
0.0450000,0.0450000,0.0450000,4971983.8726324
0.0500000,0.0500000,0.0500000,3208006.9490728
0.0550000,0.0550000,0.0550000,2206373.9142783
0.0600000,0.0600000,0.0600000,1366665.5189579
0.0650000,0.0650000,0.0650000,857035.5952367
0.0700000,0.0700000,0.0700000,556565.8083944
0.0750000,0.0750000,0.0750000,375917.8761457
0.0800000,0.0800000,0.0800000,265891.9800906
0.0850000,0.0850000,0.0850000,198721.4468064
0.0900000,0.0900000,0.0900000,158339.6345343
0.0950000,0.0950000,0.0950000,129823.7798734
0.1000000,0.1000000,0.1000000,89910.9220228
0.1050000,0.1050000,0.1050000,62684.5880431
0.1100000,0.1100000,0.1100000,44800.2762644
0.1150000,0.1150000,0.1150000,32873.6977462
0.1200000,0.1200000,0.1200000,24798.6175407
0.1250000,0.1250000,0.1250000,19246.4616872
0.1300000,0.1300000,0.1300000,15368.0712394
0.1350000,0.1350000,0.1350000,12613.5343019
0.1400000,0.1400000,0.1400000,10621.9431025
0.1450000,0.1450000,0.1450000,9153.1328828
0.1500000,0.1500000,0.1500000,7005.7615098
0.1550000,0.1550000,0.1550000,5137.4695921
0.1600000,0.1600000,0.1600000,3811.1226768
0.1650000,0.1650000,0.1650000,2859.0701641
0.1700000,0.1700000,0.1700000,2168.1206942
0.1750000,0.1750000,0.1750000,1673.5180588
0.1800000,0.1800000,0.1800000,1296.4522721
0.1850000,0.1850000,0.1850000,1001.3222314
0.1900000,0.1900000,0.1900000,777.1898287
0.1950000,0.1950000,0.1950000,607.2207517
0.2000000,0.2000000,0.2000000,477.3340410
0.2050000,0.2050000,0.2050000,377.3569526
0.2100000,0.2100000,0.2100000,299.8825289
0.2150000,0.2150000,0.2150000,239.4728905
0.2200000,0.2200000,0.2200000,192.1031502
0.2250000,0.2250000,0.2250000,154.7703084
0.2300000,0.2300000,0.2300000,125.2160200
0.2350000,0.2350000,0.2350000,101.7276142
0.2400000,0.2400000,0.2400000,82.9904547
0.2450000,0.2450000,0.2450000,67.9761949
0.2500000,0.2500000,0.2500000,55.8721361
0.2550000,0.2550000,0.2550000,46.0532057
0.2600000,0.2600000,0.2600000,38.0606037
0.2650000,0.2650000,0.2650000,31.5564031
0.2700000,0.2700000,0.2700000,26.2739102
0.2750000,0.2750000,0.2750000,21.9893257
0.2800000,0.2800000,0.2800000,18.5116841
0.2850000,0.2850000,0.2850000,15.6777034
0.2900000,0.2900000,0.2900000,13.3441700
0.2950000,0.2950000,0.2950000,11.3816397
0.3000000,0.3000000,0.3000000,9.6807563
0.3050000,0.3050000,0.3050000,8.1699964
0.3100000,0.3100000,0.3100000,6.8223092
0.3150000,0.3150000,0.3150000,5.6379448
0.3200000,0.3200000,0.3200000,4.6204569
0.3250000,0.3250000,0.3250000,3.7643370
0.3300000,0.3300000,0.3300000,3.0547031
0.3350000,0.3350000,0.3350000,2.4716997
0.3400000,0.3400000,0.3400000,1.9947712
0.3450000,0.3450000,0.3450000,1.6053276
0.3500000,0.3500000,0.3500000,1.2876343
0.3550000,0.3550000,0.3550000,1.0281766
0.3600000,0.3600000,0.3600000,0.8143531
0.3650000,0.3650000,0.3650000,0.6338153
0.3700000,0.3700000,0.3700000,0.4752925
0.3750000,0.3750000,0.3750000,0.3303890
