# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],Uslab(d)[kJ/mol]
0.1875000,0.1875000,0.1875000,1740.4789577,0.1884572,761.4964814
0.1900000,0.1900000,0.1900000,1538.1693969,0.1812177,630.8182980
0.1925000,0.1925000,0.1925000,1359.9939259,0.1743116,524.7261616
0.1950000,0.1950000,0.1950000,1203.0085277,0.1677226,438.1724349
0.1975000,0.1975000,0.1975000,1064.6375602,0.1614348,367.2310234
0.2000000,0.2000000,0.2000000,942.6260530,0.1554336,308.8242750
0.2025000,0.2025000,0.2025000,834.9985194,0.1497047,260.5040506
0.2050000,0.2050000,0.2050000,740.0233183,0.1442347,220.2870705
0.2075000,0.2075000,0.2075000,656.1817602,0.1390109,186.5911998
0.2100000,0.2100000,0.2100000,582.1412798,0.1340212,158.2319178
0.2125000,0.2125000,0.2125000,516.7321068,0.1292541,134.3380753
0.2150000,0.2150000,0.2150000,458.9269512,0.1246986,114.2143491
0.2175000,0.2175000,0.2175000,407.8232951,0.1203445,97.2653886
0.2200000,0.2200000,0.2200000,362.6279401,0.1161819,82.9775682
0.2225000,0.2225000,0.2225000,322.6435124,0.1122015,70.9146422
0.2250000,0.2250000,0.2250000,287.2566682,0.1083944,60.7111770
0.2275000,0.2275000,0.2275000,255.9277770,0.1047522,52.0634346
0.2300000,0.2300000,0.2300000,228.1818824,0.1012677,44.7197565
0.2325000,0.2325000,0.2325000,203.6007581,0.0979351,38.4716565
0.2350000,0.2350000,0.2350000,181.8158808,0.0947531,33.1460436
0.2375000,0.2375000,0.2375000,162.5021790,0.0917284,28.5986454
0.2400000,0.2400000,0.2400000,145.3724772,0.0888793,24.7086100
0.2425000,0.2425000,0.2425000,130.1726509,0.0862379,21.3742313
0.2450000,0.2450000,0.2450000,116.6775576,0.0838458,18.5096840
0.2475000,0.2475000,0.2475000,104.6877773,0.0817435,16.0425623
0.2500000,0.2500000,0.2500000,94.0270736,0.0799555,13.9119560
0.2525000,0.2525000,0.2525000,84.5403421,0.0784768,12.0668158
0.2550000,0.2550000,0.2550000,76.0917418,0.0772669,10.4644463
0.2575000,0.2575000,0.2575000,68.5627609,0.0762544,9.0690842
0.2600000,0.2600000,0.2600000,61.8501315,0.0753501,7.8506059
0.2625000,0.2625000,0.2625000,55.8636737,0.0744635,6.7834429
0.2650000,0.2650000,0.2650000,50.5242367,0.0735160,5.8457621
0.2675000,0.2675000,0.2675000,45.7618829,0.0724476,5.0189147
0.2700000,0.2700000,0.2700000,41.5143821,0.0712189,4.2870886
0.2725000,0.2725000,0.2725000,37.7260104,0.0698076,3.6370439
0.2750000,0.2750000,0.2750000,34.3466110,0.0682041,3.0577980
0.2775000,0.2775000,0.2775000,31.3308772,0.0664056,2.5401792
0.2800000,0.2800000,0.2800000,28.6378230,0.0644121,2.0762824
0.2825000,0.2825000,0.2825000,26.2304181,0.0622238,1.6589590
0.2850000,0.2850000,0.2850000,24.0753539,0.0598413,1.2814831
0.2875000,0.2875000,0.2875000,22.1428957,0.0572673,0.9374537
0.2900000,0.2900000,0.2900000,20.4067610,0.0545094,0.6208947
0.2925000,0.2925000,0.2925000,18.8439621,0.0515825,0.3264499
0.2950000,0.2950000,0.2950000,17.4345676,0.0485098,0.0495644
0.2975000,0.2975000,0.2975000,16.1613678,0.0453209,-0.2134597
0.3000000,0.3000000,0.3000000,15.0094699,0.0420496,-0.4656407
0.3025000,0.3025000,0.3025000,13.9658767,0.0387305,-0.7097645
0.3050000,0.3050000,0.3050000,13.0191091,0.0353963,-0.9489637
0.3075000,0.3075000,0.3075000,12.1589189,0.0320768,-1.1871127
0.3100000,0.3100000,0.3100000,11.3761041,0.0287983,-1.4287032
0.3125000,0.3125000,0.3125000,10.6624110,0.0255842,-1.6780984
0.3150000,0.3150000,0.3150000,10.0104875,0.0224553,-1.9384150
0.3175000,0.3175000,0.3175000,9.4138485,0.0194290,-2.2105426
0.3200000,0.3200000,0.3200000,8.8668174,0.0165198,-2.4927696
0.3225000,0.3225000,0.3225000,8.3644268,0.0137380,-2.7811611
0.3250000,0.3250000,0.3250000,7.9022693,0.0110903,-3.0704546
0.3275000,0.3275000,0.3275000,7.4763084,0.0085805,-3.3550746
0.3300000,0.3300000,0.3300000,7.0826711,0.0062107,-3.6299472
0.3325000,0.3325000,0.3325000,6.7174544,0.0039810,-3.8909864
0.3350000,0.3350000,0.3350000,6.3765843,0.0018878,-4.1352697
0.3375000,0.3375000,0.3375000,6.0557619,-0.0000801,-4.3609859
0.3400000,0.3400000,0.3400000,5.7505255,-0.0019452,-4.5672486
0.3425000,0.3425000,0.3425000,5.4564363,-0.0037437,-4.7538577
0.3450000,0.3450000,0.3450000,5.1693714,-0.0055220,-4.9210714
0.3475000,0.3475000,0.3475000,4.8858725,-0.0073290,-5.0694245
0.3500000,0.3500000,0.3500000,4.6034691,-0.0092047,-5.1996063
0.3525000,0.3525000,0.3525000,4.3208920,-0.0111694,-5.3123928
0.3550000,0.3550000,0.3550000,4.0381116,-0.0132171,-5.4086190
0.3575000,0.3575000,0.3575000,3.7561885,-0.0153158,-5.4891755
0.3600000,0.3600000,0.3600000,3.4769734,-0.0174134,-5.5550143
0.3625000,0.3625000,0.3625000,3.2027270,-0.0194456,-5.6071533
0.3650000,0.3650000,0.3650000,2.9357324,-0.0213435,-5.6466716
0.3675000,0.3675000,0.3675000,2.6779627,-0.0230367,-5.6746930
0.3700000,0.3700000,0.3700000,2.4308521,-0.0244548,-5.6923581
0.3725000,0.3725000,0.3725000,2.1952007,-0.0255290,-5.7007926
0.3750000,0.3750000,0.3750000,1.9712152,-0.0261970,-5.7010751
0.3775000,0.3775000,0.3775000,1.7586585,-0.0264110,-5.6942128
0.3800000,0.3800000,0.3800000,1.5570513,-0.0261468,-5.6811262
0.3825000,0.3825000,0.3825000,1.3658673,-0.0254108,-5.6626452
0.3850000,0.3850000,0.3850000,1.1846732,-0.0242414,-5.6395122
0.3875000,0.3875000,0.3875000,1.0131949,-0.0227040,-5.6123875
0.3900000,0.3900000,0.3900000,0.8513126,-0.0208825,-5.5818532
0.3925000,0.3925000,0.3925000,0.6990091,-0.0188680,-5.5484136
0.3950000,0.3950000,0.3950000,0.5562973,-0.0167487,-5.5124932
0.3975000,0.3975000,0.3975000,0.4231521,-0.0146027,-5.4744375
0.4000000,0.4000000,0.4000000,0.2994596,-0.0124934,-5.4345196
0.4025000,0.4025000,0.4025000,0.1849916,-0.0104688,-5.3929542
0.4050000,0.4050000,0.4050000,0.0794027,-0.0085617,-5.3499172
0.4075000,0.4075000,0.4075000,-0.0177522,-0.0067927,-5.3055651
0.4100000,0.4100000,0.4100000,-0.1069886,-0.0051723,-5.2600487
0.4125000,0.4125000,0.4125000,-0.1888562,-0.0037042,-5.2135168
0.4150000,0.4150000,0.4150000,-0.2639040,-0.0023873,-5.1661099
0.4175000,0.4175000,0.4175000,-0.3326519,-0.0012177,-5.1179482
0.4200000,0.4200000,0.4200000,-0.3955716,-0.0001899,-5.0691190
0.4225000,0.4225000,0.4225000,-0.4530776,0.0007028,-5.0196706
0.4250000,0.4250000,0.4250000,-0.5055273,0.0014677,-4.9696149
0.4275000,0.4275000,0.4275000,-0.5532298,0.0021130,-4.9189399
0.4300000,0.4300000,0.4300000,-0.5964582,0.0026472,-4.8676300
0.4325000,0.4325000,0.4325000,-0.6354654,0.0030789,-4.8156881
0.4350000,0.4350000,0.4350000,-0.6704970,0.0034166,-4.7631529
0.4375000,0.4375000,0.4375000,-0.7018011,0.0036679,-4.7101076
0.4400000,0.4400000,0.4400000,-0.7296317,0.0038394,-4.6566746
0.4425000,0.4425000,0.4425000,-0.7542462,0.0039360,-4.6029990
0.4450000,0.4450000,0.4450000,-0.7758995,0.0039613,-4.5492266
0.4475000,0.4475000,0.4475000,-0.7948354,0.0039173,-4.4954812
0.4500000,0.4500000,0.4500000,-0.8112786,0.0038055,-4.4418486
0.4525000,0.4525000,0.4525000,-0.8254281,0.0036274,-4.3883704
0.4550000,0.4550000,0.4550000,-0.8374544,0.0033855,-4.3350465
0.4575000,0.4575000,0.4575000,-0.8475000,0.0030839,-4.2818444
0.4600000,0.4600000,0.4600000,-0.8556840,0.0027290,-4.2287129
0.4625000,0.4625000,0.4625000,-0.8621090,0.0023296,-4.1755947
0.4650000,0.4650000,0.4650000,-0.8668698,0.0018966,-4.1224379
0.4675000,0.4675000,0.4675000,-0.8700595,0.0014426,-4.0692041
0.4700000,0.4700000,0.4700000,-0.8717744,0.0009810,-4.0158725
0.4725000,0.4725000,0.4725000,-0.8721145,0.0005251,-3.9624418
0.4750000,0.4750000,0.4750000,-0.8711826,0.0000874,-3.9089293
0.4775000,0.4775000,0.4775000,-0.8690808,-0.0003213,-3.8553681
0.4800000,0.4800000,0.4800000,-0.8659073,-0.0006924,-3.8018045
0.4825000,0.4825000,0.4825000,-0.8617547,-0.0010195,-3.7482944
0.4850000,0.4850000,0.4850000,-0.8567092,-0.0012983,-3.6948994
0.4875000,0.4875000,0.4875000,-0.8508523,-0.0015267,-3.6416848
0.4900000,0.4900000,0.4900000,-0.8442632,-0.0017040,-3.5887160
0.4925000,0.4925000,0.4925000,-0.8370217,-0.0018306,-3.5360573
0.4950000,0.4950000,0.4950000,-0.8292092,-0.0019077,-3.4837699
