# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,1455639889.7637970
0.0050000,0.0050000,0.0050000,549134041.8654809
0.0100000,0.0100000,0.0100000,222865528.6760775
0.0150000,0.0150000,0.0150000,96432374.6380176
0.0200000,0.0200000,0.0200000,44201855.1539568
0.0250000,0.0250000,0.0250000,21382701.7310963
0.0300000,0.0300000,0.0300000,10905790.0283421
0.0350000,0.0350000,0.0350000,5874633.8914812
0.0400000,0.0400000,0.0400000,3355015.4609491
0.0450000,0.0450000,0.0450000,2039956.7667779
0.0500000,0.0500000,0.0500000,1323155.1969131
0.0550000,0.0550000,0.0550000,913111.9774485
0.0600000,0.0600000,0.0600000,665263.6110440
0.0650000,0.0650000,0.0650000,502934.0150419
0.0700000,0.0700000,0.0700000,376748.8019896
0.0750000,0.0750000,0.0750000,289611.0502964
0.0800000,0.0800000,0.0800000,226774.6645150
0.0850000,0.0850000,0.0850000,179842.0216746
0.0900000,0.0900000,0.0900000,143764.5783070
0.0950000,0.0950000,0.0950000,112528.2770935
0.1000000,0.1000000,0.1000000,89359.6467539
0.1050000,0.1050000,0.1050000,72240.2042977
0.1100000,0.1100000,0.1100000,59413.6521256
0.1150000,0.1150000,0.1150000,49668.9006572
0.1200000,0.1200000,0.1200000,41439.4663448
0.1250000,0.1250000,0.1250000,34114.1833311
0.1300000,0.1300000,0.1300000,28182.9119556
0.1350000,0.1350000,0.1350000,23117.4364458
0.1400000,0.1400000,0.1400000,18539.2186196
0.1450000,0.1450000,0.1450000,15037.6927457
0.1500000,0.1500000,0.1500000,12304.0201770
0.1550000,0.1550000,0.1550000,10128.8205420
0.1600000,0.1600000,0.1600000,7820.2613136
0.1650000,0.1650000,0.1650000,6027.7183778
0.1700000,0.1700000,0.1700000,4665.9161392
0.1750000,0.1750000,0.1750000,3624.4234160
0.1800000,0.1800000,0.1800000,2823.5063814
0.1850000,0.1850000,0.1850000,2204.8005403
0.1900000,0.1900000,0.1900000,1737.3094297
0.1950000,0.1950000,0.1950000,1364.1725674
0.2000000,0.2000000,0.2000000,1073.1899130
0.2050000,0.2050000,0.2050000,845.7679900
0.2100000,0.2100000,0.2100000,667.6801206
0.2150000,0.2150000,0.2150000,527.9880243
0.2200000,0.2200000,0.2200000,418.2482690
0.2250000,0.2250000,0.2250000,331.9217858
0.2300000,0.2300000,0.2300000,263.9303638
0.2350000,0.2350000,0.2350000,210.3209681
0.2400000,0.2400000,0.2400000,168.0100778
0.2450000,0.2450000,0.2450000,134.5879759
0.2500000,0.2500000,0.2500000,108.1682618
0.2550000,0.2550000,0.2550000,87.2712358
0.2600000,0.2600000,0.2600000,70.7317417
0.2650000,0.2650000,0.2650000,57.6257135
0.2700000,0.2700000,0.2700000,47.2164921
0.2750000,0.2750000,0.2750000,38.9220363
0.2800000,0.2800000,0.2800000,32.2931874
0.2850000,0.2850000,0.2850000,26.9884330
0.2900000,0.2900000,0.2900000,22.7420936
0.2950000,0.2950000,0.2950000,19.3345386
0.3000000,0.3000000,0.3000000,16.5736713
0.3050000,0.3050000,0.3050000,14.2924182
0.3100000,0.3100000,0.3100000,12.3584550
0.3150000,0.3150000,0.3150000,10.6824495
0.3200000,0.3200000,0.3200000,9.2141968
0.3250000,0.3250000,0.3250000,7.9285964
0.3300000,0.3300000,0.3300000,6.8091819
0.3350000,0.3350000,0.3350000,5.8368699
0.3400000,0.3400000,0.3400000,4.9874373
0.3450000,0.3450000,0.3450000,4.2352043
0.3500000,0.3500000,0.3500000,3.5588688
0.3550000,0.3550000,0.3550000,2.9458357
0.3600000,0.3600000,0.3600000,2.3918184
0.3650000,0.3650000,0.3650000,1.8962495
0.3700000,0.3700000,0.3700000,1.4579056
0.3750000,0.3750000,0.3750000,1.0736528
0.3800000,0.3800000,0.3800000,0.7393487
0.3850000,0.3850000,0.3850000,0.4508186
0.3900000,0.3900000,0.3900000,0.2040956
0.3950000,0.3950000,0.3950000,-0.0048906
0.4000000,0.4000000,0.4000000,-0.1807393
0.4050000,0.4050000,0.4050000,-0.3287047
0.4100000,0.4100000,0.4100000,-0.4543256
0.4150000,0.4150000,0.4150000,-0.5626505
0.4200000,0.4200000,0.4200000,-0.6574745
0.4250000,0.4250000,0.4250000,-0.7410733
0.4300000,0.4300000,0.4300000,-0.8144391
0.4350000,0.4350000,0.4350000,-0.8777068
0.4400000,0.4400000,0.4400000,-0.9306497
0.4450000,0.4450000,0.4450000,-0.9730973
0.4500000,0.4500000,0.4500000,-1.0050536
0.4550000,0.4550000,0.4550000,-1.0266204
0.4600000,0.4600000,0.4600000,-1.0379998
0.4650000,0.4650000,0.4650000,-1.0396174
0.4700000,0.4700000,0.4700000,-1.0322235
0.4750000,0.4750000,0.4750000,-1.0168834
0.4800000,0.4800000,0.4800000,-0.9948721
0.4850000,0.4850000,0.4850000,-0.9675383
0.4900000,0.4900000,0.4900000,-0.9361865
0.4950000,0.4950000,0.4950000,-0.9019981
0.5000000,0.5000000,0.5000000,-0.8659911
0.5050000,0.5050000,0.5050000,-0.8290094
0.5100000,0.5100000,0.5100000,-0.7917302
0.5150000,0.5150000,0.5150000,-0.7546823
0.5200000,0.5200000,0.5200000,-0.7182667
0.5250000,0.5250000,0.5250000,-0.6827793
0.5300000,0.5300000,0.5300000,-0.6484303
0.5350000,0.5350000,0.5350000,-0.6153617
0.5400000,0.5400000,0.5400000,-0.5836626
0.5450000,0.5450000,0.5450000,-0.5533806
0.5500000,0.5500000,0.5500000,-0.5245323
0.5550000,0.5550000,0.5550000,-0.4971105
0.5600000,0.5600000,0.5600000,-0.4710909
0.5650000,0.5650000,0.5650000,-0.4464366
0.5700000,0.5700000,0.5700000,-0.4231021
0.5750000,0.5750000,0.5750000,-0.4010361
0.5800000,0.5800000,0.5800000,-0.3801836
0.5850000,0.5850000,0.5850000,-0.3604879
0.5900000,0.5900000,0.5900000,-0.3418917
0.5950000,0.5950000,0.5950000,-0.3243380
0.6000000,0.6000000,0.6000000,-0.3077710
0.6050000,0.6050000,0.6050000,-0.2921362
0.6100000,0.6100000,0.6100000,-0.2773814
0.6150000,0.6150000,0.6150000,-0.2634562
0.6200000,0.6200000,0.6200000,-0.2503126
