# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,3196276.1188296,136532896.6692597,86821896.6245107,561143551.3493493,7985179.7052247,394510608.7487345,136532755.0900829,136533038.2484365,160950276.4378080,101793892.7154411,2892731030.1843953
0.0025000,0.0025000,0.0025000,inf,nan,3261156.5394090,90644415.3796905,57643230.0007534,372510801.3124002,5302510.2829236,261894249.3421022,90644273.0731707,90644557.6862103,106855154.0970085,67581133.3349639,1920330112.1780186
0.0050000,0.0050000,0.0050000,inf,nan,3867193.9927510,61281094.1952351,38972309.5900761,251807085.8034490,3585971.0488202,177034734.3224292,61280951.0239653,61281237.3665049,72240531.7088327,45688923.9163054,1298103214.6336579
0.0075000,0.0075000,0.0075000,inf,nan,3427059.5109979,42211846.5801684,26846985.7989500,173419018.9656326,2471242.7353060,121924807.0037846,42211702.4143428,42211990.7459940,49760962.6820296,31471596.1275709,894013248.2543323
0.0100000,0.0100000,0.0100000,inf,nan,2694985.0860198,29652087.6198020,18860764.8439368,121789719.0953140,1737051.4936742,85627345.4310244,29651942.3354529,29652232.9041511,34955031.4670777,22107503.0237645,627864449.2096257
0.0125000,0.0125000,0.0125000,inf,nan,2378942.2303432,21266646.2243376,13528790.9017977,87320213.4464553,1246869.4154628,61393882.0184270,21266499.7017749,21266792.7469004,25069947.7723955,15855627.1564469,450174102.8316851
0.0150000,0.0150000,0.0150000,inf,nan,2356048.6319821,15593334.3222571,9921311.4106632,63999979.8619516,915210.9390069,44998777.2774844,15593186.4446821,15593482.1998320,18382027.5624425,11625815.0218622,329957975.7190478
0.0175000,0.0175000,0.0175000,inf,nan,2576449.6912366,11704001.2970192,7448152.0450724,48013687.0686727,687814.9949329,33759701.2047557,11703851.9492921,11704150.6447463,13797130.8756964,8726071.7485268,247548056.2563499
0.0200000,0.0200000,0.0200000,inf,nan,3232004.3094547,9002024.0441305,5729946.9285927,36908763.0206265,529804.4869524,25952399.7492929,9001873.1116730,9002174.9765880,10611935.2459971,6711577.1519140,190301366.0326014
0.0225000,0.0225000,0.0225000,inf,nan,4502184.8244553,7099479.2955864,4520036.3384544,29090502.9839989,418504.7362299,20455735.1190992,7099326.6634066,7099631.9277661,8369141.6725533,5293109.9491799,149997239.8896812
0.0250000,0.0250000,0.0250000,inf,nan,6748736.6147764,5741581.4873041,3656419.0984062,23511466.1581693,339025.4934039,16533318.8746830,5741427.0391318,5741735.9354763,6768399.0460583,4280711.4196910,121236164.0986905
0.0275000,0.0275000,0.0275000,inf,nan,10663121.9757561,4759573.9337756,3031797.5461985,19477831.6663492,281506.5822802,13697372.2471010,4759417.5512977,4759730.3162536,5610770.4374212,3548562.8021181,100441540.5595131
0.0300000,0.0300000,0.0300000,inf,nan,17575452.6763397,4040991.6843213,2574668.6264779,16527161.8805370,239379.2498573,11622788.7451255,4040833.2465091,4041150.1221335,4763677.7988380,3012814.3767011,85229556.1880649
0.0325000,0.0325000,0.0325000,inf,nan,13405849.3254301,3510675.8559374,2237251.5434631,14350359.9859478,208256.1568316,10092267.1437288,3510515.2384587,3510836.4734161,4138520.9226567,2617430.4519713,74006873.9834595
0.0350000,0.0350000,0.0350000,inf,nan,10464290.5446402,3118532.1035636,1987703.8504593,12741349.0367144,185215.7166293,8960933.8503459,3118369.1782718,3118695.0288553,3676246.6511248,2325062.5316242,65711228.8060890
0.0375000,0.0375000,0.0375000,inf,nan,6786695.2923758,2782543.9565532,1773333.6831320,11371204.9655001,165121.3015989,7997186.7733416,2782382.6546293,2782705.2584770,3280170.7861840,2074562.1597373,58643816.1538994
0.0400000,0.0400000,0.0400000,inf,nan,4699378.0243618,2521274.2532199,1607021.1430317,10299906.4853968,149741.3113523,7243899.0823328,2521110.8108556,2521437.6955842,2972175.9219267,1879769.1039998,53120185.8699268
0.0425000,0.0425000,0.0425000,inf,nan,3576785.2688079,2329464.3903571,1484909.8962889,9513604.6857438,138442.4953397,6690998.7935152,2329298.6930335,2329630.0876807,2746063.0128448,1736762.7437867,49065922.1687865
0.0450000,0.0450000,0.0450000,inf,nan,3102241.6428631,2065449.4873097,1315860.0963298,8446401.6939205,122274.5181458,5939934.2386774,2065297.3250829,2065601.6495365,2434832.0006432,1539922.9683794,43557471.5379476
0.0475000,0.0475000,0.0475000,inf,nan,3141059.4372631,1826221.8807654,1163542.2130410,7466084.5690652,108171.0730531,5250594.8702492,1826068.8724839,1826374.8890469,2152821.2153734,1361563.6871423,38502710.1204654
