# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,479530341811470.5625000,491401536023304273920.0000000,311192109666830319616.0000000,2039164856657531109376.0000000,27937676112914481152.0000000,1432768521749569470464.0000000,491401536023304273920.0000000,491401536023304273920.0000000,579283198367252021248.0000000,366370863421529784320.0000000,10504284830684262957056.0000000
0.0025000,0.0025000,0.0025000,inf,nan,25532976496957.6484375,10044904910903394304.0000000,6361183108255793152.0000000,41683258159674957824.0000000,571083480775412224.0000000,29287705689748135936.0000000,10044904910903388160.0000000,10044904910903400448.0000000,11841323678335188992.0000000,7489110666964447232.0000000,214721637118414422016.0000000
0.0050000,0.0050000,0.0050000,inf,nan,2805520176432.4965820,533191286738947008.0000000,337656497046997248.0000000,2212579438519811072.0000000,30313550723767548.0000000,1554613969001497088.0000000,533191286738942656.0000000,533191286738951360.0000000,628546578065722496.0000000,397527760438502976.0000000,11397589829837719552.0000000
0.0075000,0.0075000,0.0075000,inf,nan,476985619592.2177124,50441276796112728.0000000,31943179182114808.0000000,209315746290239584.0000000,2867740377482129.5000000,147070508484271840.0000000,50441276796109256.0000000,50441276796116200.0000000,59462134344639728.0000000,37607155812797032.0000000,1078241521791240960.0000000
0.0100000,0.0100000,0.0100000,inf,nan,108607202666.5993805,7031306720675558.0000000,4452747910530684.0000000,29177755079714652.0000000,399751211792096.8750000,20501024653440000.0000000,7031306720672719.0000000,7031306720678397.0000000,8288777195968976.0000000,5242282991385160.0000000,150302438247436640.0000000
0.0125000,0.0125000,0.0125000,inf,nan,30486314625.0576057,1294396629947071.5000000,819708495931482.3750000,5371346992290630.0000000,73590387340179.3593750,3774043505344127.5000000,1294396629944703.2500000,1294396629949439.7500000,1525884973456762.5000000,965054392709788.2500000,27669248266010320.0000000
0.0150000,0.0150000,0.0150000,inf,nan,10015908310.4712086,293756180721734.8125000,186028323039942.5625000,1218997616609287.5000000,16700930537744.1054688,856498386793680.8750000,293756180719729.6250000,293756180723740.0000000,346291184365701.6875000,219013775246581.5937500,6279383495481131.0000000
0.0175000,0.0175000,0.0175000,inf,nan,3719945559.2577996,78484063697269.8125000,49701961782516.8046875,325684686871519.3125000,4462056175651.1943359,228834252548129.9062500,78484063695553.7968750,78484063698985.8281250,92520059679376.9218750,58514823568307.7734375,1677689123846902.2500000
0.0200000,0.0200000,0.0200000,inf,nan,1524275476.0172043,23899789100538.0625000,15135128192518.5546875,99176767781629.0937500,1358774677765.7941895,69684091325205.2109375,23899789099058.0429688,23899789102018.0820312,28173998767895.3906250,17818801380265.4101562,510886114060422.7500000
0.0225000,0.0225000,0.0225000,inf,nan,676955987.3685349,8101653535191.5400391,5130570725683.8691406,33619371244932.1914062,460602998908.8681641,23621815655028.6250000,8101653533907.9814453,8101653536475.0986328,9550543553259.3476562,6040294104187.4345703,173182391639847.6875000
0.0250000,0.0250000,0.0250000,inf,nan,321539488.8157003,3003408844715.4272461,1901982128277.1279297,12463224977714.1855469,170752518036.5932922,8756975219457.7373047,3003408843598.0717773,3003408845832.7827148,3540534886502.1386719,2239230875326.5004883,64201411603831.0937500
