# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,2174043263466395.5000000,2174043263466395.5000000
0.0050000,0.0050000,0.0050000,117476988432782.6562500,117476988432782.6562500
0.0100000,0.0100000,0.0100000,11220423386728.3964844,11220423386728.3964844
0.0150000,0.0150000,0.0150000,1573139942931.5131836,1573139942931.5131836
0.0200000,0.0200000,0.0200000,290378507628.9815674,290378507628.9815674
0.0250000,0.0250000,0.0250000,66020792268.4814224,66020792268.4814224
0.0300000,0.0300000,0.0300000,17666121308.2972488,17666121308.2972488
0.0350000,0.0350000,0.0350000,5388665145.0751791,5388665145.0751791
0.0400000,0.0400000,0.0400000,1833292216.1281202,1833292216.1281202
0.0450000,0.0450000,0.0450000,689189400.7921160,689189400.7921160
0.0500000,0.0500000,0.0500000,293174808.9764482,293174808.9764482
0.0550000,0.0550000,0.0550000,139960683.3035824,139960683.3035824
0.0600000,0.0600000,0.0600000,71417903.8346354,71417903.8346354
0.0650000,0.0650000,0.0650000,37484096.0618725,37484096.0618725
0.0700000,0.0700000,0.0700000,20067739.1763826,20067739.1763826
0.0750000,0.0750000,0.0750000,11034667.5200739,11034667.5200739
0.0800000,0.0800000,0.0800000,6236960.9510725,6236960.9510725
0.0850000,0.0850000,0.0850000,3570689.2029226,3570689.2029226
0.0900000,0.0900000,0.0900000,2117065.6206835,2117065.6206835
0.0950000,0.0950000,0.0950000,1253044.5294183,1253044.5294183
0.1000000,0.1000000,0.1000000,757776.3426588,757776.3426588
0.1050000,0.1050000,0.1050000,462262.4436088,462262.4436088
0.1100000,0.1100000,0.1100000,290250.7089206,290250.7089206
0.1150000,0.1150000,0.1150000,186433.0483853,186433.0483853
0.1200000,0.1200000,0.1200000,122284.5327999,122284.5327999
0.1250000,0.1250000,0.1250000,82071.5218170,82071.5218170
0.1300000,0.1300000,0.1300000,56264.3555757,56264.3555757
0.1350000,0.1350000,0.1350000,39329.2238602,39329.2238602
0.1400000,0.1400000,0.1400000,26587.7270615,26587.7270615
0.1450000,0.1450000,0.1450000,18069.5114331,18069.5114331
0.1500000,0.1500000,0.1500000,12431.5566274,12431.5566274
0.1550000,0.1550000,0.1550000,8651.4330645,8651.4330645
0.1600000,0.1600000,0.1600000,6088.3111304,6088.3111304
0.1650000,0.1650000,0.1650000,4327.8894059,4327.8894059
0.1700000,0.1700000,0.1700000,3104.0650348,3104.0650348
0.1750000,0.1750000,0.1750000,2243.5478109,2243.5478109
0.1800000,0.1800000,0.1800000,1652.9716544,1631.9996933
0.1850000,0.1850000,0.1850000,1213.9765952,1193.0331332
0.1900000,0.1900000,0.1900000,895.9893330,875.0051484
0.1950000,0.1950000,0.1950000,663.6645161,642.6043295
0.2000000,0.2000000,0.2000000,492.5724375,471.4241606
0.2050000,0.2050000,0.2050000,365.6534930,344.4208081
0.2100000,0.2100000,0.2100000,270.8713717,249.5745835
0.2150000,0.2150000,0.2150000,199.5971513,178.3291975
0.2200000,0.2200000,0.2200000,145.3938118,124.5392137
0.2250000,0.2250000,0.2250000,103.4755051,83.5617663
0.2300000,0.2300000,0.2300000,70.8511121,49.9591526
0.2350000,0.2350000,0.2350000,45.2743149,24.4686527
0.2400000,0.2400000,0.2400000,24.5045529,5.0465362
0.2450000,0.2450000,0.2450000,7.6634078,-12.5052309
0.2500000,0.2500000,0.2500000,-5.4877405,-25.6402286
