# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
0.0000000,0.0000000,0.0000000,58736238889.2923965,58736238889.2923965
0.0050000,0.0050000,0.0050000,15879903468.0667019,15879903468.0667019
0.0100000,0.0100000,0.0100000,4874655856.3720961,4874655856.3720961
0.0150000,0.0150000,0.0150000,1661805045.9194729,1661805045.9194729
0.0200000,0.0200000,0.0200000,618726258.8073543,618726258.8073543
0.0250000,0.0250000,0.0250000,248312355.1702499,248312355.1702499
0.0300000,0.0300000,0.0300000,106363570.5890929,106363570.5890929
0.0350000,0.0350000,0.0350000,48253942.1037169,48253942.1037169
0.0400000,0.0400000,0.0400000,23051565.6456357,23051565.6456357
0.0450000,0.0450000,0.0450000,11550079.8139519,11550079.8139519
0.0500000,0.0500000,0.0500000,6059287.0667643,6059287.0667643
0.0550000,0.0550000,0.0550000,3331744.5874921,3331744.5874921
0.0600000,0.0600000,0.0600000,1899483.7941533,1899483.7941533
0.0650000,0.0650000,0.0650000,1113470.9113359,1113470.9113359
0.0700000,0.0700000,0.0700000,671167.5775536,671167.5775536
0.0750000,0.0750000,0.0750000,419501.5537541,419501.5537541
0.0800000,0.0800000,0.0800000,266540.1431016,266540.1431016
0.0850000,0.0850000,0.0850000,174583.0872648,174583.0872648
0.0900000,0.0900000,0.0900000,117876.1842873,117876.1842873
0.0950000,0.0950000,0.0950000,82034.5420362,82034.5420362
0.1000000,0.1000000,0.1000000,58829.1975853,58829.1975853
0.1050000,0.1050000,0.1050000,43444.7713509,43444.7713509
0.1100000,0.1100000,0.1100000,33001.5117371,33001.5117371
0.1150000,0.1150000,0.1150000,25740.6261716,25740.6261716
0.1200000,0.1200000,0.1200000,20565.9690091,20565.9690091
0.1250000,0.1250000,0.1250000,16781.2774635,16781.2774635
0.1300000,0.1300000,0.1300000,13936.7273568,13936.7273568
0.1350000,0.1350000,0.1350000,11737.6187080,11737.6187080
0.1400000,0.1400000,0.1400000,9988.9099551,9988.9099551
0.1450000,0.1450000,0.1450000,8560.7501770,8560.7501770
0.1500000,0.1500000,0.1500000,7366.5189823,7366.5189823
0.1550000,0.1550000,0.1550000,6348.4732552,6348.4732552
0.1600000,0.1600000,0.1600000,5464.2148976,5464.2148976
0.1650000,0.1650000,0.1650000,4678.7990985,4678.7990985
0.1700000,0.1700000,0.1700000,3995.6027704,3995.6027704
0.1750000,0.1750000,0.1750000,3399.8279310,3399.8279310
0.1800000,0.1800000,0.1800000,2880.5364792,2880.5364792
0.1850000,0.1850000,0.1850000,2428.8537449,2428.8537449
0.1900000,0.1900000,0.1900000,2036.5847612,2036.5847612
0.1950000,0.1950000,0.1950000,1725.3506928,1699.3803507
0.2000000,0.2000000,0.2000000,1437.2009442,1411.0699881
0.2050000,0.2050000,0.2050000,1192.2066235,1166.0076437
0.2100000,0.2100000,0.2100000,985.1833647,958.9656357
0.2150000,0.2150000,0.2150000,811.3021954,785.0989107
0.2200000,0.2200000,0.2200000,666.1031025,639.9445836
0.2250000,0.2250000,0.2250000,545.5117881,519.4338694
0.2300000,0.2300000,0.2300000,445.8532082,419.9026758
0.2350000,0.2350000,0.2350000,363.8581604,338.0938131
0.2400000,0.2400000,0.2400000,296.6604591,271.1484258
0.2450000,0.2450000,0.2450000,241.7823145,216.5872050
0.2500000,0.2500000,0.2500000,197.1074820,172.2835215
0.2550000,0.2550000,0.2550000,160.8451775,136.4312114
0.2600000,0.2600000,0.2600000,131.4892460,107.2857042
0.2650000,0.2650000,0.2650000,107.7766191,83.5084804
0.2700000,0.2700000,0.2700000,88.6485848,64.4682507
0.2750000,0.2750000,0.2750000,73.2189874,49.2737589
0.2800000,0.2800000,0.2800000,60.7539143,37.1916076
0.2850000,0.2850000,0.2850000,50.6612326,27.6209227
0.2900000,0.2900000,0.2900000,42.4776492,20.0712994
0.2950000,0.2950000,0.2950000,35.8435408,14.1438532
0.3000000,0.3000000,0.3000000,30.4720281,9.5151199
0.3050000,0.3050000,0.3050000,26.1243817,5.9235005
0.3100000,0.3100000,0.3100000,22.5938053,3.1579420
0.3150000,0.3150000,0.3150000,19.6877803,1.0485456
0.3200000,0.3200000,0.3200000,17.2018254,-0.5411800
0.3250000,0.3250000,0.3250000,14.9271404,-1.7206776
0.3300000,0.3300000,0.3300000,12.7479615,-2.5775397
0.3350000,0.3350000,0.3350000,10.6995997,-3.1817439
0.3400000,0.3400000,0.3400000,8.8674496,-3.5890915
0.3450000,0.3450000,0.3450000,7.2901420,-4.8119070
0.3500000,0.3500000,0.3500000,5.9563925,-5.9659186
0.3550000,0.3550000,0.3550000,4.8336184,-6.7762679
0.3600000,0.3600000,0.3600000,3.8871720,-7.3175616
0.3650000,0.3650000,0.3650000,3.0873415,-7.6492340
0.3700000,0.3700000,0.3700000,2.4104002,-7.8185940
0.3750000,0.3750000,0.3750000,1.8378104,-7.8632596
0.3800000,0.3800000,0.3800000,1.3546972,-7.8131018
0.3850000,0.3850000,0.3850000,0.9481326,-7.6917984
0.3900000,0.3900000,0.3900000,0.6063185,-7.5180767
0.3950000,0.3950000,0.3950000,0.3188988,-7.3067073
0.4000000,0.4000000,0.4000000,0.0771936,-7.0692988
0.4050000,0.4050000,0.4050000,-0.1264056,-6.8451542
0.4100000,0.4100000,0.4100000,-0.2992617,-6.7374652
0.4150000,0.4150000,0.4150000,-0.4487655,-6.5969564
0.4200000,0.4200000,0.4200000,-0.5819427,-6.5069644
0.4250000,0.4250000,0.4250000,-0.7046316,-6.3690898
0.4300000,0.4300000,0.4300000,-0.8206771,-6.1971281
0.4350000,0.4350000,0.4350000,-0.9316869,-6.0017700
0.4400000,0.4400000,0.4400000,-1.0374185,-5.7912668
0.4450000,0.4450000,0.4450000,-1.1363110,-5.5719538
0.4500000,0.4500000,0.4500000,-1.2258893,-5.3486621
0.4550000,0.4550000,0.4550000,-1.3032022,-5.1250434
0.4600000,0.4600000,0.4600000,-1.3654391,-4.9174059
0.4650000,0.4650000,0.4650000,-1.4105974,-4.8189801
0.4700000,0.4700000,0.4700000,-1.4379300,-4.9069251
