# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.0000000,0.0000000,0.0000000,4932361.8191195,4932361.8191195
0.0050000,0.0050000,0.0050000,3331615.3694910,3331615.3694910
0.0100000,0.0100000,0.0100000,2269499.4953750,2269499.4953750
0.0150000,0.0150000,0.0150000,1559187.3035821,1559187.3035821
0.0200000,0.0200000,0.0200000,1070432.0775768,1070432.0775768
0.0250000,0.0250000,0.0250000,740669.6015190,740669.6015190
0.0300000,0.0300000,0.0300000,518739.3566680,518739.3566680
0.0350000,0.0350000,0.0350000,369311.1488919,369311.1488919
0.0400000,0.0400000,0.0400000,268593.8628078,268593.8628078
0.0450000,0.0450000,0.0450000,200635.8563224,200635.8563224
0.0500000,0.0500000,0.0500000,154778.2947965,154778.2947965
0.0550000,0.0550000,0.0550000,123927.0066858,123927.0066858
0.0600000,0.0600000,0.0600000,103337.8360921,103337.8360921
0.0650000,0.0650000,0.0650000,89271.5172723,89271.5172723
0.0700000,0.0700000,0.0700000,78131.8735274,78131.8735274
0.0750000,0.0750000,0.0750000,68799.8200316,68799.8200316
0.0800000,0.0800000,0.0800000,61457.3046513,61457.3046513
0.0850000,0.0850000,0.0850000,50274.3695035,50274.3695035
0.0900000,0.0900000,0.0900000,41716.8644501,41716.8644501
0.0950000,0.0950000,0.0950000,35098.3351011,35098.3351011
0.1000000,0.1000000,0.1000000,29916.2459329,29916.2459329
0.1050000,0.1050000,0.1050000,25801.1469861,25801.1469861
0.1100000,0.1100000,0.1100000,22239.1355545,22239.1355545
0.1150000,0.1150000,0.1150000,19272.9970455,19272.9970455
0.1200000,0.1200000,0.1200000,16814.0119995,16814.0119995
0.1250000,0.1250000,0.1250000,14741.6135298,14741.6135298
0.1300000,0.1300000,0.1300000,12966.4629678,12966.4629678
0.1350000,0.1350000,0.1350000,10892.9391087,10892.9391087
0.1400000,0.1400000,0.1400000,9024.0480399,9024.0480399
0.1450000,0.1450000,0.1450000,7498.8485799,7498.8485799
0.1500000,0.1500000,0.1500000,6239.1198785,6239.1198785
0.1550000,0.1550000,0.1550000,5196.5829430,5196.5829430
0.1600000,0.1600000,0.1600000,4332.1509046,4332.1509046
0.1650000,0.1650000,0.1650000,3612.7606932,3612.7606932
0.1700000,0.1700000,0.1700000,3012.4382308,3012.4382308
0.1750000,0.1750000,0.1750000,2510.5211672,2510.5211672
0.1800000,0.1800000,0.1800000,2087.4001776,2087.4001776
0.1850000,0.1850000,0.1850000,1753.2608230,1731.8275406
0.1900000,0.1900000,0.1900000,1455.6762186,1432.7643693
0.1950000,0.1950000,0.1950000,1207.0745804,1183.1377075
0.2000000,0.2000000,0.2000000,999.8031687,975.4105383
0.2050000,0.2050000,0.2050000,827.2981821,802.7207394
0.2100000,0.2100000,0.2100000,683.9389735,659.3311455
0.2150000,0.2150000,0.2150000,564.9260752,540.4347955
0.2200000,0.2200000,0.2200000,466.1655531,441.9982854
0.2250000,0.2250000,0.2250000,384.2438846,360.6345984
0.2300000,0.2300000,0.2300000,316.3967900,293.4989663
0.2350000,0.2350000,0.2350000,260.3514363,238.2028899
0.2400000,0.2400000,0.2400000,214.1740576,192.7426054
0.2450000,0.2450000,0.2450000,176.2057063,155.4391596
0.2500000,0.2500000,0.2500000,145.0352908,124.8879188
