# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm],USlab(d)[kJ/mol],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCEps20(d)[kJ/mol]
0.0000000,0.0000000,0.0000000,inf,nan,104271955.6407171,6385973.1017842,4090249.9871121,25803814.5156993,392268.9651571,18160436.8429488,6385803.9386186,6386142.2649498,7528032.8853375,4761146.0436631,133192593.2383539
0.0025000,0.0025000,0.0025000,inf,nan,57331272.4016839,4794828.2082259,3070918.6338700,19375745.0083884,294402.2946518,13636333.0413482,4794659.6019490,4794996.8145029,5652329.5441041,3574847.0890460,100011761.9191781
0.0050000,0.0050000,0.0050000,inf,nan,32899524.6799135,3648283.6378604,2336419.5963696,14743722.4590173,223891.8854853,10376298.5047187,3648115.5389397,3648451.7367812,4300738.3155401,2720025.7394926,76101914.6697681
0.0075000,0.0075000,0.0075000,inf,nan,19730617.4149335,2813519.5884448,1801660.7490023,11371210.7267625,172563.7699586,8002715.1629855,2813351.9504453,2813687.2264444,3316686.0629958,2097656.4485607,58693510.0656864
0.0100000,0.0100000,0.0100000,inf,nan,12474939.9176835,2199487.4136100,1408311.2292435,8890409.2320558,134814.9043671,6256722.3536768,2199320.1925900,2199654.6346300,2592841.1091985,1639856.7031969,45888002.1086505
0.0125000,0.0125000,0.0125000,inf,nan,8496213.6199767,1743215.4285229,1116028.0177884,7046935.4344003,106770.2675582,4959283.8996918,1743048.5825087,1743382.2745370,2054969.9885960,1299677.1374507,36372296.7699526
0.0150000,0.0150000,0.0150000,inf,nan,6479096.4293923,1400784.3241254,896674.1933189,5663370.0275406,85727.3934936,3985530.9247770,1400617.8126559,1400950.8355948,1651298.9154832,1044373.1341385,29230576.0075034
0.0175000,0.0175000,0.0175000,inf,nan,5802704.0353011,1141320.5091633,730470.6785057,4614992.9708999,69786.6672842,3247684.6803276,1141154.2928974,1141486.7254292,1345432.9025111,850926.4821733,23819049.6611834
0.0200000,0.0200000,0.0200000,inf,nan,6267726.4647988,942960.4671881,603410.7514826,3813481.3999712,57602.9417755,2683583.0077620,942794.5075673,943126.4268089,1111598.3881269,703036.5499706,19681805.7657806
0.0225000,0.0225000,0.0225000,inf,nan,8012917.5880460,790115.3631047,505507.5838243,3195859.8846040,48217.1860442,2248903.4458576,789949.6220662,790281.1041433,931418.6486318,589080.8769665,16493772.9506717
0.0250000,0.0250000,0.0250000,inf,nan,11573343.3322264,671601.7068598,429596.6314716,2716949.1286478,40941.4396345,1911848.5690654,671436.1465925,671767.2671270,791710.1520012,500721.4654004,14021741.4354377
0.0275000,0.0275000,0.0275000,inf,nan,8607802.9891463,579354.2696395,370511.0540239,2344166.6888511,35279.6035387,1649486.6954934,579188.8523796,579519.6868994,682965.2935570,431945.1780971,12097524.9054692
0.0300000,0.0300000,0.0300000,inf,nan,5653575.4312442,507534.0395915,324510.2211597,2053923.4689365,30872.5445940,1445215.7138074,507368.7274502,507699.3517329,598300.8195581,378398.6631498,10599359.6119488
0.0325000,0.0325000,0.0325000,inf,nan,3811090.6792637,451906.6715788,288881.5140734,1829112.8879964,27459.8474095,1286995.9426046,451741.4263996,452071.9167580,532725.1196530,336924.9489778,9438943.7407643
0.0350000,0.0350000,0.0350000,inf,nan,2647102.3903684,409407.9544525,261661.9414126,1657355.5193971,24853.0758596,1166114.6955277,409242.7376925,409573.1712125,482625.9828398,305239.4727502,8552376.4388297
0.0375000,0.0375000,0.0375000,inf,nan,1910072.2948193,377840.0166500,241443.5136425,1529771.8594667,22917.0802398,1076322.5479228,377674.7892801,378005.2440199,445412.4728372,281703.5824827,7893822.9885067
0.0400000,0.0400000,0.0400000,inf,nan,1452270.7120179,353822.9081073,226065.4328988,1432676.3227127,21447.0911215,1007989.7919300,353658.5169082,353987.2993063,417100.1733585,263797.3120528,7392658.5912654
0.0425000,0.0425000,0.0425000,inf,nan,1187586.1104359,332648.8790886,212516.8118610,1347015.0686446,20157.0869029,947708.7759052,332487.1429287,332810.6152485,392139.4063420,248010.7368694,6950550.3595286
0.0450000,0.0450000,0.0450000,inf,nan,1068598.0049132,309388.2463461,197621.3038484,1252988.5235834,18732.3473593,881534.9150642,309226.8812946,309549.6113976,364718.8698900,230668.4668990,6465219.0940439
0.0475000,0.0475000,0.0475000,inf,nan,1074629.2599006,291888.7419365,186415.6784342,1182245.4453626,17660.9833978,831747.7388181,291727.7424053,292049.7414676,344089.7750640,217621.4817554,6100071.0563237
0.0500000,0.0500000,0.0500000,inf,nan,1206717.6250323,270414.3184728,172685.3823313,1095301.8364640,16359.3475096,770569.8153065,270258.3703738,270570.2665718,318774.8914195,201610.9435517,5651388.4797672
0.0525000,0.0525000,0.0525000,inf,nan,1487865.2268158,247544.8371406,158043.0118719,1002837.7816655,14960.4591361,705496.9272547,247389.7561608,247699.9181203,291815.4594276,184560.3016479,5174132.9936765
0.0550000,0.0550000,0.0550000,inf,nan,1968646.3765729,228470.7709643,145831.6093370,925712.3369216,13794.4191545,651219.2543250,228316.5752969,228624.9666317,269330.2100939,170339.3813177,4776051.8034372
0.0575000,0.0575000,0.0575000,inf,nan,2740009.3159972,212616.2814711,135682.3120917,861598.7936198,12825.8501833,606099.2618811,212462.9895077,212769.5734345,250640.3226825,158518.8586312,4445134.8707476
0.0600000,0.0600000,0.0600000,inf,nan,3957645.1502616,199502.1072917,127288.1273425,808560.6080919,12025.3146768,568774.0151196,199349.7376760,199654.4769074,235180.8252945,148741.4139858,4171386.1362781
0.0625000,0.0625000,0.0625000,inf,nan,5886790.2045003,186667.4676243,119099.7675828,756491.2660618,11257.7236693,532144.9675782,186522.5163904,186812.4188582,220050.8540360,139172.3799638,3902752.2111757
0.0650000,0.0650000,0.0650000,inf,nan,8985067.5478216,167098.5377870,106574.0637410,677348.1675284,10063.1033569,476448.6453802,166955.0230072,167242.0525669,196982.2402166,124582.5075374,3494267.3421865
0.0675000,0.0675000,0.0675000,inf,nan,14058866.2346487,150059.0028748,95668.4352313,608427.4821199,9023.6330282,427946.7963782,149916.9462213,150201.0595283,176895.3752822,111878.4586884,3138548.1829576
0.0700000,0.0700000,0.0700000,inf,nan,22566857.9932732,135186.1989807,86150.5660162,548263.8805067,8117.0284537,385608.1205241,135045.6208629,135326.7770985,159362.7369470,100789.8445822,2828030.9507633
0.0725000,0.0725000,0.0725000,inf,nan,37228537.3784439,122171.3178793,77822.6415246,495609.6056005,7324.3178336,348554.4461208,122032.2374714,122310.3982872,144020.2900923,91086.4291939,2556274.9418430
0.0750000,0.0750000,0.0750000,inf,nan,63289853.1080886,110751.1057739,70516.0303672,449400.9391069,6629.3309123,316037.1287272,110613.5410398,110888.6705080,130557.7009274,82571.9402012,2317789.4353075
0.0775000,0.0775000,0.0775000,inf,nan,111265777.1627520,100700.9198317,64086.8359489,408730.1527622,6018.2716751,287417.3102313,100564.8875463,100836.9521171,118710.1517645,75078.8921920,2107888.9084560
0.0800000,0.0800000,0.0800000,inf,nan,203163949.4604633,91828.9101280,58412.1691012,372822.0055812,5479.3603234,262149.3774460,91694.4258962,91963.3943599,108251.4824679,68464.2489377,1922571.7181664
0.0825000,0.0825000,0.0825000,inf,nan,164363352.0655711,83971.1334586,53387.0177364,341014.0053247,5002.5326125,239767.0699948,83838.2117310,84104.0551862,98988.4304271,62605.7804310,1758418.2128254
0.0850000,0.0850000,0.0850000,inf,nan,85183671.4255725,76987.4387981,48921.6108747,312739.7869821,4579.1866903,219871.7819809,76856.0928852,77118.7847109,90755.7801751,57398.9952358,1612504.9339932
0.0875000,0.0875000,0.0875000,inf,nan,46654202.6308581,70757.9923744,44939.1924556,287515.0749460,4201.9693084,202122.6820795,70628.2344585,70887.7502904,83412.2670116,52754.5497110,1482332.1548309
0.0900000,0.0900000,0.0900000,inf,nan,26822774.4165618,65180.3339153,41374.1354562,264925.7908255,3864.5947301,186228.3437517,65052.1750604,65308.4927701,76837.1067918,48596.0532559,1365762.4941186
0.0925000,0.0925000,0.0925000,inf,nan,16157115.3864021,60166.8751726,38170.3393642,244617.9478248,3561.6908625,171939.6328562,60040.3253342,60293.4250109,70927.0470902,44858.2033030,1260968.7523390
0.0950000,0.0950000,0.0950000,inf,nan,10258167.3233162,55101.1336885,34957.9465897,223976.0737809,3267.0654626,157430.0718255,54983.6130889,55218.6542881,64955.3544644,41081.3732662,1154561.6392790
0.0975000,0.0975000,0.0975000,inf,nan,7008057.1937569,48546.5767278,30768.1140878,197433.2793707,2870.2966432,138753.7787349,48430.8794849,48662.2739706,57228.5883846,36194.5373143,1017588.8582470
0.1000000,0.1000000,0.1000000,inf,nan,5385547.5579837,42812.3700330,27103.5150127,174207.7490474,2523.6496343,122412.0720168,42698.4889209,42926.2511451,50468.8830302,31919.3242680,897738.2939161
0.1025000,0.1025000,0.1025000,inf,nan,4967467.5642859,37791.2604225,23895.4512141,153866.0442059,2220.5436889,108099.8989218,37679.1868682,37903.3339768,44549.8041887,28175.7701102,792772.6271275
0.1050000,0.1050000,0.1050000,inf,nan,5757225.1676845,33390.4367766,21084.4763472,136033.0743551,1955.2859397,95553.2723541,33280.1609436,33500.7126097,39361.9425112,24894.6782928,700755.7235739
0.1075000,0.1075000,0.1075000,inf,nan,6272528.5111681,29529.5661033,18619.1376584,120384.1636313,1738.2078983,84543.6872228,29421.0769718,29638.0552347,34810.5983492,22016.1554994,620011.6819777
0.1100000,0.1100000,0.1100000,inf,nan,3686538.3422301,26139.0924218,16454.8861553,106638.1789026,1534.5313342,74873.2839507,26032.3778670,26245.8069767,30813.7764141,19488.3433559,549089.3621173
0.1125000,0.1125000,0.1125000,inf,nan,2245736.6753049,23158.7652331,14553.1338695,94551.5852378,1355.8218980,66370.6646720,23053.8120994,23263.7183668,27300.4510793,17266.3213121,486731.6998258
0.1150000,0.1150000,0.1150000,inf,nan,1412474.7852975,20536.3679602,12880.4392373,83913.3091224,1198.8814482,58887.2779305,20433.1621341,20639.5737862,24209.0674178,15311.1586138,431849.1915138
0.1175000,0.1175000,0.1175000,inf,nan,914177.1379714,18226.6201414,11407.8037996,74540.3035244,1060.9378799,52294.2973453,18125.1466212,18328.0936616,21486.2470646,13589.0958186,383497.0015728
0.1200000,0.1200000,0.1200000,inf,nan,607071.5820733,16190.2302879,10110.0654288,66273.7215528,939.5868669,46479.9286098,16090.4732504,16289.9873255,19085.6716879,12070.8386416,340855.2112772
0.1225000,0.1225000,0.1225000,inf,nan,412568.8981579,14393.0791615,8965.3751123,58975.6169430,832.7416323,41347.0872769,14295.0220264,14491.1362967,16967.1202059,10730.9490369,303211.7871194
0.1250000,0.1250000,0.1250000,inf,nan,286298.2034609,12805.5157885,7954.7459624,52526.0999386,738.5896583,36811.3970541,12709.1412804,12901.8902965,15095.6388999,9547.3203318,269947.8998497
0.1275000,0.1275000,0.1275000,inf,nan,202459.2907033,11401.7508058,7061.6645834,46820.8863506,655.5553860,32799.4648219,11307.0410138,11496.4605978,13440.8262685,8500.7249286,240525.2730634
0.1300000,0.1300000,0.1300000,inf,nan,145640.8122300,10159.3337582,6271.7562226,41769.1857420,582.2680821,29247.3943295,10066.2701923,10252.3973242,11976.2168437,7574.4245956,214475.2823089
